P:N1,P:N2,净利润,年化收益率%,夏普比率
2,9,14246322.03,292.64,2.018
2,10,13400585.61,274.25,1.9003
2,5,13202167.71,273.37,1.8654
2,3,12657834.49,271.98,1.6318
2,6,12409067.34,260.78,1.7807
3,4,12540906.01,259.68,1.6051
5,7,14688408.27,259.17,2.0863
2,8,12388160.24,254.47,1.7414
3,9,13873575.56,251.74,1.9598
2,11,13055764.69,244.46,1.8344
2,4,11309852.27,243.02,1.5625
3,5,11591154.82,240.01,1.6904
6,8,12656613.25,236.98,1.8203
4,10,12213232.19,228.68,1.7543
3,10,12154648.98,227.58,1.7244
2,7,11290375.11,225.7,1.6219
3,8,10963849.52,225.22,1.4992
2,12,12008149.47,224.84,1.6931
5,9,11594960.07,217.1,1.6576
3,12,10809857.17,214.38,1.5707
5,12,10712656.4,210.65,1.5338
7,8,11211884.42,209.93,1.6179
2,15,10879713,209.85,1.6082
4,5,10438469.6,208.67,1.5072
4,8,10106362.98,207.6,1.3727
6,9,10370652.97,205.67,1.4693
2,13,10331005.26,204.88,1.4979
4,11,10202776,202.34,1.4819
6,7,11438876.86,201.84,1.6781
5,8,9173104.74,199.96,1.2265
4,19,10477492.14,199.2,1.5275
2,18,11201439.25,197.96,1.5926
4,12,9912222.48,196.58,1.4259
5,10,9789549.94,194.14,1.3943
3,11,10316615.2,193.17,1.4939
4,15,9873071.85,193.08,1.4471
4,20,10141919.9,192.82,1.4826
2,19,10909246.89,192.8,1.5533
5,13,9982427.44,191.5,1.4838
2,16,9709020.93,191.47,1.4595
4,16,10125707.2,191.12,1.4842
4,18,10783229.28,190.57,1.5266
2,17,10827280.67,190.28,1.5367
3,14,9427914.18,186.97,1.3533
8,7,9506785.78,186.94,1.3634
2,20,9756873.89,185.5,1.4273
3,19,10262591.49,185.02,1.4707
3,17,10348127.35,184.97,1.478
4,14,9450205.51,184.81,1.3956
3,18,10452819.49,184.73,1.4816
5,18,10449150.65,184.67,1.4767
3,16,9616266.29,181.5,1.4199
17,13,9600999.84,181.22,1.5809
3,20,9522571.04,181.04,1.3932
3,13,9118738.76,180.84,1.333
4,6,8987515.44,179.67,1.2728
3,7,8898213.41,177.88,1.2363
8,11,9697067.8,177.79,1.4382
6,11,8948466.45,177.46,1.2776
5,15,9245491.48,177.36,1.3612
4,17,10027271.39,177.21,1.4281
18,16,8971684.74,176.93,1.4382
5,6,8850188.04,176.92,1.2864
17,16,8914315.81,175.8,1.4349
17,15,9058843.34,175.69,1.4691
3,6,8757995.22,175.08,1.2567
7,11,9521689.95,174.57,1.381
17,14,9243077.46,174.46,1.5003
9,8,8476613.25,174.12,1.131
2,22,9126650.64,173.51,1.3442
5,11,8747550.67,173.48,1.2455
5,16,9141711.32,172.55,1.3442
6,13,9407499.75,172.48,1.3827
18,15,8723196.21,172.03,1.4161
7,12,9333135.27,171.11,1.3647
15,6,8801076.47,170.69,1.4927
4,13,8727468.65,170.68,1.2887
5,17,9690156.88,170.29,1.3759
12,18,8962368.58,170.04,1.2945
3,15,8641866.4,169,1.2738
2,14,8652433.57,166.89,1.1453
2,24,8450384.67,166.72,1.2612
11,19,8784569.57,166.66,1.2683
19,18,9420227.93,166.48,1.3696
14,15,8770791.3,166.4,1.2676
2,23,8427338.92,166.26,1.2584
11,18,8757040.66,166.14,1.2599
7,13,8770955.27,165.55,1.319
6,12,9018587.71,165.35,1.3208
5,14,8534042.49,163.71,1.1964
12,17,8612485.72,163.4,1.2503
5,19,8583068.53,163.18,1.2492
19,17,9162074.77,161.92,1.3349
2,21,8497868.97,161.56,1.2528
18,17,9036940.7,161.53,1.3197
3,21,8486589.67,161.34,1.2423
10,11,8838208.6,160.37,1.2954
13,17,8432049.13,159.98,1.2195
6,18,8963378.73,158.41,1.2712
6,17,8734112.8,154.36,1.2435
