P:N1,P:N2,净利润,年化收益率%,夏普比率
3,5,11795646.16,330.23,2.2176
3,4,11417168.65,319.63,1.8787
2,5,11277322.32,315.72,2.0309
2,6,11110749.97,315.7,2.0398
2,4,10375374.97,301.42,1.84
2,3,10057682.72,292.19,1.6472
2,9,10465447.78,290.66,1.9256
5,7,12098801.36,288.63,2.2111
3,9,10944299.56,268.49,2.0102
2,10,9635869.44,266.63,1.7749
4,5,9760093.45,263.79,1.7926
2,8,9214984.9,255.93,1.6678
2,7,9332822.89,252.25,1.7328
6,8,9919047.95,251.11,1.8591
3,6,9153868.48,247.41,1.6881
4,10,9726916.4,246.24,1.8173
2,11,9700501.39,245.57,1.7692
6,7,10178503.28,242.82,1.8918
2,12,9504285.33,240.61,1.7359
17,13,9394988.86,239.75,2.0588
3,10,9444169,239.08,1.7466
17,15,9041374.47,237.08,1.9504
18,16,8849991.86,235.97,1.882
5,9,9294764.27,235.3,1.7323
17,16,8792622.93,234.44,1.8863
3,12,8679592.23,232.73,1.6397
16,15,8919815.81,232.61,1.9045
18,15,8705727.35,232.12,1.8786
17,14,9037066.48,230.62,1.9403
19,17,9404843.84,224.72,1.7737
18,17,9279709.77,224.26,1.7538
8,11,9034458.51,223.95,1.7574
3,8,8027920.2,222.96,1.4076
2,13,8203456.82,219.96,1.5487
3,7,8134223.03,219.85,1.4371
7,13,8613097.1,219.8,1.7011
7,11,8831416.83,218.91,1.6816
5,6,8095540.3,218.8,1.4972
7,12,8811709.89,218.43,1.68
5,8,7361034.21,216.94,1.2419
19,18,9033994.96,215.86,1.7053
4,16,8438211.67,215.34,1.6257
10,11,8757644.02,214.85,1.661
5,12,8061905.45,214.33,1.5111
2,15,8166611.72,212.97,1.5906
8,12,8096575.92,212.31,1.607
4,18,8812293.26,210.56,1.6274
5,13,8084950.04,209.69,1.5903
4,6,7726009.23,208.82,1.3972
2,18,8672927.77,207.23,1.6032
21,20,8573401.23,207.19,1.6961
6,9,7719902.02,206.99,1.4249
2,19,8641972.3,206.49,1.5986
6,15,8078008.42,206.14,1.577
11,12,7710611.27,205.59,1.529
3,18,8586410.28,205.17,1.5857
3,17,8481718.15,204.97,1.5814
5,18,8573434.13,204.86,1.5835
3,19,8392145.12,204.56,1.5716
4,11,7619705.89,204.31,1.4395
5,15,7865028.24,203.99,1.5267
3,11,8013526.11,202.87,1.5129
4,15,7668562.18,202.76,1.4838
6,18,8480923.61,202.65,1.5715
20,19,8121672.32,202.03,1.5476
4,19,7841988.82,201.57,1.5007
7,8,7951941.33,201.31,1.5114
4,8,7178987.93,199.38,1.248
4,17,8339775.87,199.27,1.5526
6,13,8033549.76,199.14,1.5524
5,16,7767761.33,198.23,1.5061
5,17,8316206.88,197.6,1.5448
2,20,7671275.99,197.19,1.4709
6,17,8251657.68,197.17,1.5378
6,16,7700857.88,196.52,1.514
9,11,7482871.83,196.22,1.4714
5,19,7549641.5,194.06,1.4544
5,10,7235913.49,194.02,1.347
10,3,7047586.15,193.88,1.6207
6,19,7538640.82,193.78,1.4512
7,15,7366995.44,193.18,1.4212
4,20,7506416.57,192.95,1.4423
3,20,7455854.66,191.65,1.4339
11,14,7139725,191.44,1.4431
10,13,7176123.65,191.34,1.4473
15,6,7294610.09,191.28,1.5679
7,18,7650451.81,190.31,1.4381
2,17,7995278.27,189.97,1.4791
4,12,7076828.84,189.75,1.3257
7,14,7149332.23,187.47,1.3988
16,11,7181121.46,187.27,1.5087
5,14,7153579.24,185.54,1.3114
16,13,7124367.54,184.78,1.5086
3,16,7231882.45,184.55,1.4125
7,17,7708965.18,184.2,1.4381
17,9,7121772.39,181.74,1.8147
2,22,7000792.62,179.95,1.3542
8,10,7165397.19,177.62,1.3961
6,12,7127623.57,176.68,1.3815
8,17,7255240.84,173.36,1.3509
