P:N1,P:N2,净利润,年化收益率%,夏普比率
3,9,17671390.16,254.41,1.824
5,7,18032336.65,252.45,1.889
2,5,17524947.48,246.99,1.781
2,3,16516533.87,245.56,1.6609
2,4,16075219.84,239,1.6156
2,9,16916244.71,238.41,1.7414
6,8,16304783.27,232.39,1.6952
2,8,16347544.34,230.4,1.6456
2,6,16131721.36,227.36,1.6507
7,8,15657345.13,220.67,1.602
4,10,16679863.61,217.52,1.7086
5,9,14675059.89,213.98,1.5288
3,8,14406695.5,210.07,1.4366
2,10,16633644.37,209.66,1.6902
2,7,14772598.72,208.2,1.5108
2,11,16402345.69,206.74,1.662
3,5,14137271.03,206.14,1.4921
3,4,13881898.59,202.42,1.3594
2,12,15459063.98,201.6,1.588
6,7,14304242.97,199.38,1.5229
3,10,15144323.42,197.5,1.5662
5,6,13505387.22,196.93,1.3791
4,6,13467839.52,196.38,1.3457
4,8,13420099.73,195.69,1.3288
4,5,13338650.82,187.99,1.4041
3,7,12792258.27,186.53,1.2641
4,11,14265491.48,185.32,1.4759
8,7,13290502.89,185.25,1.3284
2,18,13843687.46,184.07,1.4391
9,8,13025979.25,183.58,1.2853
2,17,14125840.56,183.51,1.4579
5,10,14003201.06,182.61,1.4254
3,17,13610045.58,180.97,1.4177
6,9,12425653.78,180.49,1.2859
2,19,13551495.1,180.19,1.41
17,13,13175132.07,175.87,1.5028
4,17,13220727.65,175.79,1.3778
5,17,13208841.99,175.63,1.3627
5,12,13487491.02,175.22,1.4128
4,16,13172380.82,175.15,1.4069
5,8,11979711.92,174.68,1.177
3,18,13128530.96,174.57,1.3587
3,11,13306741.68,173.53,1.3969
2,15,13086713.58,170.66,1.4055
19,17,12419067.41,169.79,1.3167
5,11,13017953.4,169.12,1.3211
2,13,12934301.69,168.68,1.3488
5,15,12669301.48,168.46,1.3434
4,7,11415197.38,166.45,1.0774
5,16,12517095.55,166.44,1.3265
8,11,12811219.95,166.43,1.3867
17,14,12449229.91,166.18,1.4216
4,9,11377202.75,165.9,1.0914
3,12,12714415.7,165.81,1.3359
7,11,12729748.62,165.37,1.3536
17,15,12229373.61,165.2,1.3958
3,19,12403542.86,164.93,1.3106
2,20,12399122.11,164.87,1.3058
4,12,12461244.3,161.88,1.3096
19,18,12182188.22,161.35,1.2782
5,18,12417496.09,161.32,1.2973
7,12,12085947.85,160.7,1.3166
18,17,11733986.82,160.43,1.2624
4,18,12026558.18,159.91,1.2806
6,13,11987629.14,159.39,1.3042
5,13,12265321.53,159.34,1.3218
3,6,10912671.21,159.12,1.1036
5,14,11957852.48,159,1.2228
18,16,11778534.96,157.85,1.3419
17,16,11709460.18,156.93,1.3362
16,15,11748034.7,156.82,1.336
18,15,11542638.43,155.92,1.3304
6,10,11956017.96,155.32,1.2142
6,12,11879900.95,154.33,1.2864
2,16,11867344.86,154.17,1.2881
3,16,11821515.04,153.57,1.2713
3,20,11626340.13,153.39,1.2396
6,11,11765431.87,152.84,1.2439
10,11,11328698.56,150.63,1.2434
4,19,11537790.02,149.89,1.2406
2,22,11250870.38,149.6,1.2076
7,13,11137927.91,148.1,1.2354
13,17,11082334.09,147.94,1.1821
4,13,11350042.57,147.45,1.1976
6,17,11275190.04,146.48,1.1885
2,14,11229414.94,146.44,1.0971
2,23,10848006.18,144.24,1.1728
30,10,11376188.97,143.39,1.3428
4,20,11001275.96,142.92,1.1945
7,10,10929700.4,142.53,1.146
2,21,10620049.72,142.33,1.1445
4,15,10939219.01,142.11,1.1795
3,14,10862886.1,141.66,1.1375
3,15,10896680.37,141.56,1.1662
14,15,10686263.12,141.54,1.1652
3,21,10590358.76,139.72,1.1307
6,16,10724390.25,139.32,1.1702
31,10,11050735,139.29,1.3086
25,23,10614923.32,130.4,1.1414
25,22,10602833.47,130.25,1.1386
