P:N1,P:N2,净利润,年化收益率%,夏普比率
5,7,19587028.07,226.84,1.7313
6,8,18516964.12,218.32,1.6302
2,9,18400575.19,214.53,1.6065
2,8,18292488.27,213.27,1.5657
3,9,17869948.7,212.82,1.5696
2,6,18136905.83,211.45,1.5672
2,3,16741279.88,205.9,1.4098
7,8,17337446.81,202.13,1.5019
2,5,17317330.42,201.9,1.4887
8,7,17311440.26,199.6,1.4866
2,4,16216305.9,199.44,1.3689
5,6,16298167.13,196.59,1.4119
3,8,16212992.73,195.57,1.3716
6,7,16924947,195.15,1.516
2,7,16264046.79,189.62,1.4055
4,10,17170569.01,185.23,1.4989
9,8,15728701.76,183.38,1.3326
2,10,17448261.59,181.93,1.51
5,9,14750407.72,177.92,1.3008
3,5,14639233.69,176.58,1.3242
5,8,14624694.3,176.41,1.2282
3,4,14588801.82,175.97,1.2159
4,6,14266000.2,172.08,1.2038
6,9,14085213.8,169.25,1.2334
4,5,14482730.71,168.85,1.2871
4,8,13917885.57,167.88,1.1609
3,17,15193330.63,167.12,1.3551
2,18,15170654.85,166.87,1.3534
2,11,15984631.16,166.67,1.3833
2,12,15419755.46,166.35,1.3511
5,12,15454812.76,166.09,1.3731
2,17,15443847.31,165.97,1.3673
3,10,15348839.28,165.58,1.3517
4,11,15328753.6,164.73,1.3453
5,17,14742808.71,162.16,1.3052
4,16,14640499.97,161.04,1.3352
5,11,14967326.17,160.85,1.2972
2,15,14823343.28,159.91,1.3539
17,13,14467729.67,159.76,1.4136
3,18,14418052.85,158.59,1.2815
5,15,14412930.14,158.53,1.3049
4,17,14349722.99,157.84,1.2812
2,19,14270146.82,156.96,1.2829
5,16,14122995.31,155.34,1.2792
3,7,12845553.38,154.95,1.0617
4,7,12711578.7,153.33,1.0128
5,10,14171052.94,152.87,1.2251
2,13,14114780.12,152.27,1.2539
17,14,13741827.51,151.75,1.3439
5,14,13786434.46,151.64,1.202
17,15,13569404.53,151.63,1.3159
7,12,13774441.3,151.51,1.2717
5,13,14042669.13,150.91,1.2837
6,13,13676122.59,150.43,1.2609
19,17,13121359.86,148.4,1.1981
16,15,13389954.04,147.86,1.2841
5,18,13570159.2,145.83,1.2167
6,12,13568394.39,145.81,1.2457
7,11,13471431.83,144.77,1.2144
4,13,13432818.21,144.36,1.2021
3,14,13258270.39,143.03,1.1756
2,16,13247809.68,142.37,1.2244
3,19,12840461.95,141.24,1.1701
3,11,13053951.07,140.82,1.1628
4,9,11640650.87,140.41,0.9361
3,16,13064503.47,140.4,1.1951
2,14,12967505.8,139.89,1.086
4,12,13001347.81,139.72,1.1598
10,11,12678982.67,139.46,1.1982
4,14,12926242.36,138.91,1.1899
3,15,12878334.3,138.4,1.1684
2,20,12474718.98,137.21,1.1347
4,18,12469200.14,137.15,1.1409
3,6,11327657.82,136.64,0.9643
18,15,12126376.97,135.51,1.2274
6,11,12443950.75,133.73,1.113
4,15,12407338.16,133.34,1.1387
7,9,11018251.15,132.91,0.9465
8,11,12285172,132.02,1.1436
6,10,12261755.47,131.77,1.0542
6,17,12238345.9,131.52,1.1076
7,13,11955916.73,131.51,1.1328
3,13,12102991.43,130.57,1.0868
19,18,11855359.99,129.89,1.0813
7,10,12011067.18,129.57,1.0624
18,16,11564729.31,128.21,1.1514
17,16,11529868.35,127.82,1.1479
3,20,11701936.99,127.71,1.0772
6,15,11599257.03,127.58,1.0843
6,16,11760439.61,126.38,1.0969
3,12,11644466.29,125.62,1.0339
8,12,11392142.52,125.31,1.0718
6,14,11378040.78,125.15,1.0608
18,17,11046725.08,124.94,1.0485
4,19,11612606.5,124.79,1.0736
16,13,11070144.34,121.76,1.057
8,10,11185568.09,120.67,1.0314
7,16,11185043.56,120.2,1.0062
2,23,10867659.97,119.54,1.0234
7,15,10825131.91,119.07,0.9909
