#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,6,4,6876160.85,505.72,4.2221
2,3,4,6842843.87,557.84,4.1167
3,7,6,6716211.10,493.96,4.0287
4,6,5,6680298.83,491.32,4.0471
5,8,7,6328457.73,474.03,3.8108
6,2,5,6268887.04,513.11,3.6705
7,9,8,6206369.52,464.88,3.7015
8,3,5,6195560.92,507.11,3.6056
9,4,5,5932015.02,485.54,3.4262
10,2,4,5897154.24,482.69,3.4020
11,10,9,5844627.92,437.79,3.5488
12,2,6,5840389.87,478.04,3.3615
13,3,6,5795258.43,474.35,3.3356
14,7,11,5670423.48,429.49,3.3656
15,5,13,5637442.71,425.41,3.3085
16,9,13,5508498.39,415.68,3.2508
17,10,13,5508498.39,415.68,3.2508
18,5,12,5479220.87,416.56,3.2368
19,3,7,5469800.76,449.52,3.1377
20,10,12,5411706.81,408.37,3.1844
21,6,13,5370748.25,405.28,3.0954
22,7,13,5370748.25,405.28,3.0954
23,8,13,5370748.25,405.28,3.0954
24,10,11,5339591.21,405.95,3.1722
25,2,9,5309804.03,438.15,3.1283
26,4,2,5249423.64,394.66,3.5344
27,16,11,5231765.86,397.75,3.1196
28,4,6,5216822.45,430.47,2.9396
29,7,12,5212526.40,396.29,3.0229
30,8,11,5212526.40,396.29,3.0229
31,8,12,5212526.40,396.29,3.0229
32,9,11,5212526.40,396.29,3.0229
33,2,7,5205717.94,426.09,2.9256
34,9,12,5201841.06,395.48,3.0165
35,11,12,5180294.86,399.83,3.1128
36,4,7,5175758.98,427.08,2.9411
37,5,7,5175758.98,427.08,2.9411
38,11,13,5133019.92,396.18,3.0656
39,5,6,5125967.07,422.98,2.8647
40,2,13,5101115.88,419.22,2.9838
41,3,9,5097449.69,422.34,2.9572
42,16,13,5093939.46,393.16,3.0550
43,17,13,5093939.46,393.16,3.0550
44,3,10,5092537.23,421.93,2.9769
45,2,10,5061146.41,417.63,2.9440
46,5,3,4972349.22,402.13,2.7790
47,2,12,4937628.73,407.44,2.9036
48,2,11,4823210.02,397.99,2.8088
49,3,11,4726883.47,391.64,2.7489
50,2,8,4700679.23,387.88,2.6977
51,3,8,4683172.53,386.44,2.6085
52,7,14,4673393.42,367.69,2.6255
53,8,14,4673393.42,367.69,2.6255
54,9,14,4673393.42,367.69,2.6255
55,4,10,4584337.78,386.13,2.6440
56,2,3,4547156.84,372.19,2.4747
57,4,8,4540095.44,374.63,2.5053
58,3,13,4493917.85,369.32,2.5407
59,4,9,4480136.55,377.35,2.5465
60,3,12,4456379.63,369.23,2.5714
61,4,19,4372060.60,356.42,2.6179
62,10,14,4365228.52,343.45,2.4114
63,11,14,4365228.52,343.45,2.4114
64,5,8,4358581.42,371.74,2.4200
65,12,13,4332205.45,342.18,2.3910
66,4,13,4318900.56,357.83,2.4349
67,4,14,4316452.92,339.61,2.4077
68,5,14,4316452.92,339.61,2.4077
69,6,14,4316452.92,339.61,2.4077
70,2,14,4265765.04,349.16,2.4463
71,13,14,4227377.71,332.60,2.3188
72,6,11,4194891.54,370.23,2.4829
73,6,15,4192909.25,344.58,2.4016
74,7,15,4192909.25,344.58,2.4016
75,8,15,4192909.25,344.58,2.4016
76,3,14,4145364.50,339.30,2.3518
77,6,17,4142718.12,344.64,2.4277
78,5,16,4075028.70,337.63,2.3360
79,6,16,4075028.70,337.63,2.3360
80,7,16,4075028.70,337.63,2.3360
81,5,17,4054602.67,337.31,2.3602
82,3,22,4022164.50,326.58,2.3474
83,4,20,4022164.50,326.58,2.3474
84,4,21,4022164.50,326.58,2.3474
85,4,22,4022164.50,326.58,2.3474
86,5,19,4022164.50,326.58,2.3474
87,5,20,4022164.50,326.58,2.3474
88,6,8,4013193.37,342.29,2.1916
89,6,7,3985442.88,339.92,2.1454
90,3,19,3981277.50,324.56,2.3258
91,3,20,3981277.50,324.56,2.3258
92,3,21,3981277.50,324.56,2.3258
93,5,10,3966127.51,338.27,2.2211
94,6,9,3966127.51,338.27,2.2211
95,4,11,3943381.73,332.14,2.2234
96,2,22,3938209.40,322.35,2.3074
97,6,19,3938209.40,322.35,2.3074
98,4,18,3924240.05,330.53,2.2962
99,5,18,3924240.05,330.53,2.2962
100,5,21,3900045.96,315.41,2.2583
101,5,22,3900045.96,315.41,2.2583
102,9,15,3892990.23,319.93,2.1972
103,10,15,3892990.23,319.93,2.1972
104,4,12,3879548.79,326.77,2.1831
105,3,23,3878162.82,318.72,2.2771
106,5,9,3863433.63,329.51,2.1432
107,6,22,3856990.03,315.70,2.2563
108,7,21,3856990.03,315.70,2.2563
109,2,18,3855695.94,315.59,2.2656
110,2,19,3855695.94,315.59,2.2656
111,2,20,3855695.94,315.59,2.2656
112,4,15,3845314.08,316.02,2.1819
113,5,15,3845314.08,316.02,2.1819
114,5,11,3815367.09,325.41,2.1462
115,6,20,3803457.04,311.32,2.2135
116,6,21,3803457.04,311.32,2.2135
117,7,19,3803457.04,311.32,2.2135
118,7,20,3803457.04,311.32,2.2135
119,8,16,3776608.92,312.90,2.1350
120,9,16,3776608.92,312.90,2.1350
121,7,17,3756932.52,312.55,2.1554
122,8,17,3756932.52,312.55,2.1554
123,2,23,3743720.31,307.67,2.1838
124,4,23,3743720.31,307.67,2.1838
125,5,23,3743720.31,307.67,2.1838
126,8,19,3743720.31,307.67,2.1838
127,4,16,3729132.67,308.97,2.1174
128,12,14,3725950.20,293.15,1.9467
129,3,17,3709556.22,308.61,2.1371
130,10,16,3695899.30,306.22,2.0876
131,11,16,3695899.30,306.22,2.0876
132,10,17,3676392.81,305.85,2.1074
133,2,21,3670429.33,300.43,2.1200
134,7,22,3652283.14,298.94,1.9757
135,6,12,3630575.41,320.42,2.0846
136,6,18,3628818.78,305.65,2.0945
137,7,18,3628818.78,305.65,2.0945
138,9,17,3623419.54,301.44,2.0675
139,13,15,3607743.63,296.49,1.8927
140,14,15,3607743.63,296.49,1.8927
141,7,10,3600255.12,321.98,2.0961
142,7,23,3592916.22,295.27,1.9488
143,8,21,3592916.22,295.27,1.9488
144,8,22,3592916.22,295.27,1.9488
145,8,23,3592916.22,295.27,1.9488
146,9,20,3592916.22,295.27,1.9488
147,9,21,3592916.22,295.27,1.9488
148,9,22,3592916.22,295.27,1.9488
149,10,20,3592916.22,295.27,1.9488
150,9,4,3589174.83,358.14,2.5575
151,10,3,3589174.83,358.14,2.5575
152,8,3,3584896.97,356.99,2.5528
153,10,19,3570927.98,294.66,1.9084
154,11,19,3570927.98,294.66,1.9084
155,8,10,3570850.39,320.55,2.0769
156,4,17,3526168.67,293.35,2.0009
157,8,18,3496235.34,294.48,2.0080
158,9,18,3496235.34,294.48,2.0080
159,3,24,3494181.78,298.02,2.0861
160,10,4,3494173.06,343.84,2.4612
161,13,16,3492721.65,289.38,1.8381
162,12,15,3484365.82,286.35,1.9485
163,2,15,3478384.34,284.71,1.9533
164,12,17,3473724.90,288.99,1.8521
165,13,17,3473724.90,288.99,1.8521
166,3,18,3399764.07,286.36,1.9400
167,3,2,3365497.32,278.44,2.1364
168,2,24,3362527.88,286.79,1.9976
169,4,24,3362527.88,286.79,1.9976
170,5,24,3362527.88,286.79,1.9976
171,10,18,3347650.14,281.97,1.7984
172,11,18,3347650.14,281.97,1.7984
173,12,18,3347650.14,281.97,1.7984
174,11,15,3270313.61,268.76,1.7518
175,10,21,3236095.90,265.95,1.8333
176,6,24,3215052.12,274.21,1.7820
177,7,24,3215052.12,274.21,1.7820
178,8,24,3215052.12,274.21,1.7820
179,7,8,3202553.59,282.65,1.6891
180,6,3,3170694.90,233.20,3.3224
181,7,3,3170694.90,233.20,3.3224
182,7,4,3170694.90,233.20,3.3224
183,12,16,3156950.79,261.56,1.6968
184,16,14,3149518.29,313.83,2.2684
185,17,10,3149518.29,313.83,2.2684
186,11,17,3138783.63,261.12,1.7093
187,16,10,3131207.46,311.94,2.2548
188,17,9,3131207.46,311.94,2.2548
189,17,15,3103501.55,311.51,2.2268
190,17,16,3103501.55,311.51,2.2268
191,18,12,3103501.55,311.51,2.2268
192,18,13,3103501.55,311.51,2.2268
193,19,12,3103501.55,311.51,2.2268
194,16,15,3084671.21,306.93,2.2034
195,17,12,3084671.21,306.93,2.2034
196,18,11,3084671.21,306.93,2.2034
197,14,2,3063783.15,230.34,3.4576
198,2,32,3025211.42,306.43,2.1187
199,2,33,3025211.42,306.43,2.1187
200,2,34,3025211.42,306.43,2.1187
201,2,35,3025211.42,306.43,2.1187
202,2,36,3025211.42,306.43,2.1187
203,2,37,3025211.42,306.43,2.1187
204,3,30,3025211.42,306.43,2.1187
205,3,31,3025211.42,306.43,2.1187
206,3,32,3025211.42,306.43,2.1187
207,3,33,3025211.42,306.43,2.1187
208,3,34,3025211.42,306.43,2.1187
209,3,35,3025211.42,306.43,2.1187
210,4,30,3025211.42,306.43,2.1187
211,4,31,3025211.42,306.43,2.1187
212,4,32,3025211.42,306.43,2.1187
213,5,30,3025211.42,306.43,2.1187
214,5,31,3025211.42,306.43,2.1187
215,21,20,3025211.42,306.43,2.1187
216,3,15,3021954.08,247.35,1.6599
217,6,10,3007215.23,265.41,1.6235
218,3,25,3000106.97,267.10,1.8507
219,17,14,2978365.33,299.12,2.1052
220,19,14,2978365.33,299.12,2.1052
221,19,15,2978365.33,299.12,2.1052
222,19,17,2978365.33,299.12,2.1052
223,19,18,2978365.33,299.12,2.1052
224,7,5,2974832.88,218.79,3.0601
225,2,25,2949372.59,262.58,1.8117
226,4,25,2949372.59,262.58,1.8117
227,2,16,2914988.06,238.59,1.5982
228,18,14,2892688.89,280.95,1.9836
229,18,16,2892688.89,280.95,1.9836
230,18,17,2892688.89,280.95,1.9836
231,19,13,2892688.89,280.95,1.9836
232,22,21,2883173.65,285.91,2.0274
233,3,16,2868101.16,234.76,1.5701
234,2,17,2853222.35,233.54,1.5825
235,6,23,2837656.63,233.21,1.5885
236,8,20,2837656.63,233.21,1.5885
237,14,4,2837292.29,214.11,3.1816
238,8,6,2828668.19,211.88,2.9168
239,9,6,2828668.19,211.88,2.9168
240,10,6,2828668.19,211.88,2.9168
241,9,19,2817497.47,232.49,1.5544
