P:N1,P:N2,净利润,年化收益率%,夏普比率
5,13,10113759.07,235.78,2.2484
7,12,10304442.32,232.69,2.2607
6,13,9643963.5,224.82,2.1472
7,11,9783331.85,219.2,2.115
6,12,9654084.4,218,2.1277
5,14,9094006.61,214.02,2.0561
13,12,9431411.41,212.97,2.0852
7,10,9446454.88,211.65,2.0747
5,11,9340461.45,208.47,2.049
13,9,9300472.69,207.57,2.0729
6,11,9247287.04,207.19,2.0175
13,6,9251545.41,206.48,2.0553
6,14,8719327.19,205.2,1.9818
5,12,9008997.76,203.43,1.9794
13,10,9029657.83,202.31,2.0412
4,12,8952290.16,202.15,1.9973
8,10,9018438.5,202.06,1.9707
2,13,8469758.42,197.45,1.8748
7,8,8788067.84,196.9,1.8851
5,16,8049282.33,189.43,1.8968
10,9,8401376.16,188.24,1.7809
6,16,7779463.13,187.39,1.837
13,8,8387091.31,187.19,1.8509
5,17,7735917.42,186.34,1.8631
17,15,7492516.32,185.97,1.7817
15,13,7447341.34,184.84,1.7729
3,11,8189565.33,183.49,1.8179
5,10,8212553.53,183.29,1.8118
2,12,8072621.79,182.29,1.7459
15,16,7469076.82,182.06,1.8288
32,14,7553424.54,181.24,1.8289
32,13,7488057.21,179.33,1.8135
5,15,7602587.54,178.92,1.7837
14,10,7943589.95,177.98,1.7774
17,11,7942236.63,177.95,1.8444
3,13,7615889.28,177.55,1.7013
4,9,7865445.98,176.23,1.7366
7,13,7551320.45,176.04,1.6927
25,12,7775341.7,175.58,1.6581
4,16,7444116.92,175.19,1.7416
15,14,7058232.75,175.19,1.6632
5,19,7271333.63,175.15,1.7604
32,16,7295073.84,175.04,1.7737
6,9,7826681.29,174.68,1.6635
4,24,7224888.47,174.56,1.8468
9,14,6927840.73,174.19,1.5591
8,17,7334977.46,173.96,1.8081
4,10,7763252.07,173.94,1.7197
17,3,7788077.39,173.82,1.7258
8,16,6888694.39,173.21,1.6408
4,13,7426041.95,173.12,1.6613
7,17,7287935.04,172.84,1.8014
2,7,7732190.04,172.57,1.6112
5,18,7159486.05,172.46,1.7269
17,10,7662270.77,171.68,1.7799
4,20,7124268.21,171.61,1.73
8,13,7348748.38,171.32,1.65
6,20,7198880.22,170.73,1.7812
6,17,7078939.59,170.52,1.7073
8,11,7606929.32,170.44,1.6852
17,12,7534100.71,170.13,1.7557
19,3,7621175.4,170.09,1.754
9,11,7524721.09,169.92,1.6664
19,4,7609311.83,169.83,1.7539
3,12,7517062.77,169.74,1.6756
7,9,7574486.03,169.71,1.6074
14,11,7565404.12,169.51,1.6823
9,13,7258601.97,169.22,1.5681
5,8,7534126.85,168.81,1.6221
9,10,7471585.02,168.72,1.6385
8,12,7471405.3,168.71,1.6554
34,20,7024518.3,168.23,1.7829
34,21,7024518.3,168.23,1.7829
6,15,6971619.19,167.93,1.6348
9,12,7434432.85,167.88,1.6339
6,10,7470942.39,167.39,1.5787
32,17,6958982.17,166.97,1.7074
4,11,7478320.5,166.91,1.6837
26,15,6959869.35,166.68,1.6312
7,14,6914503.78,166.56,1.5693
13,7,7412016.96,165.43,1.6398
4,21,6863375.22,165.32,1.6513
32,15,6882879.4,165.15,1.6655
13,11,7365595.62,165.03,1.6219
16,4,7374921.33,164.6,1.6905
26,14,6872817.21,164.6,1.6101
26,12,6865208.01,164.41,1.6325
12,13,7010060.88,163.42,1.5132
11,13,6996131.24,163.1,1.5229
4,7,7253627.11,162.52,1.5402
4,17,6862827.52,161.51,1.631
18,10,7170240.61,160.65,1.6496
17,9,7117447.61,159.47,1.6658
17,8,7138986.78,159.33,1.6694
20,4,7121221.83,158.32,1.6531
18,11,7053129.45,158.03,1.6258
8,9,7048662.02,157.93,1.5034
17,7,7041648.02,157.16,1.6489
5,9,7007151.79,156.39,1.5311
2,11,6886558.68,153.7,1.4833
