#,P:N1,P:N2,净利润,年化收益率%,夏普比率
70,3,5,3035119.66,436.75,3.2813
71,21,6,3022741.53,428.25,3.4431
72,19,11,3008939.34,427.95,3.4373
73,20,11,3008939.34,427.95,3.4373
74,21,9,3008939.34,427.95,3.4373
75,21,10,3008939.34,427.95,3.4373
76,22,8,3008939.34,427.95,3.4373
77,22,9,3008939.34,427.95,3.4373
78,21,7,2972055.62,424.35,3.3992
79,21,8,2972055.62,424.35,3.3992
80,22,7,2972055.62,424.35,3.3992
81,21,2,2964341.76,423.25,3.3971
82,21,11,2964341.76,423.25,3.3971
83,22,10,2964341.76,423.25,3.3971
84,22,11,2964341.76,423.25,3.3971
85,6,4,2954585.99,421.85,3.1160
86,9,8,2941430.59,418.35,3.3430
87,19,8,2939934.13,416.52,3.3318
88,19,9,2939934.13,416.52,3.3318
89,20,4,2934309.51,415.72,3.3271
90,20,7,2903093.91,411.30,3.2844
91,20,8,2903093.91,411.30,3.2844
92,13,12,2884714.77,415.11,3.2720
93,5,8,2884506.13,411.85,3.1850
94,19,7,2876867.32,409.17,3.2591
95,19,12,2855636.85,410.92,3.2847
96,20,12,2855636.85,410.92,3.2847
97,21,12,2855636.85,410.92,3.2847
98,22,12,2855636.85,410.92,3.2847
99,21,3,2850303.16,406.96,3.2489
100,22,2,2850303.16,406.96,3.2489
101,19,10,2850228.72,406.95,3.2346
102,20,5,2839917.04,403.91,3.2114
103,20,6,2839917.04,403.91,3.2114
104,20,9,2813238.42,401.67,3.1867
105,20,10,2813238.42,401.67,3.1867
106,21,4,2783346.48,397.40,3.1553
107,21,5,2783346.48,397.40,3.1553
108,15,11,2775116.90,396.23,3.1595
109,16,11,2775116.90,396.23,3.1595
110,17,11,2775116.90,396.23,3.1595
111,18,11,2775116.90,396.23,3.1595
112,15,8,2759647.77,392.49,3.1240
113,15,9,2759647.77,392.49,3.1240
114,16,7,2738858.17,389.54,3.0982
115,16,8,2738858.17,389.54,3.0982
116,16,9,2738858.17,389.54,3.0982
117,17,7,2738858.17,389.54,3.0982
118,17,8,2738858.17,389.54,3.0982
119,18,7,2738858.17,389.54,3.0982
120,18,8,2738858.17,389.54,3.0982
121,15,10,2733309.02,390.26,3.0997
122,7,12,2718527.25,391.19,3.1224
123,15,12,2718527.25,391.19,3.1224
124,16,12,2718527.25,391.19,3.1224
125,17,12,2718527.25,391.19,3.1224
126,18,12,2718527.25,391.19,3.1224
127,23,8,2713552.65,387.44,3.1412
128,23,9,2713552.65,387.44,3.1412
129,23,10,2713552.65,387.44,3.1412
130,16,10,2712519.42,387.29,3.0738
131,17,9,2712519.42,387.29,3.0738
132,17,10,2712519.42,387.29,3.0738
133,18,9,2712519.42,387.29,3.0738
134,18,10,2712519.42,387.29,3.0738
135,11,12,2605967.18,375.00,3.0284
136,23,12,2605967.18,375.00,3.0284
137,24,12,2605967.18,375.00,3.0284
138,23,11,2599514.05,371.16,2.9930
139,24,9,2599514.05,371.16,2.9930
140,24,10,2599514.05,371.16,2.9930
141,24,11,2599514.05,371.16,2.9930
142,7,11,2583760.79,368.91,2.8919
143,8,11,2583760.79,368.91,2.8919
144,13,4,2580873.06,367.07,2.8868
145,8,13,2505219.39,372.18,2.9656
146,9,10,2371653.61,341.28,2.6366
147,9,11,2371653.61,341.28,2.6366
148,2,13,2370508.59,352.16,2.8027
149,6,13,2370508.59,352.16,2.8027
150,7,13,2370508.59,352.16,2.8027
151,14,10,2351407.56,335.73,2.6129
152,9,12,2328943.55,335.13,2.5926
153,10,12,2328943.55,335.13,2.5926
154,2,4,2302075.06,331.27,2.3250
155,10,13,2260027.48,335.75,2.7053
156,11,13,2260027.48,335.75,2.7053
157,13,7,2252396.77,320.35,2.5803
158,13,8,2252396.77,320.35,2.5803
159,17,2,2239339.56,318.49,2.2955
160,6,12,2190153.11,315.16,2.4390
161,8,12,2190153.11,315.16,2.4390
162,10,11,2158328.47,310.58,2.3697
163,10,8,2131896.04,304.39,2.4154
164,19,5,2079896.62,295.82,2.1386
165,19,6,2079896.62,295.82,2.1386
166,18,2,2004079.32,286.14,2.0189
167,14,11,1996872.77,285.11,2.2066
168,4,2,1989679.46,281.89,2.0858
169,9,13,1978526.09,293.93,2.2484
170,17,3,1970930.53,280.32,1.9815
171,18,4,1941887.47,276.19,1.9892
172,18,5,1941887.47,276.19,1.9892
173,18,6,1941887.47,276.19,1.9892
174,16,6,1925335.75,273.83,1.9659
175,17,4,1925335.75,273.83,1.9659
176,17,5,1925335.75,273.83,1.9659
177,17,6,1925335.75,273.83,1.9659
178,14,7,1801942.14,256.28,2.0243
179,25,12,1778037.65,255.86,1.9715
180,14,12,1713923.60,246.63,1.8826
181,7,2,1620108.05,231.32,1.6164
182,10,4,1602716.81,264.98,2.3481
183,7,14,1600191.25,258.67,2.0625
184,8,14,1600191.25,258.67,2.0625
185,3,2,1535656.34,227.22,1.7633
186,11,5,1530749.13,253.08,2.2336
187,4,3,1492192.30,213.05,1.5312
188,2,14,1471477.46,237.86,1.8995
189,3,14,1471477.46,237.86,1.8995
190,4,14,1471477.46,237.86,1.8995
191,5,14,1471477.46,237.86,1.8995
192,6,14,1471477.46,237.86,1.8995
193,4,16,1453636.65,263.45,2.6500
194,5,16,1453636.65,263.45,2.6500
195,6,16,1453636.65,263.45,2.6500
196,7,16,1453636.65,263.45,2.6500
197,19,13,1453636.65,263.45,2.6500
198,19,14,1453636.65,263.45,2.6500
199,19,15,1453636.65,263.45,2.6500
200,19,16,1453636.65,263.45,2.6500
201,20,13,1453636.65,263.45,2.6500
202,20,14,1453636.65,263.45,2.6500
203,20,15,1453636.65,263.45,2.6500
204,20,16,1453636.65,263.45,2.6500
205,21,13,1453636.65,263.45,2.6500
206,21,14,1453636.65,263.45,2.6500
207,21,15,1453636.65,263.45,2.6500
208,21,16,1453636.65,263.45,2.6500
209,22,13,1453636.65,263.45,2.6500
210,22,14,1453636.65,263.45,2.6500
211,22,15,1453636.65,263.45,2.6500
212,22,16,1453636.65,263.45,2.6500
213,12,13,1446490.75,214.89,1.6619
214,13,3,1402173.17,199.43,1.3586
215,8,4,1396955.98,233.50,1.9302
216,2,16,1392988.80,250.15,2.5405
217,3,16,1392988.80,250.15,2.5405
218,14,16,1392988.80,257.08,2.8506
219,15,13,1392988.80,250.15,2.5405
220,15,14,1392988.80,250.15,2.5405
221,15,16,1392988.80,257.08,2.8506
222,16,13,1392988.80,250.15,2.5405
223,16,14,1392988.80,250.15,2.5405
224,16,15,1392988.80,250.15,2.5405
225,17,13,1392988.80,250.15,2.5405
226,17,14,1392988.80,250.15,2.5405
227,17,15,1392988.80,250.15,2.5405
228,17,16,1392988.80,250.15,2.5405
229,18,13,1392988.80,250.15,2.5405
230,18,14,1392988.80,250.15,2.5405
231,18,15,1392988.80,250.15,2.5405
232,18,16,1392988.80,250.15,2.5405
233,8,5,1377005.96,230.16,1.9183
234,9,14,1366193.75,220.84,1.7919
235,10,14,1366193.75,220.84,1.7919
236,8,16,1346695.58,245.77,2.4601
237,9,16,1346695.58,245.77,2.4601
238,23,7,1346695.58,245.77,2.4601
239,23,13,1346695.58,245.77,2.4601
240,23,14,1346695.58,245.77,2.4601
241,23,15,1346695.58,245.77,2.4601
242,23,16,1346695.58,245.77,2.4601
243,24,13,1346695.58,245.77,2.4601
244,24,14,1346695.58,245.77,2.4601
245,24,15,1346695.58,245.77,2.4601
246,24,16,1346695.58,245.77,2.4601
247,12,5,1322156.46,218.59,1.8746
248,12,6,1302165.80,216.07,1.8387
249,14,8,1301668.27,185.13,1.4635
250,14,9,1301668.27,185.13,1.4635
251,5,4,1202872.78,171.08,1.2492
252,8,7,1194098.83,199.59,1.6277
253,2,17,1052897.04,188.32,2.2298
254,6,17,1052897.04,188.32,2.2298
255,7,17,1052897.04,188.32,2.2298
256,8,17,1052897.04,188.32,2.2298
257,9,17,1052897.04,188.32,2.2298
258,10,17,1052897.04,188.32,2.2298
259,11,17,1052897.04,188.32,2.2298
260,12,17,1052897.04,188.32,2.2298
261,13,17,1052897.04,188.32,2.2298
262,14,17,1052897.04,188.32,2.2298
263,15,17,1052897.04,188.32,2.2298
264,16,17,1052897.04,188.32,2.2298
265,18,17,1052897.04,188.32,2.2298
266,19,17,1052897.04,188.32,2.2298
267,20,17,1052897.04,188.32,2.2298
268,21,17,1052897.04,188.32,2.2298
269,22,17,1052897.04,188.32,2.2298
270,23,17,1052897.04,188.32,2.2298
271,24,17,1052897.04,188.32,2.2298
272,25,17,1052897.04,188.32,2.2298
273,26,17,1052897.04,188.32,2.2298
274,27,17,1052897.04,188.32,2.2298
275,28,17,1052897.04,188.32,2.2298
276,29,17,1052897.04,188.32,2.2298
277,30,17,1052897.04,188.32,2.2298
278,31,17,1052897.04,188.32,2.2298
279,32,17,1052897.04,188.32,2.2298
280,33,17,1052897.04,188.32,2.2298
281,34,17,1052897.04,188.32,2.2298
282,7,5,1035053.57,174.84,1.3384
283,12,16,1029508.74,181.46,2.0705
284,13,16,1029508.74,181.46,2.0705
285,7,4,1004060.85,169.60,1.3064
286,10,16,977536.55,171.57,1.9623
287,11,16,977536.55,171.57,1.9623
288,25,5,977536.55,171.57,1.9623
289,25,6,977536.55,171.57,1.9623
290,25,7,977536.55,171.57,1.9623
291,25,8,977536.55,171.57,1.9623
292,25,9,977536.55,171.57,1.9623
293,25,10,977536.55,171.57,1.9623
294,25,11,977536.55,171.57,1.9623
295,25,13,977536.55,171.57,1.9623
296,25,14,977536.55,171.57,1.9623
297,25,15,977536.55,171.57,1.9623
298,25,16,977536.55,171.57,1.9623
299,26,5,977536.55,171.57,1.9623
300,26,6,977536.55,171.57,1.9623
301,26,7,977536.55,171.57,1.9623
302,26,8,977536.55,171.57,1.9623
303,26,9,977536.55,171.57,1.9623
304,26,10,977536.55,171.57,1.9623
305,26,11,977536.55,171.57,1.9623
306,26,12,977536.55,171.57,1.9623
307,26,13,977536.55,171.57,1.9623
308,26,14,977536.55,171.57,1.9623
309,26,15,977536.55,171.57,1.9623
310,26,16,977536.55,171.57,1.9623
311,27,4,977536.55,171.57,1.9623
312,27,5,977536.55,171.57,1.9623
313,27,6,977536.55,171.57,1.9623
314,27,7,977536.55,171.57,1.9623
315,27,8,977536.55,171.57,1.9623
316,27,9,977536.55,171.57,1.9623
317,27,10,977536.55,171.57,1.9623
318,27,11,977536.55,171.57,1.9623
319,27,12,977536.55,171.57,1.9623
320,27,13,977536.55,171.57,1.9623
321,27,14,977536.55,171.57,1.9623
322,27,15,977536.55,171.57,1.9623
323,27,16,977536.55,171.57,1.9623
324,28,4,977536.55,171.57,1.9623
325,28,5,977536.55,171.57,1.9623
326,28,6,977536.55,171.57,1.9623
327,28,7,977536.55,171.57,1.9623
328,28,8,977536.55,171.57,1.9623
329,28,9,977536.55,171.57,1.9623
330,28,10,977536.55,171.57,1.9623
331,28,11,977536.55,171.57,1.9623
332,28,12,977536.55,171.57,1.9623
333,28,13,977536.55,171.57,1.9623
334,28,14,977536.55,171.57,1.9623
335,28,15,977536.55,171.57,1.9623
336,28,16,977536.55,171.57,1.9623
337,29,3,977536.55,171.57,1.9623
338,29,4,977536.55,171.57,1.9623
339,29,5,977536.55,171.57,1.9623
340,29,6,977536.55,171.57,1.9623
341,29,7,977536.55,171.57,1.9623
342,29,8,977536.55,171.57,1.9623
343,29,9,977536.55,171.57,1.9623
344,29,10,977536.55,171.57,1.9623
345,29,11,977536.55,171.57,1.9623
346,29,12,977536.55,171.57,1.9623
347,29,13,977536.55,171.57,1.9623
348,29,14,977536.55,171.57,1.9623
349,29,15,977536.55,171.57,1.9623
350,29,16,977536.55,171.57,1.9623
351,30,3,977536.55,171.57,1.9623
352,30,4,977536.55,171.57,1.9623
353,30,5,977536.55,171.57,1.9623
354,30,6,977536.55,171.57,1.9623
355,30,7,977536.55,171.57,1.9623
356,30,8,977536.55,171.57,1.9623
357,30,9,977536.55,171.57,1.9623
358,30,10,977536.55,171.57,1.9623
359,30,11,977536.55,171.57,1.9623
360,30,12,977536.55,171.57,1.9623
361,30,13,977536.55,171.57,1.9623
362,30,14,977536.55,171.57,1.9623
363,30,15,977536.55,171.57,1.9623
364,30,16,977536.55,171.57,1.9623
365,31,3,977536.55,171.57,1.9623
366,31,4,977536.55,171.57,1.9623
367,31,5,977536.55,171.57,1.9623
368,31,6,977536.55,171.57,1.9623
369,31,7,977536.55,171.57,1.9623
370,31,8,977536.55,171.57,1.9623
371,31,9,977536.55,171.57,1.9623
372,31,10,977536.55,171.57,1.9623
373,31,11,977536.55,171.57,1.9623
374,31,12,977536.55,171.57,1.9623
375,31,13,977536.55,171.57,1.9623
376,31,14,977536.55,171.57,1.9623
377,31,15,977536.55,171.57,1.9623
378,31,16,977536.55,171.57,1.9623
379,32,2,977536.55,171.57,1.9623
380,32,3,977536.55,171.57,1.9623
381,32,4,977536.55,171.57,1.9623
382,32,5,977536.55,171.57,1.9623
383,32,6,977536.55,171.57,1.9623
384,32,7,977536.55,171.57,1.9623
385,32,8,977536.55,171.57,1.9623
386,32,9,977536.55,171.57,1.9623
387,32,10,977536.55,171.57,1.9623
388,32,11,977536.55,171.57,1.9623
389,32,12,977536.55,171.57,1.9623
390,32,13,977536.55,171.57,1.9623
391,32,14,977536.55,171.57,1.9623
392,32,15,977536.55,171.57,1.9623
393,32,16,977536.55,171.57,1.9623
394,33,5,977536.55,171.57,1.9623
395,33,6,977536.55,171.57,1.9623
396,33,7,977536.55,171.57,1.9623
397,33,8,977536.55,171.57,1.9623
398,33,9,977536.55,171.57,1.9623
399,33,10,977536.55,171.57,1.9623
400,33,11,977536.55,171.57,1.9623
401,33,12,977536.55,171.57,1.9623
402,33,13,977536.55,171.57,1.9623
403,33,14,977536.55,171.57,1.9623
404,33,15,977536.55,171.57,1.9623
405,33,16,977536.55,171.57,1.9623
406,34,4,977536.55,171.57,1.9623
407,34,5,977536.55,171.57,1.9623
408,34,6,977536.55,171.57,1.9623
409,34,7,977536.55,171.57,1.9623
410,34,8,977536.55,171.57,1.9623
411,34,9,977536.55,171.57,1.9623
412,34,10,977536.55,171.57,1.9623
413,34,11,977536.55,171.57,1.9623
414,34,12,977536.55,171.57,1.9623
415,34,13,977536.55,171.57,1.9623
416,34,14,977536.55,171.57,1.9623
417,34,15,977536.55,171.57,1.9623
418,34,16,977536.55,171.57,1.9623
419,35,2,977536.55,171.57,1.9623
420,35,5,977536.55,171.57,1.9623
421,35,6,977536.55,171.57,1.9623
422,35,7,977536.55,171.57,1.9623
423,35,8,977536.55,171.57,1.9623
424,35,9,977536.55,171.57,1.9623
425,35,10,977536.55,171.57,1.9623
426,35,11,977536.55,171.57,1.9623
427,35,12,977536.55,171.57,1.9623
428,35,13,977536.55,171.57,1.9623
429,35,14,977536.55,171.57,1.9623
430,35,15,977536.55,171.57,1.9623
431,35,16,977536.55,171.57,1.9623
432,36,5,977536.55,171.57,1.9623
433,36,6,977536.55,171.57,1.9623
434,36,7,977536.55,171.57,1.9623
435,36,8,977536.55,171.57,1.9623
436,36,9,977536.55,171.57,1.9623
437,36,10,977536.55,171.57,1.9623
438,36,11,977536.55,171.57,1.9623
439,36,12,977536.55,171.57,1.9623
440,36,13,977536.55,171.57,1.9623
441,36,14,977536.55,171.57,1.9623
442,36,15,977536.55,171.57,1.9623
443,36,16,977536.55,171.57,1.9623
444,37,3,977536.55,171.57,1.9623
445,37,4,977536.55,171.57,1.9623
446,37,5,977536.55,171.57,1.9623
447,37,6,977536.55,171.57,1.9623
448,37,7,977536.55,171.57,1.9623
449,37,8,977536.55,171.57,1.9623
450,37,9,977536.55,171.57,1.9623
451,37,10,977536.55,171.57,1.9623
452,37,11,977536.55,171.57,1.9623
453,37,12,977536.55,171.57,1.9623
454,37,13,977536.55,171.57,1.9623
455,37,14,977536.55,171.57,1.9623
456,37,15,977536.55,171.57,1.9623
457,37,16,977536.55,171.57,1.9623
458,38,2,977536.55,171.57,1.9623
459,38,3,977536.55,171.57,1.9623
460,38,4,977536.55,171.57,1.9623
461,38,5,977536.55,171.57,1.9623
462,38,6,977536.55,171.57,1.9623
463,38,7,977536.55,171.57,1.9623
464,38,8,977536.55,171.57,1.9623
465,38,9,977536.55,171.57,1.9623
466,38,10,977536.55,171.57,1.9623
467,38,11,977536.55,171.57,1.9623
468,38,12,977536.55,171.57,1.9623
469,38,13,977536.55,171.57,1.9623
470,38,14,977536.55,171.57,1.9623
471,38,15,977536.55,171.57,1.9623
472,38,16,977536.55,171.57,1.9623
473,39,2,977536.55,171.57,1.9623
474,39,3,977536.55,171.57,1.9623
475,39,4,977536.55,171.57,1.9623
476,39,5,977536.55,171.57,1.9623
477,39,6,977536.55,171.57,1.9623
478,39,7,977536.55,171.57,1.9623
479,39,8,977536.55,171.57,1.9623
480,39,9,977536.55,171.57,1.9623
481,39,10,977536.55,171.57,1.9623
482,39,11,977536.55,171.57,1.9623
483,39,12,977536.55,171.57,1.9623
484,39,13,977536.55,171.57,1.9623
485,39,14,977536.55,171.57,1.9623
486,39,15,977536.55,171.57,1.9623
487,39,16,977536.55,171.57,1.9623
488,3,17,924266.82,163.22,1.9117
489,4,17,924266.82,163.22,1.9117
490,5,17,924266.82,163.22,1.9117
491,35,17,924266.82,163.22,1.9117
492,36,17,924266.82,163.22,1.9117
493,37,17,924266.82,163.22,1.9117
494,38,17,924266.82,163.22,1.9117
495,39,17,924266.82,163.22,1.9117
496,40,2,924266.82,163.22,1.9117
497,40,3,924266.82,163.22,1.9117
498,40,4,924266.82,163.22,1.9117
499,40,5,924266.82,163.22,1.9117
500,40,6,924266.82,163.22,1.9117
501,40,7,924266.82,163.22,1.9117
502,40,8,924266.82,163.22,1.9117
503,40,9,924266.82,163.22,1.9117
504,40,10,924266.82,163.22,1.9117
505,40,11,924266.82,163.22,1.9117
506,40,12,924266.82,163.22,1.9117
507,40,13,924266.82,163.22,1.9117
508,40,14,924266.82,163.22,1.9117
509,40,15,924266.82,163.22,1.9117
510,40,16,924266.82,163.22,1.9117
511,40,17,924266.82,163.22,1.9117
512,41,3,924266.82,163.22,1.9117
513,41,4,924266.82,163.22,1.9117
514,41,5,924266.82,163.22,1.9117
515,41,6,924266.82,163.22,1.9117
516,41,7,924266.82,163.22,1.9117
517,41,8,924266.82,163.22,1.9117
518,41,9,924266.82,163.22,1.9117
519,41,10,924266.82,163.22,1.9117
520,41,11,924266.82,163.22,1.9117
521,41,12,924266.82,163.22,1.9117
522,41,13,924266.82,163.22,1.9117
523,41,14,924266.82,163.22,1.9117
524,41,15,924266.82,163.22,1.9117
525,41,16,924266.82,163.22,1.9117
526,41,17,924266.82,163.22,1.9117
527,42,2,924266.82,163.22,1.9117
528,42,4,924266.82,163.22,1.9117
529,42,5,924266.82,163.22,1.9117
530,42,6,924266.82,163.22,1.9117
531,42,7,924266.82,163.22,1.9117
532,42,8,924266.82,163.22,1.9117
533,42,9,924266.82,163.22,1.9117
534,42,10,924266.82,163.22,1.9117
535,42,11,924266.82,163.22,1.9117
536,42,12,924266.82,163.22,1.9117
537,42,13,924266.82,163.22,1.9117
538,42,14,924266.82,163.22,1.9117
539,42,15,924266.82,163.22,1.9117
540,42,16,924266.82,163.22,1.9117
541,42,17,924266.82,163.22,1.9117
542,13,5,898845.04,150.24,1.1321
543,2,15,889118.13,159.66,1.5652
544,2,3,883243.63,127.10,0.9783
545,22,3,811534.15,137.22,1.2038
546,22,4,811534.15,137.22,1.2038
547,22,5,811534.15,137.22,1.2038
548,14,5,747503.56,106.31,0.7895
549,9,7,743511.08,125.71,0.9446
550,22,6,706525.23,119.46,0.9894
551,23,3,704593.08,119.13,1.0414
552,23,4,704593.08,119.13,1.0414
553,23,5,704593.08,119.13,1.0414
554,23,6,704593.08,119.13,1.0414
555,24,3,704593.08,119.13,1.0414
556,24,4,704593.08,119.13,1.0414
557,24,5,704593.08,119.13,1.0414
558,24,6,704593.08,119.13,1.0414
559,24,7,704593.08,119.13,1.0414
560,24,8,704593.08,119.13,1.0414
561,13,14,695063.96,112.36,0.9019
562,43,10,690214.77,124.62,1.5948
563,43,11,690214.77,124.62,1.5948
564,43,12,690214.77,124.62,1.5948
565,43,13,690214.77,124.62,1.5948
566,43,14,690214.77,124.62,1.5948
567,43,15,690214.77,124.62,1.5948
568,43,16,690214.77,124.62,1.5948
569,43,17,690214.77,124.62,1.5948
570,44,7,690214.77,124.62,1.5948
571,44,8,690214.77,124.62,1.5948
572,44,10,690214.77,124.62,1.5948
573,44,11,690214.77,124.62,1.5948
574,44,12,690214.77,124.62,1.5948
575,44,13,690214.77,124.62,1.5948
576,44,14,690214.77,124.62,1.5948
577,44,15,690214.77,124.62,1.5948
578,44,16,690214.77,124.62,1.5948
579,44,17,690214.77,124.62,1.5948
580,45,7,690214.77,124.62,1.5948
581,45,8,690214.77,124.62,1.5948
582,45,9,690214.77,124.62,1.5948
583,45,10,690214.77,124.62,1.5948
584,45,11,690214.77,124.62,1.5948
585,45,12,690214.77,124.62,1.5948
586,45,13,690214.77,124.62,1.5948
587,45,14,690214.77,124.62,1.5948
588,45,15,690214.77,124.62,1.5948
589,45,16,690214.77,124.62,1.5948
590,45,17,690214.77,124.62,1.5948
591,46,6,690214.77,124.62,1.5948
592,46,7,690214.77,124.62,1.5948
593,46,8,690214.77,124.62,1.5948
594,46,9,690214.77,124.62,1.5948
595,46,10,690214.77,124.62,1.5948
596,46,11,690214.77,124.62,1.5948
597,46,12,690214.77,124.62,1.5948
598,46,13,690214.77,124.62,1.5948
599,46,14,690214.77,124.62,1.5948
600,46,15,690214.77,124.62,1.5948
601,46,16,690214.77,124.62,1.5948
602,46,17,690214.77,124.62,1.5948
603,47,5,690214.77,124.62,1.5948
604,47,6,690214.77,124.62,1.5948
605,47,7,690214.77,124.62,1.5948
606,47,8,690214.77,124.62,1.5948
607,47,9,690214.77,124.62,1.5948
608,47,10,690214.77,124.62,1.5948
609,47,11,690214.77,124.62,1.5948
610,47,12,690214.77,124.62,1.5948
611,47,13,690214.77,124.62,1.5948
612,47,14,690214.77,124.62,1.5948
613,47,15,690214.77,124.62,1.5948
614,47,16,690214.77,124.62,1.5948
615,47,17,690214.77,124.62,1.5948
616,48,4,690214.77,124.62,1.5948
617,48,5,690214.77,124.62,1.5948
618,48,6,690214.77,124.62,1.5948
619,48,7,690214.77,124.62,1.5948
620,48,8,690214.77,124.62,1.5948
621,48,9,690214.77,124.62,1.5948
622,48,10,690214.77,124.62,1.5948
623,48,11,690214.77,124.62,1.5948
624,48,12,690214.77,124.62,1.5948
625,48,13,690214.77,124.62,1.5948
626,48,14,690214.77,124.62,1.5948
627,48,15,690214.77,124.62,1.5948
628,48,16,690214.77,124.62,1.5948
629,48,17,690214.77,124.62,1.5948
630,49,3,690214.77,124.62,1.5948
631,49,4,690214.77,124.62,1.5948
632,49,5,690214.77,124.62,1.5948
633,49,6,690214.77,124.62,1.5948
634,49,7,690214.77,124.62,1.5948
635,49,8,690214.77,124.62,1.5948
636,49,9,690214.77,124.62,1.5948
637,49,10,690214.77,124.62,1.5948
638,49,11,690214.77,124.62,1.5948
639,49,12,690214.77,124.62,1.5948
640,49,13,690214.77,124.62,1.5948
641,49,14,690214.77,124.62,1.5948
642,49,15,690214.77,124.62,1.5948
643,49,16,690214.77,124.62,1.5948
644,49,17,690214.77,124.62,1.5948
645,50,3,690214.77,124.62,1.5948
646,50,4,690214.77,124.62,1.5948
647,50,5,690214.77,124.62,1.5948
648,50,6,690214.77,124.62,1.5948
649,50,7,690214.77,124.62,1.5948
650,50,8,690214.77,124.62,1.5948
651,50,9,690214.77,124.62,1.5948
652,50,10,690214.77,124.62,1.5948
653,50,11,690214.77,124.62,1.5948
654,50,12,690214.77,124.62,1.5948
655,50,13,690214.77,124.62,1.5948
656,50,14,690214.77,124.62,1.5948
657,50,15,690214.77,124.62,1.5948
658,50,16,690214.77,124.62,1.5948
659,50,17,690214.77,124.62,1.5948
660,6,3,614618.79,87.75,0.4240
661,5,15,597400.74,108.27,1.0778
662,6,15,597400.74,108.27,1.0778
663,7,15,597400.74,108.27,1.0778
664,11,14,588639.02,95.15,0.7849
665,12,14,588639.02,95.15,0.7849
666,3,15,536752.89,96.39,0.9888
667,4,15,536752.89,96.39,0.9888
668,9,19,518509.72,92.87,1.3904
669,10,19,518509.72,92.87,1.3904
670,11,19,518509.72,92.87,1.3904
671,12,19,518509.72,92.87,1.3904
672,13,19,518509.72,92.87,1.3904
673,14,19,518509.72,92.87,1.3904
674,15,19,518509.72,92.87,1.3904
675,16,19,518509.72,92.87,1.3904
676,17,19,518509.72,92.87,1.3904
677,18,19,518509.72,92.87,1.3904
678,2,18,508594.68,90.67,1.1670
679,3,18,508594.68,90.67,1.1670
680,4,18,508594.68,90.67,1.1670
681,5,18,508594.68,90.67,1.1670
682,6,18,508594.68,90.67,1.1670
