P:m,P:l,净利润,年化收益率%
8,3,17239053.82,128.93
9,8,16475969.23,122.75
13,7,18608512.6,120.49
6,16,15167432.4,119.89
13,8,18388410.95,119.07
13,12,18215536.59,117.95
13,11,17843046.39,115.54
13,9,17527696.43,113.49
10,11,14755516.88,112.96
8,4,15092838.13,112.88
9,4,14845082.37,110.6
13,5,16868301.11,109.23
13,10,16782781.71,108.67
14,8,16747350.58,108.44
6,15,13630027.89,107.74
14,13,16611030.71,107.56
10,12,14047756.38,107.54
9,10,14195406.48,106.16
14,12,16314843.35,105.64
14,11,16274854.22,105.38
8,7,14041301.93,105.01
14,9,16196368.47,104.87
14,10,16196368.47,104.87
6,17,13234988.1,104.62
5,50,12861966.05,104.21
6,50,12889808.35,104
18,14,15629759.53,103.99
15,12,15929286.61,103.54
6,20,13076802.04,103.36
9,11,13739367.42,102.75
18,15,15426619.47,102.64
6,18,12980890.93,102.61
16,8,15644460.38,102.48
6,13,12939758.08,102.28
10,13,13346607.07,102.17
11,12,15337798.93,102.05
5,16,12852751.03,101.59
5,18,12810727.38,101.26
6,49,12545281.28,101.22
18,11,15188142.69,101.06
18,12,15188142.69,101.06
6,10,12754657.1,100.82
5,9,12734369.6,100.66
15,10,15443237.39,100.38
9,13,13108941.75,100.36
5,45,12382287.31,100.32
5,46,12382287.31,100.32
5,47,12382287.31,100.32
5,48,12382287.31,100.32
5,49,12382287.31,100.32
18,8,15073438.29,100.29
5,14,12664234.61,100.1
15,11,15383646.21,99.99
18,16,14993902.94,99.76
16,12,15220989.37,99.7
5,10,12593600.86,99.55
6,23,12588048.49,99.5
6,19,12584424.05,99.47
5,15,12579593.96,99.43
16,9,15176187.71,99.41
16,10,15165222.23,99.34
16,11,15165222.23,99.34
6,48,11964857.37,99
6,22,12519663.29,98.96
6,7,12513934.07,98.92
9,7,13268398.61,98.85
8,9,13257418.41,98.77
10,16,12924080.39,98.55
8,10,13141211.3,98.28
12,9,15232417.29,98.26
18,13,14742083.82,98.09
15,9,15077433.4,98
8,6,13103503.46,97.62
5,17,12337100.45,97.52
15,13,14977008.89,97.35
18,9,14623654.29,97.3
6,21,12297488.54,97.2
14,5,14990920.5,97.07
8,5,12975130.92,97.04
6,39,11708438.26,96.88
8,11,12926610.85,96.68
6,44,11681224.73,96.66
6,45,11681224.73,96.66
6,46,11681224.73,96.66
6,47,11681224.73,96.66
16,7,14740280.02,96.56
6,14,12206296,96.48
5,44,11887313.16,96.31
12,10,14908161.07,96.16
17,8,14555303.29,96.09
12,7,14885301.86,96.02
5,40,11837991.31,95.91
5,41,11837991.31,95.91
12,8,14831507.7,95.67
9,12,12456495.78,95.36
16,14,14556009.01,95.35
19,18,14387402.18,95.35
6,11,12056548.42,95.3
18,10,14308789.05,95.21
15,14,14620016.08,95.03
17,16,14385839.96,94.97
5,11,11998516.49,94.84
8,12,12311539.47,94.62
17,13,14286525.19,94.31
17,12,14279746.83,94.27
16,13,14388448.99,94.25
9,6,12637345.07,94.15
5,19,11903155.28,94.09
18,17,14104630.47,93.85
5,43,11329922.35,93.75
5,42,11562995.2,93.68
6,42,11285039.04,93.38
6,43,11285039.04,93.38
10,14,12179410.93,93.24
5,13,11793240.75,93.22
17,7,14112861.38,93.17
9,5,12460775.21,92.83
4,11,10351737.99,92.76
6,40,11206204.26,92.73
6,41,11206204.26,92.73
14,4,14304852.31,92.63
13,6,14294197.41,92.56
12,13,13956800.12,92.5
6,8,11685664.36,92.37
11,14,13841925.68,92.1
17,11,13945930.54,92.07
4,10,10260131.78,91.94
6,12,11626526.7,91.9
7,14,11612828.73,91.79
5,20,11536000.54,91.19
15,5,14014671.6,91.1
6,24,11516511.86,91.03
6,9,11514056.74,91.01
17,9,13770819.05,90.91
19,14,13652335.24,90.48
11,15,13630487.5,90.34
15,7,13876682.7,90.2
6,38,10896443.65,90.16
10,9,12030738.41,89.98
17,14,13625277.7,89.95
15,6,13835814.37,89.93
10,8,11993178.57,89.69
12,11,13893129.84,89.62
15,8,13735589.27,89.28
6,25,11293063.51,89.27
4,12,9930964.36,88.99
12,6,13787811.12,88.94
14,6,13730624.18,88.91
9,3,11912246.63,88.75
17,15,13428467.11,88.65
10,15,11578733.61,88.64
11,9,13633678.42,88.62
7,15,11208139.26,88.59
17,10,13397530.18,88.45
5,21,11183733.57,88.4
6,4,10257874.3,88.1
11,8,13550203.75,88.08
11,10,13535636.04,87.98
12,5,13638461.61,87.97
7,17,11123709.42,87.93
8,13,11434817.79,87.89
19,10,13222574.56,87.63
19,11,13222574.56,87.63
19,12,13222574.56,87.63
14,7,13530190.99,87.61
20,13,13167580.7,87.61
5,23,11082143.4,87.6
7,10,11041621.59,87.28
10,17,11442394.92,87.25
16,4,13309502.67,87.18
17,6,13181736.54,87.02
19,8,13119402.71,86.95
19,9,13119402.71,86.95
4,13,9668509.36,86.64
19,15,13066822.87,86.6
5,12,10948785.72,86.54
20,7,12923349.85,85.99
20,14,12912884.98,85.92
19,16,12938267.15,85.75
16,15,13035480.95,85.39
5,24,10793681.62,85.32
20,19,12812785.95,85.25
5,22,10750545.57,84.98
10,7,11347906.83,84.87
10,18,10953271.79,84.85
19,13,12798191.73,84.82
9,16,11054169.52,84.63
8,49,10190959.09,84.32
7,13,10629919.56,84.02
6,29,10596117.98,83.76
10,3,11192006.66,83.7
6,26,10566196.41,83.52
5,25,10550631.43,83.4
5,26,10550631.43,83.4
7,18,10549915.66,83.39
20,12,12522315.46,83.32
19,17,12568689.9,83.3
7,11,10506091.6,83.04
20,10,12477799.71,83.02
20,11,12477799.71,83.02
9,14,10822434.96,82.85
9,20,10469310.12,82.75
20,8,12434388.29,82.73
11,13,12432868.96,82.72
7,9,10457032.57,82.66
6,27,10454762.38,82.64
9,42,9712617.92,82.47
7,16,10417260.1,82.34
12,14,12400870.32,82.19
20,15,12308560.56,81.9
6,37,9891685.41,81.85
5,39,9885037.68,81.79
20,18,12269336.49,81.64
9,28,10155620.17,81.6
22,12,12102847.62,81.49
13,4,12566763.66,81.37
9,15,10628847.91,81.37
6,28,10294462.76,81.37
24,17,12025044.27,81.29
24,18,12025044.27,81.29
9,33,9806762.89,81.15
8,14,10551470.26,81.1
9,43,9545273.46,81.05
24,16,11977201.49,80.97
20,16,12168476.21,80.96
6,32,10002376.4,80.7
6,35,9985531.92,80.57
8,50,9729848.95,80.51
9,17,10495625.91,80.35
22,13,11925409.61,80.3
9,26,9994263.14,80.3
6,36,9695253.29,80.22
16,5,12243778.15,80.2
5,38,9883785.28,80.08
7,20,10125228.74,80.03
9,18,10438722.77,79.91
8,41,9646781.71,79.82
20,9,11982035.16,79.72
21,13,11874494.48,79.64
9,44,9362948.1,79.5
11,16,11990966.65,79.47
9,45,9351322.92,79.4
9,46,9351322.92,79.4
8,45,9589790.11,79.35
8,46,9589790.11,79.35
6,31,9830491.87,79.32
20,17,11900493.76,79.18
7,43,9560639.99,79.11
7,46,9548168.19,79.01
6,5,9198168.36,79
7,45,9543525.87,78.97
9,19,10147541.43,78.93
6,33,9776477.36,78.88
15,4,8745140,78.68
10,19,10131574.92,78.49
8,48,9482560.55,78.46
6,30,9706614.29,78.32
5,37,9666389.05,78.32
9,32,9458835.49,78.27
7,21,9893582.41,78.2
24,15,11547326.34,78.06
24,20,11487618.55,77.66
7,44,9373670.83,77.56
5,32,9569985.87,77.54
11,17,11556224.27,77.5
8,40,9345384.88,77.33
5,33,9539014.34,77.29
22,14,11463622.65,77.19
10,27,9603610.74,77.17
13,15,11546868.19,77.13
7,41,9318249.94,77.1
7,42,9318249.94,77.1
8,38,9304796.91,76.99
24,21,11384221.96,76.96
9,21,9734291.4,76.94
9,41,9054690.48,76.89
22,16,11415659.77,76.86
7,22,9720327.77,76.83
8,39,9284065.65,76.82
9,29,9268278.66,76.69
