P:m,P:l,净利润,年化收益率%
1,1,0,0
1,2,-611103.14,-58.55
1,3,-825006.39,-79.04
1,4,-986416.54,-94.51
1,5,-986416.54,-94.51
1,6,-986416.54,-94.51
1,7,-799414.78,-76.59
1,8,-799414.78,-76.59
1,9,-799414.78,-76.59
1,10,-799414.78,-76.59
1,11,-799414.78,-76.59
1,12,-799414.78,-76.59
1,13,-885359.39,-84.83
1,14,-994435.64,-95.28
1,15,-1235817.62,-118.4
1,16,-1021914.37,-97.91
1,17,-1208916.13,-115.83
1,18,-1208916.13,-115.83
1,19,-1208916.13,-115.83
1,20,-1208916.13,-115.83
1,21,-967534.15,-92.7
1,22,-967534.15,-92.7
1,23,-967534.15,-92.7
1,24,-1025593.4,-98.26
1,25,-1025593.4,-98.26
1,26,-1025593.4,-98.26
1,27,-1025593.4,-98.26
1,28,-1025593.4,-98.26
1,29,-1025593.4,-98.26
1,30,-1025593.4,-98.26
1,31,-755106.99,-72.35
1,32,-669162.39,-64.11
1,33,-611103.14,-58.55
1,34,-611103.14,-58.55
1,35,-611103.14,-58.55
1,36,-611103.14,-58.55
1,37,-825006.39,-79.04
1,38,-825006.39,-79.04
1,39,-611103.14,-58.55
1,40,-669162.39,-64.11
1,41,-669162.39,-64.11
1,42,-669162.39,-64.11
1,43,-669162.39,-64.11
1,44,-669162.39,-64.11
1,45,-669162.39,-64.11
1,46,-669162.39,-64.11
1,47,0,0
1,48,0,0
1,49,0,0
1,50,0,0
2,1,-604235.68,-60.25
2,2,0,0
2,3,564573.84,56.73
2,4,346167.68,34.79
2,5,346167.68,34.79
2,6,346167.68,34.79
2,7,283434.2,28.48
2,8,-5446.93,-0.54
2,9,-5446.93,-0.54
2,10,-5446.93,-0.54
2,11,-280608.51,-27.89
2,12,-280608.51,-27.89
2,13,-217875.02,-21.65
2,14,531.14,0.05
2,15,531.14,0.05
2,16,-281267.75,-27.95
2,17,-281267.75,-27.95
2,18,-344001.24,-34.19
2,19,-344001.24,-34.19
2,20,-344001.24,-34.19
2,21,-564042.71,-56.05
2,22,-564042.71,-56.05
2,23,-564042.71,-56.05
2,24,-564042.71,-56.05
2,25,-564042.71,-56.05
2,26,-564042.71,-56.05
2,27,-564042.71,-56.05
2,28,-564042.71,-56.05
2,29,-564042.71,-56.05
2,30,-564042.71,-56.05
2,31,-564042.71,-56.05
2,32,-564042.71,-56.05
2,33,-564042.71,-56.05
2,34,-564042.71,-56.05
2,35,-288881.13,-28.71
2,36,-68839.65,-6.84
2,37,212959.23,21.16
2,38,212959.23,21.16
2,39,-68839.65,-6.84
2,40,-288881.13,-28.71
2,41,-288881.13,-28.71
2,42,-288881.13,-28.71
