P:m,P:l,净利润,年化收益率%
22,20,10193108.59,62.28
10,28,8285030.21,62.21
25,21,10099217.17,62.2
21,17,10208306.45,62.13
22,15,10166604.09,62.12
23,20,10164088.29,62.11
9,30,8265699.38,62.07
21,18,10191191.81,62.02
4,15,7885581.32,61.97
23,16,10133010.84,61.92
25,24,10046556.2,61.88
6,30,8446923.58,61.85
23,18,10103362.07,61.73
10,41,8076738.67,61.63
7,50,8439036.52,61.54
9,31,8194303.66,61.53
7,49,8177610.35,61.41
23,17,10040831.53,61.35
4,18,7803879.16,61.33
11,20,10031557.99,61.3
5,30,8319884.34,61.17
9,34,8139672.71,61.12
7,44,8134282.61,61.08
26,19,9789824.48,61.03
5,35,8294070.92,60.98
5,36,8294070.92,60.98
8,36,8107204.57,60.88
11,19,9962084.04,60.87
22,19,9957459.49,60.84
11,23,9589757.52,60.78
26,18,9745633.26,60.76
22,18,9927954.25,60.66
7,41,8078861.72,60.66
7,42,8078861.72,60.66
25,23,9840782.61,60.61
13,19,9997309.42,60.6
21,20,9949122.05,60.55
22,6,9900336.28,60.49
9,50,8047953.24,60.43
18,6,9998699.48,60.37
26,22,9666367.68,60.26
23,21,9856474.59,60.23
17,4,10047802.33,60.2
22,21,9852637.8,60.2
25,13,9763556.01,60.14
8,35,7998763.41,60.06
12,17,9862087.57,60.02
10,2,7580250.18,59.82
7,40,7954059.12,59.73
7,47,7939277.93,59.62
7,48,7939277.93,59.62
24,11,9714334.89,59.59
7,20,8304802.28,59.57
6,34,8135651.71,59.57
22,8,9745122.66,59.55
12,4,10171855.1,59.54
9,48,7716147.68,59.46
9,49,7716147.68,59.46
10,26,8140066.72,59.36
4,7,7292588.2,59.3
9,37,7679067.29,59.17
10,23,8231838.64,59.05
10,39,7735756.13,59.03
26,12,9453672.2,58.94
9,35,7812634.41,58.67
9,25,8171243.65,58.61
7,9,8126650.29,58.29
26,13,9348612.3,58.28
11,21,9344216.58,58.26
26,20,9337039.23,58.21
26,21,9337039.23,58.21
7,39,7741464.67,58.13
21,9,9539845.09,58.06
18,7,9614280.93,58.05
8,16,8321634.64,58.04
24,12,9459976.2,58.03
12,19,9564014.03,57.98
7,21,8073155.95,57.91
9,24,8060326.12,57.82
24,13,9400898.93,57.67
22,5,9436208.2,57.66
23,11,9422644.75,57.58
23,12,9422644.75,57.58
9,1,6834401.49,57.58
11,25,9075486.71,57.52
24,8,9357847.07,57.41
26,14,9202631.96,57.37
8,34,7636646.09,57.34
8,31,7622519.81,57.24
21,8,9404230.16,57.23
7,4,7312418.49,57.23
26,15,9176761.5,57.21
7,11,7958239.05,57.09
4,20,7230322.63,56.82
23,22,9295026.51,56.8
12,18,9314246.69,56.69
7,22,7899901.31,56.67
9,36,7352730,56.66
7,33,7540123.52,56.62
10,46,7417811.86,56.6
8,15,8101391.42,56.51
24,9,9209692.19,56.5
7,27,7838748.34,56.23
10,22,7837736.03,56.22
26,16,9000596.94,56.11
26,17,9000596.94,56.11
23,13,9139923.55,55.85
10,29,7429612.57,55.79
24,14,9089441.19,55.76
9,38,7234966.39,55.75
11,46,8316268.99,55.7
11,24,8782534.09,55.66
4,21,7076275.96,55.61
14,3,9449412.61,55.53
26,23,8903176.53,55.51
26,24,8903176.53,55.51
7,19,7695632.26,55.2
10,31,7305045.89,54.85
25,17,8884424.4,54.72
10,38,7166829.56,54.68
27,19,8755379.72,54.59
7,37,7242478.37,54.38
26,25,8694871.27,54.21
7,23,7538158.31,54.07
11,43,8056621.99,53.96
10,34,7064775.5,53.91
11,47,8043272.14,53.87
10,47,7055428.56,53.83
10,32,7159301.55,53.76
9,40,6973593.79,53.74
11,27,8230548.24,53.72
8,17,7698748.1,53.7
7,34,7148721.22,53.68
27,22,8607570.31,53.66
12,21,8595938.7,53.59
27,23,8591934.59,53.57
27,21,8590551.81,53.56
10,48,7009533.75,53.48
24,10,8716561.33,53.47
10,50,7007631.66,53.47
11,32,7968580.07,53.37
26,10,8550216.35,53.31
26,11,8550216.35,53.31
10,30,7091665.86,53.25
13,20,8492374.06,52.95
21,7,8695562.05,52.92
9,39,6852691.62,52.81
7,38,7027440.74,52.77
4,22,6715110.46,52.77
4,23,6715110.46,52.77
4,24,6715110.46,52.77
29,3,7298779.24,52.66
11,49,7837369.17,52.49
11,45,7837118.9,52.49
27,11,8409565.67,52.43
27,12,8409565.67,52.43
10,35,6865252.09,52.38
13,24,8022901.46,52.36
7,28,7162269.78,52.23
27,8,8370997.87,52.19
27,9,8370997.87,52.19
25,10,8453572.02,52.07
13,2,6091220.38,51.97
10,49,6798692.92,51.88
27,13,8297151.65,51.73
8,28,7088620.12,51.69
6,3,6563847.86,51.63
27,20,8265901.33,51.53
15,16,8472614.16,51.36
10,33,6728951.45,51.34
4,25,6528439.5,51.3
23,9,8394598.99,51.29
11,48,7653891.09,51.26
10,36,6709546.96,51.2
11,22,8203277.89,51.14
10,1,6022364.17,50.86
27,14,8151621.08,50.82
12,46,7571327.18,50.71
7,24,7064743.65,50.68
16,3,6204962.91,50.66
8,26,7061315.64,50.65
12,47,7554311.86,50.59
7,29,6926185.39,50.5
14,16,8317336.03,50.42
4,6,6200662.4,50.42
27,18,8073243.35,50.33
25,11,8166288.66,50.3
25,12,8166288.66,50.3
13,21,8066624.6,50.29
12,26,7705130.21,50.29
14,15,8325010.11,50.27
23,10,8214708.73,50.19
7,12,6996790.81,50.19
11,35,7463550.48,49.99
7,32,6834814.82,49.84
25,7,8077520.54,49.75
11,44,7412253.56,49.64
27,17,7933798.92,49.46
29,4,6849051.1,49.41
27,24,7922899.01,49.4
27,26,7918562.39,49.37
11,36,7364417.38,49.32
12,27,7540742.4,49.21
8,29,6746123.86,49.19
27,25,7885802.86,49.16
27,16,7866626.79,49.04
27,15,7859502.22,49
11,26,7498445.49,48.94
5,4,6414357.74,48.94
11,28,7494532.18,48.91
11,39,7293729.97,48.85
11,40,7293729.97,48.85
25,8,7929365.66,48.84
25,9,7929365.66,48.84
12,24,7701619.74,48.81
10,37,6362796.48,48.55
11,29,7414930.57,48.39
12,20,7753702.79,48.34
7,31,6628752.51,48.34
11,41,7209660.21,48.29
11,31,7184332.11,48.12
28,11,7681530.86,47.89
7,30,6563997.71,47.86
12,28,7098916.69,47.54
12,45,7095120.08,47.52
7,25,6611684.91,47.43
12,44,7077082.31,47.4
11,33,7072342.74,47.37
8,18,6791916.89,47.37
13,23,7472328.94,47.36
12,48,7070410.64,47.35
27,10,7556308.19,47.11
28,26,7545220.44,47.04
7,26,6556462.16,47.03
7,35,6260668.5,47.01
33,2,6051170.28,46.97
11,42,7006546.49,46.93
12,25,7153162.96,46.68
8,20,6501686.22,46.64
12,49,6959205.88,46.61
12,42,6953896.67,46.57
12,23,7343156.63,46.54
11,4,7882597.29,46.5
8,27,6365624.02,46.42
12,34,6928140.96,46.4
12,35,6921542.07,46.36
18,3,7672616.77,46.33
15,18,7633934.13,46.28
11,50,6909743.44,46.28
12,22,7419447.72,46.26
7,36,6161231.55,46.26
11,38,6891853.91,46.16
13,22,7278949.33,46.13
4,28,5869735.64,46.13
12,36,6871477.38,46.02
11,37,6865100.61,45.98
7,8,6403721.16,45.94
28,27,7364200.48,45.91
13,44,6854650.12,45.91
8,30,6281255.61,45.8
28,12,7339938.7,45.76
29,11,7339806.65,45.76
29,12,7339806.65,45.76
28,25,7327923.41,45.69
5,3,5980130.61,45.63
17,5,7613233.66,45.61
4,27,5804223.97,45.61
12,50,6804580.95,45.57
14,17,7504055.73,45.49
14,18,7494470.72,45.43
13,3,5538637.29,45.4
16,2,5339830.08,45.4
11,3,7685796.19,45.34
13,26,6936520.65,45.27
28,13,7251146.27,45.21
29,13,7238727.37,45.13
4,26,5741421.01,45.12
18,4,7460235.52,45.05
32,2,5739141.72,44.87
8,2,5877571.96,44.62
11,30,6639887.36,44.47
11,34,6635513.79,44.44
28,17,7110908.14,44.33
15,17,7266593.09,44.05
28,24,7062064.71,44.03
28,20,7058997.13,44.01
28,21,7058997.13,44.01
28,18,7053257.51,43.97
13,25,6737526.78,43.97
30,7,7037400.27,43.87
12,37,6529110.88,43.73
7,3,5528793.06,43.64
28,15,6988723.03,43.57
18,5,7195351.3,43.45
29,28,6967237.61,43.44
29,16,6956227.93,43.37
28,16,6937256.47,43.25
29,9,6935004.81,43.24
29,10,6935004.81,43.24
8,23,6004789.78,43.07
28,22,6899697.53,43.02
12,41,6413583.43,42.95
12,43,6413398.81,42.95
28,10,6887112.86,42.94
29,27,6884022.49,42.92
16,17,6879089.57,42.89
14,19,7058045.62,42.79
28,23,6844460.58,42.67
28,14,6829832.22,42.58
29,15,6824855.86,42.55
29,14,6819812.12,42.52
29,23,6793452.44,42.35
17,3,7036728.4,42.16
28,7,6693012.3,41.73
34,3,6690915.43,41.71
15,19,6658462.79,41.51
28,19,6656785.87,41.5
29,24,6632132.32,41.35
29,25,6632132.32,41.35
13,46,6170900.2,41.33
8,19,5753362.05,41.27
31,3,5569611.39,41.24
30,11,6607866.63,41.2
30,12,6607866.63,41.2
13,48,6133817.12,41.08
8,22,5716552.7,41.01
21,6,5775046.01,40.88
24,6,5456500.18,40.85
13,33,6096019.56,40.83
29,21,6524513.87,40.68
29,22,6524513.87,40.68
8,24,5664255.34,40.63
29,19,6507495.36,40.57
29,20,6507495.36,40.57
8,21,5647892.7,40.51
7,6,5153351.17,40.33
12,40,6003520.89,40.21
29,7,6440742.45,40.15
12,32,5995032.71,40.15
30,19,6415040.35,39.99
13,49,5968671.63,39.97
8,25,5540724.27,39.75
12,39,5933385.8,39.74
6,2,5045144.77,39.68
21,5,5599946.85,39.64
13,47,5898609.06,39.5
30,8,6333476.63,39.49
19,6,5965450.16,39.49
30,5,6322245.79,39.42
28,5,5478427.71,39.4
26,9,6313055.76,39.36
28,8,6303603.87,39.3
16,18,6293447.94,39.24
30,9,6269991.78,39.09
4,30,4960996.27,38.99
13,32,5816532.5,38.96
30,13,6242112.66,38.92
24,7,5198647.14,38.92
12,38,5804914.29,38.88
13,50,5800489.91,38.85
8,1,5090575.07,38.65
30,20,6186467.26,38.57
30,14,6168250.75,38.46
30,23,6154213.16,38.37
30,24,6154213.16,38.37
13,34,5724226.63,38.34
29,17,6140505.14,38.28
4,44,4867312.76,38.25
4,45,4867312.76,38.25
4,46,4867312.76,38.25
4,47,4867312.76,38.25
4,48,4867312.76,38.25
30,21,6131720.06,38.23
31,12,6107510.39,38.08
4,50,4836493.48,38.01
30,3,5192694.85,37.95
30,25,6085065.4,37.94
4,29,4826172.49,37.93
14,20,6061370.07,37.79
13,42,5642261.34,37.79
14,21,6057379.76,37.76
13,43,5631535.87,37.72
13,45,5630700.28,37.71
30,22,6027810.47,37.58
13,40,5576633.39,37.35
13,27,5562947.75,37.26
17,19,5863405.93,37.16
12,31,5539607,37.1
12,30,5531485.49,37.05
27,6,4882871.15,37
30,26,5920768.56,36.91
29,26,5910458.22,36.85
12,33,5502336.23,36.85
20,42,4826564.38,36.83
28,9,5905377.41,36.82
30,4,5035529.08,36.8
4,42,4681737.71,36.79
4,43,4681737.71,36.79
20,40,4816400.24,36.75
30,10,5892693.03,36.74
30,6,5842417.01,36.42
33,3,4762853.43,36.34
30,28,5819763.79,36.28
31,8,5799860.91,36.16
31,9,5799860.91,36.16
29,8,5771086.14,35.98
20,46,4644968.05,35.44
20,4,5205759.84,35.29
28,6,4657416.21,35.29
26,3,5216605.7,35.15
13,28,5236569.31,35.07
11,2,4416971.92,35
7,5,4463773.98,34.93
13,41,5187242.54,34.74
4,49,4415572.94,34.7
12,2,4376936.76,34.68
3,5,4216197.98,34.6
16,19,5547194.63,34.58
30,16,5513737.26,34.38
30,27,5499540.33,34.29
15,21,5407455.48,34.27
4,31,4342632.76,34.13
36,3,5471728.3,34.11
15,20,5461811.79,34.05
13,30,5073321.76,33.98
30,15,5446831.05,33.96
32,3,4339948.17,33.93
14,24,5180871.09,33.81
12,29,5043756.67,33.78
31,11,5416847,33.77
13,36,5038492.37,33.74
29,5,4672395.43,33.71
27,3,4901964.24,33.64
27,5,4885973.4,33.53
20,41,4394496.39,33.53
26,7,4424576.15,33.52
31,10,5374923.98,33.51
17,18,5511759.16,33.41
35,3,5340516.06,33.3
13,31,4959002.93,33.21
3,12,4043686.12,33.19
14,50,4859068.16,33.12
14,49,4856002.5,33.1
14,22,5213650.36,33.04
31,6,5298385.8,33.03
31,7,5298385.8,33.03
31,4,4430796.16,32.81
17,20,5163853.17,32.73
13,37,4859374.82,32.54
28,3,4650833.8,32.51
23,7,4404636.04,32.47
16,20,5109681.69,32.38
31,13,5148703.01,32.1
13,35,4790111.81,32.08
31,14,5140425.85,32.05
3,4,3904888.91,32.05
18,2,5274546.37,31.85
4,33,4049357.63,31.82
13,29,4747360.45,31.79
4,32,4036078.73,31.72
18,1,5245169.73,31.67
13,39,4722414.29,31.63
30,29,5069715.95,31.61
18,43,4095574.61,31.56
20,43,4129204.22,31.51
33,21,5041056.95,31.43
31,15,5023949.44,31.32
33,4,5009388.04,31.23
26,6,3757495.19,31.18
18,29,4542695.57,30.96
18,44,4013762.18,30.93
23,8,4171580.52,30.75
31,16,4924897.03,30.7
16,21,4844593,30.7
33,6,4909701.95,30.61
14,23,4688531.84,30.6
27,7,4019178.95,30.45
32,4,4881960.88,30.44
16,30,4443281.75,30.29
15,22,4767527.75,30.21
33,22,4834107.17,30.14
14,25,4613964.3,30.11
4,39,3810401.77,29.94
3,11,3648384.18,29.94
29,18,4789652.29,29.86
18,45,3849403.35,29.67
32,12,4732316.43,29.5
20,45,3864799.93,29.49
32,11,4714465.1,29.39
27,4,4274449.54,29.33
20,44,3827150.97,29.2
30,17,4681247.55,29.19
30,18,4681247.55,29.19
18,20,4598537.54,29.14
7,1,3670635.64,28.98
4,40,3669028.93,28.83
4,41,3669028.93,28.83
16,29,4296044.23,28.77
31,20,4612250.69,28.76
31,21,4612250.69,28.76
20,47,3745652.92,28.58
33,23,4579195.42,28.55
15,23,4344035.28,28.35
31,29,4542580.93,28.32
4,3,3477123.83,28.29
18,46,3645133.92,28.09
32,13,4488962.04,27.99
14,48,4099811.5,27.95
19,5,4209933.52,27.87
4,34,3540880.47,27.83
31,22,4460250.24,27.81
31,23,4460250.24,27.81
3,6,3385559.38,27.79
37,4,4438771.19,27.67
31,5,4434068.45,27.64
31,24,4428384.32,27.61
6,1,3505629.51,27.57
13,38,4115589.71,27.56
14,40,4036107.89,27.51
14,2,3255348.12,27.49
33,5,4397512.03,27.42
4,35,3489073.46,27.42
28,4,3903651,27.29
15,46,4002428.43,27.28
4,37,3466780.84,27.24
4,38,3466780.84,27.24
18,19,4367378.06,27.23
33,7,4366474.85,27.22
33,8,4366474.85,27.22
33,12,4344139.86,27.08
38,4,4337217.64,27.04
16,47,3472326.1,26.98
36,5,4326035.26,26.97
35,5,4307663,26.86
20,5,3943518.3,26.74
18,47,3466588.39,26.72
16,48,3422836.08,26.6
33,13,4255112.35,26.53
16,31,3872755.97,26.4
32,14,4214728.12,26.28
32,15,4214728.12,26.28
16,32,3845902.55,26.22
14,35,3843854.57,26.2
33,24,4200748.6,26.19
32,10,4199944.19,26.18
31,26,4196348.45,26.16
31,30,4193619.53,26.15
26,8,3444878.93,26.1
21,39,3448133.82,26.06
4,36,3301532.08,25.94
17,21,3973676.77,25.93
3,17,3158764.58,25.93
37,3,4144323.32,25.84
37,5,4141007.18,25.82
37,6,4141007.18,25.82
32,22,4137464.44,25.79
31,17,4130018.78,25.75
31,18,4130018.78,25.75
31,19,4130018.78,25.75
31,25,4127952.34,25.74
28,2,3680097.7,25.72
14,31,3832465.73,25.67
33,14,4113606.64,25.65
33,15,4097304.79,25.54
33,16,4097304.79,25.54
14,34,3810853.49,25.52
31,27,4086548.42,25.48
7,2,3222625.82,25.44
29,6,3512477.76,25.34
29,2,3560607.13,25.28
21,40,3334098.35,25.2
33,17,4031016.63,25.13
33,18,4031016.63,25.13
33,19,4031016.63,25.13
33,20,4031016.63,25.13
34,8,4029022.25,25.12
3,13,3057343.46,25.09
14,42,3670673.52,25.02
16,49,3218721.25,25.01
36,4,3998287.94,24.93
4,2,3062396.56,24.92
35,4,3995807.59,24.91
34,5,3984050.34,24.84
34,6,3984050.34,24.84
25,3,3134498.21,24.82
16,33,3629744.51,24.74
21,42,3248898.75,24.56
32,20,3931921.11,24.51
32,21,3931921.11,24.51
20,48,3205339.04,24.46
32,23,3921783.59,24.45
14,33,3645719.38,24.42
18,48,3164343.88,24.39
18,42,3163614.27,24.38
17,29,3560854.22,24.27
3,15,2954148.35,24.25
34,21,3884699.17,24.22
16,22,3704487.7,24.18
33,9,3869410.31,24.12
33,10,3869410.31,24.12
26,2,3565108.99,24.03
31,28,3836701,23.92
14,39,3509571.68,23.92
18,41,3103483.89,23.92
34,22,3827726.48,23.86
3,7,2897369.97,23.78
33,11,3792951.42,23.65
38,5,3773501.15,23.53
25,6,2827641.45,23.47
14,26,3495518.17,23.41
14,32,3488342.21,23.36
27,2,3402279.16,23.35
20,21,3568479.44,23.29
14,43,3413647.64,23.27
36,6,3707911.76,23.12
3,14,2810874.52,23.07
22,4,3241488.67,22.94
34,23,3670263.85,22.88
34,15,3663481.59,22.84
18,49,2959278.58,22.81
20,2,3359730.52,22.78
34,24,3641495.04,22.7
3,8,2742450.23,22.51
21,41,2976098.46,22.49
14,27,3349046.08,22.43
34,16,3592099.46,22.39
34,17,3592099.46,22.39
34,18,3592099.46,22.39
34,19,3592099.46,22.39
15,33,3278007.95,22.34
24,3,2576997.57,22.27
32,5,3562504.6,22.21
32,6,3562504.6,22.21
34,9,3554259.11,22.16
3,16,2694400.92,22.11
3,18,2688879.92,22.07
3,9,2687594.63,22.06
3,10,2687594.63,22.06
46,4,3536870.37,22.05
24,45,3073290.27,22.03
26,4,3247907.77,21.89
32,16,3486313.09,21.74
32,17,3486313.09,21.74
32,18,3486313.09,21.74
32,19,3486313.09,21.74
24,46,3022733.11,21.66
15,25,3226854.97,21.61
32,9,3458679.71,21.56
34,10,3442061.6,21.46
34,11,3442061.6,21.46
