P:m,P:l,净利润,年化收益率%
8,3,16165983.86,173.67
9,8,15100745.98,161.6
8,4,14271334.28,153.32
8,5,14009679.5,150.5
9,4,13385126.39,143.24
8,7,13188504.71,141.68
6,16,12190099.78,138.41
13,7,14856484.81,138.18
6,17,12088509.28,137.26
6,23,12075583.09,137.11
6,18,11834412.11,134.37
9,10,12500426.56,134.29
10,7,12447218.82,133.72
6,22,11731293.06,133.2
8,6,12433529.55,133.06
6,20,11677575.9,132.59
10,8,12341364.23,132.58
5,18,11584833.97,131.54
6,21,11509118.31,130.68
13,8,14009254.56,130.3
9,7,12159245.79,130.13
6,19,11437945.23,129.87
4,10,10065789.31,129.56
11,9,13868378.23,129.49
11,8,13841190.52,129.23
6,50,11132075.79,129.02
8,9,12003013.41,128.45
5,16,11294093.56,128.24
11,10,13704274.69,127.96
9,26,11082888.99,127.92
10,3,11766837.86,126.41
4,13,9794402.09,126.07
6,7,11099628.78,126.03
5,17,11088031.53,125.9
5,50,10782504.68,125.49
14,5,13483360.88,125.41
6,15,11042887.82,125.38
9,20,11014634.72,125.06
6,49,10787548.71,125.03
6,24,11004046.46,124.94
13,12,13370747.1,124.36
10,9,11565833.4,124.25
9,5,11527621.33,123.37
10,11,11216171.23,123.34
5,15,10848624.92,123.18
4,11,9567701.52,123.15
9,6,11504772.35,123.12
6,10,10820085.88,122.85
9,3,11469009.68,122.74
4,12,9525541.13,122.61
13,11,13165549.94,122.46
13,9,13163037.94,122.43
6,25,10780598.11,122.41
9,27,10605034.34,122.4
9,28,10605034.34,122.4
12,7,13186905.9,122.19
9,21,10721863.13,121.74
5,45,10457637.77,121.71
5,46,10457637.77,121.71
5,47,10457637.77,121.71
5,48,10457637.77,121.71
5,49,10457637.77,121.71
6,44,10207124.81,121.32
6,45,10207124.81,121.32
6,46,10207124.81,121.32
6,47,10207124.81,121.32
6,48,10207124.81,121.32
5,19,10677261.87,121.23
9,23,10676578.29,121.22
8,10,11248874.92,120.85
14,8,12961844.38,120.56
12,8,12959370.68,120.08
5,44,10298187.87,119.85
5,9,10518344.91,119.43
9,33,10048385.85,119.43
9,22,10514349.33,119.38
5,40,10248866.03,119.28
5,41,10248866.03,119.28
9,13,10840266.38,119.21
14,13,12811599.41,119.16
10,16,10877499.86,119.15
11,6,12755717.42,119.1
6,11,10485457.52,119.05
6,38,10014160.07,119.03
6,39,10014160.07,119.03
6,40,10014160.07,119.03
6,41,10014160.07,119.03
11,7,12649862.82,118.11
11,12,12330625.08,117.85
5,10,10377576.16,117.83
13,6,12607528.77,117.27
5,24,10315973.84,117.13
5,14,10312420.52,117.09
5,20,10310107.13,117.06
12,9,12627286.67,117
6,42,9810939.11,116.61
6,43,9810939.11,116.61
14,12,12529337.15,116.54
9,19,10426994.47,116.5
9,25,10242883.38,116.3
13,5,12501674.18,116.28
7,17,10238561.66,116.25
14,11,12489348.02,116.17
5,42,9973869.91,116.08
5,21,10212428.84,115.95
5,22,10212428.84,115.95
5,23,10212428.84,115.95
4,18,9312434.35,115.84
5,43,9740797.06,115.78
13,10,12418123.22,115.5
9,29,9717692.83,115.5
7,20,10171091.97,115.49
7,21,10171091.97,115.49
14,9,12410862.27,115.44
14,10,12410862.27,115.44
10,12,10497486.01,115.44
10,24,10157938.78,115.34
14,6,12395875.11,115.3
9,32,9700458.45,115.3
6,27,10151030.95,115.26
10,13,10477914.89,115.22
7,18,10128445.35,115
10,25,9942854.68,114.76
9,30,9648528.83,114.68
9,31,9648528.83,114.68
6,8,10086945.59,114.53
5,25,10072923.65,114.37
5,26,10072923.65,114.37
4,19,9187197.7,114.28
4,21,9187197.7,114.28
4,22,9187197.7,114.28
4,23,9187197.7,114.28
4,24,9187197.7,114.28
6,26,10053731.01,114.15
14,4,12269918.19,114.13
12,6,12309675.25,114.06
6,9,10039827.52,114
12,10,12261460.67,113.61
11,14,11816287.27,112.93
9,11,10512247.52,112.93
9,24,9910199.88,112.52
8,11,10472974.42,112.51
6,29,9906619.88,112.48
10,19,10069266.23,112.05
9,18,10166998.11,111.8
10,27,9676373.83,111.68
15,5,11941301.19,111.5
11,25,11112965.96,111.48
5,11,9782491.8,111.07
9,16,10092551.37,110.98
4,25,8916759.64,110.91
4,16,8891948.33,110.61
10,21,9920989.24,110.4
9,12,10038650.81,110.39
10,14,10022962.06,110.22
6,32,9501149.98,110.12
10,17,10038366.76,109.96
9,34,9243315.23,109.86
6,14,9637668.38,109.43
15,10,11716641.93,109.4
6,28,9604964.65,109.06
8,12,9860373.68,108.86
15,12,11658312.8,108.85
15,11,11657050.75,108.84
4,17,8730054.23,108.59
7,22,9562063.12,108.57
6,13,9549253.72,108.42
18,15,11333539.58,108.32
6,31,9329265.45,108.12
10,26,9359702.01,108.03
11,15,11320712.69,107.77
10,28,9061429.14,107.7
18,8,11264626.66,107.66
12,11,11612908.25,107.6
18,14,11256459.5,107.58
9,17,9775416.59,107.5
6,33,9275250.94,107.5
4,15,8639193.74,107.46
8,33,9036256.75,107.4
5,13,9441426.65,107.2
9,37,8782709.81,107.12
6,37,9009401.83,107.08
4,20,8604817.58,107.03
9,41,8770593.49,106.98
14,7,11498250.47,106.95
10,18,9594768.58,106.77
6,30,9205387.87,106.69
18,16,11151070.35,106.58
10,6,9904641.91,106.4
11,24,10604947.76,106.38
12,13,11169912.55,106.34
9,15,9667229.76,106.31
16,8,11288420.04,106.22
11,23,10586621.98,106.2
10,20,9532640.95,106.08
15,9,11350837.94,105.98
9,35,8916276.93,105.98
7,19,9330864.68,105.95
4,14,8222552.99,105.84
9,42,8673496.64,105.79
9,43,8673496.64,105.79
4,5,8501118.15,105.74
12,5,11404008.68,105.67
6,35,9103248.34,105.51
4,9,8189108.34,105.41
8,38,8851413.91,105.21
10,22,9254473.76,105.08
10,29,8841093.16,105.08
8,39,8830682.66,104.96
8,32,8824666.34,104.89
10,31,8820553.69,104.84
10,15,9532153.07,104.82
6,36,8812969.71,104.75
7,16,9217955.72,104.66
8,13,9455860.41,104.39
10,5,9680927.32,104
9,45,8525360.87,103.99
9,46,8525360.87,103.99
8,31,8739192.04,103.87
10,30,8726485.61,103.72
6,12,9130594.06,103.67
9,44,8491171.28,103.57
7,14,9119265.59,103.54
19,18,10874871.39,103.53
7,23,9118578.1,103.53
5,27,9104302.68,103.37
18,9,10814842.66,103.36
18,11,10814842.66,103.36
18,12,10814842.66,103.36
11,17,10714178.19,103.21
9,36,8456372.52,103.14
6,34,8894116,103.08
17,8,10860523.73,102.99
11,13,10770202.84,102.94
5,12,9059852.67,102.87
10,23,9055248.13,102.82
4,28,8258055.77,102.72
8,36,8627988.87,102.55
8,26,9024338.39,102.46
6,5,8284052.11,102.2
11,20,10537147.06,101.91
7,27,8975575.28,101.91
4,27,8192544.11,101.91
8,45,8567212.8,101.83
8,46,8567212.8,101.83
16,9,10820147.36,101.81
16,10,10809181.88,101.71
16,11,10809181.88,101.71
9,38,8338608.91,101.71
8,14,9211959.9,101.7
7,15,8946222.46,101.58
7,9,8933647.49,101.44
11,21,10269322.96,101.34
8,35,8519547.71,101.26
4,26,8129741.15,101.12
5,28,8877968.29,100.8
10,34,8342650.89,100.76
8,49,8472321.07,100.7
15,13,10775273.18,100.61
8,40,8457223.47,100.52
8,41,8457223.47,100.52
8,37,8443735.16,100.36
18,10,10499977.42,100.35
9,14,9121745.43,100.31
