P:m,P:l,净利润,年化收益率%
20,2,717274.8,88.95
21,2,703732.4,86.91
22,2,703732.4,86.91
23,2,698994.77,86.32
24,1,689519.51,85.15
24,2,689519.51,85.15
24,3,689519.51,85.15
24,23,689519.51,85.15
24,32,689519.51,85.15
4,1,718360.75,85
25,1,665831.35,82.22
25,2,665831.35,82.22
25,3,665831.35,82.22
25,22,665831.35,82.22
25,23,665831.35,82.22
25,24,665831.35,82.22
25,31,665831.35,82.22
25,32,665831.35,82.22
32,1,663883.15,81.64
32,2,663883.15,81.64
32,3,663883.15,81.64
32,11,663883.15,81.64
32,12,663883.15,81.64
32,13,663883.15,81.64
32,14,663883.15,81.64
32,15,663883.15,81.64
32,16,663883.15,81.64
32,17,663883.15,81.64
32,18,663883.15,81.64
32,19,663883.15,81.64
32,20,663883.15,81.64
32,21,663883.15,81.64
32,22,663883.15,81.64
32,23,663883.15,81.64
4,10,684603,81.01
4,11,684603,81.01
25,33,632958.62,80.2
26,3,611730.06,77.18
26,22,611730.06,77.18
26,23,611730.06,77.18
26,24,611730.06,77.18
26,25,611730.06,77.18
26,31,611730.06,77.18
26,32,611730.06,77.18
26,33,611730.06,77.18
33,12,611730.06,77.18
33,13,611730.06,77.18
33,14,611730.06,77.18
33,15,611730.06,77.18
33,16,611730.06,77.18
33,17,611730.06,77.18
33,18,611730.06,77.18
33,19,611730.06,77.18
33,20,611730.06,77.18
33,21,611730.06,77.18
33,22,611730.06,77.18
33,23,611730.06,77.18
33,24,611730.06,77.18
32,24,599786.04,75.68
32,25,599786.04,75.68
32,33,599786.04,75.68
27,3,595008.43,75.07
27,4,595008.43,75.07
27,21,595008.43,75.07
27,22,595008.43,75.07
27,23,595008.43,75.07
27,24,595008.43,75.07
27,25,595008.43,75.07
27,26,595008.43,75.07
27,30,595008.43,75.07
27,31,595008.43,75.07
27,32,595008.43,75.07
27,33,595008.43,75.07
31,3,587842.01,74.17
31,12,587842.01,74.17
31,13,587842.01,74.17
31,14,587842.01,74.17
31,15,587842.01,74.17
31,16,587842.01,74.17
31,17,587842.01,74.17
31,18,587842.01,74.17
31,19,587842.01,74.17
31,20,587842.01,74.17
31,21,587842.01,74.17
31,22,587842.01,74.17
31,23,587842.01,74.17
31,24,587842.01,74.17
31,25,587842.01,74.17
31,32,587842.01,74.17
31,33,587842.01,74.17
30,3,580706.4,72.97
30,11,580706.4,72.97
30,12,580706.4,72.97
30,13,580706.4,72.97
30,14,580706.4,72.97
30,15,580706.4,72.97
30,16,580706.4,72.97
30,17,580706.4,72.97
30,18,580706.4,72.97
30,19,580706.4,72.97
30,20,580706.4,72.97
30,21,580706.4,72.97
30,22,580706.4,72.97
30,23,580706.4,72.97
30,24,580706.4,72.97
30,25,580706.4,72.97
30,26,580706.4,72.97
30,31,580706.4,72.97
30,32,580706.4,72.97
30,33,580706.4,72.97
28,3,575908.8,72.36
28,4,575908.8,72.36
28,20,575908.8,72.36
28,21,575908.8,72.36
28,22,575908.8,72.36
28,23,575908.8,72.36
28,24,575908.8,72.36
28,25,575908.8,72.36
28,26,575908.8,72.36
28,27,575908.8,72.36
28,29,575908.8,72.36
28,30,575908.8,72.36
28,31,575908.8,72.36
28,32,575908.8,72.36
28,33,575908.8,72.36
29,3,575908.8,72.36
29,4,575908.8,72.36
29,11,575908.8,72.36
29,12,575908.8,72.36
29,13,575908.8,72.36
29,14,575908.8,72.36
29,15,575908.8,72.36
29,16,575908.8,72.36
29,17,575908.8,72.36
29,18,575908.8,72.36
29,19,575908.8,72.36
29,20,575908.8,72.36
29,21,575908.8,72.36
29,22,575908.8,72.36
29,23,575908.8,72.36
29,24,575908.8,72.36
29,25,575908.8,72.36
29,26,575908.8,72.36
29,27,575908.8,72.36
29,30,575908.8,72.36
29,31,575908.8,72.36
29,32,575908.8,72.36
29,33,575908.8,72.36
2,1,502497.78,61.76
26,34,486375.23,60.71
34,15,476700.07,59.5
34,16,476700.07,59.5
34,17,476700.07,59.5
34,18,476700.07,59.5
34,19,476700.07,59.5
34,20,476700.07,59.5
34,21,476700.07,59.5
34,22,476700.07,59.5
34,23,476700.07,59.5
34,24,476700.07,59.5
34,25,476700.07,59.5
27,34,471862.49,58.9
33,25,466525.98,57.99
33,26,466525.98,57.99
33,34,466525.98,57.99
28,34,456810.84,56.79
32,26,454382.05,56.48
32,34,454382.05,56.48
31,26,444666.91,55.28
31,27,444666.91,55.28
31,34,444666.91,55.28
29,28,437380.56,54.37
29,34,437380.56,54.37
30,27,437380.56,54.37
30,28,437380.56,54.37
30,34,437380.56,54.37
3,15,433909.6,53.81
3,16,433909.6,53.81
3,17,433909.6,53.81
3,18,433909.6,53.81
3,19,433909.6,53.81
3,20,433909.6,53.81
3,21,433909.6,53.81
3,22,433909.6,53.81
3,23,433909.6,53.81
25,38,426986.58,52.86
3,1,437379.5,52.17
26,38,417231.46,51.65
28,38,414792.68,51.35
29,38,414792.68,51.35
38,22,414792.68,51.35
38,23,414792.68,51.35
38,24,414792.68,51.35
30,38,412353.9,51.05
27,38,409915.12,50.75
6,7,424410.28,50.57
37,25,402598.78,49.84
37,26,402598.78,49.84
37,38,402598.78,49.84
31,38,395282.44,48.94
21,23,390404.88,48.33
21,38,390404.88,48.33
36,28,390404.88,48.33
36,29,390404.88,48.33
36,38,390404.88,48.33
4,2,405693.79,48.01
4,3,405693.79,48.01
32,38,387107.35,47.73
24,11,384207.1,47.04
24,12,384207.1,47.04
24,13,384207.1,47.04
24,14,384207.1,47.04
24,15,384207.1,47.04
24,16,384207.1,47.04
24,17,384207.1,47.04
24,18,384207.1,47.04
24,19,384207.1,47.04
24,20,384207.1,47.04
35,30,379761.03,46.82
35,38,379761.03,46.82
20,25,377312.25,46.52
20,29,377312.25,46.52
20,30,377312.25,46.52
20,36,377312.25,46.52
20,38,377312.25,46.52
34,30,372414.7,45.92
34,31,372414.7,45.92
34,38,372414.7,45.92
25,10,372512.95,45.61
25,11,372512.95,45.61
25,12,372512.95,45.61
25,13,372512.95,45.61
25,14,372512.95,45.61
25,15,372512.95,45.61
25,16,372512.95,45.61
25,17,372512.95,45.61
25,18,372512.95,45.61
25,19,372512.95,45.61
25,20,372512.95,45.61
33,31,369965.92,45.61
33,32,369965.92,45.61
33,38,369965.92,45.61
1,9,367271.76,44.54
1,10,367271.76,44.54
19,29,344429.52,42.29
19,30,344429.52,42.29
19,31,344429.52,42.29
19,32,344429.52,42.29
19,34,344429.52,42.29
19,35,344429.52,42.29
19,38,344429.52,42.29
25,39,329676.9,40.48
26,39,329676.9,40.48
6,8,338575.98,40.34
6,9,338575.98,40.34
6,10,338575.98,40.34
39,24,327218.13,40.18
26,12,325600.86,39.87
26,13,325600.86,39.87
26,14,325600.86,39.87
26,15,325600.86,39.87
26,16,325600.86,39.87
26,17,325600.86,39.87
26,18,325600.86,39.87
26,19,325600.86,39.87
25,40,312465.51,39.77
23,39,322300.59,39.58
27,39,322300.59,39.58
30,39,322300.59,39.58
4,12,321067.22,39.33
4,13,321067.22,39.33
29,39,319841.82,39.27
31,39,319841.82,39.27
26,40,306329.4,38.83
28,39,314924.28,38.67
38,25,314924.28,38.67
38,26,314924.28,38.67
38,39,314924.28,38.67
27,40,303860.64,38.52
27,11,312450.68,38.42
27,12,312450.68,38.42
27,13,312450.68,38.42
27,14,312450.68,38.42
27,15,312450.68,38.42
27,16,312450.68,38.42
27,17,312450.68,38.42
27,18,312450.68,38.42
27,19,312450.68,38.42
18,31,311266.93,38.07
18,32,311266.93,38.07
18,33,311266.93,38.07
18,38,311266.93,38.07
28,40,298923.1,37.89
31,40,298923.1,37.89
17,38,308798.16,37.76
24,40,296454.34,37.58
30,40,296454.34,37.58
32,40,296454.34,37.58
32,39,306329.4,37.46
39,25,293985.58,37.27
39,26,293985.58,37.27
39,40,293985.58,37.27
37,27,303860.64,37.16
37,28,303860.64,37.16
37,29,303860.64,37.16
37,30,303860.64,37.16
37,39,303860.64,37.16
29,40,291516.81,36.96
17,20,301391.87,36.86
17,21,301391.87,36.86
17,22,301391.87,36.86
18,19,301391.87,36.86
18,20,301391.87,36.86
18,21,301391.87,36.86
26,35,301391.87,36.86
27,35,301391.87,36.86
28,35,301391.87,36.86
29,35,301391.87,36.86
30,29,301391.87,36.86
30,35,301391.87,36.86
31,28,301391.87,36.86
31,29,301391.87,36.86
31,35,301391.87,36.86
32,27,301391.87,36.86
32,28,301391.87,36.86
32,35,301391.87,36.86
33,27,301391.87,36.86
33,35,301391.87,36.86
34,26,301391.87,36.86
34,35,301391.87,36.86
35,17,301391.87,36.86
35,18,301391.87,36.86
35,19,301391.87,36.86
35,20,301391.87,36.86
35,21,301391.87,36.86
35,22,301391.87,36.86
35,23,301391.87,36.86
35,24,301391.87,36.86
35,25,301391.87,36.86
33,39,296454.34,36.26
3,11,290635.77,36.04
3,12,290635.77,36.04
3,13,290635.77,36.04
3,14,290635.77,36.04
33,40,281641.75,35.7
22,29,291516.81,35.65
22,38,291516.81,35.65
22,39,291516.81,35.65
36,30,291516.81,35.65
36,31,291516.81,35.65
36,39,291516.81,35.65
38,27,279172.98,35.39
38,28,279172.98,35.39
38,29,279172.98,35.39
38,30,279172.98,35.39
38,31,279172.98,35.39
38,40,279172.98,35.39
22,12,287969.6,34.83
22,13,287969.6,34.83
35,31,284110.52,34.75
35,32,284110.52,34.75
35,39,284110.52,34.75
34,32,272866.96,34.45
34,33,272866.96,34.45
34,39,272866.96,34.45
34,40,272866.96,34.45
23,11,283231.97,34.26
23,12,283231.97,34.26
23,13,283231.97,34.26
23,14,283231.97,34.26
23,15,283231.97,34.26
37,31,270388.2,34.14
37,32,270388.2,34.14
37,40,270388.2,34.14
24,21,280810.52,33.96
24,22,280810.52,33.96
23,29,267909.44,33.83
23,30,267909.44,33.83
23,31,267909.44,33.83
23,38,267909.44,33.83
23,40,267909.44,33.83
3,24,268550.4,33.74
3,25,268550.4,33.74
3,32,268550.4,33.74
3,33,268550.4,33.74
36,32,262951.92,33.2
36,33,262951.92,33.2
36,40,262951.92,33.2
35,33,257994.4,32.57
35,34,257994.4,32.57
35,40,257994.4,32.57
25,21,266060.66,32.31
22,30,250558.12,31.63
22,31,250558.12,31.63
22,32,250558.12,31.63
22,33,250558.12,31.63
22,37,250558.12,31.63
22,40,250558.12,31.63
7,4,261255.5,31.13
5,11,257011.47,30.49
21,29,216725.86,27.25
21,30,216725.86,27.25
21,31,216725.86,27.25
21,32,216725.86,27.25
21,33,216725.86,27.25
21,34,216725.86,27.25
21,35,216725.86,27.25
21,36,216725.86,27.25
21,37,216725.86,27.25
21,39,216725.86,27.25
21,40,216725.86,27.25
4,8,230178.55,27.24
7,1,225242.27,26.84
26,20,216789.69,26.32
26,21,216789.69,26.32
4,14,213071.97,26.31
4,15,213071.97,26.31
4,16,213071.97,26.31
4,17,213071.97,26.31
4,18,213071.97,26.31
4,19,213071.97,26.31
4,20,213071.97,26.31
4,21,213071.97,26.31
4,22,213071.97,26.31
4,23,213071.97,26.31
4,24,213071.97,26.31
4,25,213071.97,26.31
4,26,213071.97,26.31
4,27,213071.97,26.31
4,28,213071.97,26.31
4,29,213071.97,26.31
4,30,213071.97,26.31
4,31,213071.97,26.31
4,32,213071.97,26.31
1,39,206849.16,25.7
1,40,206849.16,25.7
1,17,209783.06,25.44
1,18,209783.06,25.44
1,19,209783.06,25.44
1,20,209783.06,25.44
1,21,209783.06,25.44
4,9,210875.55,24.95
27,20,204895.96,24.88
5,1,199930.23,23.72
20,31,187611.25,23.5
20,32,187611.25,23.5
20,33,187611.25,23.5
20,34,187611.25,23.5
20,35,187611.25,23.5
20,39,187611.25,23.5
20,40,187611.25,23.5
