P:m,P:l,净利润,年化收益率%
8,4,9091469.97,265.48
8,5,9091469.97,265.48
8,3,8945711.37,261.23
9,4,8338513.31,251.62
4,10,7949735.33,249.58
4,11,7949735.33,249.58
5,16,8207061.71,246.05
5,17,8207061.71,246.05
5,18,8207061.71,246.05
4,15,7894845.05,238.64
4,16,7894845.05,238.64
4,17,7894845.05,238.64
4,18,7894845.05,238.64
4,12,7586199.55,238.17
4,13,7586199.55,238.17
7,20,7905326.51,237.98
7,21,7905326.51,237.98
7,17,7856806.58,236.52
7,18,7856806.58,236.52
6,16,7839713.57,235.03
6,17,7839713.57,235.03
6,18,7839713.57,235.03
4,19,7769608.4,234.86
4,20,7769608.4,234.86
4,21,7769608.4,234.86
4,22,7769608.4,234.86
4,23,7769608.4,234.86
4,24,7769608.4,234.86
4,25,7769608.4,234.86
4,14,7478204.3,234.78
6,23,7804278.18,233.97
5,15,7761593.07,232.69
5,21,7705918.69,231.02
5,22,7705918.69,231.02
5,23,7705918.69,231.02
5,24,7705918.69,231.02
5,25,7705918.69,231.02
5,26,7705918.69,231.02
10,3,7768670.87,230.84
5,19,7694389.5,230.68
6,20,7682877.36,230.33
6,21,7682877.36,230.33
6,22,7682877.36,230.33
9,2,7459224.9,225.09
9,3,7459224.9,225.09
8,6,7705733.06,225.02
5,14,7225388.67,224.91
9,7,7406091.36,224.8
6,19,7443246.69,223.15
7,9,7346827.01,223.08
9,19,7337007.58,221.4
9,5,7279908.25,220.97
5,20,7327234.75,219.67
7,10,7136865.94,216.71
7,16,7161338.56,215.58
5,11,6758674.21,215.22
9,8,7078879.99,214.87
7,19,7094378.81,213.56
8,7,7273219.83,212.39
6,10,6997755.41,211.82
4,26,6982589.92,211.07
4,27,6982589.92,211.07
6,24,6997252.36,209.78
6,25,6997252.36,209.78
6,26,6997252.36,209.78
7,22,6953530.47,209.32
7,23,6953530.47,209.32
8,20,6902504.94,208.94
9,10,6915343.1,208.68
8,17,6872526.17,208.03
7,11,6829002.09,207.36
8,9,6827574.74,206.67
6,15,6889443.69,206.54
9,6,6751617.92,204.93
6,27,6818753,204.43
9,12,6773389.82,204.39
10,16,6869251.93,204.12
7,14,6769592.56,203.79
7,15,6769592.56,203.79
8,10,6713582.84,203.22
9,17,6723241.01,202.88
9,18,6723241.01,202.88
5,12,6368239.02,202.79
5,13,6368239.02,202.79
6,7,6684215.86,202.33
7,24,6690393.23,201.4
7,25,6690393.23,201.4
11,14,6788882.54,199.89
9,15,6601814.52,199.21
9,16,6601814.52,199.21
