P:m,P:l,净利润,年化收益率%
1,1,0,0
1,2,-331896.13,-32.26
1,3,8997.05,0.87
1,4,172191.38,17.04
1,5,340893.17,33.73
1,6,290960.94,28.79
1,7,227364.75,22.5
1,8,227364.75,22.5
1,9,227364.75,22.5
1,10,-181796.45,-17.73
1,11,-181796.45,-17.73
1,12,-513692.58,-49.93
1,13,-513692.58,-49.93
1,14,-513692.58,-49.93
1,15,-513692.58,-49.93
1,16,-685883.95,-66.67
1,17,-685883.95,-66.67
1,18,-685883.95,-66.67
1,19,-685883.95,-66.67
1,20,-635951.71,-61.82
1,21,-572355.52,-55.63
1,22,-572355.52,-55.63
1,23,-623555.34,-60.61
1,24,-572355.52,-55.63
1,25,-792257.15,-77.01
1,26,-792257.15,-77.01
1,27,-792257.15,-77.01
1,28,-741057.32,-72.03
1,29,-741057.32,-72.03
1,30,-741057.32,-72.03
1,31,-741057.32,-72.03
1,32,-272160,-26.45
1,33,-272160,-26.45
1,34,-272160,-26.45
1,35,-272160,-26.45
1,36,-272160,-26.45
1,37,-272160,-26.45
1,38,-272160,-26.45
1,39,-272160,-26.45
1,40,137001.2,13.32
1,41,137001.2,13.32
1,42,468897.32,49.2
1,43,468897.32,49.2
1,44,468897.32,49.2
1,45,468897.32,49.2
1,46,468897.32,49.2
1,47,468897.32,49.2
1,48,468897.32,49.2
1,49,468897.32,49.2
1,50,0,0
2,1,-608607.19,-58.56
2,2,0,0
2,3,-146845.66,-14.72
2,4,-261562.42,-26.15
2,5,-141579.52,-14.2
2,6,-141579.52,-14.2
2,7,-121072.26,-12.06
2,8,-121072.26,-12.06
2,9,-121072.26,-12.06
2,10,-334500.33,-33.17
2,11,-121072.26,-12.06
2,12,-348758.02,-34.27
2,13,-348758.02,-34.27
2,14,-11978.79,-1.15
2,15,-348758.02,-34.27
2,16,-312150.22,-30.68
2,17,-312150.22,-30.68
2,18,-312150.22,-30.68
2,19,-312150.22,-30.68
2,20,-312150.22,-30.68
2,21,-332657.48,-32.69
2,22,-433796,-42.63
2,23,-433796,-42.63
2,24,-433796,-42.63
2,25,-433796,-42.63
2,26,-433796,-42.63
2,27,-433796,-42.63
2,28,-367920.75,-36.16
2,29,-332657.48,-32.69
2,30,-332657.48,-32.69
2,31,-367920.75,-36.16
2,32,-367920.75,-36.16
2,33,-367920.75,-36.16
2,34,-367920.75,-36.16
2,35,-227685.76,-22.38
2,36,-227685.76,-22.38
2,37,-227685.76,-22.38
2,38,-227685.76,-22.38
2,39,-227685.76,-22.38
2,40,-227685.76,-22.38
2,41,-227685.76,-22.38
2,42,0,0
2,43,0,0
2,44,0,0
2,45,0,0
2,46,0,0
2,47,0,0
2,48,0,0
2,49,0,0
2,50,0,0
3,1,180058.16,17.27
3,2,-546077.05,-52.75
3,3,0,0
3,4,-181313.71,-17.66
3,5,108235.34,10.54
3,6,541796.08,52.76
3,7,541796.08,52.76
3,8,541796.08,52.76
3,9,541796.08,52.76
3,10,541796.08,52.76
3,11,541796.08,52.76
3,12,316513.96,30.82
3,13,328804.16,32.02
3,14,398150.72,38.46
3,15,398150.72,38.46
3,16,83566.72,8.3
3,17,83566.72,8.3
3,18,83566.72,8.3
3,19,83566.72,8.3
3,20,83566.72,8.3
3,21,83566.72,8.3
3,22,-40362.68,-4.01
3,23,-40362.68,-4.01
3,24,-40362.68,-4.01
3,25,-486213.62,-48.12
3,26,-486213.62,-48.12
3,27,-486213.62,-48.12
3,28,-362284.22,-35.85
3,29,-362284.22,-35.85
3,30,-362284.22,-35.85
3,31,-362284.22,-35.85
3,32,-149656.74,-14.87
3,33,-149656.74,-14.87
3,34,-149656.74,-14.87
3,35,-225282.12,-22.39
3,36,-225282.12,-22.39
3,37,-225282.12,-22.39
3,38,-225282.12,-22.39
3,39,-225282.12,-22.39
3,40,-225282.12,-22.39
3,41,-225282.12,-22.39
3,42,0,0
3,43,0,0
3,44,0,0
3,45,0,0
3,46,0,0
3,47,0,0
3,48,0,0
3,49,0,0
3,50,0,0
4,1,532101.39,51.4
4,2,-770753.13,-74.45
4,3,425134.53,41.07
4,4,0,0
4,5,1195887.66,119.73
4,6,1195887.66,119.73
4,7,1195887.66,119.73
4,8,1195887.66,119.73
4,9,1195887.66,119.73
4,10,1195887.66,119.73
4,11,757528.9,74.72
4,12,757528.9,74.72
4,13,1026389.87,99.14
4,14,1026389.87,99.14
4,15,1026389.87,99.14
4,16,777732.24,75.12
4,17,864495.76,85.27
4,18,864495.76,85.27
4,19,864495.76,85.27
4,20,864495.76,85.27
4,21,864495.76,85.27
4,22,864495.76,85.27
4,23,864495.76,85.27
4,24,864495.76,85.27
4,25,594057.7,58.6
4,26,594057.7,58.6
4,27,594057.7,58.6
4,28,594057.7,58.6
4,29,594057.7,58.6
4,30,594057.7,58.6
4,31,594057.7,58.6
4,32,70506.25,6.95
4,33,70506.25,6.95
4,34,-486565.1,-47.99
4,35,-438358.76,-43.24
4,36,-438358.76,-43.24
4,37,-438358.76,-43.24
4,38,-438358.76,-43.24
4,39,-438358.76,-43.24
4,40,-438358.76,-43.24
4,41,-438358.76,-43.24
4,42,0,0
4,43,0,0
4,44,0,0
4,45,0,0
4,46,0,0
4,47,0,0
4,48,0,0
4,49,0,0
4,50,0,0
5,1,-71253.94,-6.94
5,2,-38862.99,-3.78
5,3,1429274.13,139.15
5,4,-290130.66,-28.25
5,5,0,0
5,6,1726465.16,165.19
5,7,1543491.74,147.68
5,8,1766747.58,169.04
5,9,1766747.58,169.04
5,10,1766747.58,169.04
5,11,1766747.58,169.04
5,12,1543491.74,147.68
5,13,1574463.26,150.64
5,14,1574463.26,150.64
5,15,1574463.26,150.64
5,16,1145145.4,111.48
5,17,1468137.12,149.65
5,18,1468137.12,149.65
5,19,1468137.12,149.65
5,20,1468137.12,149.65
5,21,1368871.35,137.42
5,22,1368871.35,137.42
5,23,1368871.35,137.42
5,24,1368871.35,137.42
5,25,1125821.16,113.02
5,26,1125821.16,113.02
5,27,1125821.16,113.02
5,28,1225086.93,123.23
5,29,1225086.93,123.23
5,30,1225086.93,123.23
5,31,1225086.93,123.23
5,32,973021.25,97.55
5,33,768647.68,78.64
5,34,364014.45,37.66
5,35,0,0
5,36,0,0
5,37,0,0
5,38,0,0
5,39,0,0
5,40,0,0
5,41,0,0
5,42,0,0
5,43,0,0
5,44,0,0
5,45,0,0
5,46,0,0
5,47,0,0
5,48,0,0
5,49,0,0
5,50,0,0
6,1,-211398.18,-20.58
6,2,-211398.18,-20.58
6,3,-211398.18,-20.58
6,4,-301793.34,-29.38
6,5,-93772.42,-9.28
