P:m,P:l,净利润,年化收益率%
12,13,4273584.6,202.2
7,17,4251713.13,198.69
7,18,4251713.13,198.69
4,10,4031137.2,196.46
4,11,4031137.2,196.46
7,9,3806698.98,192.98
9,15,4086851.05,192.57
9,16,4086851.05,192.57
11,14,3991904.16,188.88
4,15,3976246.93,186.58
4,16,3976246.93,186.58
4,17,3976246.93,186.58
4,18,3976246.93,186.58
4,19,3976246.93,186.58
4,20,3976246.93,186.58
4,21,3976246.93,186.58
4,22,3976246.93,186.58
4,23,3976246.93,186.58
4,24,3976246.93,186.58
4,25,3976246.93,186.58
4,26,3976246.93,186.58
4,27,3976246.93,186.58
4,28,3976246.93,186.58
7,10,3671317.08,186.12
7,11,3671317.08,186.12
24,23,4154165.34,185.72
7,16,3940349.57,184.14
9,2,3872899.58,182.49
9,3,3872899.58,182.49
9,4,3872899.58,182.49
5,16,3917399.73,182.31
5,17,3917399.73,182.31
5,18,3917399.73,182.31
5,19,3917399.73,182.31
9,12,3868806.31,182.29
8,4,3868033.21,182.26
8,5,3868033.21,182.26
22,12,4151081.58,182
22,13,4151081.58,182
10,14,3849469.24,181.38
10,15,3849469.24,181.38
10,12,3809461.74,179.5
10,13,3809461.74,179.5
10,11,3583377.42,179.26
7,19,3835694.23,179.25
7,20,3835694.23,179.25
7,21,3835694.23,179.25
4,12,3667601.43,178.75
4,13,3667601.43,178.75
25,22,3945615.59,178.51
25,23,3945615.59,178.51
25,24,3945615.59,178.51
9,17,3758978.6,177.12
9,18,3758978.6,177.12
5,15,3799356.93,176.82
8,3,3722274.61,175.39
26,22,3856324.34,174.47
26,23,3856324.34,174.47
26,24,3856324.34,174.47
26,25,3856324.34,174.47
4,14,3559606.18,173.48
9,13,3675906.75,173.2
10,2,3670622.75,172.95
24,11,3848852.94,172.07
24,12,3848852.94,172.07
24,13,3848852.94,172.07
24,14,3848852.94,172.07
24,15,3848852.94,172.07
24,16,3848852.94,172.07
24,17,3848852.94,172.07
24,18,3848852.94,172.07
24,19,3848852.94,172.07
24,20,3848852.94,172.07
4,9,3512991.78,171.21
11,12,3608778.48,170.75
23,11,3868403.21,170.26
23,12,3868403.21,170.26
23,13,3868403.21,170.26
23,14,3868403.21,170.26
23,15,3868403.21,170.26
11,13,3595331.75,170.11
27,21,3758459.83,170.04
27,22,3758459.83,170.04
27,23,3758459.83,170.04
27,24,3758459.83,170.04
27,25,3758459.83,170.04
27,26,3758459.83,170.04
10,3,3604945.16,169.86
7,8,3368058.13,168.49
24,21,3745456.35,167.45
24,22,3745456.35,167.45
9,19,3549083.82,167.23
12,14,3515551.81,166.34
12,15,3515551.81,166.34
10,16,3521678.88,165.94
10,17,3521678.88,165.94
7,14,3548603.57,165.83
7,15,3548603.57,165.83
25,10,3652297.19,165.24
25,11,3652297.19,165.24
25,12,3652297.19,165.24
25,13,3652297.19,165.24
25,14,3652297.19,165.24
25,15,3652297.19,165.24
25,16,3652297.19,165.24
25,17,3652297.19,165.24
25,18,3652297.19,165.24
25,19,3652297.19,165.24
25,20,3652297.19,165.24
5,20,3550244.99,165.23
5,21,3550244.99,165.23
5,22,3550244.99,165.23
5,23,3550244.99,165.23
5,24,3550244.99,165.23
5,25,3550244.99,165.23
5,26,3550244.99,165.23
28,20,3646936.7,164.99
28,21,3646936.7,164.99
28,22,3646936.7,164.99
28,23,3646936.7,164.99
28,24,3646936.7,164.99
28,25,3646936.7,164.99
28,26,3646936.7,164.99
28,27,3646936.7,164.99
29,4,3646558.77,164.98
29,11,3646558.77,164.98
29,12,3646558.77,164.98
29,13,3646558.77,164.98
29,14,3646558.77,164.98
29,15,3646558.77,164.98
29,16,3646558.77,164.98
29,17,3646558.77,164.98
29,18,3646558.77,164.98
29,19,3646558.77,164.98
29,20,3646558.77,164.98
29,21,3646558.77,164.98
29,22,3646558.77,164.98
29,23,3646558.77,164.98
29,24,3646558.77,164.98
29,25,3646558.77,164.98
29,26,3646558.77,164.98
29,27,3646558.77,164.98
22,14,3737676.37,163.87
22,15,3737676.37,163.87
22,16,3737676.37,163.87
22,17,3737676.37,163.87
22,18,3737676.37,163.87
22,19,3737676.37,163.87
22,20,3737676.37,163.87
22,21,3737676.37,163.87
17,16,3224495.75,163.75
6,16,3488579.53,162.36
6,17,3488579.53,162.36
6,18,3488579.53,162.36
6,19,3488579.53,162.36
9,14,3445071.49,162.33
26,12,3570195.14,161.52
26,13,3570195.14,161.52
26,14,3570195.14,161.52
26,15,3570195.14,161.52
26,16,3570195.14,161.52
26,17,3570195.14,161.52
26,18,3570195.14,161.52
26,19,3570195.14,161.52
25,21,3545844.9,160.42
13,4,3402052.38,160.3
13,5,3402052.38,160.3
13,6,3402052.38,160.3
13,7,3402052.38,160.3
30,11,3522064.84,159.98
30,12,3522064.84,159.98
30,13,3522064.84,159.98
30,14,3522064.84,159.98
30,15,3522064.84,159.98
30,16,3522064.84,159.98
30,17,3522064.84,159.98
30,18,3522064.84,159.98
30,19,3522064.84,159.98
30,20,3522064.84,159.98
30,21,3522064.84,159.98
30,22,3522064.84,159.98
30,23,3522064.84,159.98
30,24,3522064.84,159.98
30,25,3522064.84,159.98
30,26,3522064.84,159.98
29,28,3510161.59,158.8
9,10,3113575.32,158.72
9,6,3362664.35,158.44
9,7,3362664.35,158.44
11,15,3336669.42,157.87
11,16,3336669.42,157.87
11,17,3336669.42,157.87
5,14,3263152.53,157.68
27,11,3475902.08,157.25
27,12,3475902.08,157.25
27,13,3475902.08,157.25
27,14,3475902.08,157.25
27,15,3475902.08,157.25
27,16,3475902.08,157.25
27,17,3475902.08,157.25
27,18,3475902.08,157.25
27,19,3475902.08,157.25
26,20,3461383.97,156.6
26,21,3461383.97,156.6
18,14,3064213.66,155.61
18,15,3064213.66,155.61
18,16,3064213.66,155.61
18,17,3064213.66,155.61
9,5,3292149.18,155.12
9,8,3292149.18,155.12
9,1,2822436.31,154.56
12,16,3258951.3,154.2
31,3,3374289.04,153.88
31,12,3374289.04,153.88
31,13,3374289.04,153.88
31,14,3374289.04,153.88
31,15,3374289.04,153.88
31,16,3374289.04,153.88
31,17,3374289.04,153.88
31,18,3374289.04,153.88
31,19,3374289.04,153.88
31,20,3374289.04,153.88
31,21,3374289.04,153.88
31,22,3374289.04,153.88
31,23,3374289.04,153.88
31,24,3374289.04,153.88
31,25,3374289.04,153.88
30,27,3380419.84,153.55
30,28,3380419.84,153.55
10,4,3253291.48,153.29
27,20,3368347.36,152.39
29,3,2823647.74,152.1
8,12,3221335.66,151.79
8,6,3215840.65,151.53
23,16,3439069.64,151.37
23,17,3439069.64,151.37
23,18,3439069.64,151.37
23,19,3439069.64,151.37
23,20,3439069.64,151.37
23,21,3439069.64,151.37
30,3,2792427.34,150.42
13,14,3190787.71,150.35
14,4,3186923.56,149.54
14,5,3186923.56,149.54
10,1,2754365.54,149.48
8,17,3160831.99,148.93
32,2,2767509.37,147.87
8,10,2913803.22,147.71
30,29,3246672.27,147.47
31,26,3232834.8,147.43
31,27,3232834.8,147.43
19,14,2887960.9,147.22
19,15,2887960.9,147.22
19,16,2887960.9,147.22
19,17,2887960.9,147.22
19,18,2887960.9,147.22
23,22,3339149.99,146.97
11,8,3042911.69,143.98
11,9,3042911.69,143.98
11,10,3042911.69,143.98
9,11,2822993.12,143.91
28,11,3179333.41,143.84
28,12,3179333.41,143.84
28,13,3179333.41,143.84
28,14,3179333.41,143.84
28,15,3179333.41,143.84
28,16,3179333.41,143.84
28,17,3179333.41,143.84
28,18,3179333.41,143.84
28,19,3179333.41,143.84
4,8,2949801.37,143.76
6,20,3076183,143.16
6,21,3076183,143.16
6,22,3076183,143.16
6,23,3076183,143.16
20,13,2790182.14,142.78
20,14,2790182.14,142.78
20,15,2790182.14,142.78
20,16,2790182.14,142.78
20,17,2790182.14,142.78
20,18,2790182.14,142.78
20,19,2790182.14,142.78
7,12,2804644.46,142.18
7,13,2804644.46,142.18
13,8,2941045.44,141.51
5,11,2796438.07,141.13
31,28,3091280.62,140.98
31,29,3091280.62,140.98
4,5,2999027.56,140.73
8,16,2983282.79,140.57
22,5,3165178.17,138.77
22,6,3165178.17,138.77
22,7,3165178.17,138.77
22,8,3165178.17,138.77
22,9,3165178.17,138.77
22,10,3165178.17,138.77
22,11,3165178.17,138.77
10,6,2932497.39,138.18
10,7,2932497.39,138.18
10,8,2932497.39,138.18
4,29,2940804.83,137.99
4,30,2940804.83,137.99
6,9,2747187.98,137.43
6,10,2747187.98,137.43
8,18,2908139.15,137.03
8,19,2908139.15,137.03
8,20,2908139.15,137.03
21,13,2650871.18,136.17
21,14,2650871.18,136.17
21,15,2650871.18,136.17
21,16,2650871.18,136.17
21,17,2650871.18,136.17
21,18,2650871.18,136.17
21,19,2650871.18,136.17
21,20,2650871.18,136.17
13,11,2691345.35,135.64
13,12,2691345.35,135.64
14,6,2888902.76,135.56
11,5,2864974.4,135.56
11,6,2864974.4,135.56
11,7,2864974.4,135.56
8,9,2673544.22,135.53
10,5,2866819.8,135.08
12,4,2829556.85,133.88
12,5,2829556.85,133.88
12,6,2829556.85,133.88
12,7,2829556.85,133.88
6,15,2873843.42,133.75
31,30,2919761.42,133.16
8,7,2808247.88,132.32
8,13,2802224.74,132.04
8,14,2802224.74,132.04
8,15,2802224.74,132.04
13,2,2489485.4,131.68
13,3,2489485.4,131.68
29,5,2900164.77,131.21
29,6,2900164.77,131.21
29,7,2900164.77,131.21
29,8,2900164.77,131.21
29,9,2900164.77,131.21
29,10,2900164.77,131.21
32,22,2864012.37,131.14
32,23,2864012.37,131.14
28,5,2852518.69,129.05
28,6,2852518.69,129.05
23,7,2922805.21,128.64
23,8,2922805.21,128.64
23,9,2922805.21,128.64
23,10,2922805.21,128.64
32,24,2800295.44,128.22
32,25,2800295.44,128.22
13,9,2548877.21,127.51
30,4,2806891.24,127.5
30,5,2806891.24,127.5
30,6,2806891.24,127.5
30,7,2806891.24,127.5
30,8,2806891.24,127.5
30,9,2806891.24,127.5
30,10,2806891.24,127.5
24,6,2851079.39,127.46
24,7,2851079.39,127.46
24,8,2851079.39,127.46
24,9,2851079.39,127.46
24,10,2851079.39,127.46
14,7,2638826.99,126.97
10,9,2671491.39,125.88
12,8,2602021.63,125.73
12,9,2602021.63,125.73
12,10,2602021.63,125.73
33,21,2721333.64,124.61
33,22,2721333.64,124.61
33,23,2721333.64,124.61
33,24,2721333.64,124.61
8,11,2449187.7,124.16
5,9,2455607.53,123.93
5,10,2455607.53,123.93
6,13,2461396.64,123.13
11,18,2593084.86,122.69
11,19,2593084.86,122.69
31,4,2683625.65,122.39
31,5,2683625.65,122.39
31,6,2683625.65,122.39
31,7,2683625.65,122.39
31,8,2683625.65,122.39
31,9,2683625.65,122.39
31,10,2683625.65,122.39
31,11,2683625.65,122.39
6,7,2439916.36,122.06
25,7,2697181.27,122.02
25,8,2697181.27,122.02
25,9,2697181.27,122.02
32,3,2279114.29,121.77
32,11,2279114.29,121.77
32,12,2279114.29,121.77
32,13,2279114.29,121.77
32,14,2279114.29,121.77
32,15,2279114.29,121.77
32,16,2279114.29,121.77
32,17,2279114.29,121.77
32,18,2279114.29,121.77
32,19,2279114.29,121.77
32,20,2279114.29,121.77
32,21,2279114.29,121.77
32,26,2656412.22,121.63
5,12,2406002.89,121.43
5,13,2406002.89,121.43
7,22,2594073.35,121.22
7,23,2594073.35,121.22
14,9,2391743.35,121
14,10,2391743.35,121
14,11,2391743.35,121
14,12,2391743.35,121
14,13,2391743.35,121
16,2,2257567.92,120.73
16,3,2257567.92,120.73
16,4,2257567.92,120.73
26,7,2666739.29,120.65
26,8,2666739.29,120.65
26,9,2666739.29,120.65
26,10,2666739.29,120.65
26,11,2666739.29,120.65
10,19,2529002.82,119.16
10,20,2529002.82,119.16
15,3,2231800.23,119.06
15,4,2231800.23,119.06
15,5,2231800.23,119.06
13,10,2245750.5,118.78
27,5,2622644.59,118.65
27,6,2622644.59,118.65
27,7,2622644.59,118.65
27,8,2622644.59,118.65
27,9,2622644.59,118.65
27,10,2622644.59,118.65
9,21,2512087.88,118.37
33,25,2577490.24,118.02
33,26,2577490.24,118.02
6,8,2354082.07,117.76
12,11,2329825.08,117.42
5,27,2522449.64,117.39
5,28,2522449.64,117.39
5,29,2522449.64,117.39
5,30,2522449.64,117.39
6,14,2327410.87,116.43
11,20,2438420.56,115.37
33,12,2166180.68,115.27
33,13,2166180.68,115.27
33,14,2166180.68,115.27
33,15,2166180.68,115.27
33,16,2166180.68,115.27
33,17,2166180.68,115.27
33,18,2166180.68,115.27
33,19,2166180.68,115.27
33,20,2166180.68,115.27
32,27,2504942.8,114.7
32,28,2504942.8,114.7
9,20,2429781.94,114.49
34,21,2483909.32,113.74
34,22,2483909.32,113.74
34,23,2483909.32,113.74
34,24,2483909.32,113.74
34,25,2483909.32,113.74
33,31,2481610.52,113.63
33,32,2481610.52,113.63
16,9,2244346.75,113.54
16,10,2244346.75,113.54
16,11,2244346.75,113.54
16,12,2244346.75,113.54
16,13,2244346.75,113.54
16,14,2244346.75,113.54
16,15,2244346.75,113.54
11,21,2398084.1,113.47
19,7,2222703.97,113.31
19,8,2222703.97,113.31
19,9,2222703.97,113.31
12,19,2384852.79,112.84
15,9,2205595.48,112.01
15,10,2205595.48,112.01
15,11,2205595.48,112.01
15,12,2205595.48,112.01
15,13,2205595.48,112.01
15,14,2205595.48,112.01
12,20,2353740.75,111.37
12,21,2353740.75,111.37
33,27,2413716.81,110.52
13,15,2339424.46,110.23
10,22,2329495.96,109.76
10,23,2329495.96,109.76
10,24,2329495.96,109.76
10,25,2319691.06,109.3
10,26,2319691.06,109.3
32,31,2384806.5,109.2
4,7,2237318.21,109.04
34,30,2380344.31,108.99
34,31,2380344.31,108.99
7,24,2330936.11,108.93
7,25,2330936.11,108.93
9,22,2301528.8,108.45
14,8,2040236.59,108.38
12,17,2282496.77,108
12,18,2282496.77,108
28,7,2384915.4,107.9
28,8,2384915.4,107.9
28,9,2384915.4,107.9
28,10,2384915.4,107.9
6,11,2147651.34,107.44
6,12,2147651.34,107.44
15,16,2291724.38,107.09
32,29,2333223.5,106.84
32,30,2333223.5,106.84
15,17,2281919.47,106.64
10,21,2249475.01,105.99
34,26,2309801.72,105.76
34,15,1975852.8,105.14
34,16,1975852.8,105.14
34,17,1975852.8,105.14
34,18,1975852.8,105.14
34,19,1975852.8,105.14
34,20,1975852.8,105.14
33,2,1974417.97,105.06
33,30,2293460.45,105.01
34,32,2281516.93,104.47
34,33,2281516.93,104.47
11,22,2190751.13,103.66
20,6,2024785.38,103.61
20,7,2024785.38,103.61
20,8,2024785.38,103.61
20,9,2024785.38,103.61
20,10,2024785.38,103.61
20,11,2024785.38,103.61
33,28,2241837.44,102.65
33,29,2241837.44,102.65
17,8,2021269.9,102.65
17,9,2021269.9,102.65
17,10,2021269.9,102.65
17,11,2021269.9,102.65
17,12,2021269.9,102.65
17,13,2021269.9,102.65
17,14,2021269.9,102.65
17,15,2021269.9,102.65
13,18,2176077.26,102.53
13,19,2176077.26,102.53
16,5,1916596.03,102.5
16,6,1916596.03,102.5
16,7,1916596.03,102.5
16,8,1916596.03,102.5
10,18,2161926.66,101.87
22,2,2319441.31,101.69
15,6,1892234.92,100.95
15,7,1892234.92,100.95
15,8,1892234.92,100.95
14,17,2142078.92,100.51
34,29,2189245.21,100.24
4,6,2044463.08,99.64
14,16,2122359.06,99.59
18,8,1940906.61,98.56
18,9,1940906.61,98.56
18,10,1940906.61,98.56
18,11,1940906.61,98.56
18,12,1940906.61,98.56
18,13,1940906.61,98.56
13,16,2084443.13,98.22
13,17,2084443.13,98.22
34,27,2137522.15,97.87
34,28,2137522.15,97.87
13,20,2064970.23,97.3
11,23,2055334.48,97.25
23,2,2206912.27,97.13
12,24,2047039.85,96.86
21,5,1882745.51,96.71
21,6,1882745.51,96.71
21,7,1882745.51,96.71
21,8,1882745.51,96.71
21,9,1882745.51,96.71
21,10,1882745.51,96.71
21,11,1882745.51,96.71
21,12,1882745.51,96.71
26,6,1791124.54,96.48
9,23,2042529.48,96.24
9,24,2042529.48,96.24
9,25,2042529.48,96.24
25,6,1783935.34,96.1
9,26,2032724.59,95.78
9,27,2032724.59,95.78
9,28,2032724.59,95.78
9,29,2032724.59,95.78
9,30,2032724.59,95.78
9,31,2032724.59,95.78
9,32,2032724.59,95.78
9,33,2032724.59,95.78
14,18,2038587.37,95.66
10,27,2005184.34,94.48
10,28,2005184.34,94.48
10,29,2005184.34,94.48
10,30,2005184.34,94.48
10,31,2005184.34,94.48
10,32,2005184.34,94.48
11,24,1992979.94,94.3
11,25,1992979.94,94.3
11,26,1992979.94,94.3
11,31,1992979.94,94.3
17,6,1718424.09,93.83
17,7,1718424.09,93.83
4,31,1982852.97,93.04
4,32,1982852.97,93.04
19,10,1807083.26,92.12
19,11,1807083.26,92.12
19,12,1807083.26,92.12
19,13,1807083.26,92.12
6,24,1956881.12,91.07
6,25,1956881.12,91.07
6,26,1956881.12,91.07
20,12,1747064.5,89.4
7,26,1901639.58,88.87
7,27,1901639.58,88.87
7,28,1901639.58,88.87
7,29,1901639.58,88.87
7,30,1891834.68,88.41
7,31,1891834.68,88.41
7,32,1891834.68,88.41
7,33,1891834.68,88.41
14,15,1882338.82,88.33
7,39,1887861.33,88.22
7,40,1887861.33,88.22
7,41,1887861.33,88.22
7,42,1887861.33,88.22
7,43,1887861.33,88.22
4,33,1879354.44,88.19
9,34,1871739,88.19
8,22,1870109.27,88.12
8,23,1870109.27,88.12
10,33,1849526.42,87.15
11,32,1838441.47,86.99
7,37,1855821.45,86.72
7,38,1855821.45,86.72
12,25,1813147.67,85.79
12,26,1813147.67,85.79
12,27,1813147.67,85.79
12,28,1813147.67,85.79
14,19,1823486.92,85.57
6,50,1813633.66,84.41
11,27,1749432.59,82.77
11,28,1749432.59,82.77
11,29,1749432.59,82.77
11,30,1749432.59,82.77
6,27,1778381.76,82.76
6,28,1778381.76,82.76
12,22,1737506.36,82.21
12,23,1737506.36,82.21
32,4,1524745.92,81.47
32,5,1524745.92,81.47
32,6,1524745.92,81.47
32,7,1524745.92,81.47
32,8,1524745.92,81.47
32,9,1524745.92,81.47
32,10,1524745.92,81.47
24,32,1762979.56,81.05
8,21,1712346.06,80.68
7,44,1700892.16,79.48
20,29,1737597.55,78.93
20,30,1737597.55,78.93
5,8,1557345.96,78.6
7,34,1680264.97,78.52
33,3,1473149.99,78.39
33,4,1473149.99,78.39
33,5,1473149.99,78.39
33,6,1473149.99,78.39
33,7,1473149.99,78.39
33,8,1473149.99,78.39
33,9,1473149.99,78.39
33,10,1473149.99,78.39
33,11,1473149.99,78.39
18,31,1705552.73,78.1
18,32,1705552.73,78.1
18,33,1705552.73,78.1
10,34,1654198.01,77.94
13,24,1649110.86,77.7
19,29,1696764.92,77.38
19,30,1696764.92,77.38
19,31,1696764.92,77.38
19,32,1696764.92,77.38
19,34,1696764.92,77.38
25,31,1680821.69,77.27
25,32,1680821.69,77.27
12,39,1630900.36,77.17
12,40,1630900.36,77.17
9,40,1636559.7,77.11
9,41,1636559.7,77.11
34,2,1441043.69,76.68
34,3,1441043.69,76.68
34,4,1441043.69,76.68
34,5,1441043.69,76.68
34,6,1441043.69,76.68
34,7,1441043.69,76.68
34,8,1441043.69,76.68
34,9,1441043.69,76.68
34,10,1441043.69,76.68
34,11,1441043.69,76.68
34,12,1441043.69,76.68
34,13,1441043.69,76.68
34,14,1441043.69,76.68
17,38,1641271.74,76.38
11,38,1612274.25,76.28
11,39,1612274.25,76.28
11,40,1612274.25,76.28
11,41,1612274.25,76.28
10,39,1616425.74,76.16
10,40,1616425.74,76.16
10,41,1616425.74,76.16
5,50,1634399.53,76.06
5,31,1618814.31,75.34
5,32,1618814.31,75.34
5,33,1618814.31,75.34
7,4,1588141.15,74.22
7,35,1584270.77,74.03
7,45,1577830.99,73.73
7,46,1577830.99,73.73
15,18,1570631.85,73.4
15,19,1570631.85,73.4
15,39,1570041.29,73.37
15,40,1570041.29,73.37
10,35,1556442.33,73.34
27,30,1612874.98,73.26
4,34,1560932.53,73.25
26,31,1592130.14,73.2
26,32,1592130.14,73.2
22,29,1620879.08,73.04
9,35,1544700.7,72.78
18,38,1566005.71,72.58
9,37,1539703.2,72.55
9,42,1534820.52,72.32
9,43,1534820.52,72.32
18,29,1579203.2,72.31
18,30,1579203.2,72.31
18,34,1579203.2,72.31
18,35,1579203.2,72.31
18,36,1579203.2,72.31
21,38,1561900.11,71.81
21,29,1584323.38,71.68
19,35,1551894.69,71.64
19,38,1551894.69,71.64
3,21,1351115.94,71.2
3,22,1351115.94,71.2
3,23,1351115.94,71.2
10,42,1506411.4,70.98
20,36,1536653.04,70.93
20,38,1536653.04,70.93
4,35,1509125.52,70.81
4,36,1509125.52,70.81
4,37,1509125.52,70.81
4,38,1509125.52,70.81
4,39,1509125.52,70.81
4,40,1509125.52,70.81
4,41,1509125.52,70.81
17,32,1518141.35,70.65
17,33,1518141.35,70.65
17,37,1518141.35,70.65
20,31,1554800,70.62
19,33,1540792.06,70.27
16,17,1507957.24,70.18
16,18,1507957.24,70.18
19,28,1538293.31,70.15
7,36,1499301.05,70.06
11,42,1479990.39,70.03
9,36,1485388.84,69.99
4,50,1487229.15,69.79
13,21,1479431.89,69.71
13,22,1479431.89,69.71
13,23,1479431.89,69.71
12,41,1473371.97,69.71
28,29,1519070.5,69
16,39,1482312.34,68.99
16,40,1482312.34,68.99
3,15,1307341.04,68.89
3,16,1307341.04,68.89
3,17,1307341.04,68.89
3,18,1307341.04,68.89
3,19,1307341.04,68.89
3,20,1307341.04,68.89
27,31,1495025.23,68.73
27,32,1495025.23,68.73
10,43,1457719.3,68.69
14,39,1461399.28,68.57
14,40,1461399.28,68.57
6,44,1469106.59,68.37
6,45,1469106.59,68.37
6,46,1469106.59,68.37
6,47,1469106.59,68.37
6,48,1469106.59,68.37
6,49,1469106.59,68.37
17,34,1468029.09,68.32
17,35,1468029.09,68.32
17,36,1468029.09,68.32
13,39,1446419.11,68.15
13,40,1446419.11,68.15
9,45,1438085.54,67.76
9,46,1438085.54,67.76
8,38,1429461.77,67.35
8,39,1429461.77,67.35
8,40,1429461.77,67.35
8,41,1429461.77,67.35
14,20,1430864.45,67.14
12,42,1418292.73,67.11
11,43,1414569.76,66.93
18,37,1439656.18,66.73
17,39,1427572,66.44
17,40,1427572,66.44
9,44,1403895.96,66.15
8,45,1396123.7,65.78
8,46,1396123.7,65.78
10,45,1393758.38,65.67
10,46,1393758.38,65.67
21,30,1420433.27,65.04
21,31,1420433.27,65.04
21,32,1420433.27,65.04
15,42,1391531.68,65.03
18,39,1396820.02,64.74
18,40,1396820.02,64.74
22,38,1407581.37,64.71
29,30,1402974.34,64.5
19,39,1395921.84,64.44
19,40,1395921.84,64.44
4,44,1372862.64,64.42
4,45,1372862.64,64.42
4,46,1372862.64,64.42
4,47,1372862.64,64.42
4,48,1372862.64,64.42
4,49,1372862.64,64.42
19,36,1393423.09,64.32
19,37,1393423.09,64.32
22,32,1400916.04,64.15
22,33,1400916.04,64.15
15,41,1372424.01,64.13
21,39,1394624.29,64.12
21,40,1394624.29,64.12
15,20,1366276.43,63.85
15,21,1366276.43,63.85
22,30,1393472.32,63.81
22,31,1393472.32,63.81
5,34,1368328.29,63.68
28,30,1384341.69,63.64
28,31,1384341.69,63.64
20,40,1378467.79,63.63
21,33,1379796.89,63.43
21,34,1379796.89,63.43
21,35,1379796.89,63.43
21,36,1379796.89,63.43
21,37,1379796.89,63.43
10,44,1336833.94,62.99
6,31,1352921.98,62.96
6,32,1352921.98,62.96
6,33,1352921.98,62.96
23,31,1379551.56,62.91
22,37,1367813.27,62.88
20,27,1376120.81,62.51
20,32,1353855.49,62.5
20,33,1353855.49,62.5
20,34,1353855.49,62.5
20,35,1353855.49,62.5
20,39,1353855.49,62.5
3,24,1185756.75,62.48
3,25,1185756.75,62.48
14,42,1324670.01,62.16
20,37,1346359.24,62.15
16,42,1331338.3,61.96
11,46,1309172.45,61.94
3,13,1164067.21,61.34
3,14,1164067.21,61.34
13,41,1300103.63,61.26
23,29,1336423.64,61.19
23,30,1336423.64,61.19
14,41,1300735.06,61.04
13,42,1294946.21,61.02
5,45,1309532.62,60.94
5,46,1309532.62,60.94
5,47,1309532.62,60.94
5,48,1309532.62,60.94
5,49,1309532.62,60.94
8,24,1292285.38,60.89
8,25,1292285.38,60.89
8,26,1292285.38,60.89
8,27,1292285.38,60.89
11,45,1285947.39,60.84
12,43,1285581.92,60.83
17,42,1300726.14,60.53
