P:m,P:l,净利润,年化收益率%
6,33,8796197.17,145.32
9,12,9263638.09,145.21
10,14,9262028.15,145.19
15,11,10857028.06,144.5
15,9,10832355.73,144.17
15,10,10832355.73,144.17
6,28,8903771.99,144.11
5,11,8893955.95,143.95
10,19,9073878.74,143.94
9,17,9175895.96,143.83
12,6,10879774.2,143.7
12,7,10879774.2,143.7
4,27,8070010.57,143.09
6,34,8644566.16,142.82
7,19,8821779.73,142.78
6,37,8426552.12,142.77
19,14,10494634.72,142.42
19,15,10494634.72,142.42
11,20,10325848.44,142.36
4,26,8007207.61,141.98
9,13,9056239.81,141.96
9,18,9054983.44,141.94
9,16,9054469.47,141.93
18,9,10408883.1,141.81
18,10,10408883.1,141.81
18,11,10408883.1,141.81
18,12,10408883.1,141.81
19,17,10419007.58,141.39
7,14,8727873.41,141.26
7,15,8727873.41,141.26
9,27,8579976.99,141.16
9,28,8579976.99,141.16
11,17,10256692.06,140.84
11,21,10009539.31,140.8
8,11,9193058.92,140.78
17,16,10409100.47,140.7
12,8,10652238.97,140.69
12,9,10652238.97,140.69
10,21,8863114.25,140.59
15,12,10540963.64,140.29
9,32,8263967.94,140.01
9,33,8263967.94,140.01
6,35,8464803.04,139.85
6,30,8460533.97,139.78
19,16,10298988.59,139.76
10,24,8628865.96,139.66
8,12,8872236.86,139.62
5,12,8626374.41,139.62
5,13,8626374.41,139.62
13,5,10527607.84,139.58
13,6,10527607.84,139.58
9,24,8617634.83,139.48
9,25,8617634.83,139.48
9,11,9066324.3,138.84
16,8,10348472.83,138.8
10,5,9054608.9,138.66
6,36,8174524.4,138.5
19,8,10205046.01,138.49
19,9,10205046.01,138.49
10,25,8413781.86,138.43
7,41,8159227.46,138.24
7,42,8159227.46,138.24
7,43,8159227.46,138.24
10,15,8815209.15,138.18
9,15,8809037.87,138.08
11,13,10123166.89,137.92
4,8,7505065.37,137.7
22,13,9982860.98,137.63
20,13,10064292.91,137.11
20,14,10064058.82,137.11
20,15,10064058.82,137.11
15,5,10290449.53,136.96
16,9,10202451.55,136.84
22,12,9922489.71,136.8
16,10,10191486.07,136.69
16,11,10191486.07,136.69
14,6,10293355.82,136.47
11,18,9931148.34,136.37
17,8,10078609.18,136.24
12,5,10308805.14,136.16
10,2,7642062.26,136.06
20,17,9978738.82,135.95
12,10,10286412.97,135.86
11,5,10205136.61,135.83
7,27,8388891.47,135.77
18,13,9957221.42,135.66
11,25,9461598.53,135.3
10,6,8833795.25,135.28
7,44,7972258.29,135.07
10,18,8514207.55,135.06
9,29,7968756.79,135.01
24,15,9748245.81,134.93
4,28,7605593.52,134.85
11,16,9932441.52,134.79
8,17,8561547.18,134.74
10,20,8490033.59,134.67
7,23,8319313.78,134.65
8,16,8550558.96,134.56
6,4,7632460.01,134.22
9,2,7582238.05,134.21
20,16,9848157.52,134.17
7,45,7905837.06,133.95
7,46,7905837.06,133.95
15,14,10059776.85,133.89
9,30,7899592.78,133.84
9,31,7899592.78,133.84
24,19,9664005.97,133.77
24,20,9664005.97,133.77
7,11,8233621.4,133.26
6,5,7576037.99,133.23
14,7,10043280.05,133.16
15,13,9994861.1,133.03
19,10,9789425.29,132.85
19,11,9789425.29,132.85
19,12,9789425.29,132.85
8,20,8206640.86,132.83
24,23,9591499.72,132.76
10,22,8196598.77,132.66
20,18,9732933.89,132.6
11,24,9267219.11,132.52
24,21,9560609.38,132.34
11,23,9248893.33,132.25
12,11,10005992.31,132.16
20,7,9699179.76,132.14
20,8,9699179.76,132.14
20,9,9699179.76,132.14
20,10,9699179.76,132.14
20,11,9699179.76,132.14
20,19,9674851.48,131.81
24,17,9516736.89,131.73
24,18,9516736.89,131.73
17,7,9736287.12,131.61
22,14,9521074.02,131.26
24,16,9468894.11,131.07
7,33,7733890.32,131.03
10,4,8537148.72,130.73
17,9,9618830.18,130.02
7,13,8032096.22,130
5,27,8022867.87,129.85
22,16,9417464.66,129.84
7,39,7662584.86,129.82
7,40,7662584.86,129.82
9,14,8274905.79,129.71
12,4,9816815.09,129.66
22,5,9401081.56,129.61
22,6,9401081.56,129.61
22,7,9401081.56,129.61
22,8,9401081.56,129.61
22,9,9401081.56,129.61
22,10,9401081.56,129.61
22,11,9401081.56,129.61
17,12,9579353.93,129.49
10,23,7997373.14,129.44
10,27,7863143.29,129.37
7,37,7630544.99,129.28
7,38,7630544.99,129.28
7,24,7974253.12,129.06
7,25,7974253.12,129.06
4,30,7266748.03,128.85
10,26,7830629.18,128.83
10,32,7596410.23,128.7
22,18,9333064.9,128.67
22,19,9333064.9,128.67
22,20,9333064.9,128.67
22,21,9333064.9,128.67
9,41,7395323.01,128.58
20,12,9421458.88,128.36
7,50,7797761.2,128.29
24,22,9248662.52,128.02
11,19,9285229.21,128.01
9,34,7550097.06,127.92
7,47,7536335.03,127.69
7,48,7536335.03,127.69
7,49,7536335.03,127.69
22,15,9252447.03,127.56
12,14,9391371.33,127.45
7,34,7522320.61,127.45
11,22,9049144.59,127.29
19,13,9362541.22,127.05
7,28,7712412.9,126.89
9,42,7293583.84,126.81
9,43,7293583.84,126.81
16,7,9444292.47,126.67
10,29,7441217.33,126.07
22,17,9137553.24,125.98
23,15,9134784.9,125.94
10,30,7420677.86,125.73
10,31,7420677.86,125.73
8,45,7418554.18,125.69
8,46,7418554.18,125.69
17,10,9287533.31,125.54
17,11,9287533.31,125.54
8,32,7396902.31,125.32
8,33,7396902.31,125.32
16,12,9342583.44,125.31
16,13,9342583.44,125.31
8,38,7395213.18,125.29
12,15,9227459.95,125.22
8,39,7374481.93,124.94
8,40,7374481.93,124.94
8,41,7374481.93,124.94
25,13,8969922.5,124.66
17,14,9205874.62,124.44
17,15,9205874.62,124.44
5,37,7488868.91,124.24
5,38,7488868.91,124.24
9,45,7145448.07,124.23
9,46,7145448.07,124.23
8,13,7880486.68,124.02
8,14,7880486.68,124.02
7,26,7655771.97,123.91
7,8,7652229.18,123.85
7,12,7645551.39,123.74
21,14,9006066.48,123.67
23,14,8969807.25,123.66
9,44,7111258.48,123.64
10,33,7166060.12,123.37
8,15,7834142.51,123.29
17,13,9117653.52,123.25
9,37,7079765.19,123.09
7,29,7476328.52,123
5,32,7410688.22,122.94
5,33,7410688.22,122.94
5,39,7255796.06,122.93
12,16,9056240.56,122.9
8,18,7809183.94,122.9
21,13,8948469.33,122.88
10,28,7248198.6,122.8
25,15,8823522.36,122.62
9,35,7223058.76,122.38
10,1,5965736.08,122.34
21,16,8895265.16,122.15
21,17,8895265.16,122.15
15,6,9173185.13,122.09
15,7,9173185.13,122.09
15,8,9173185.13,122.09
8,31,7201875.17,122.02
25,19,8754649.96,121.67
25,20,8754649.96,121.67
11,32,8047735.13,121.61
8,36,7171788.14,121.51
10,34,7045383.02,121.3
25,22,8721853.46,121.21
5,30,7288838.06,120.92
25,18,8690468.89,120.78
7,31,7341322.95,120.78
5,34,7270782,120.62
8,26,7451004.99,120.6
25,24,8673120.12,120.53
25,14,8659304.33,120.34
21,19,8761846.58,120.32
21,20,8761846.58,120.32
25,23,8656101.61,120.3
8,19,7424298.85,120.16
21,15,8749406.31,120.15
16,14,8943193.84,119.95
25,17,8630871.13,119.95
16,4,8940257.88,119.91
8,47,7072527.09,119.83
8,48,7072527.09,119.83
8,49,7072527.09,119.83
10,40,6956266.33,119.76
10,41,6956266.33,119.76
17,6,8847154.28,119.59
11,27,8075401,118.91
25,16,8545010.24,118.75
23,19,8608465.26,118.68
23,20,8608465.26,118.68
23,21,8608465.26,118.68
8,21,7328279.71,118.61
21,7,8635477.36,118.58
21,8,8635477.36,118.58
21,9,8635477.36,118.58
21,10,8635477.36,118.58
21,11,8635477.36,118.58
21,18,8634092.73,118.56
8,35,6991224.89,118.45
8,37,6987534.43,118.39
12,19,8649163.59,118.3
11,26,8033736.72,118.3
13,4,8920349.12,118.27
10,35,6845859.61,117.86
9,40,6756566.46,117.47
9,36,6753427.9,117.42
8,22,7237945.2,117.15
8,23,7237945.2,117.15
9,47,6735619.51,117.11
7,30,7114140.84,117.05
4,50,6599631.81,117.02
5,28,7217493.38,116.82
5,29,7217493.38,116.82
23,18,8458635.18,116.62
16,15,8684670.78,116.48
13,2,5822301.19,116.37
13,18,8507010.23,116.36
4,29,6562030.38,116.35
26,12,8270252.51,116.34
10,42,6751346.82,116.23
23,16,8425609.88,116.16
23,17,8425609.88,116.16
12,20,8250663.39,116.06
27,11,8243174.96,115.96
27,12,8243174.96,115.96
25,21,8322082.77,115.66
13,15,8442399.64,115.47
8,42,6810666.01,115.39
8,43,6810666.01,115.39
10,43,6702654.72,115.39
9,38,6635664.28,115.37
9,39,6635664.28,115.37
26,13,8165192.62,114.86
13,14,8456357.26,114.76
4,31,6461713.56,114.57
6,3,6454032.28,114.53
27,13,8130760.94,114.37
5,35,6879236.17,114.12
5,36,6879236.17,114.12
7,32,6926172.39,113.95
28,25,8077116.83,113.62
28,26,8077116.83,113.62
28,27,8077116.83,113.62
13,19,8304502.96,113.59
4,7,6190864.13,113.59
11,28,7700628.84,113.39
11,29,7700628.84,113.39
10,44,6581769.37,113.31
8,44,6681804.52,113.21
23,22,8208645.33,113.17
11,33,7474036.83,112.94
26,14,8019212.27,112.81
26,15,8019212.27,112.81
7,35,6634267.88,112.4
21,12,8180343.66,112.33
27,14,7985230.37,112.33
8,34,6629107.57,112.31
27,19,7975065.29,112.18
26,19,7969598.34,112.11
12,21,7967177.97,112.07
8,50,6611416.95,112.02
9,1,5392801.21,111.59
26,18,7925407.13,111.49
27,17,7906852.64,111.23
27,18,7906852.64,111.23
7,36,6549298.17,110.96
11,31,7338328.82,110.89
27,26,7873258.15,110.75
26,23,7863160.05,110.61
26,24,7863160.05,110.61
9,48,6353948.42,110.47
9,49,6353948.42,110.47
26,22,7846141.55,110.37
26,16,7843047.71,110.33
26,17,7843047.71,110.33
5,31,6649654.89,110.32
27,16,7839680.51,110.28
5,8,6810343,110.23
27,22,7827255.88,110.11
27,23,7827255.88,110.11
10,39,6392435.62,110.05
4,6,5998009,110.05
8,24,6789707.08,109.89
8,25,6789707.08,109.89
27,21,7810237.38,109.87
26,25,7807703.21,109.83
12,24,7678314.23,109.8
4,44,6178711.27,109.55
4,45,6178711.27,109.55
4,46,6178711.27,109.55
4,47,6178711.27,109.55
4,48,6178711.27,109.55
4,49,6178711.27,109.55
27,24,7771948.96,109.33
27,25,7771948.96,109.33
9,50,6444345.14,109.18
4,32,6155159.53,109.14
15,3,5390230.77,108.66
15,4,5390230.77,108.66
27,15,7708747.23,108.44
16,6,8013646.35,107.48
4,33,6051661.01,107.3
13,16,7827117.06,107.06
8,27,6506832.91,107.05
28,11,7609513.54,107.04
28,12,7609513.54,107.04
8,28,6497028.01,106.89
10,38,6195717.84,106.67
6,2,6004123.42,106.55
4,42,5993136.22,106.26
4,43,5993136.22,106.26
12,17,7716822.88,105.97
12,18,7716822.88,105.97
11,30,7003513.79,105.83
28,13,7520721.12,105.79
26,20,7516813.1,105.74
26,21,7516813.1,105.74
11,35,6992871.03,105.67
16,5,7874533.36,105.62
10,36,6123518.69,105.42
27,20,7485586.9,105.3
29,11,7476904.49,105.18
29,12,7476904.49,105.18
13,24,7125604.35,104.93
11,36,6936216.38,104.81
11,39,6931341.17,104.74
11,40,6931341.17,104.74
24,11,7542463.7,104.4
12,22,7421778.98,104.4
13,17,7625970.06,104.31
28,22,7403241.11,104.14
24,12,7522897.43,104.13
12,25,7065278.01,104.04
27,8,7389917.48,103.95
27,9,7389917.48,103.95
27,10,7389917.48,103.95
28,20,7386222.6,103.9
28,21,7386222.6,103.9
28,17,7380482.98,103.82
28,18,7380482.98,103.82
29,13,7375825.21,103.76
29,27,7375825.21,103.76
18,19,7374147.11,103.73
26,10,7366796.66,103.63
26,11,7366796.66,103.63
11,41,6842629.09,103.4
28,23,7348004.15,103.36
28,24,7348004.15,103.36
24,13,7463820.16,103.31
28,16,7326006.41,103.05
12,23,7173921.08,102.58
11,38,6774983.54,102.38
11,4,7670050.99,102.08
28,15,7255982.71,102.07
29,17,7241389.25,101.86
29,28,7239428.03,101.84
4,34,5733239.1,101.66
10,45,5901697.55,101.61
29,16,7204851.4,101.35
11,3,7612847.85,101.32
19,7,6776771.29,101.22
13,20,7187765.73,101.11
11,34,6688965.96,101.08
18,20,7060731.2,100.96
4,35,5681432.08,100.74
4,36,5681432.08,100.74
4,37,5681432.08,100.74
4,38,5681432.08,100.74
4,39,5681432.08,100.74
13,23,7044416.75,100.73
7,4,5703639.25,100.72
12,26,6824390.45,100.49
28,14,7099407.06,99.87
10,37,5776768.21,99.45
24,14,7152362.42,99
12,27,6677797.13,98.33
28,19,6984011.34,98.24
5,7,6058494.53,98.06
20,6,6404813.28,97.97
29,15,6961953.7,97.93
29,14,6956909.96,97.86
24,8,7031657.91,97.33
24,9,7031657.91,97.33
25,10,6988067.71,97.12
29,24,6849557.54,96.35
29,25,6849557.54,96.35
4,40,5432167.26,96.32
4,41,5432167.26,96.32
23,11,6984361.13,96.29
23,12,6984361.13,96.29
29,18,6842233.88,96.25
12,28,6368441.38,96.23
11,37,6367304.79,96.22
15,17,7029152.34,96.14
23,13,6967230.11,96.06
29,26,6822704.12,95.97
15,16,7013644.58,95.93
28,10,6815095.54,95.87
25,11,6896303.8,95.84
25,12,6896303.8,95.84
29,21,6794100.23,95.57
29,22,6794100.23,95.57
29,19,6777081.73,95.33
29,20,6777081.73,95.33
30,11,6755850.17,95.03
30,12,6755850.17,95.03
29,23,6739103.16,94.8
29,7,6730510.49,94.68
29,8,6730510.49,94.68
29,9,6730510.49,94.68
29,10,6730510.49,94.68
10,46,5498052.56,94.66
8,29,5708011.05,93.91
8,30,5708011.05,93.91
13,21,6665619.07,93.76
17,21,6331930.94,93.24
11,42,6167697.38,93.2
16,17,6576760.88,92.51
15,18,6748270.04,92.3
11,43,6102276.74,92.21
17,19,6444489.2,92.15
17,3,6812464.56,92.09
17,4,6812464.56,92.09
14,18,6732431.22,92.08
17,20,6439093.92,92.08
13,22,6418720.69,91.78
19,20,6413535.11,91.71
7,5,5139598.16,90.76
24,10,6544690.14,90.59
14,16,6622160.37,90.58
11,46,5991020.28,90.53
15,19,6424180.82,90.37
16,18,6419540.94,90.3
16,2,4463281.92,90.19
16,3,4463281.92,90.19
11,45,5967795.22,90.18
14,15,6609497.89,90.05
25,7,6456357.6,89.73
25,8,6456357.6,89.73
25,9,6456357.6,89.73
23,9,6501629.2,89.64
23,10,6501629.2,89.64
30,13,6353450.67,89.37
17,18,6514382.06,89.1
5,6,5492311.97,88.89
30,14,6308468.17,88.74
30,15,6308468.17,88.74
30,16,6308468.17,88.74
30,17,6308468.17,88.74
30,18,6308468.17,88.74
30,19,6308468.17,88.74
12,32,5865200.69,88.63
13,3,4754299.23,88.44
10,47,5135669.27,88.42
10,48,5135669.27,88.42
10,49,5135669.27,88.42
13,26,6002872.76,88.39
14,17,6437932.23,88.06
8,2,5132263.18,87.91
30,28,6211805.67,87.38
14,19,6383249.77,87.31
13,25,5910644.62,87.04
16,19,6182759.43,86.97
30,23,6151550.57,86.53
30,24,6151550.57,86.53
11,47,5718023.42,86.41
31,12,6141537.76,86.39
30,25,6122896.41,86.13
30,26,6122896.41,86.13
30,20,6079895.08,85.53
30,29,6078058.1,85.5
30,6,6040676.57,84.97
30,7,6040676.57,84.97
30,8,6040676.57,84.97
30,9,6040676.57,84.97
30,10,6040676.57,84.97
30,21,6025147.88,84.76
30,22,6025147.88,84.76
18,21,5729697.77,84.37
4,2,4558623.71,84.12
11,44,5542929.87,83.76
14,20,5944836.23,83.63
14,21,5936871.92,83.51
15,20,5927650.29,83.38
12,34,5465991.7,82.6
6,1,4653370.31,82.58
11,48,5446695.83,82.31
28,7,5833360.09,82.06
28,8,5833360.09,82.06
28,9,5833360.09,82.06
14,22,5692372.34,81.4
15,21,5679392.59,81.21
12,33,5372504.21,81.19
31,13,5714575.49,80.39
31,14,5684585.49,79.96
31,15,5684585.49,79.96
31,16,5684585.49,79.96
31,17,5684585.49,79.96
31,18,5684585.49,79.96
31,19,5684585.49,79.96
31,20,5684585.49,79.96
31,21,5684585.49,79.96
34,3,5674795.07,79.83
10,50,4630864.97,79.73
12,31,5247485.41,79.3
12,29,5236611.41,79.13
33,21,5604725.07,78.84
33,22,5604725.07,78.84
33,23,5604725.07,78.84
33,24,5604725.07,78.84
14,24,5350938.97,78.79
30,5,5593294.57,78.68
31,29,5592146.92,78.66
29,4,4809510.91,78.29
30,27,5537371.34,77.89
31,22,5532585.04,77.83
31,23,5532585.04,77.83
17,22,5282814.65,77.79
21,6,4864817.73,77.69
31,24,5500719.11,77.38
31,25,5500719.11,77.38
12,36,5110692.46,77.23
29,3,4742002.57,77.19
26,9,5483963.51,77.14
13,27,5105020.7,77.14
13,28,5105020.7,77.14
7,3,4315061.97,76.86
16,20,5373611.23,76.84
12,30,5082352.8,76.8
7,1,4310849.57,76.78
31,6,5450874.37,76.68
31,7,5450874.37,76.68
31,8,5450874.37,76.68
31,9,5450874.37,76.68
31,10,5450874.37,76.68
31,11,5450874.37,76.68
12,35,5061472.47,76.48
31,30,5420627.73,76.25
16,22,5163223.11,76.03
33,32,5395463.16,75.9
15,22,5286815.39,75.6
11,49,4976249.93,75.2
33,12,5270790.01,74.14
12,41,4906031.35,74.14
16,21,5176521.82,74.02
33,2,4217413.09,73.86
12,42,4850952.11,73.3
14,23,4926288.05,72.54
13,30,4780894.48,72.25
33,13,5128437.85,72.14
12,37,4750531.46,71.79
13,31,4745685.06,71.71
28,5,4399718.58,71.39
34,21,5073309.68,71.37
34,22,5073309.68,71.37
34,23,5073309.68,71.37
34,24,5073309.68,71.37
34,25,5073309.68,71.37
11,2,3982779.68,71.21
14,3,5366559.88,71.15
15,23,4825841.64,71.06
33,14,5049572.12,71.03
33,15,5049572.12,71.03
33,16,5049572.12,71.03
33,17,5049572.12,71.03
33,18,5049572.12,71.03
33,19,5049572.12,71.03
33,20,5049572.12,71.03
33,31,5017420.84,70.58
7,6,3991100.83,70.48
12,2,3939360.09,70.43
20,21,4782205.01,70.42
5,4,4086367.96,70.35
31,27,4997635.15,70.3
31,5,4993922.09,70.25
13,29,4615811.84,69.75
21,5,4327303.17,69.11
18,6,5061184.97,68.95
31,26,4899706.42,68.92
34,26,4899202.08,68.92
7,2,3867762.04,68.89
14,25,4672449.96,68.8
34,33,4888757.59,68.77
13,33,4539499,68.6
31,28,4856080.97,68.31
28,6,3982296.22,68.08
12,39,4500611.13,68.01
12,40,4500611.13,68.01
33,27,4826554.64,67.89
33,25,4812037.28,67.69
33,26,4812037.28,67.69
33,5,4796060.45,67.47
33,6,4796060.45,67.47
33,7,4796060.45,67.47
33,8,4796060.45,67.47
33,9,4796060.45,67.47
33,10,4796060.45,67.47
13,34,4436833.67,67.05
33,11,4719601.56,66.39
18,1,4866854.61,66.31
18,2,4866854.61,66.31
18,3,4866854.61,66.31
18,4,4866854.61,66.31
11,50,4384939.42,66.26
29,5,4063116.91,66.14
12,38,4372139.62,66.07
27,5,4241833.73,65.68
32,22,4665435.12,65.63
33,28,4654675.27,65.48
18,22,4442046.38,65.41
4,3,3543584.15,65.39
33,30,4631640.29,65.15
12,43,4310454.25,65.14
32,2,3660960.29,64.58
34,30,4588160.55,64.54
34,31,4588160.55,64.54
33,29,4580017.28,64.43
13,32,4260011.94,64.37
34,15,4565253.16,64.22
34,16,4565253.16,64.22
34,17,4565253.16,64.22
34,18,4565253.16,64.22
34,19,4565253.16,64.22
34,20,4565253.16,64.22
18,7,4676766.42,63.72
12,45,4186206,63.26
32,11,4485318.03,63.09
34,5,4482236.49,63.05
34,6,4482236.49,63.05
34,7,4482236.49,63.05
34,8,4482236.49,63.05
34,9,4482236.49,63.05
12,44,4168168.23,62.99
15,24,4268297.41,62.85
18,23,4156125.41,62.8
32,23,4449754.27,62.59
3,13,3374351.76,62.49
37,3,4441682.27,62.48
24,6,3678332.91,62.14
24,7,3678332.91,62.14
4,1,3327356.34,62.1
29,6,3802245.81,61.89
34,10,4370038.98,61.47
34,11,4370038.98,61.47
32,12,4360835.38,61.34
16,23,4162363.31,61.29
33,4,4356541.43,61.28
14,26,4045291.66,61.13
35,4,4334568.45,60.97
35,5,4334568.45,60.97
8,1,3557444.02,60.94
35,3,4315375.29,60.7
3,21,3256995.81,60.32
3,22,3256995.81,60.32
3,23,3256995.81,60.32
17,23,4094219.36,60.29
12,46,3962853.82,59.88
3,20,3213220.91,59.5
20,2,3888507.13,59.48
15,25,3929137.47,59.37
34,29,4200130.64,59.08
27,6,3427491.77,58.59
38,2,4162756.34,58.56
38,3,4162756.34,58.56
34,32,4156272.89,58.47
3,25,3157375.01,58.47
34,27,4148407.57,58.36
34,28,4148407.57,58.36
33,3,3383983.6,58.26
5,3,3378998.81,58.17
32,14,4080537.04,57.4
32,15,4080537.04,57.4
32,16,4080537.04,57.4
32,17,4080537.04,57.4
32,18,4080537.04,57.4
32,19,4080537.04,57.4
32,20,4080537.04,57.4
32,21,4080537.04,57.4
3,24,3091636.61,57.25
32,13,4058053.29,57.08
32,31,4052809.73,57.01
31,3,3410521.85,56.98
17,24,3761116.39,56.84
34,4,4030444.05,56.7
34,13,4030444.05,56.7
34,14,4030444.05,56.7
36,3,4030274.54,56.69
13,36,3751099.42,56.68
3,12,3044372.19,56.38
14,27,3722377.97,56.25
3,17,3021484.37,55.95
3,18,3021484.37,55.95
3,19,3021484.37,55.95
12,47,3684205.63,55.67
19,22,3672654.63,55.5
36,4,3930107.97,55.28
36,5,3930107.97,55.28
36,6,3930107.97,55.28
34,12,3915506.55,55.08
32,24,3909387.82,54.99
32,25,3909387.82,54.99
17,25,3631792.13,54.88
32,28,3890984.35,54.73
21,2,3493206.2,54.59
3,11,2930067.65,54.26
22,3,3397103,54.25
3,50,2929172.58,54.24
20,4,3526951.09,53.95
32,5,3812990.88,53.64
32,6,3812990.88,53.64
32,7,3812990.88,53.64
32,8,3812990.88,53.64
32,9,3812990.88,53.64
32,10,3812990.88,53.64
13,42,3534694.31,53.41
34,2,3061293.08,53.23
13,39,3506731.04,52.99
13,40,3506731.04,52.99
32,26,3765504.6,52.97
13,35,3502718.86,52.93
18,5,3874398.6,52.78
26,3,3454023.75,52.52
32,29,3719265.05,52.32
30,3,3169736.2,52.27
32,27,3711544.12,52.21
35,21,3691616.55,51.93
35,22,3691616.55,51.93
35,23,3691616.55,51.93
35,24,3691616.55,51.93
35,25,3691616.55,51.93
3,15,2777264.87,51.43
3,16,2777264.87,51.43
32,30,3644147.29,51.26
17,26,3384351.76,51.14
14,30,3380469.76,51.08
37,4,3630467.69,51.07
37,5,3630467.69,51.07
37,6,3630467.69,51.07
19,21,3457552.72,50.91
13,43,3350210.75,50.63
23,7,3039508.38,50.55
23,8,3039508.38,50.55
17,5,3726645.02,50.37
26,7,2944579.24,50.34
27,7,2934733.13,50.17
18,29,3237821.92,49.8
14,29,3288735.81,49.7
13,37,3285898.06,49.65
35,26,3518776.7,49.5
35,27,3518776.7,49.5
20,5,3203067.54,49
14,28,3232749.32,48.85
3,14,2633991.04,48.78
19,6,3262806.69,48.74
18,25,3224295.27,48.72
19,4,3253245.2,48.59
13,44,3206443.99,48.45
38,4,3439591.53,48.38
12,48,3200304.41,48.36
20,24,3188846.66,48.19
27,3,3102055.84,48.03
32,3,2707374.75,47.75
37,1,2748308.13,47.45
39,2,3365954.95,47.35
39,3,3365954.95,47.35
35,6,3357881.53,47.24
35,7,3357881.53,47.24
35,8,3357881.53,47.24
35,9,3357881.53,47.24
35,30,3346912.15,47.08
13,41,3112697.87,47.04
3,49,2537528.45,46.99
32,4,3326168.67,46.79
