P:m,P:l,净利润,年化收益率%
8,4,10980215.85,236.49
8,5,10980215.85,236.49
8,3,10834457.25,233.35
9,4,9458559.5,210.51
8,6,9637008.48,207.56
9,7,9031578.9,202.19
10,3,9095744.88,199.34
8,7,9135952.71,196.77
9,8,8704367.53,194.87
9,3,8579271.09,190.94
9,5,8399954.45,188.05
9,6,8377105.46,187.54
4,10,7775548.96,180.05
10,5,7947869.76,177.93
4,11,7603225.43,176.06
6,7,7861033.17,175.5
10,6,7727056.11,172.99
10,7,7727056.11,172.99
10,8,7727056.11,172.99
10,9,7683091.94,172
6,23,7587927.48,167.78
12,13,7696938.11,167.66
4,12,7239689.66,167.64
4,13,7239689.66,167.64
10,4,7430409.58,166.35
4,16,7457419.59,166.26
4,17,7457419.59,166.26
4,18,7457419.59,166.26
6,22,7454480.64,164.83
7,17,7366493.19,163.56
7,18,7366493.19,163.56
4,19,7332182.93,163.47
4,20,7332182.93,163.47
4,21,7332182.93,163.47
4,22,7332182.93,163.47
4,23,7332182.93,163.47
4,24,7332182.93,163.47
4,25,7332182.93,163.47
6,16,7389142.1,163.39
6,17,7389142.1,163.39
6,18,7389142.1,163.39
6,10,7268461.76,162.27
5,16,7327648.65,162.03
5,17,7327648.65,162.03
5,18,7327648.65,162.03
4,15,7204665,160.63
6,20,7232305.89,159.92
6,21,7232305.89,159.92
7,9,7077705.65,158.51
9,21,7091319.1,157.83
4,14,6788024.25,157.18
10,2,7010569.44,156.95
7,20,7062694.38,156.81
7,21,7062694.38,156.81
13,7,7943328.63,156.39
9,20,7009013.17,156
9,22,6954326.79,154.78
6,19,6992675.22,154.62
9,2,6925198.02,154.13
9,10,6913552.63,153.87
7,10,6865553.48,153.76
10,16,6944857.57,152.21
5,15,6882180.01,152.18
5,19,6814976.43,150.69
6,24,6780901.66,149.94
6,25,6780901.66,149.94
6,26,6780901.66,149.94
9,23,6695327.47,149.01
6,11,6668925.12,148.89
6,8,6618985.79,147.77
13,8,7482321.68,147.32
4,27,6607967.41,147.32
4,5,6605191.98,147.26
8,9,6585488.14,147.03
6,9,6571867.72,146.72
6,27,6602402.3,145.99
4,26,6545164.45,145.92
5,14,6345975.61,145.7
6,50,6571443,145.31
11,8,6448392.18,144.96
11,9,6448392.18,144.96
11,10,6448392.18,144.96
9,19,6492205.43,144.49
11,14,6628060.76,143.94
8,10,6402953.71,142.95
5,21,6449409.18,142.61
5,22,6449409.18,142.61
5,23,6449409.18,142.61
5,24,6449409.18,142.61
5,25,6449409.18,142.61
5,26,6449409.18,142.61
5,20,6447821.69,142.57
13,11,7232621.59,142.4
13,12,7232621.59,142.4
6,15,6438872.22,142.38
12,14,6518035.52,141.98
22,12,7022064.19,141.01
22,13,7022064.19,141.01
11,5,6270454.88,140.96
11,6,6270454.88,140.96
11,7,6270454.88,140.96
7,16,6318706.42,140.29
11,12,6449898.59,140.07
13,9,7090153.46,139.59
7,19,6251746.67,138.81
6,13,6210468.16,138.65
18,14,7367012.08,137.96
18,15,7367012.08,137.96
10,21,6284616.97,137.74
6,49,6226915.93,137.69
10,17,6279806.36,137.63
10,1,5334243.27,137.55
14,5,6127686.52,136.62
10,12,6232785.27,136.6
4,9,5898867.99,136.59
5,11,5815139.12,136.58
9,24,6128895.04,136.41
9,25,6128895.04,136.41
10,11,6217250.85,136.26
7,22,6110898.34,135.68
7,23,6110898.34,135.68
6,14,6076482.38,135.66
7,11,6046435.36,135.41
17,16,6430801.99,134.76
4,28,6036450.36,134.58
18,16,7184542.85,134.54
18,17,7184542.85,134.54
5,50,6067841.26,134.17
14,9,6653751.1,133.95
14,10,6653751.1,133.95
9,17,6017821.64,133.94
9,18,6017821.64,133.94
6,28,6056336,133.92
11,20,6162260.59,133.83
13,10,6787026.74,133.63
14,11,6631416.91,133.5
14,13,6631416.91,133.5
8,11,5971634.83,133.32
9,12,5963228.02,132.72
5,9,5668294.13,132.59
11,15,6103469.6,132.55
9,26,5930322.68,131.99
19,14,7022543.15,131.9
19,15,7022543.15,131.9
12,4,5865601.27,131.86
22,14,6560277.23,131.74
7,14,5926960.42,131.6
7,15,5926960.42,131.6
9,16,5896395.16,131.23
6,12,5850475.82,130.62
19,17,6946916.01,130.47
19,18,6946916.01,130.47
24,15,6999262.62,129.93
20,13,6745750.09,129.75
10,19,5916558.82,129.67
22,16,6456667.87,129.66
10,20,5911536.31,129.56
13,14,5771657.91,129.21
