P:m,P:l,净利润,年化收益率%
1,1,0,0
1,2,4226.25,0.44
1,3,-73957.52,-7.65
1,4,-211122.18,-22.21
1,5,-385031.88,-40.22
1,6,36744.12,3.66
1,7,-449160.27,-46.45
1,8,-449160.27,-46.45
1,9,-238038.09,-24.62
1,10,-238038.09,-24.62
1,11,-238038.09,-24.62
1,12,-238038.09,-24.62
1,13,-238038.09,-24.62
1,14,-238038.09,-24.62
1,15,-242264.34,-25.15
1,16,-307103.5,-31.88
1,17,-558013.91,-57.9
1,18,-558013.91,-57.9
1,19,-690952.31,-71.69
1,20,-626113.15,-64.96
1,21,-624483.24,-64.83
1,22,-624483.24,-64.83
1,23,-624483.24,-64.83
1,24,-624483.24,-64.83
1,25,-450573.54,-46.78
1,26,-450573.54,-46.78
1,27,-382218.9,-40.21
1,28,-382218.9,-40.21
1,29,-382218.9,-40.21
1,30,-383848.81,-39.83
1,31,-383848.81,-39.83
1,32,-134568.31,-13.96
1,33,-134568.31,-13.96
1,34,-134568.31,-13.96
1,35,-134568.31,-13.96
1,36,-134568.31,-13.96
1,37,-134568.31,-13.96
1,38,-1629.91,-0.17
1,39,-1629.91,-0.17
1,40,-1629.91,-0.17
1,41,-1629.91,-0.17
1,42,-1629.91,-0.17
1,43,-1629.91,-0.17
1,44,-1629.91,-0.17
1,45,-1629.91,-0.17
1,46,-1629.91,-0.17
1,47,-1629.91,-0.17
1,48,-1629.91,-0.17
1,49,-1629.91,-0.17
1,50,0,0
2,1,-391874.66,-40.41
2,2,0,0
2,3,-42326.13,-4.39
2,4,-38458.75,-3.91
2,5,-50232.02,-5.11
2,6,-293750.24,-29.86
2,7,-21460.1,-2.19
2,8,-21460.1,-2.19
2,9,-21460.1,-2.19
2,10,20866.03,2.12
2,11,20866.03,2.12
2,12,20866.03,2.12
2,13,20866.03,2.12
2,14,-197312.58,-20.62
2,15,-377488.84,-39.09
2,16,-377488.84,-39.09
2,17,-377488.84,-39.09
2,18,-377488.84,-39.09
2,19,-377488.84,-39.09
2,20,-243518.22,-26.02
2,21,-243518.22,-26.02
2,22,-243518.22,-26.02
2,23,-243518.22,-26.02
2,24,-243518.22,-26.02
2,25,-243518.22,-26.02
2,26,-243518.22,-26.02
2,27,-243518.22,-26.02
2,28,0,0
2,29,0,0
2,30,0,0
2,31,0,0
2,32,0,0
2,33,0,0
2,34,0,0
2,35,0,0
2,36,0,0
2,37,0,0
2,38,0,0
2,39,0,0
2,40,0,0
2,41,0,0
2,42,0,0
2,43,0,0
2,44,0,0
2,45,0,0
2,46,0,0
2,47,0,0
2,48,0,0
2,49,0,0
2,50,0,0
3,1,-34450.08,-3.52
3,2,-161247.59,-16.5
3,3,0,0
3,4,-174298.59,-17.83
3,5,-174298.59,-17.83
3,6,-174298.59,-17.83
3,7,-301096.09,-30.8
3,8,-301096.09,-30.8
3,9,-301096.09,-30.8
3,10,-45063.21,-4.61
3,11,-45063.21,-4.61
3,12,-45063.21,-4.61
3,13,-45063.21,-4.61
3,14,-126797.51,-13.28
3,15,0,0
3,16,0,0
3,17,0,0
3,18,0,0
3,19,0,0
3,20,0,0
3,21,0,0
3,22,-116184.38,-12.09
3,23,-116184.38,-12.09
3,24,-116184.38,-12.09
3,25,-116184.38,-12.09
3,26,-116184.38,-12.09
3,27,-116184.38,-12.09
3,28,-116184.38,-12.09
3,29,-116184.38,-12.09
3,30,-116184.38,-12.09
3,31,-116184.38,-12.09
3,32,-116184.38,-12.09
3,33,-116184.38,-12.09
3,34,0,0
3,35,0,0
3,36,0,0
3,37,0,0
3,38,0,0
3,39,0,0
3,40,0,0
3,41,0,0
3,42,0,0
3,43,0,0
3,44,0,0
3,45,0,0
3,46,0,0
3,47,0,0
3,48,0,0
3,49,0,0
3,50,0,0
4,1,-364919.54,-37.25
4,2,-141255.98,-14.54
4,3,-141255.98,-14.54
4,4,0,0
4,5,-1462126.35,-148.65
4,6,-1710903.45,-173.94
4,7,-1111596.43,-113.46
4,8,-1111596.43,-113.46
4,9,-1111596.43,-113.46
4,10,-817830.35,-83.48
4,11,-228136.35,-23.29
4,12,-228136.35,-23.29
4,13,-759452.31,-79.37
4,14,-759452.31,-79.37
4,15,-510675.21,-55.15
4,16,-510675.21,-55.15
4,17,-510675.21,-55.15
4,18,-1100369.21,-118.83
4,19,-589694,-65.46
4,20,-589694,-65.46
4,21,-827835.53,-88.2
4,22,-827835.53,-88.2
4,23,-827835.53,-88.2
4,24,-827835.53,-88.2
4,25,-827835.53,-88.2
4,26,-827835.53,-88.2
4,27,-827835.53,-88.2
4,28,-827835.53,-88.2
4,29,-827835.53,-88.2
4,30,-827835.53,-88.2
4,31,-827835.53,-88.2
4,32,-827835.53,-88.2
4,33,-827835.53,-88.2
4,34,-827835.53,-88.2
4,35,-827835.53,-88.2
4,36,-827835.53,-88.2
4,37,-589694,-65.46
4,38,-589694,-65.46
4,39,0,0
4,40,0,0
4,41,0,0
4,42,0,0
4,43,0,0
4,44,0,0
4,45,0,0
4,46,0,0
4,47,0,0
4,48,0,0
4,49,0,0
4,50,0,0
5,1,-361657.65,-37
