P:m,P:l,净利润,年化收益率%
1,1,0,0
1,2,95582.74,9.6
1,3,72602.07,7.29
1,4,-191649.64,-19.12
1,5,-363952.04,-36.31
1,6,-1084396.1,-108.2
1,7,-1084396.1,-108.2
1,8,-1203419.83,-120.07
1,9,-1031117.42,-102.88
1,10,-1031117.42,-102.88
1,11,-947868.8,-94.58
1,12,-1239872.68,-123.71
1,13,-975620.96,-98.01
1,14,-802800.35,-80.65
1,15,-802800.35,-80.65
1,16,-880911.71,-88.5
1,17,-880911.71,-88.5
1,18,-880911.71,-88.5
1,19,-880911.71,-88.5
1,20,-333288.26,-33.48
1,21,-333288.26,-33.48
1,22,-333288.26,-33.48
1,23,-505590.66,-51.76
1,24,-505590.66,-51.76
1,25,-505590.66,-51.76
1,26,-505590.66,-51.76
1,27,-370115.23,-37.89
1,28,-370115.23,-37.89
1,29,-370115.23,-37.89
1,30,-370115.23,-37.89
1,31,-370115.23,-37.89
1,32,-370115.23,-37.89
1,33,-370115.23,-37.89
1,34,-78111.36,-8
1,35,-78111.36,-8
1,36,-78111.36,-8
1,37,-418522.06,-42.85
1,38,-340410.7,-35.57
1,39,-340410.7,-35.57
1,40,-340410.7,-35.57
1,41,-340410.7,-35.57
1,42,-340410.7,-35.57
1,43,-340410.7,-35.57
1,44,-340410.7,-35.57
1,45,-340410.7,-35.57
1,46,-340410.7,-35.57
1,47,-340410.7,-35.57
1,48,-340410.7,-35.57
1,49,-340410.7,-35.57
1,50,0,0
2,1,-625588.95,-64.48
2,2,0,0
2,3,438877.43,43.41
2,4,91546.68,9.3
2,5,-368055.12,-37.37
2,6,-368055.12,-37.37
2,7,-368055.12,-37.37
2,8,-368055.12,-37.37
2,9,-368055.12,-37.37
2,10,-20724.37,-2.05
2,11,-20724.37,-2.05
2,12,-186711.52,-18.47
2,13,-186711.52,-18.47
2,14,272890.28,26.99
2,15,272890.28,26.99
2,16,272890.28,26.99
2,17,272890.28,26.99
2,18,272890.28,26.99
2,19,272890.28,26.99
2,20,272890.28,26.99
2,21,272890.28,26.99
2,22,272890.28,26.99
2,23,-74440.47,-7.56
2,24,-74440.47,-7.56
2,25,-74440.47,-7.56
2,26,-74440.47,-7.56
2,27,-74440.47,-7.56
2,28,-74440.47,-7.56
2,29,-74440.47,-7.56
2,30,-74440.47,-7.56
2,31,-74440.47,-7.56
2,32,-74440.47,-7.56
2,33,-74440.47,-7.56
2,34,91546.68,9.3
2,35,91546.68,9.3
2,36,91546.68,9.3
2,37,91546.68,9.3
2,38,91546.68,9.3
2,39,91546.68,9.3
2,40,91546.68,9.3
2,41,91546.68,9.3
2,42,0,0
2,43,0,0
2,44,0,0
2,45,0,0
2,46,0,0
2,47,0,0
2,48,0,0
2,49,0,0
2,50,0,0
3,1,65738.4,6.63
3,2,65738.4,6.63
3,3,0,0
3,4,189270.1,18.3
3,5,189270.1,18.3
3,6,106379.11,10.28
3,7,-179095.06,-17.85
3,8,-179095.06,-17.85
3,9,-179095.06,-17.85
3,10,-179095.06,-17.85
3,11,1054292.01,99.86
3,12,1054292.01,99.86
3,13,1054292.01,99.86
3,14,539854.5,51.13
3,15,539854.5,51.13
3,16,539854.5,51.13
3,17,731591.04,69.29
3,18,731591.04,69.29
3,19,731591.04,69.29
3,20,731591.04,69.29
3,21,731591.04,69.29
3,22,731591.04,69.29
3,23,12641.49,1.26
3,24,12641.49,1.26
3,25,12641.49,1.26
3,26,12641.49,1.26
3,27,12641.49,1.26
3,28,12641.49,1.26
3,29,12641.49,1.26
3,30,12641.49,1.26
3,31,12641.49,1.26
3,32,12641.49,1.26
3,33,12641.49,1.26
3,34,12641.49,1.26
3,35,12641.49,1.26
3,36,12641.49,1.26
3,37,12641.49,1.26
3,38,12641.49,1.26
3,39,12641.49,1.26
3,40,527079,50.75
3,41,167264.6,16.67
3,42,-472473.27,-50.21
3,43,0,0
3,44,0,0
3,45,0,0
3,46,0,0
3,47,0,0
3,48,0,0
3,49,0,0
3,50,0,0
4,1,771442.75,70.14
4,2,1823328.31,163.92
4,3,1823328.31,163.92
4,4,0,0
4,5,1443560.46,135.63
4,6,153005.14,14.46
4,7,153005.14,14.46
4,8,153005.14,14.46
4,9,453249.7,42.83
4,10,1811785.24,162.88
4,11,1811785.24,162.88
4,12,1811785.24,162.88
4,13,1811785.24,162.88
4,14,1811785.24,162.88
4,15,1811785.24,162.88
4,16,1811785.24,162.88
4,17,1686548.59,151.62
4,18,1686548.59,151.62
4,19,1686548.59,151.62
4,20,1686548.59,151.62
4,21,1686548.59,151.62
4,22,1686548.59,151.62
4,23,899530.1,85.01
4,24,328013.05,31
4,25,634663.03,59.98
4,26,634663.03,59.98
4,27,634663.03,59.98
4,28,634663.03,59.98
4,29,634663.03,59.98
4,30,634663.03,59.98
4,31,634663.03,59.98
4,32,634663.03,59.98
4,33,634663.03,59.98
4,34,634663.03,59.98
4,35,634663.03,59.98
4,36,634663.03,59.98
4,37,634663.03,59.98
4,38,634663.03,59.98
4,39,634663.03,59.98
4,40,634663.03,59.98
4,41,189361.38,18.72
4,42,-357692.65,-37.39
4,43,0,0
4,44,0,0
4,45,0,0
4,46,0,0
4,47,0,0
4,48,0,0
4,49,0,0
4,50,0,0
5,1,914506.64,83.22
5,2,914506.64,83.22
5,3,914506.64,83.22
5,4,1765244.5,160.63
5,5,0,0
5,6,-134876.79,-12.22
5,7,377795.42,34.24
5,8,115025.21,10.42
5,9,1454043.86,131.77
5,10,1349711.52,122.82
5,11,1638835.02,149.13
5,12,1638835.02,149.13
5,13,1638835.02,149.13
5,14,1638835.02,149.13
5,15,1638835.02,149.13
5,16,1966260.86,178.19
5,17,1453588.64,131.73
5,18,1832272.58,166.05
5,19,1832272.58,166.05
5,20,1832272.58,166.05
5,21,1832272.58,166.05
5,22,1832272.58,166.05
5,23,1320715.88,119.69
5,24,833311.25,75.52
5,25,493253.94,44.7
5,26,603833.74,54.72
5,27,917765.94,83.17
5,28,917765.94,83.17
5,29,917765.94,83.17
5,30,917765.94,83.17
5,31,917765.94,83.17
5,32,917765.94,83.17
5,33,917765.94,83.17
5,34,917765.94,83.17
5,35,917765.94,83.17
5,36,917765.94,83.17
5,37,917765.94,83.17
5,38,917765.94,83.17
5,39,917765.94,83.17
5,40,813433.6,74.26
5,41,530931.72,49.76
5,42,-76893.64,-7.67
5,43,-408180,-42.08
5,44,0,0
5,45,0,0
5,46,0,0
5,47,0,0
5,48,0,0
5,49,0,0
5,50,0,0
6,1,2487055.22,215.12
6,2,1446621.81,125.13
6,3,2382101.61,206.05
6,4,2770903.17,239.68
6,5,2515342.85,217.57
6,6,0,0
6,7,2003259.54,173.28
6,8,1438924.5,124.46
6,9,1312933.42,113.57
6,10,2009527.46,173.82
6,11,2009527.46,173.82
6,12,1452852.71,125.67
6,13,1452852.71,125.67
6,14,1452852.71,125.67
6,15,1774560.31,153.49
6,16,2110094.08,182.52
6,17,1713627.2,148.22
6,18,2365654.4,204.62
6,19,2365654.4,204.62
6,20,2365654.4,204.62
6,21,2365654.4,204.62
6,22,2365654.4,204.62
6,23,2137056.73,188.16
6,24,1815256.69,159.82
6,25,1450710.93,127.73
6,26,1224811.89,107.84
6,27,1040433.41,91.6
6,28,1040433.41,91.6
6,29,1040433.41,91.6
6,30,1040433.41,91.6
6,31,1040433.41,91.6
6,32,1040433.41,91.6
6,33,1040433.41,91.6
6,34,1040433.41,91.6
6,35,1040433.41,91.6
6,36,1040433.41,91.6
6,37,1040433.41,91.6
6,38,770533.21,69.57
6,39,770533.21,69.57
6,40,704899.65,63.88
6,41,383192.04,35.91
6,42,-152995.79,-15.08
6,43,-459314.96,-46.76
6,44,0,0
6,45,0,0
6,46,0,0
6,47,0,0
6,48,0,0
6,49,0,0
6,50,0,0
7,1,1304545.6,113.19
7,2,1304545.6,113.19
7,3,2394967.27,207.81
7,4,2394967.27,207.81
7,5,2121161.7,184.05
7,6,1668864.99,150.94
7,7,0,0
7,8,573566.44,49.77
7,9,1622169.54,140.75
7,10,1513493.33,131.32
7,11,1205629.48,104.61
7,12,1205629.48,104.61
7,13,1205629.48,104.61
7,14,1200739.37,104.19
7,15,1200739.37,104.19
7,16,1200739.37,104.19
7,17,1178765.14,102.28
7,18,1989712.84,172.64
7,19,1989712.84,172.64
7,20,1989712.84,172.64
7,21,1989712.84,172.64
7,22,1989712.84,172.64
7,23,1537416.13,137.81
7,24,1357352.8,121.67
7,25,1004970.02,90.08
7,26,980583.17,87.9
7,27,188524.65,16.9
7,28,188524.65,16.9
7,29,685167.24,61.42
7,30,685167.24,61.42
7,31,685167.24,61.42
7,32,685167.24,61.42
7,33,685167.24,61.42
7,34,685167.24,61.42
7,35,685167.24,61.42
7,36,685167.24,61.42
7,37,685167.24,61.42
7,38,685167.24,61.42
7,39,685167.24,61.42
7,40,608926.64,54.98
7,41,301062.79,28
7,42,-275924.3,-27.2
7,43,-432157.38,-43.29
7,44,0,0
7,45,0,0
7,46,0,0
7,47,0,0
7,48,0,0
7,49,0,0
7,50,0,0
8,1,3190023.31,271.02
8,2,3190023.31,271.02
8,3,3190023.31,271.02
8,4,3190023.31,271.02
8,5,3190023.31,271.02
8,6,2456478.97,208.7
8,7,2431558.5,206.58
8,8,0,0
8,9,2256122.03,195.15
8,10,1901871.14,164.51
8,11,1901871.14,164.51
8,12,1416724.02,122.54
8,13,844084.76,73.01
8,14,844084.76,73.01
8,15,844084.76,73.01
8,16,1416724.02,122.54
8,17,1180928.74,102.15
8,18,1963270.75,169.82
8,19,1963270.75,169.82
8,20,1963270.75,169.82
8,21,1963270.75,169.82
8,22,1963270.75,169.82
8,23,1480091.98,132.2
8,24,1204805.94,107.61
8,25,952816.35,85.1
8,26,1076692.69,96.17
8,27,549156.94,49.05
8,28,310588.86,27.74
8,29,673873.14,60.19
8,30,673873.14,60.19
8,31,673873.14,60.19
8,32,673873.14,60.19
8,33,673873.14,60.19
8,34,673873.14,60.19
8,35,673873.14,60.19
8,36,673873.14,60.19
8,37,673873.14,60.19
8,38,673873.14,60.19
8,39,673873.14,60.19
8,40,578212.25,52.02
8,41,223961.36,20.83
8,42,-348677.91,-34.37
8,43,-446241.28,-44.52
8,44,0,0
8,45,0,0
8,46,0,0
8,47,0,0
8,48,0,0
8,49,0,0
8,50,0,0
9,1,1537627.26,133.4
9,2,2676600.83,230.8
9,3,2676600.83,230.8
9,4,2676600.83,230.8
9,5,2198746.18,190.75
9,6,1599940.68,138.8
9,7,2254414.12,195.58
9,8,1997717.91,173.31
9,9,0,0
9,10,1905380.06,164.3
9,11,1580835.06,136.31
9,12,1008195.8,86.94
9,13,729845.05,62.93
9,14,610401.67,52.63
9,15,610401.67,52.63
9,16,610401.67,52.63
9,17,969785.67,83.62
9,18,1793447.01,154.65
9,19,1793447.01,154.65
9,20,1793447.01,154.65
9,21,1793447.01,154.65
9,22,1793447.01,154.65
9,23,1315592.36,117.5
9,24,1012081.92,90.39
9,25,755385.72,67.47
9,26,904842.08,80.82
9,27,421824.85,37.68
9,28,288836.72,25.8
9,29,15716.89,1.4
9,30,654473.44,58.45
9,31,654473.44,58.45
9,32,654473.44,58.45
9,33,654473.44,58.45
9,34,654473.44,58.45
9,35,654473.44,58.45
9,36,654473.44,58.45
9,37,654473.44,58.45
9,38,654473.44,58.45
9,39,654473.44,58.45
9,40,627258.3,56.23
9,41,223961.36,20.83
9,42,-348677.91,-34.37
9,43,-362296.25,-35.85
9,44,0,0
9,45,0,0
9,46,0,0
9,47,0,0
9,48,0,0
9,49,0,0
9,50,0,0
10,1,514807.92,51.57
10,2,514807.92,51.57
10,3,2441798.91,207.33
10,4,1128117.28,100.26
10,5,1625723.2,144.48
10,6,1339231.96,119.02
10,7,1339231.96,119.02
10,8,1339231.96,119.02
10,9,1556273.79,138.31
10,10,0,0
10,11,1116336.25,94.79
10,12,996892.87,84.65
10,13,779245.32,66.17
10,14,827801.6,70.29
10,15,657368.14,55.82
10,16,1624071.72,137.9
10,17,959020.51,81.43
10,18,1151615.54,97.78
10,19,1811287.54,153.8
10,20,1811287.54,153.8
10,21,1811287.54,153.8
10,22,1811287.54,153.8
10,23,1228134.87,110
10,24,917821.48,82.27
10,25,613110.9,54.96
10,26,714647.75,64.06
10,27,279050.28,25.01
10,28,273407.46,24.51
10,29,-127657.38,-11.44
10,30,497605.92,44.61
10,31,497605.92,44.61
10,32,497605.92,44.61
10,33,497605.92,44.61
10,34,497605.92,44.61
10,35,497605.92,44.61
10,36,497605.92,44.61
10,37,497605.92,44.61
10,38,497605.92,44.61
10,39,497605.92,44.61
10,40,494844.54,44.36
10,41,96345.2,8.96
10,42,-469097.66,-46.24
10,43,-420541.38,-41.29
