P:m,P:l,净利润,年化收益率%
8,3,18084623.43,169.47
9,8,17752924.4,165.72
13,7,18950386.84,153.75
8,4,16189973.86,151.71
9,4,16037304.81,149.71
13,8,18103156.58,146.88
6,16,14771723.62,146.3
9,10,15406958.61,144.38
8,7,15347153.18,143.82
6,17,14381768.11,142.44
13,12,17464649.13,141.7
13,11,17259451.96,140.03
13,9,17256939.97,140.01
6,18,14127670.95,139.92
6,7,14118067.67,139.83
8,9,14836211.11,138.49
6,20,13970834.73,138.37
6,23,13897367.19,137.64
5,16,13895438.15,137.62
14,8,16904066.43,137.15
8,6,14681447.82,137.05
6,50,13512634.28,136.61
6,10,13765292.79,136.33
6,19,13731204.07,136
14,13,16753821.46,135.93
9,7,14545353.79,135.78
6,15,13624511.66,134.94
13,5,16595576.2,134.64
8,5,14338958.2,134.37
6,22,13553077.15,134.23
13,10,16512025.25,133.97
11,9,16427996.36,133.8
14,12,16471559.2,133.64
11,8,16400808.65,133.58
14,11,16431570.07,133.31
5,15,13449969.51,133.21
5,50,13119477.6,133.19
6,49,13168107.2,133.12
10,9,14197088.82,133.04
10,11,13846350.48,132.82
14,9,16353084.32,132.68
14,10,16353084.32,132.68
11,10,16263892.82,132.46
5,18,13344051.27,132.16
6,21,13330902.4,132.03
8,10,14080842,131.95
10,12,13756139.93,131.95
5,9,13312261.85,131.85
5,17,13186154.77,130.6
6,48,12587683.29,130.51
5,10,13171493.11,130.45
9,5,13937149.23,130.1
9,6,13914300.25,129.89
5,14,13069877.59,129.45
6,11,13067184.11,129.42
9,13,13406452.53,128.6
6,8,12962096.5,128.38
5,45,12638498.21,128.3
5,46,12638498.21,128.3
5,47,12638498.21,128.3
5,48,12638498.21,128.3
5,49,12638498.21,128.3
6,9,12914978.43,127.91
12,7,15793751.37,127.65
6,44,12299318.29,127.52
6,45,12299318.29,127.52
6,46,12299318.29,127.52
6,47,12299318.29,127.52
6,24,12825830.56,127.03
4,10,11309196.76,126.98
14,5,15589685.44,126.48
15,10,15494937.17,126.2
9,26,12533715.38,126.19
11,12,15116783.88,126.03
12,8,15566216.15,125.81
9,11,13418779.56,125.75
15,12,15436608.04,125.72
15,11,15435345.99,125.71
9,3,13388620.66,124.98
8,11,13325889.15,124.87
10,16,13067066.74,124.85
9,20,12606149.21,124.85
6,25,12602382.21,124.82
5,11,12576408.74,124.56
10,8,13247160.23,124.14
4,13,11037809.54,123.93
6,42,11903132.6,123.41
6,43,11903132.6,123.41
6,13,12449476.91,123.3
5,44,12140142.37,123.24
15,9,15129133.18,123.22
5,19,12436479.16,123.17
12,9,15234132.14,123.13
10,13,12796137.93,122.74
5,40,12090820.52,122.74
5,41,12090820.52,122.74
10,7,13093885.32,122.7
6,38,11819995.67,122.55
6,39,11819995.67,122.55
6,40,11819995.67,122.55
6,41,11819995.67,122.55
16,8,14910692.35,122.38
9,12,12750354.74,122.3
7,18,12342149.4,122.24
9,33,11778399.16,122.12
7,17,12328437.66,122.1
18,8,14642801.56,122.07
18,14,14634634.4,122.01
9,21,12313377.63,121.95
18,15,14615041.88,121.84
9,23,12268092.79,121.5
8,12,12609900.99,121.43
9,27,12055860.72,121.38
9,28,12055860.72,121.38
4,11,10811108.97,121.38
4,12,10768948.58,120.91
5,13,12198883.72,120.82
11,14,14470661.78,120.64
7,20,12149960.47,120.33
7,21,12149960.47,120.33
13,6,14809785.45,120.16
5,43,11582751.56,120.09
5,42,11815824.4,119.95
9,22,12105863.83,119.9
9,19,12285841.25,119.73
7,9,12087876.57,119.72
5,20,12069324.42,119.54
18,16,14320221.91,119.39
6,14,12031020.52,119.16
17,8,14378373.61,118.93
12,6,14696260.64,118.78
5,21,11971646.14,118.57
5,22,11971646.14,118.57
5,23,11971646.14,118.57
16,9,14442419.68,118.54
15,13,14553568.42,118.53
12,10,14663106.18,118.51
9,32,11430471.76,118.51
16,10,14431454.2,118.45
16,11,14431454.2,118.45
18,9,14193017.56,118.33
18,11,14193017.56,118.33
18,12,14193017.56,118.33
10,14,12318225.19,118.16
14,6,14502199.67,117.66
6,26,11875515.11,117.62
19,18,14125254.81,117.3
8,13,12178986.06,117.28
5,12,11817309.73,117.04
9,16,12186233.71,116.89
14,4,14376242.75,116.64
6,27,11764081.08,116.51
9,41,10943245.2,116.43
7,14,11721405.61,116.09
11,15,13975087.19,116.05
9,29,11168519.22,115.79
18,10,13878152.32,115.7
5,24,11681363.45,115.69
6,12,11667336.93,115.55
8,38,11130642.07,115.4
9,42,10846148.35,115.4
9,43,10846148.35,115.4
9,18,12025844.9,115.35
8,39,11109910.81,115.18
9,30,11099355.22,115.08
9,31,11099355.22,115.08
16,7,14006511.99,114.96
15,14,14113412.41,114.95
17,16,13881191.58,114.82
18,13,13746958.68,114.61
4,18,10555841.79,114.53
7,15,11548362.47,114.38
7,22,11540931.63,114.3
16,12,13904802.96,114.13
6,29,11519670,114.09
12,13,13725162.55,113.98
8,49,10992761.58,113.97
9,34,10973328.55,113.77
17,7,13753341.97,113.76
8,14,11789567.78,113.53
9,44,10663822.99,113.46
10,17,11873786.14,113.45
15,6,13928382.48,113.44
15,7,13928382.48,113.44
9,45,10653658.53,113.35
9,46,10653658.53,113.35
15,5,13915274.72,113.33
5,25,11438313.26,113.29
5,26,11438313.26,113.29
8,33,10923577.36,113.25
4,19,10430605.15,113.17
9,14,11793537.88,113.13
10,19,11637083.46,112.96
10,24,11398628.77,112.89
9,25,11391759.48,112.83
9,15,11760912.1,112.81
10,25,11183544.67,112.59
8,45,10852817.77,112.52
8,46,10852817.77,112.52
17,12,13596408.79,112.47
17,9,13593889.37,112.44
10,15,11721719.96,112.44
7,10,11346886.76,112.38
15,8,13787289.05,112.29
6,37,10815237.43,112.13
7,19,11309733.19,112.01
7,16,11307831.72,111.99
18,17,13430949.44,111.97
11,13,13424577.34,111.92
16,13,13628706.96,111.86
9,37,10512723.13,111.85
9,17,11634263.38,111.6
10,21,11488806.47,111.52
12,5,13790594.07,111.46
8,48,10741626.22,111.37
8,40,10736451.63,111.31
8,41,10736451.63,111.31
8,37,10722963.32,111.17
6,28,11218014.78,111.1
8,32,10711986.95,111.06
10,18,11430187.97,110.95
6,32,10925928.42,110.46
14,7,13604575.03,110.38
9,35,10646290.25,110.38
12,11,13648074.94,110.31
6,35,10909083.94,110.29
10,3,11766837.86,110.27
6,36,10618805.31,110.09
4,16,10135355.78,109.97
7,23,11097446.61,109.91
10,27,10917063.82,109.91
9,47,10323223.82,109.83
11,7,13478164.47,109.77
17,10,13262592.5,109.7
17,11,13262592.5,109.7
9,24,11059075.98,109.53
8,50,10531651.44,109.19
19,14,13128998.42,109.03
8,36,10515309.48,109.02
19,15,13122239.37,108.97
8,47,10506790.67,108.93
19,8,13114858.44,108.91
19,9,13114858.44,108.91
8,31,10495492.97,108.81
6,31,10754043.89,108.72
17,13,13141972,108.71
16,14,13239822.61,108.67
11,6,13340437.33,108.65
4,5,9990665.03,108.4
9,36,10186385.84,108.38
7,43,10448148.8,108.32
4,17,9973461.68,108.21
7,46,10434236.27,108.18
6,33,10700029.38,108.17
7,45,10429593.95,108.13
8,35,10406868.32,107.9
10,20,11100458.18,107.75
6,30,10630166.3,107.47
4,15,9882601.19,107.23
20,13,12856458.22,107.18
4,9,9545260.62,107.17
9,38,10068622.23,107.12
7,11,10811356.78,107.08
17,14,12941939.66,107.05
8,16,11110658.88,107
17,15,12923818.73,106.9
10,26,10600392,106.72
9,50,10266785,106.44
17,6,12864209.13,106.41
7,44,10261179.63,106.39
8,28,10564085.01,106.36
4,14,9465960.44,106.28
8,43,10244929.6,106.22
8,42,10240287.28,106.17
5,38,10451995.54,106.11
7,33,10213965.29,105.9
7,41,10205758.74,105.81
7,42,10205758.74,105.81
9,48,9941552.72,105.77
9,49,9941552.72,105.77
22,12,12506996.49,105.52
11,17,12551333.29,105.47
19,10,12699237.73,105.46
19,11,12699237.73,105.46
19,12,12699237.73,105.46
5,39,10137866.88,105.11
20,14,12601762.49,105.06
8,15,10890415.65,104.88
8,44,10116068.11,104.88
20,19,12557892.9,104.69
10,28,10095288.9,104.67
9,2,9659701.25,104.63
6,5,9719092.74,104.59
4,21,9639472.01,104.59
4,22,9639472.01,104.59
4,23,9639472.01,104.59
4,24,9639472.01,104.59
7,39,10080956.15,104.52
7,40,10080956.15,104.52
8,26,10536780.53,104.36
7,47,10064734.23,104.35
7,48,10064734.23,104.35
7,49,10064734.23,104.35
9,40,9807249.63,104.34
6,34,10318894.43,104.32
8,17,10832121.41,104.31
7,13,10525901.99,104.25
8,34,10044751,104.14
20,7,12488913.86,104.12
20,8,12488913.86,104.12
7,27,10512590.11,104.12
