P:m,P:l,净利润,年化收益率%
10,20,10808028.91,93.03
11,18,12478376.79,92.98
10,46,9938273.97,92.84
21,14,12453804.04,92.8
7,22,10564460.25,92.78
4,19,9605653.66,92.42
16,5,12692563.23,92.38
5,38,10258281.06,92.35
20,17,12488315.85,92.32
6,34,10292664.33,92.27
9,38,9761278.48,92.09
9,25,10445204.05,91.73
10,26,10249869.09,91.51
7,43,9946196.8,91.44
22,14,12218990.79,91.41
7,19,10403928.3,91.37
7,46,9933724.99,91.33
7,45,9929082.67,91.28
4,16,9475653.05,91.17
24,17,12132279.9,91.13
24,18,12132279.9,91.13
9,2,9485139.23,91.1
4,14,9149878.64,91.1
6,5,9514894.92,90.8
24,16,12084437.12,90.77
9,24,10334286.52,90.76
11,23,11682720.53,90.65
8,34,9856541.48,90.62
13,18,12178436.24,90.39
5,37,10040884.84,90.39
12,15,12219484.93,89.98
22,9,12016416.81,89.9
22,10,12016416.81,89.9
22,11,12016416.81,89.9
7,44,9759227.63,89.72
9,40,9499905.88,89.63
4,17,9313758.95,89.61
7,23,10202717.26,89.6
5,32,9944481.65,89.52
10,47,9575890.68,89.46
5,33,9913510.13,89.24
7,41,9703806.74,89.21
7,42,9703806.74,89.21
21,10,11953835.19,89.07
21,11,11953835.19,89.07
10,48,9529995.86,89.03
4,15,9222898.46,88.74
9,39,9379003.71,88.49
7,33,9623644.23,88.48
10,39,9465612.85,88.43
13,15,11913610.17,88.42
10,22,10067553.5,88.42
10,23,10059830.48,88.35
21,12,11834272.32,88.18
11,20,11784616.52,88.16
7,40,9579004.14,88.06
16,6,12095522.01,88.03
24,23,11708312.19,87.94
7,47,9564222.95,87.93
7,48,9564222.95,87.93
7,49,9564222.95,87.93
21,16,11793608.04,87.88
7,50,9825649.12,87.72
21,15,11771005.48,87.71
10,29,9539414.93,87.7
24,15,11654561.97,87.54
10,31,9518875.46,87.51
13,17,11782567.36,87.45
5,27,9956506.25,87.44
10,5,10512012.64,87.35
8,28,9773383.76,87.25
7,27,9922269.05,87.14
24,20,11594854.18,87.09
5,7,9914747.32,87.08
10,49,9319155.04,87.06
21,19,11657168.65,86.86
4,7,8723786.41,86.86
22,16,11588975.57,86.7
10,34,9278605.07,86.68
11,25,11168449.72,86.66
23,14,11556173.41,86.45
24,21,11491457.59,86.31
10,6,10379326.12,86.25
11,46,10510936.15,86.19
10,32,9373131.12,86.17
7,39,9366409.7,86.11
22,15,11508090.25,86.09
21,17,11546529.45,86.04
12,16,11681696.29,86.02
21,18,11529414.8,85.91
5,34,9541802.15,85.9
7,37,9325999.08,85.74
8,18,10026874.38,85.62
8,26,9746079.28,85.59
8,20,9740641.71,85.55
10,30,9305495.43,85.55
7,8,9736975.64,85.51
5,28,9730171.86,85.45
24,22,11365474.99,85.37
22,20,11387160.86,85.19
5,6,9695536.86,85.15
13,14,11561251.26,85.13
5,8,9685920.47,85.07
7,34,9232241.93,84.88
10,35,9079081.65,84.82
4,21,8814520.52,84.81
4,22,8814520.52,84.81
4,23,8814520.52,84.81
4,24,8814520.52,84.81
11,21,11097275.11,84.71
23,15,11312987.24,84.63
24,19,11267143.54,84.63
22,21,11298827.58,84.53
11,24,10875497.1,84.39
21,20,11287345.04,84.11
13,16,11322230.19,84.03
4,20,8730425.67,84
11,47,10237939.29,83.95
20,6,10112075.17,83.94
25,15,11094649.48,83.67
10,4,10057661.81,83.57
10,33,8942781.01,83.54
22,17,11153517.63,83.44
22,19,11151511.75,83.42
11,32,10147667.17,83.21
22,18,11122006.51,83.2
25,19,11025777.09,83.15
25,20,11025777.09,83.15
11,27,10404875.37,83.14
5,29,9462772.18,83.11
10,38,8896686.28,83.11
11,19,11092838.57,82.99
7,24,9415162.6,82.69
5,31,9183448.32,82.67
25,18,10961596.02,82.66
7,28,9245790.48,82.54
25,14,10930431.46,82.43
5,35,9150256.32,82.37
5,36,9150256.32,82.37
10,50,8814350.74,82.34
11,45,10031786.05,82.26
8,21,9364031.92,82.24
4,25,8544082.46,82.21
11,5,11364355.62,82.07
11,43,9990190.65,81.92
22,6,10939174.93,81.84
22,7,10939174.93,81.84
22,8,10939174.93,81.84
13,19,11019882.5,81.79
9,1,7356108.16,81.65
23,21,10904671.24,81.58
15,3,8161803.1,81.58
25,16,10816137.37,81.57
8,23,9229200.85,81.05
5,30,9000941.08,81.03
8,27,9050387.66,80.8
11,48,9848558.24,80.76
21,7,10819459.27,80.62
21,8,10819459.27,80.62
7,29,9009706.1,80.44
17,4,10952583.42,80.34
8,29,8966019.25,80.05
8,30,8966019.25,80.05
8,22,9111565.65,80.02
23,19,10666864.87,79.8
7,32,8918335.53,79.62
7,38,8652385.77,79.55
11,22,10404589.81,79.42
23,20,10577761,79.13
11,35,9642637.58,79.07
12,21,10345216.51,78.97
8,19,8988319.54,78.94
23,16,10546683.56,78.9
10,36,8439403.67,78.84
25,22,10449387.63,78.8
11,44,9606920.71,78.77
7,25,8962103.85,78.71
23,18,10517034.79,78.68
23,22,10504851.31,78.59
25,13,10399594.08,78.42
19,7,9660506.73,78.3
11,36,9543504.48,78.25
23,17,10454504.24,78.21
21,9,10482457.72,78.11
8,24,8888666.41,78.06
12,17,10473541.26,78.04
7,31,8712273.21,77.78
12,4,10848377.47,77.75
11,31,9438260.86,77.39
11,28,9668859.31,77.26
11,29,9668859.31,77.26
12,26,9661665.01,77.2
7,30,8647518.42,77.2
25,24,10223524.84,77.1
12,19,10372667.7,76.98
7,35,8344189.2,76.71
11,26,9591408.5,76.64
11,49,9332097.47,76.52
25,23,10106167.51,76.21
26,12,9949657.42,75.95
12,27,9497277.2,75.89
7,26,8639982.87,75.88
4,28,7885378.6,75.87
11,33,9251429.84,75.86
10,2,7849588.44,75.84
7,36,8244752.26,75.8
25,21,10049616.94,75.79
11,39,9227298.63,75.66
11,40,9227298.63,75.66
10,37,8092653.19,75.6
24,11,10030823.15,75.34
6,3,7820250.27,75.3
4,27,7819866.94,75.24
12,18,10092153.67,75.2
13,24,9404777.58,75.15
26,13,9844597.52,75.14
11,41,9143228.88,74.97
12,28,9117680.47,74.76
13,20,9790118.32,74.73
8,25,8507607.91,74.72
4,6,7499077.17,74.66
4,26,7757063.98,74.63
11,38,9070941.01,74.38
11,37,9044187.71,74.16
18,6,10029322.36,74.14
26,14,9698617.18,74.03
26,15,9672746.72,73.83
26,19,9649003.25,73.65
23,11,9836317.47,73.59
23,12,9836317.47,73.59
24,12,9776464.46,73.43
26,18,9604812.04,73.31
11,42,8940115.16,73.31
12,34,8919534.7,73.14
22,5,9773046.55,73.11
12,45,8902772.31,73
24,13,9717387.19,72.99
11,30,8893816.11,72.93
12,44,8884734.54,72.85
12,25,9109697.75,72.79
26,22,9525546.46,72.71
26,16,9496582.16,72.49
26,17,9496582.16,72.49
11,34,8814600.89,72.28
12,24,9274689.13,71.96
12,42,8761548.91,71.84
25,17,9520462.47,71.79
11,50,8740786.96,71.67
24,8,9526180.44,71.55
24,9,9526180.44,71.55
13,21,9364368.86,71.48
23,13,9553596.27,71.47
18,7,9644903.81,71.3
12,46,8679420.13,71.17
5,4,7614707.39,71.14
12,47,8662404.81,71.03
8,2,7607283.71,70.71
24,14,9405929.44,70.65
27,11,9246992.85,70.58
27,12,9246992.85,70.58
26,20,9196218.01,70.2
26,21,9196218.01,70.2
12,20,9177195.95,70.05
23,9,9358187.83,70.01
23,10,9358187.83,70.01
12,22,9168725.54,69.99
26,25,9160165.06,69.92
27,13,9134578.83,69.73
12,35,8486743.82,69.59
7,4,7245835.43,69.43
12,23,8916226.02,69.18
12,36,8436679.13,69.18
26,10,9046201.57,69.05
26,11,9046201.57,69.05
4,44,7151678.71,68.81
4,45,7151678.71,68.81
4,46,7151678.71,68.81
4,47,7151678.71,68.81
4,48,7151678.71,68.81
27,14,8989048.26,68.61
25,10,9089610.09,68.55
27,19,8978883.18,68.54
4,50,7120859.43,68.51
27,18,8910670.53,68.02
24,10,9033049.59,67.85
14,3,9394799.72,67.59
27,8,8852691.45,67.57
27,9,8852691.45,67.57
13,23,8700293.26,67.51
15,16,9094270.04,67.5
27,22,8831073.77,67.41
12,43,8221051.04,67.41
27,23,8815438.04,67.29
27,21,8814055.27,67.28
4,30,6976639.23,67.12
12,48,8178503.6,67.06
4,42,6966103.66,67.02
4,43,6966103.66,67.02
27,17,8771226.1,66.95
26,23,8762355.31,66.88
26,24,8762355.31,66.88
13,26,8355789.35,66.77
27,16,8704053.97,66.44
25,11,8802326.73,66.38
25,12,8802326.73,66.38
27,15,8696929.4,66.38
12,37,8094312.62,66.37
12,49,8067298.83,66.15
4,29,6841815.46,65.83
14,16,8856283.94,65.73
12,32,7986426.46,65.49
12,41,7978785.18,65.42
13,22,8409400.55,65.25
13,25,8156795.48,65.18
12,50,7912673.9,64.88
10,1,6173262.27,64.81
27,20,8489404.79,64.8
13,2,6193710.49,64.7
25,7,8565403.73,64.59
25,8,8565403.73,64.59
25,9,8565403.73,64.59
13,33,7866304.6,64.5
4,49,6699938.89,64.46
15,17,8666382.88,64.32
15,18,8664411.08,64.31
27,10,8393735.37,64.07
12,30,7812493.22,64.06
14,15,8636784.61,63.85
27,26,8353296.28,63.76
6,2,6618273.73,63.73
21,6,7331457.65,63.53
27,25,8320536.75,63.51
29,11,8249906.88,62.97
29,12,8249906.88,62.97
28,11,8236640.8,62.87
28,12,8236640.8,62.87
14,18,8388923,62.26
14,17,8386663.93,62.24
13,32,7586817.54,62.21
29,13,8148827.6,62.2
28,13,8147848.37,62.19
27,24,8146402.47,62.18
12,40,7568722.64,62.06
29,3,7020865.51,62.01
4,31,6442042.82,61.98
11,4,8552677.71,61.77
12,31,7531000.74,61.75
12,39,7498587.55,61.49
13,34,7494511.67,61.45
12,33,7493729.98,61.45
28,17,8007610.24,61.12
5,3,6543000.29,61.12
13,44,7448361,61.07
12,38,7370116.04,60.43
16,17,7900067.66,60.3
13,27,7349448.44,60.26
28,15,7885425.13,60.19
28,26,7874275.57,60.11
12,29,7324764.4,60.06
29,16,7866328.16,60.04
28,16,7833958.57,59.8
4,33,6148767.7,59.16
29,15,7734956.09,59.04
4,32,6135488.79,59.03
14,19,7952497.9,59.02
7,3,6106554.7,59.02
29,14,7729912.35,59
28,14,7726534.32,58.98
21,5,6793943.09,58.88
11,3,8143115.58,58.81
13,42,7172314.6,58.81
28,27,7693255.61,58.72
13,43,7161589.13,58.72
15,19,7688939.74,58.69
28,25,7656978.54,58.45
13,40,7106686.65,58.27
17,5,7866763.89,57.7
29,4,6523120.36,57.62
13,28,7023070,57.59
4,40,5953394.88,57.28
4,41,5953394.88,57.28
29,9,7503512.88,57.27
29,10,7503512.88,57.27
29,28,7486543.29,57.15
17,19,7346035.22,57
4,39,5909811.83,56.86
28,10,7442222.8,56.81
13,30,6887435.3,56.48
28,24,7391119.84,56.42
28,20,7388052.26,56.39
28,21,7388052.26,56.39
28,18,7382312.64,56.35
16,3,5609782.57,56.07
17,20,7220064.05,56.02
30,7,7319960.42,55.87
16,18,7314426.03,55.83
13,36,6808777.41,55.83
33,2,5870942.19,55.79
30,11,7267725.53,55.48
30,12,7267725.53,55.48
13,46,6764611.07,55.47
28,7,7248122.24,55.33
34,3,7237119.16,55.24
29,27,7234599.47,55.22
28,22,7228752.66,55.18
13,31,6729287.97,55.18
13,48,6727527.99,55.16
13,41,6717295.8,55.08
28,23,7173515.71,54.76
15,21,7034704.87,54.58
29,23,7144029.42,54.53
18,3,7352149.49,54.35
4,34,5640290.54,54.27
14,20,7068438.92,53.95
15,20,7066020.42,53.94
14,21,7064448.61,53.92
29,17,7050605.37,53.82
13,49,6562382.5,53.81
13,35,6560396.85,53.79
4,35,5588483.52,53.77
13,29,6533861.14,53.58
32,2,5597725.34,53.58
4,37,5566190.9,53.55
4,38,5566190.9,53.55
29,7,7009250.52,53.5
8,1,5753108.2,53.47
18,5,7225974.18,53.42
28,19,6985841,53.32
31,3,5880531.05,53.31
29,24,6982709.3,53.3
29,25,6982709.3,53.3
14,24,6664829.26,53.25
13,47,6492319.94,53.24
13,3,5298854.71,53.18
18,4,7139768.24,52.78
30,13,6901971.55,52.68
31,12,6884153.74,52.55
29,21,6875090.85,52.48
29,22,6875090.85,52.48
13,50,6394200.79,52.43
13,37,6389428.08,52.39
28,8,6858713.81,52.35
29,19,6858072.34,52.35
29,20,6858072.34,52.35
30,14,6828109.64,52.12
26,9,6809040.99,51.97
4,36,5400942.14,51.96
16,19,6781170.37,51.76
20,42,5532868.35,51.69
20,40,5522704.21,51.59
17,3,7032551.91,51.58
24,6,5624833.56,51.56
15,22,6642127.67,51.54
17,21,6448918.1,51.53
13,39,6252467.55,51.27
16,2,4892179.09,51.1
13,45,6224411.16,51.04
6,1,5270814.51,50.76
18,20,6509594.24,50.51
30,8,6616036.78,50.5
18,29,6044579.25,50.45
17,18,6795437.42,50.44
30,5,6604805.94,50.42
15,23,6262705.59,50.04
30,9,6552551.93,50.02
30,10,6552551.93,50.02
30,19,6543855.83,49.95
28,5,5660856.12,49.84
19,6,6146542.13,49.82
7,6,5153270.59,49.38
14,22,6360522.18,49.35
28,9,6460487.35,49.31
16,20,6343657.43,49.22
24,7,5366980.52,49.2
18,43,5207319.43,49.14
29,26,6409703.88,48.93
14,25,6120017.57,48.9
29,8,6339594.21,48.39
18,44,5125507.01,48.36
28,6,5212526.15,48.35
30,20,6315282.74,48.21
16,21,6211636.05,48.2
30,23,6283028.64,47.96
30,24,6283028.64,47.96
30,21,6260535.54,47.79
20,41,5100800.36,47.65
30,25,6213880.88,47.43
30,26,6213880.88,47.43
11,2,4874291.3,47.29
31,11,6193490.34,47.28
14,23,5914978.42,47.26
18,19,6178166.57,47.16
30,16,6173596.16,47.12
33,3,5037512.71,47.06
30,22,6156625.95,46.99
31,8,6151567.33,46.96
31,9,6151567.33,46.96
31,10,6151567.33,46.96
12,2,4835657.31,46.91
18,45,4961148.18,46.81
30,6,6124977.16,46.75
30,28,6112876.1,46.66
15,46,5588374.62,46.64
30,15,6106689.95,46.61
20,46,4988377.35,46.6
27,6,5005156.93,46.43
13,38,5645642.97,46.29
15,25,5626414.61,46.14
15,30,5580193.09,45.76
26,7,4920561.37,45.64
35,3,5976439.1,45.62
14,50,5451926.21,45.5
14,49,5448860.54,45.47
31,13,5925346.36,45.23
31,14,5917069.2,45.17
20,43,4835508.19,45.17
16,30,5379949.3,44.9
18,46,4756878.75,44.89
32,3,4644139.8,44.45
14,40,5313524.94,44.34
31,15,5800592.79,44.28
30,3,4922133.7,44.04
14,26,5347045.66,43.84
14,35,5229696.12,43.64
14,31,5314537.47,43.58
31,16,5701540.38,43.52
29,18,5699752.52,43.51
23,7,4818308.76,43.48
31,4,4782502.58,43.35
29,5,4905987.94,43.33
20,4,5218954.21,43.32
36,3,5668579.11,43.27
18,47,4578333.21,43.2
31,6,5650092.22,43.13
31,7,5650092.22,43.13
30,27,5628355.81,42.96
21,39,4640756.51,42.94
16,29,5232711.79,42.91
7,5,4477934.78,42.91
30,29,5618486.77,42.89
30,4,4787045.8,42.83
20,45,4571103.9,42.7
14,27,5200573.57,42.64
14,34,5196695.05,42.61
32,12,5552017.47,42.38
20,44,4533454.94,42.35
32,11,5534166.14,42.24
17,29,5046526.15,42.12
27,5,5008259.18,42.08
21,40,4526721.04,41.89
33,21,5483427.23,41.86
26,3,5068256.59,41.82
27,7,4500872.53,41.75
16,22,5210983.54,41.64
17,46,4369738.52,41.57
23,8,4585253.24,41.38
33,4,5409581.13,41.29
14,33,5031560.94,41.26
26,6,4044946.61,41.1
18,48,4343524.38,40.98
15,33,4889866.46,40.81
17,22,5106070.71,40.8
16,31,4887341.75,40.79
30,17,5341106.45,40.77
30,18,5341106.45,40.77
14,32,4970413.95,40.76
16,32,4860488.33,40.56
33,6,5309895.05,40.53
32,13,5308663.08,40.52
18,42,4275359.09,40.34
31,29,5281330.75,40.31
33,22,5276477.46,40.28
32,4,5262933.72,40.17
7,1,4143528.36,40.05
33,12,5241397.51,40.01
14,39,4786988.73,39.95
16,47,4193211.61,39.89
21,42,4305264.44,39.84
15,34,4762939.94,39.75
18,41,4198222.52,39.61
15,27,4811722.59,39.45
16,48,4143721.59,39.42
15,24,4930221.96,39.39
33,13,5152369.99,39.33
17,45,4132576.18,39.32
14,48,4692669.55,39.16
18,49,4138459.07,39.05
17,44,4095397.45,38.96
15,26,4720572.14,38.71
15,40,4631591.44,38.65
14,30,4712013.55,38.64
14,28,4710944.92,38.63
21,41,4168721.15,38.58
15,32,4613093.82,38.5
17,47,4046411.64,38.5
32,14,5034429.16,38.43
32,15,5034429.16,38.43
32,10,5019645.23,38.32
33,14,5010864.28,38.25
27,3,4551570.36,38.24
33,23,5007148.49,38.22
20,47,4089062.22,38.2
3,12,3796678.76,38.15
33,15,4994562.43,38.12
33,16,4994562.43,38.12
18,23,4643210.3,38.07
17,48,3997041.68,38.03
16,24,4636946.46,38.02
17,23,4751867.48,37.97
17,24,4616663.94,37.86
31,30,4949192.01,37.78
18,21,4727369.34,37.77
16,33,4526290.22,37.77
31,26,4945263.36,37.75
33,17,4928274.27,37.62
33,18,4928274.27,37.62
33,19,4928274.27,37.62
33,20,4928274.27,37.62
16,49,3939606.75,37.48
31,17,4906662.13,37.45
31,18,4906662.13,37.45
31,19,4906662.13,37.45
31,20,4906662.13,37.45
31,21,4906662.13,37.45
4,3,3742575.13,37.28
15,31,4465147.19,37.26
4,2,3738102.59,37.24
28,3,4349660.01,37.23
15,39,4454010.61,37.17
22,38,3996361.91,36.98
31,27,4842120.9,36.96
16,25,4493379.51,36.84
17,25,4487339.67,36.79
7,2,3800387.46,36.73
33,24,4800998.32,36.65
18,1,4954079.09,36.62
18,2,4954079.09,36.62
33,5,4797705.13,36.62
26,8,3940864.15,36.56
31,5,4785774.87,36.53
34,21,4769671.13,36.41
18,22,4557054.44,36.41
33,7,4766667.95,36.38
33,8,4766667.95,36.38
33,9,4766667.95,36.38
33,10,4766667.95,36.38
31,22,4754661.68,36.29
31,23,4754661.68,36.29
15,49,4344401.41,36.26
20,5,4359198.38,36.18
31,24,4722795.75,36.05
29,6,4080985.83,36.05
3,4,3579526.22,35.97
21,43,3878909.23,35.89
33,11,4690209.06,35.8
3,5,3560494.36,35.78
20,21,4473962.83,35.75
14,42,4263531.57,35.58
25,3,3330676.03,35.57
14,29,4329557.38,35.5
35,4,4631730.63,35.35
35,5,4631730.63,35.35
37,4,4622584.49,35.28
38,4,4616920.02,35.24
14,37,4218600.6,35.21
17,28,4205780,35.1
31,28,4592273.48,35.05
18,50,3711674.55,35.02
31,25,4577917.03,34.94
34,15,4548453.55,34.72
17,26,4229304.97,34.68
19,5,4267838.91,34.59
32,22,4511557.46,34.44
17,30,4122799.14,34.41
17,31,4122799.14,34.41
21,38,3715041.89,34.38
16,26,4187217.31,34.33
14,41,4101363.55,34.23
14,36,4100997.08,34.22
22,39,3696306.03,34.2
3,11,3401376.83,34.18
34,16,4477071.42,34.17
34,17,4477071.42,34.17
34,18,4477071.42,34.17
34,19,4477071.42,34.17
16,23,4270473.45,34.12
15,38,4077827.64,34.03
34,22,4449799.51,33.97
19,46,3598596.49,33.96
34,8,4439231.07,33.89
34,9,4439231.07,33.89
15,36,4060032.98,33.88
19,44,3594984.45,33.81
25,6,3315524.64,33.69
34,5,4394259.16,33.54
34,6,4394259.16,33.54
14,43,4006505.68,33.44
17,43,3510268.44,33.4
15,50,3986833,33.27
15,28,4052698.43,33.23
