P:m,P:l,净利润,年化收益率%
1,1,0,0
1,2,2128.39,0.22
1,3,2128.39,0.22
1,4,-131042.09,-13.11
1,5,-5371.76,-0.55
1,6,-5371.76,-0.55
1,7,141049.05,14.37
1,8,141049.05,14.37
1,9,148549.2,15.25
1,10,148549.2,15.25
1,11,148549.2,15.25
1,12,148549.2,15.25
1,13,148549.2,15.25
1,14,148549.2,15.25
1,15,148549.2,15.25
1,16,148549.2,15.25
1,17,148549.2,15.25
1,18,148549.2,15.25
1,19,148549.2,15.25
1,20,148549.2,15.25
1,21,148549.2,15.25
1,22,148549.2,15.25
1,23,148549.2,15.25
1,24,148549.2,15.25
1,25,148549.2,15.25
1,26,148549.2,15.25
1,27,148549.2,15.25
1,28,148549.2,15.25
1,29,148549.2,15.25
1,30,148549.2,15.25
1,31,148549.2,15.25
1,32,148549.2,15.25
1,33,148549.2,15.25
1,34,148549.2,15.25
1,35,148549.2,15.25
1,36,148549.2,15.25
1,37,148549.2,15.25
1,38,79320.49,8.14
1,39,79320.49,8.14
1,40,2128.39,0.22
1,41,2128.39,0.22
1,42,2128.39,0.22
1,43,2128.39,0.22
1,44,2128.39,0.22
1,45,2128.39,0.22
1,46,2128.39,0.22
1,47,2128.39,0.22
1,48,2128.39,0.22
1,49,2128.39,0.22
1,50,2128.39,0.22
2,1,-314080.2,-31.7
2,2,0,0
2,3,-98696.2,-10.01
2,4,-98696.2,-10.01
2,5,-243972.94,-24.75
2,6,-173997.16,-17.7
2,7,-173997.16,-17.7
2,8,-173997.16,-17.7
2,9,-173997.16,-17.7
2,10,-176374.54,-17.95
2,11,-176374.54,-17.95
2,12,-212421.05,-21.61
2,13,-212421.05,-21.61
2,14,-212421.05,-21.61
2,15,-212421.05,-21.61
2,16,-212421.05,-21.61
2,17,-212421.05,-21.61
2,18,-5975.1,-0.61
2,19,30071.42,3.06
2,20,30071.42,3.06
2,21,30071.42,3.06
2,22,30071.42,3.06
2,23,30071.42,3.06
2,24,30071.42,3.06
2,25,30071.42,3.06
2,26,30071.42,3.06
2,27,30071.42,3.06
2,28,30071.42,3.06
2,29,30071.42,3.06
2,30,30071.42,3.06
2,31,30071.42,3.06
2,32,30071.42,3.06
2,33,30071.42,3.06
2,34,30071.42,3.06
2,35,30071.42,3.06
2,36,30071.42,3.06
2,37,30071.42,3.06
2,38,0,0
2,39,0,0
2,40,175348.16,17.92
2,41,175348.16,17.92
2,42,0,0
2,43,0,0
2,44,0,0
2,45,175348.16,17.92
2,46,175348.16,17.92
2,47,175348.16,17.92
2,48,175348.16,17.92
2,49,175348.16,17.92
2,50,175348.16,17.92
3,1,-616053.7,-61.68
3,2,-737009.6,-73.79
3,3,0,0
3,4,-109548.29,-11.15
3,5,7663.77,0.78
3,6,-360016.84,-36.64
3,7,-374552.69,-38.11
3,8,-374552.69,-38.11
3,9,-374552.69,-38.11
3,10,-374552.69,-38.11
3,11,-374552.69,-38.11
3,12,-374552.69,-38.11
3,13,-374552.69,-38.11
3,14,-6872.08,-0.7
3,15,-6872.08,-0.7
3,16,-6872.08,-0.7
3,17,237347.42,24.15
3,18,237347.42,24.15
3,19,237347.42,24.15
3,20,237347.42,24.15
3,21,237347.42,24.15
3,22,237347.42,24.15
3,23,237347.42,24.15
3,24,237347.42,24.15
3,25,237347.42,24.15
3,26,237347.42,24.15
3,27,237347.42,24.15
3,28,237347.42,24.15
3,29,237347.42,24.15
3,30,237347.42,24.15
3,31,237347.42,24.15
3,32,237347.42,24.15
3,33,237347.42,24.15
3,34,0,0
3,35,0,0
3,36,0,0
3,37,0,0
3,38,0,0
3,39,0,0
3,40,0,0
3,41,0,0
3,42,0,0
3,43,0,0
3,44,0,0
3,45,0,0
3,46,0,0
3,47,0,0
3,48,0,0
3,49,237347.42,24.15
3,50,237347.42,24.15
4,1,636441.53,63.98
4,2,636441.53,63.98
4,3,636441.53,63.98
4,4,0,0
4,5,305055.9,30.92
4,6,38842.7,3.94
4,7,38842.7,3.94
4,8,257719.25,26.12
4,9,257719.25,26.12
4,10,257719.25,26.12
4,11,85395.72,8.65
4,12,85395.72,8.65
4,13,85395.72,8.65
4,14,-45245.37,-4.59
4,15,-45245.37,-4.59
4,16,207509.22,21.03
4,17,207509.22,21.03
4,18,207509.22,21.03
4,19,207509.22,21.03
4,20,207509.22,21.03
4,21,207509.22,21.03
4,22,207509.22,21.03
4,23,207509.22,21.03
4,24,207509.22,21.03
4,25,207509.22,21.03
4,26,207509.22,21.03
4,27,270312.18,27.39
4,28,270312.18,27.39
4,29,270312.18,27.39
4,30,270312.18,27.39
4,31,270312.18,27.39
4,32,-29105.42,0
4,33,-29105.42,0
4,34,-29105.42,0
4,35,-29105.42,0
4,36,-29105.42,0
4,37,-29105.42,0
4,38,-29105.42,0
4,39,-29105.42,0
4,40,-29105.42,0
4,41,-29105.42,0
4,42,-29105.42,0
4,43,-29105.42,0
4,44,-29105.42,0
4,45,-29105.42,0
4,46,-29105.42,0
4,47,-29105.42,0
4,48,-29105.42,0
4,49,-29105.42,0
4,50,270312.18,27.39
5,1,-639302.35,-63.45
5,2,-454114.04,-45.07
5,3,112923.93,11.21
5,4,78935.36,7.83
5,5,0,0
5,6,-194605.62,-19.66
5,7,-347886.78,-35.14
5,8,-146629.72,-14.81
5,9,-146629.72,-14.81
5,10,-450465.8,-45.51
5,11,-525406.43,-53.08
5,12,-525406.43,-53.08
5,13,-525406.43,-53.08
5,14,-161183.26,-16.28
5,15,-161183.26,-16.28
5,16,-161183.26,-16.28
5,17,-161183.26,-16.28
5,18,-161183.26,-16.28
5,19,-161183.26,-16.28
5,20,-161183.26,-16.28
5,21,-538279.71,-53.37
5,22,-538279.71,-53.37
5,23,-538279.71,-53.37
5,24,-538279.71,-53.37
5,25,-538279.71,-53.37
5,26,-321408.11,-31.87
5,27,-321408.11,-31.87
5,28,-321408.11,-31.87
5,29,-321408.11,-31.87
5,30,-587870.96,-58.29
5,31,-587870.96,-58.29
5,32,-159187.91,-16.08
5,33,-159187.91,-16.08
5,34,-159187.91,-16.08
5,35,-159187.91,-16.08
5,36,-159187.91,-16.08
5,37,-159187.91,-16.08
5,38,26000.4,0
