P:m,P:l,净利润,年化收益率%
1,1,0,0
1,2,50060.7,0
1,3,460229.32,47.46
1,4,460229.32,47.46
1,5,460229.32,47.46
1,6,460229.32,47.46
1,7,460229.32,47.46
1,8,460229.32,47.46
1,9,460229.32,47.46
1,10,460229.32,47.46
1,11,650343.63,67.06
1,12,650343.63,67.06
1,13,556922.52,58.16
1,14,556922.52,58.16
1,15,556922.52,58.16
1,16,556922.52,58.16
1,17,556922.52,58.16
1,18,556922.52,58.16
1,19,556922.52,58.16
1,20,436375.9,44.37
1,21,436375.9,44.37
1,22,436375.9,44.37
1,23,119628.4,12.16
1,24,119628.4,12.16
1,25,119628.4,12.16
1,26,-70485.92,-7.17
1,27,-70485.92,-7.17
1,28,-70485.92,-7.17
1,29,-724476.73,-70.4
1,30,-724476.73,-70.4
1,31,-724476.73,-70.4
1,32,-724476.73,-70.4
1,33,-724476.73,-70.4
1,34,-603930.11,-58.68
1,35,-603930.11,-58.68
1,36,50060.7,0
1,37,50060.7,0
1,38,50060.7,0
1,39,50060.7,0
1,40,50060.7,0
1,41,50060.7,0
1,42,50060.7,0
1,43,50060.7,0
1,44,50060.7,0
1,45,50060.7,0
1,46,50060.7,0
1,47,50060.7,0
1,48,50060.7,0
1,49,50060.7,0
1,50,50060.7,0
2,1,466134.25,45.54
2,2,0,0
2,3,448037.48,45.43
2,4,448037.48,45.43
2,5,448037.48,45.43
2,6,448037.48,45.43
2,7,448037.48,45.43
2,8,448037.48,45.43
2,9,375924.53,38.11
2,10,375924.53,38.11
2,11,448037.48,45.43
2,12,448037.48,45.43
2,13,210438.48,21.34
2,14,183871.34,18.64
2,15,183871.34,18.64
2,16,183871.34,18.64
2,17,183871.34,18.64
2,18,183871.34,18.64
2,19,183871.34,18.64
2,20,183871.34,18.64
2,21,184565.04,18.71
2,22,184565.04,18.71
2,23,184565.04,18.71
2,24,184565.04,18.71
2,25,184565.04,18.71
2,26,269450.88,27.38
2,27,269450.88,27.38
2,28,269450.88,27.38
2,29,269450.88,27.38
2,30,269450.88,27.38
2,31,372146.94,0
2,32,372146.94,0
2,33,372146.94,0
2,34,287261.1,29.13
2,35,287261.1,29.13
2,36,287261.1,29.13
2,37,287261.1,29.13
2,38,287261.1,29.13
2,39,287261.1,29.13
2,40,287261.1,29.13
2,41,287261.1,29.13
2,42,287261.1,29.13
2,43,287261.1,29.13
2,44,287261.1,29.13
2,45,287261.1,29.13
2,46,287261.1,29.13
2,47,287261.1,29.13
2,48,287261.1,29.13
2,49,372146.94,0
2,50,372146.94,0
3,1,-310004.91,-31.82
3,2,-28116.12,-2.8
3,3,0,0
3,4,1048038.55,106.51
3,5,790976.96,80.38
3,6,673364.78,68.31
3,7,673364.78,68.31
3,8,790976.96,80.38
3,9,790976.96,80.38
3,10,790976.96,80.38
3,11,790976.96,80.38
3,12,790976.96,80.38
3,13,546833.97,55.57
3,14,380322.17,38.65
3,15,380322.17,38.65
3,16,380322.17,38.65
3,17,380322.17,38.65
3,18,380322.17,38.65
3,19,380322.17,38.65
3,20,380322.17,38.65
3,21,405654.28,41.22
3,22,405654.28,41.22
3,23,214029.32,21.75
3,24,214029.32,21.75
3,25,214029.32,21.75
3,26,214029.32,21.75
3,27,214029.32,21.75
3,28,214029.32,21.75
3,29,214029.32,21.75
3,30,214029.32,21.75
3,31,336618.48,0
3,32,336618.48,0
3,33,336618.48,0
3,34,336618.48,0
3,35,336618.48,0
3,36,336618.48,0
3,37,528243.44,53.9
3,38,528243.44,53.9
3,39,528243.44,53.9
3,40,528243.44,53.9
3,41,528243.44,53.9
3,42,528243.44,53.9
3,43,528243.44,53.9
3,44,528243.44,53.9
3,45,528243.44,53.9
3,46,528243.44,53.9
3,47,528243.44,53.9
3,48,528243.44,53.9
3,49,336618.48,0
3,50,336618.48,0
4,1,-180189.19,-18.63
4,2,1060324.37,94.83
4,3,1076549.31,96.28
4,4,0,0
4,5,1407785.85,131.81
4,6,1407785.85,131.81
4,7,1621564.93,151.83
4,8,1785529.18,167.18
4,9,1438355.5,139.35
4,10,1325610.67,128.43
4,11,1325610.67,128.43
4,12,1325610.67,128.43
4,13,1111831.59,107.72
4,14,687909.39,66.65
4,15,687909.39,66.65
