P:m,P:l,净利润,年化收益率%
9,37,8810942.29,125.9
6,28,9458685.69,125.82
14,7,11543650.63,125.79
16,9,11395049.8,125.61
8,32,9014397.95,125.52
7,43,9013391.18,125.51
16,10,11384084.32,125.49
16,11,11384084.32,125.49
12,6,11533621.2,125.2
4,8,8301716.2,125.19
10,13,9704071.32,125.02
7,23,9380940.29,124.78
15,5,11404966.19,124.75
8,36,8953452.49,124.67
9,25,9360210.65,124.51
5,37,9131066.97,124.5
5,38,9131066.97,124.5
8,47,8915466.19,124.14
8,48,8915466.19,124.14
8,49,8915466.19,124.14
9,11,9861578.03,124.11
12,13,11110254.45,123.91
5,39,8897994.12,123.9
9,35,8897038.6,123.89
5,32,9083857.81,123.85
17,16,11144529.05,123.81
17,8,11135608.27,123.71
5,33,9052886.29,123.43
9,12,9577081.13,123.38
10,19,9449275.36,123.19
7,44,8826422.02,122.9
8,35,8820310.92,122.82
9,18,9528427.07,122.75
10,24,9214709.08,122.57
7,41,8771001.13,122.13
7,42,8771001.13,122.13
8,37,8769198.78,122.11
18,13,10896697.77,122.01
7,45,8760000.79,121.98
7,46,8760000.79,121.98
10,17,9496159.21,121.86
9,47,8521397.24,121.77
10,25,8999624.98,121.69
10,14,9439013.48,121.6
15,13,11109377.76,121.52
5,34,8912980.06,121.52
11,25,10334594.66,121.45
9,40,8487743.57,121.29
9,36,8484605,121.24
11,15,10855607.27,121.07
9,16,9379264.77,120.83
8,42,8653605.11,120.5
8,43,8653605.11,120.5
4,27,8264831.44,120.44
7,24,9035879.63,120.19
19,18,10772108.17,120.14
9,24,9027527.15,120.08
10,34,8465485.98,119.78
8,13,9244433.86,119.57
9,38,8366841.39,119.56
9,39,8366841.39,119.56
4,26,8202028.48,119.52
17,7,10752705.51,119.46
9,17,9270163.43,119.43
10,40,8434447,119.34
15,14,10902284.71,119.26
11,20,10523261.63,119.24
7,27,8937747.92,118.89
5,30,8718957.46,118.88
8,14,9187696.82,118.83
8,44,8524743.63,118.7
10,41,8385684.64,118.65
17,9,10675829.27,118.6
7,13,8898396.18,118.37
8,26,8896847.94,118.35
10,27,8733144.13,118.09
11,21,10206952.5,118
10,32,8466411.07,117.89
8,34,8458193.6,117.78
8,50,8454356.05,117.72
17,12,10595772.32,117.71
9,15,9133833.17,117.67
16,7,10636890.73,117.25
8,31,8418786.4,117.23
7,25,8811445.64,117.21
10,6,9301430.86,117.07
10,21,8977759.54,117.04
7,33,8404771.52,117.03
11,17,10365743.25,116.99
7,50,8651924.92,116.99
10,35,8265962.57,116.96
5,27,8791519.79,116.94
4,28,8024063.47,116.93
7,47,8390498.75,116.83
7,48,8390498.75,116.83
7,49,8390498.75,116.83
9,48,8139726.15,116.31
9,49,8139726.15,116.31
5,35,8521434.23,116.19
5,36,8521434.23,116.19
11,13,10372473.33,116.14
16,12,10535181.69,116.13
7,11,8716310.9,115.94
11,18,10271591.43,115.92
10,18,8889604.17,115.89
10,42,8180765.13,115.75
10,29,8311218.18,115.73
11,24,9826576.46,115.48
10,31,8290678.7,115.44
8,16,8924324.21,115.43
12,5,10627954.64,115.37
11,23,9808250.68,115.27
7,39,8274358.54,115.22
7,40,8274358.54,115.22
22,12,10159202.08,115.11
10,43,8132073.03,115.06
17,10,10344532.4,114.92
17,11,10344532.4,114.92
7,37,8242318.66,114.77
7,38,8242318.66,114.77
9,50,8230122.87,114.6
10,15,8881018.69,114.41
10,5,9077716.27,114.25
8,20,8584891.43,114.2
10,30,8196610.62,114.13
5,28,8565185.41,113.93
5,29,8565185.41,113.93
10,26,8416472.31,113.81
20,13,10157362.26,113.73
19,14,10196618.35,113.72
19,15,10196618.35,113.72
10,33,8036060.97,113.71
8,17,8789774.4,113.69
19,8,10182478.38,113.57
19,9,10182478.38,113.57
5,31,8322824.48,113.48
10,44,8011187.67,113.35
7,34,8134094.28,113.26
22,13,9981764.08,113.1
16,13,10259085.69,113.09
10,28,8118199.44,113.04
8,15,8727081.44,112.88
17,13,10141335.54,112.67
9,2,7740090.27,112.6
15,6,10287701.79,112.53
15,7,10287701.79,112.53
15,8,10287701.79,112.53
11,16,10070962.82,112.32
4,30,7697704.22,112.17
10,2,7665169.63,112.16
11,5,10246430.32,112.08
10,20,8589411.25,111.98
7,28,8261269.36,111.71
16,4,10132856.14,111.7
10,39,7870616.29,111.36
20,14,9902666.54,110.88
9,14,8588348.83,110.64
10,22,8311244.06,110.56
17,14,9941303.19,110.44
17,15,9941303.19,110.44
8,22,8278267.36,110.12
8,23,8278267.36,110.12
7,8,8278132.81,110.12
24,17,9676385.7,110.08
24,18,9676385.7,110.08
20,7,9789817.9,109.62
20,8,9789817.9,109.62
20,9,9789817.9,109.62
20,10,9789817.9,109.62
20,11,9789817.9,109.62
17,6,9863572.67,109.58
24,16,9628542.92,109.54
8,21,8225703.96,109.42
20,19,9767920.83,109.37
5,8,8219921.34,109.34
22,9,9642096.08,109.25
22,10,9642096.08,109.25
22,11,9642096.08,109.25
11,32,8771551.85,108.94
19,10,9766857.66,108.93
19,11,9766857.66,108.93
19,12,9766857.66,108.93
16,14,9870201.34,108.8
4,7,7211164.04,108.74
19,17,9738470.96,108.61
10,38,7673898.51,108.58
7,29,8025184.98,108.52
10,23,8112018.44,107.91
22,14,9519977.11,107.87
10,4,8560256.09,107.74
10,36,7601699.36,107.56
8,28,7942870.97,107.4
19,16,9623309.55,107.33
12,4,9854315.41,106.97
7,31,7890179.41,106.69
6,5,7378713.82,106.65
20,12,9512097.02,106.51
11,27,8799217.72,106.49
20,15,9501795.64,106.39
11,19,9383802.25,106.33
8,18,8217454.34,106.28
7,12,7983649.33,106.2
11,26,8757553.44,105.99
16,15,9611678.29,105.95
4,6,7018308.91,105.83
13,4,9707230.55,105.78
21,13,9354643.69,105.58
20,17,9414046.86,105.41
24,23,9252417.98,105.26
15,4,6504747.43,105.14
7,26,7884086.51,104.87
24,15,9198667.77,104.65
6,4,7227114.92,104.45
8,27,7723744.14,104.44
11,22,9028853.04,104.38
4,31,7163107.81,104.38
19,13,9342474.84,104.2
8,19,7832569.25,104.19
7,32,7699462.83,104.11
11,35,8372384.39,103.98
24,20,9138959.97,103.97
20,16,9283465.56,103.95
10,45,7331115.85,103.73
7,30,7662997.3,103.62
4,50,7110970.81,103.62
21,14,9175762.23,103.56
11,36,8315729.74,103.28
11,39,8310854.53,103.22
11,40,8310854.53,103.22
24,21,9035563.38,102.79
20,18,9168241.93,102.66
10,37,7254948.88,102.65
22,16,9018788.91,102.19
25,15,8942320.07,102.14
11,41,8222142.46,102.11
21,10,9043082.43,102.06
21,11,9043082.43,102.06
11,28,8424445.56,101.96
11,29,8424445.56,101.96
8,24,7658376.57,101.87
8,25,7658376.57,101.87
11,33,8197853.55,101.81
4,29,6980500.32,101.72
16,6,9206244.6,101.48
13,18,9023236.07,101.43
12,14,9093458.31,101.42
24,22,8909580.79,101.36
25,19,8873447.67,101.35
25,20,8873447.67,101.35
11,38,8154496.91,101.27
10,1,5988843.45,100.94
7,35,7246041.55,100.9
25,18,8809266.61,100.62
25,14,8778102.04,100.26
24,19,8811249.34,100.24
11,31,8062145.53,100.13
22,15,8824021.97,99.98
16,5,9067131.62,99.95
25,17,8749668.84,99.94
12,15,8958647.22,99.92
4,32,6856553.78,99.92
7,36,7161071.84,99.72
22,19,8777191.02,99.45
23,14,8767381.92,99.34
13,19,8820728.8,99.16
22,18,8747685.78,99.12
22,17,8738877.49,99.02
5,6,7440648.01,98.98
25,16,8663807.95,98.96
22,20,8688147.18,98.44
22,21,8688147.18,98.44
4,33,6753055.26,98.41
13,2,5985662.49,98.32
10,46,6927470.87,98.02
12,16,8758327.54,97.68
4,44,6690050.27,97.49
4,45,6690050.27,97.49
4,46,6690050.27,97.49
4,47,6690050.27,97.49
4,48,6690050.27,97.49
4,49,6690050.27,97.49
21,16,8635776.68,97.46
21,17,8635776.68,97.46
21,12,8586518.01,96.91
23,15,8531931.89,96.67
5,7,7244817.03,96.37
11,37,7746818.16,96.21
11,30,7727330.51,95.97
21,15,8494775.4,95.87
4,42,6504475.22,94.79
4,43,6504475.22,94.79
25,22,8297058.21,94.77
12,21,8184631.18,94.62
21,20,8380667.3,94.58
13,17,8386767.31,94.28
21,19,8351162.06,94.25
25,13,8247264.67,94.2
12,19,8372970.95,94.12
11,34,7561962.09,93.91
26,12,8114086.34,93.81
11,42,7547210.74,93.73
27,11,8100362.31,93.65
27,12,8100362.31,93.65
8,29,6924922.28,93.64
8,30,6924922.28,93.64
22,5,8240161.26,93.37
22,6,8240161.26,93.37
22,7,8240161.26,93.37
22,8,8240161.26,93.37
9,1,5550653.42,93.32
13,15,8293797.35,93.23
15,3,5621346.27,93.13
11,43,7481790.11,92.92
10,47,6565087.57,92.89
10,48,6565087.57,92.89
10,49,6565087.57,92.89
21,18,8223408.22,92.81
26,13,8009026.45,92.59
13,14,8284690.59,92.4
27,13,7987948.28,92.35
25,24,8071195.42,92.19
12,20,7974470.75,92.19
23,21,8115879.75,91.96
11,46,7370533.64,91.54
11,45,7347308.58,91.25
4,34,6244578.1,91
26,14,7863046.1,90.91
26,15,7863046.1,90.91
25,23,7953838.09,90.85
27,14,7842417.72,90.67
27,19,7832252.64,90.55
26,19,7813432.17,90.33
4,35,6192771.08,90.24
4,36,6192771.08,90.24
4,37,6192771.08,90.24
4,38,6192771.08,90.24
4,39,6192771.08,90.24
25,21,7897287.52,90.2
13,24,7440169.74,90.04
26,18,7769240.96,89.82
27,17,7764039.99,89.76
27,18,7764039.99,89.76
6,3,6139082.35,89.54
23,16,7881561.67,89.3
23,19,7878073.38,89.27
27,8,7706060.91,89.09
27,9,7706060.91,89.09
27,16,7696867.85,88.98
26,22,7689975.38,88.9
26,16,7686881.54,88.87
26,17,7686881.54,88.87
27,22,7684443.22,88.84
27,23,7684443.22,88.84
12,24,7555594.09,88.8
12,25,7336446.51,88.79
27,21,7667424.72,88.64
12,22,7639232.19,88.32
23,20,7788969.51,88.26
11,47,7097536.78,88.15
13,16,7821933.29,87.93
23,18,7728243.3,87.57
27,15,7565934.58,87.47
23,22,7716059.82,87.43
17,4,7828882.94,86.98
23,17,7665712.76,86.86
13,20,7510777.62,86.83
4,40,5943506.26,86.61
4,41,5943506.26,86.61
24,11,7574928.94,86.17
11,44,6922443.24,85.97
12,26,7095558.95,85.87
28,11,7420181.69,85.79
28,12,7420181.69,85.79
10,50,6060283.28,85.75
12,23,7289832.04,85.67
21,7,7571704.96,85.45
21,8,7571704.96,85.45
21,9,7571704.96,85.45
26,20,7360646.93,85.1
26,21,7360646.93,85.1
28,25,7346334.84,84.93
28,26,7346334.84,84.93
27,20,7342774.24,84.89
12,17,7511784.3,84.78
12,18,7511784.3,84.78
11,48,6826209.2,84.78
28,13,7331389.27,84.76
29,11,7312397.34,84.54
29,12,7312397.34,84.54
11,4,7711344.7,84.35
12,27,6948965.63,84.1
27,10,7247104.82,83.78
11,3,7654141.56,83.73
29,13,7211318.06,83.37
26,10,7210630.49,83.36
26,11,7210630.49,83.36
24,12,7320570.25,83.28
28,20,7196890.75,83.2
28,21,7196890.75,83.2
28,17,7191151.13,83.14
28,18,7191151.13,83.14
6,2,5689173.49,82.98
28,27,7165314.88,82.84
24,13,7261492.98,82.61
27,24,7139216.35,82.54
28,16,7136674.56,82.51
12,28,6639609.88,82.46
29,17,7076882.1,81.82
28,15,7066650.86,81.7
20,6,6495451.42,81.66
13,23,6939066.52,81.55
16,17,7048609.66,81.49
29,16,7040344.25,81.39
28,22,7037591.16,81.36
27,26,7009330.94,81.04
13,21,6988630.96,80.8
26,25,6987998.06,80.79
28,23,6982354.2,80.72
28,24,6982354.2,80.72
27,25,6976571.41,80.66
24,8,7070286.24,80.43
24,9,7070286.24,80.43
26,23,6952654.68,80.38
26,24,6952654.68,80.38
29,7,6918682.59,79.99
29,8,6918682.59,79.99
29,28,6917109.87,79.97
13,3,5229074.36,79.95
28,14,6910075.21,79.89
23,11,7047525.98,79.85
23,12,7047525.98,79.85
14,18,7095412.73,79.76
16,18,6891389.71,79.67
12,34,6395067.94,79.42
25,10,6937280.67,79.24
24,14,6950035.24,79.06
11,49,6355763.3,78.93
15,17,7019251.57,78.91
15,16,7003743.82,78.73
29,15,6797446.54,78.59
28,19,6794679.49,78.55
29,14,6792402.8,78.53
29,24,6685050.38,77.29
29,25,6685050.38,77.29
29,18,6677726.73,77.2
13,22,6561529.03,77.11
29,27,6665166.06,77.06
17,3,6916496.13,76.84
14,16,6823437.26,76.7
23,13,6764804.78,76.65
29,21,6629593.08,76.65
29,22,6629593.08,76.65
28,10,6625763.69,76.6
14,17,6807577.07,76.53
18,19,6619589.35,76.53
29,19,6612574.58,76.45
29,20,6612574.58,76.45
17,19,6501146.98,76.4
8,2,5422265.24,76.33
29,23,6574596,76.01
15,18,6759883.72,75.99
25,11,6649997.31,75.96
25,12,6649997.31,75.96
29,9,6566003.34,75.91
29,10,6566003.34,75.91
13,25,6225210.01,75.34
12,36,6039768.71,75.01
24,10,6577155.38,74.82
23,9,6569396.35,74.44
23,10,6569396.35,74.44
15,19,6435794.5,74.41
12,35,5990548.72,74.4
14,19,6590752.06,74.09
30,11,6405822.45,74.06
30,12,6405822.45,74.06
18,20,6300570.64,74.05
17,18,6571039.85,73.87
17,20,6268945.61,73.67
16,2,4418301.42,73.38
25,7,6413074.31,73.25
25,8,6413074.31,73.25
25,9,6413074.31,73.25
14,15,6487477.45,72.64
12,41,5835107.59,72.47
16,3,4406023.59,71.84
12,42,5780028.35,71.78
16,19,6192010.41,71.59
11,50,5764452.79,71.59
14,20,6152338.52,71.13
14,21,6144374.21,71.04
5,3,5013305.4,70.94
29,26,6112044.96,70.66
30,16,6103639.06,70.57
30,17,6103639.06,70.57
30,18,6103639.06,70.57
30,19,6103639.06,70.57
12,37,5679607.71,70.54
31,12,6086521.99,70.37
30,6,6054185.69,69.99
30,7,6054185.69,69.99
30,8,6054185.69,69.99
19,7,5698826.66,69.96
28,7,6042254.71,69.86
28,8,6042254.71,69.86
30,13,6003422.95,69.41
7,4,4752993.68,68.98
30,14,5958440.45,68.89
30,23,5946721.46,68.75
30,24,5946721.46,68.75
29,4,5132577.28,68.66
30,15,5932823.26,68.59
13,33,5517414.86,68.52
30,25,5918067.29,68.42
30,26,5918067.29,68.42
13,26,5637585.94,68.23
30,20,5875065.97,67.92
30,28,5874982.19,67.92
12,32,5461959.69,67.83
29,3,5065068.94,67.76
17,21,5591148.1,67.67
12,39,5429687.38,67.43
12,40,5429687.38,67.43
31,17,5826053.96,67.36
31,18,5826053.96,67.36
31,19,5826053.96,67.36
31,20,5826053.96,67.36
31,21,5826053.96,67.36
30,21,5820318.77,67.29
30,22,5820318.77,67.29
13,34,5414749.54,67.25
18,6,5995058.52,67.13
14,24,5533482.88,66.97
12,30,5353521.29,66.49
15,20,5711208.48,66.03
31,29,5699819.52,65.9
12,38,5301215.86,65.84
30,9,5690648.84,65.79
30,10,5690648.84,65.79
14,3,6026046.29,65.66
31,22,5674053.51,65.6
31,23,5674053.51,65.6
31,13,5659559.72,65.43
31,15,5655221.85,65.38
31,16,5655221.85,65.38
31,14,5651282.56,65.34
28,9,5644028.24,65.25
31,24,5642187.58,65.23
12,43,5239530.49,65.07
13,32,5237927.8,65.05
7,5,4473524.99,64.92
30,5,5606803.69,64.82
6,1,4441972.13,64.79
30,29,5560524.62,64.29
14,22,5437649.31,63.9
31,25,5497308.86,63.56
12,45,5115282.25,63.53
33,21,5491395.27,63.49
12,44,5097244.47,63.3
16,20,5382862.2,63.26
18,7,5610639.97,62.82
31,6,5395858.6,62.38
31,7,5395858.6,62.38
31,8,5395858.6,62.38
31,9,5395858.6,62.38
31,10,5395858.6,62.38
31,11,5395858.6,62.38
34,3,5385600.54,62.26
14,23,5108831.96,61.83
12,33,4969263.21,61.72
30,27,5332542.23,61.65
31,30,5330597.73,61.63
15,21,5210870.25,61.24
33,22,5284445.5,61.09
33,23,5284445.5,61.09
16,21,5185772.79,60.94
19,20,5175452.24,60.82
12,46,4891930.06,60.75
33,12,5249365.55,60.69
12,31,4844244.41,60.16
18,21,4969537.21,60.14
12,29,4833370.41,60.03
33,13,5160338.03,59.66
11,2,4024073.39,59.13
28,5,4424080.97,59
34,21,5096756.09,58.92
34,22,5096756.09,58.92
13,27,4739733.88,58.86
13,28,4739733.88,58.86
13,36,4729015.28,58.73
33,24,5078295.32,58.71
12,2,3976860.41,58.44
33,14,5018832.32,58.02
33,15,5002530.48,57.83
33,16,5002530.48,57.83
31,27,4994224.9,57.74
26,9,4973469.91,57.5
12,47,4613281.87,57.29
33,2,3975722.3,57.22
33,17,4936242.32,57.07
33,18,4936242.32,57.07
33,19,4936242.32,57.07
33,20,4936242.32,57.07
34,23,4909424.11,56.76
34,24,4909424.11,56.76
15,22,4818293.05,56.63
5,4,4001269.76,56.62
31,26,4896296.16,56.61
34,15,4877079.29,56.38
3,13,3703155.92,56.36
28,6,4006658.62,56.29
18,29,4439185.2,56.11
31,28,4852670.71,56.1
13,42,4512610.17,56.04
16,22,4606371.54,55.75
13,39,4484646.9,55.7
13,40,4484646.9,55.7
13,35,4480634.71,55.65
34,16,4805256.94,55.55
34,17,4805256.94,55.55
34,18,4805256.94,55.55
34,19,4805256.94,55.55
32,22,4795212.38,55.44
27,5,4354355.4,55.41
33,6,4774635.99,55.2
33,7,4774635.99,55.2
33,8,4774635.99,55.2
33,9,4774635.99,55.2
33,10,4774635.99,55.2
34,8,4767636.7,55.12
34,9,4767636.7,55.12
18,1,4913556.59,55.02
18,2,4913556.59,55.02
17,22,4542031.8,54.97
13,30,4415607.65,54.84
29,5,4076901.86,54.54
13,31,4380398.24,54.4
33,11,4698177.1,54.32
34,25,4692297.88,54.25
8,1,3847446.08,54.16
15,23,4470904.29,54.11
18,5,4808272.15,53.84
34,10,4655439.19,53.82
34,11,4655439.19,53.82
13,43,4328126.61,53.75
29,6,3990417.9,53.38
32,2,3660960.29,53.07
34,20,4588699.57,53.05
13,37,4263813.92,52.95
32,23,4579531.53,52.94
18,3,4722066.2,52.87
18,4,4722066.2,52.87
3,11,3471863.73,52.84
13,29,4250525.02,52.79
17,5,4743063.41,52.69
31,3,3817886.93,52.42
31,5,4531541.24,52.39
34,26,4518190.29,52.24
18,22,4314355.1,52.21
13,44,4184359.85,51.97
12,48,4129380.66,51.28
3,12,3360886.15,51.15
32,11,4416279.88,51.06
3,17,3350288.53,50.99
3,21,3340562.53,50.84
13,41,4090613.73,50.8
14,25,4170209.18,50.47
7,3,3445289.7,50.43
7,1,3441077.29,50.37
34,14,4342270.17,50.2
3,20,3296787.63,50.18
12,49,4018175.89,49.9
21,6,3801045.34,49.89
34,13,4306528.91,49.79
27,6,3540013.43,49.74
32,12,4291797.23,49.62
33,25,4285607.53,49.55
33,26,4285607.53,49.55
33,5,4262446.07,49.28
34,12,4251189.88,49.15
30,3,3626893.79,49.15
20,21,4058455.2,49.12
26,3,3926897.88,49.07
3,22,3216633.13,48.96
3,23,3216633.13,48.96
4,1,3178800.82,48.76
32,16,4210314.3,48.68
32,17,4210314.3,48.68
32,18,4210314.3,48.68
32,19,4210314.3,48.68
32,20,4210314.3,48.68
32,21,4210314.3,48.68
13,38,3895736.86,48.38
3,15,3175415.59,48.33
7,6,3325027.65,48.25
38,2,4162756.34,48.13
38,3,4162756.34,48.13
37,3,4146844.93,47.94
12,50,3851845.11,47.84
33,4,4114850.64,47.57
33,27,4112865.27,47.55
4,3,3124960.27,47.4
3,16,3106069.03,47.27
3,18,3105051.09,47.26
3,19,3105051.09,47.26
32,13,4048442.84,46.8
35,4,4043963.22,46.75
35,5,4043963.22,46.75
35,3,4024770.07,46.53
3,24,3051273.93,46.44
32,14,4002183.55,46.27
32,15,4002183.55,46.27
3,14,3032141.75,46.15
17,23,3812130.92,46.14
33,28,3940985.9,45.56
35,8,3933803.31,45.48
35,9,3933803.31,45.48
33,30,3917950.92,45.3
27,3,3544861.69,45.11
34,5,3901109.69,45.1
34,6,3901109.69,45.1
34,7,3901109.69,45.1
4,2,2944112.18,44.65
32,24,3855054.83,44.57
32,25,3855054.83,44.57
35,21,3850545.53,44.52
35,22,3850545.53,44.52
33,3,3142292.81,44.46
14,2,2771904.05,44.42
18,23,3559849.31,44.21
3,50,2902249.38,44.17
35,10,3815432.2,44.11
14,26,3543050.89,44
7,2,2997989.77,43.89
35,17,3780361.36,43.71
35,18,3780361.36,43.71
30,4,3225455.82,43.71
16,23,3605511.74,43.63
32,29,3773022.96,43.62
34,27,3767395.78,43.56
26,7,3084990.29,43.34
32,9,3743952.73,43.28
32,10,3743952.73,43.28
36,3,3736847.9,43.2
20,2,3418229.33,42.97
21,5,3263530.78,42.84
27,7,3035729.04,42.65
14,31,3411609.03,42.37
35,11,3662429.84,42.34
36,4,3636681.33,42.04
36,5,3636681.33,42.04
36,6,3636681.33,42.04
34,33,3609335.01,41.73
35,23,3601126.32,41.63
35,24,3601126.32,41.63
35,25,3601126.32,41.63
33,31,3594964.8,41.56
16,29,3336514.2,41.44
14,35,3245769.96,41.03
32,26,3543433.64,40.97
35,19,3534709.41,40.87
35,20,3534709.41,40.87
35,14,3534695.18,40.87
15,25,3284417.11,40.79
16,30,3225565.54,40.77
3,25,2671161.39,40.65
32,30,3511596.04,40.6
24,6,2911086.31,40.42
24,7,2911086.31,40.42
28,3,3112884.86,40.35
32,27,3489473.17,40.34
32,28,3482604.24,40.26
33,32,3475727.96,40.18
35,12,3461243.65,40.02
35,13,3461243.65,40.02
14,27,3220137.2,39.99
34,4,3449317.25,39.88
35,15,3440284.13,39.77
35,16,3440284.13,39.77
38,4,3439591.53,39.77
34,2,2772098.55,39.61
14,34,3163926.34,39.29
32,3,2707374.75,39.25
15,24,3223983.09,39.02
39,2,3365954.95,38.91
39,3,3365954.95,38.91
17,29,3071621.68,38.83
21,2,3006751.2,38.62
32,5,3338346.61,38.6
32,6,3338346.61,38.6
32,7,3338346.61,38.6
32,8,3338346.61,38.6
37,4,3335630.35,38.56
37,5,3335630.35,38.56
37,6,3335630.35,38.56
32,4,3326168.67,38.45
34,30,3308737.98,38.25
34,31,3308737.98,38.25
3,49,2510605.25,38.21
22,3,2858416.83,37.52
31,4,2719858.46,37.34
17,24,3002519.17,37.29
14,33,2998792.23,37.24
13,46,2978608.08,36.99
14,1,2231469.36,36.81
13,45,2960410.01,36.77
