P:N1,P:N2,净利润,年化收益率%,夏普比率
22,2,23363974.82,208.12,1.6077
34,24,23361916.26,170.91,1.3463
34,22,23318883.52,170.6,1.3496
35,22,23268656.23,170.23,1.3494
34,23,23233239.09,169.97,1.3404
28,22,23180386.41,169.59,1.3271
33,22,23142923.65,169.31,1.3455
36,21,23134900.52,169.25,1.3522
36,22,22985263.51,168.16,1.3432
37,20,22883023.43,167.41,1.3401
35,24,22869569.93,167.31,1.329
37,21,22674220.72,165.88,1.335
33,23,22609355.94,165.41,1.3149
37,22,22488380.52,164.52,1.3112
33,24,22391285.14,163.81,1.307
27,22,22316929.82,163.27,1.2624
35,23,22248933.05,162.77,1.2968
36,23,22241987.3,162.72,1.3013
16,17,21576350.34,160.9,1.2644
6,17,20530404.22,160.71,1.1921
5,18,20582264.12,159.94,1.1802
37,23,21852966.59,159.87,1.2781
7,11,20370782.45,159.46,1.2952
32,23,21764959.99,159.23,1.2567
38,22,21626947.56,158.22,1.2434
36,24,21482784.91,157.17,1.2562
37,24,21421661.15,156.72,1.2527
4,20,21972962.09,156.18,1.2477
38,21,21318718.1,155.97,1.2377
33,21,21304694.24,155.86,1.253
34,25,21219186.15,155.24,1.224
39,22,21204057.68,155.13,1.222
33,25,21178448.51,154.94,1.2216
32,25,21161052.59,154.81,1.2192
13,18,20965817.6,153.38,1.2828
13,21,20491241.11,152.81,1.1917
14,18,20466188.3,152.62,1.2565
34,21,20826197.79,152.36,1.2169
28,23,20811393.44,152.25,1.2333
3,20,20103869.88,152.05,1.1857
29,24,20742457.16,151.75,1.2311
27,23,20740972.55,151.74,1.1891
28,24,20689565.91,151.36,1.2288
39,23,20677465.94,151.27,1.1988
27,24,20676173.57,151.27,1.1964
38,23,20667948.03,151.21,1.198
5,19,21090307.64,149.91,1.1947
35,21,20441509.64,149.55,1.2038
33,26,20422455.06,149.41,1.1944
39,21,20417896.88,149.38,1.1859
38,20,20412518.89,149.34,1.1878
34,26,20400344.14,149.25,1.1915
35,25,20386701.05,149.15,1.1846
4,21,20830341,148.81,1.2019
36,20,20332248.26,148.75,1.2033
32,26,20233384.03,148.03,1.1833
13,22,19821471.56,147.81,1.1581
8,24,19810106.95,147.73,1.1445
25,23,20583695.5,147.05,1.1879
13,19,20100422.36,147.05,1.1972
32,31,20090486.93,146.98,1.1607
16,19,19914062.99,146.95,1.1482
26,23,20549220.16,146.8,1.1776
6,20,20539144.06,146.73,1.1684
6,18,20631265.88,146.65,1.2094
4,22,20477933.61,146.29,1.178
13,17,19977377.09,146.15,1.2444
12,22,19557827.09,145.84,1.1563
13,20,19905171.77,145.62,1.1973
32,24,19877891.64,145.43,1.1612
38,19,19857911.99,145.28,1.1615
12,23,19470885.4,145.2,1.1504
37,33,19833345.78,145.1,1.1437
25,16,20304856.64,145.05,1.1678
30,28,19816561.26,144.98,1.1404
32,17,19812054.98,144.94,1.1765
35,26,19790073.63,144.78,1.1605
36,25,19789937.63,144.78,1.1624
3,21,20354670.2,144.68,1.1804
37,25,19724173.84,144.3,1.1543
12,20,19721943.17,144.28,1.1947
31,26,19623676.29,143.57,1.1591
39,20,19607317.25,143.45,1.1495
39,24,19604446.56,143.42,1.1399
38,24,19595126.59,143.36,1.1409
39,19,19588983.7,143.31,1.1463
25,22,20026356.05,143.06,1.1545
5,20,20020216.62,143.02,1.1564
24,15,19996673.11,142.85,1.1453
12,19,19512810.93,142.75,1.1639
5,21,19979901.27,142.73,1.153
5,23,19493084.15,142.61,1.1528
36,33,19454271.45,142.33,1.1215
28,21,19439083.62,142.21,1.1455
26,24,19706041.61,140.78,1.156
24,13,19648401.27,140.36,1.1312
2,23,19559838.07,139.73,1.1562
6,19,19544356.34,139.62,1.1419
24,16,19506118.76,139.35,1.1244
3,22,19477475.77,139.14,1.1307
