P:N1,P:N2,净利润,年化收益率%,夏普比率
7,12,13108699.57,189.56,1.8987
5,15,12351006.62,186.14,1.9034
5,13,12154024.55,181.45,1.7665
5,14,11942062.72,179.98,1.766
5,19,11584714.01,178.7,1.8029
5,17,11519105.62,177.69,1.7764
5,18,11499815.39,177.39,1.7953
4,20,11403938.56,175.91,1.8032
6,16,11396992.53,175.81,1.745
32,23,11368082.32,174.68,1.8853
34,24,11419938.5,173.44,1.8802
5,21,11401129.25,173.15,1.8187
15,16,11063236.01,172.69,1.7314
6,20,11353260.56,172.43,1.8039
6,17,11171033.19,172.32,1.7492
29,12,11225147.99,172.16,1.7484
28,22,11267594.55,172.05,1.7735
4,12,11879754.16,171.79,1.7563
5,20,11136697.51,171.79,1.79
25,12,11862592.46,171.54,1.7317
25,17,11106348.97,171.17,1.7041
5,16,11288043.16,170.12,1.7136
34,23,10989097.88,169.36,1.8065
13,12,11683891.89,168.96,1.6847
23,13,10881957.1,168.94,1.6784
34,25,10951242.75,168.78,1.8137
25,16,10932807.89,168.5,1.6768
8,17,11083994.26,168.34,1.7425
26,12,10952458.78,167.97,1.7175
23,15,10887421.16,167.8,1.6696
4,21,10876618.54,167.78,1.7133
27,22,10986992.82,167.77,1.7239
32,25,10877129.17,167.64,1.8194
25,20,10878544.72,167.58,1.7206
4,22,10850425.75,167.38,1.7053
5,10,11699535.34,167.22,1.7197
22,2,11593816.52,166.86,1.7936
34,22,10866279.88,166.65,1.7941
6,14,11047589.52,166.5,1.6421
23,16,10798865.97,166.43,1.6508
8,10,11578588.61,166.13,1.6817
35,22,10764042.07,165.89,1.7744
33,25,10747209.22,165.63,1.7902
26,20,10727764.6,165.33,1.6935
35,24,10875581.65,165.17,1.7954
24,15,10702748.29,164.95,1.6496
26,19,10685136.32,164.6,1.683
24,13,10601007.57,164.57,1.6407
6,15,10662571,164.48,1.6476
4,17,10888540.66,164.1,1.6924
16,17,10843010.79,164.04,1.7543
24,14,10526291.45,164.01,1.6202
27,20,10624886.06,163.75,1.677
36,21,10615199.99,163.6,1.7543
5,11,11426630.13,163.32,1.6438
4,24,10530942.67,162.94,1.6944
36,24,10714536.01,162.73,1.7803
23,12,11251193.4,162.7,1.6651
7,11,11335486.08,162.64,1.6213
13,14,10624732.56,162.57,1.5939
37,24,10685516.18,162.29,1.7771
5,25,10482579.83,162.19,1.7024
25,19,10514486.29,161.97,1.6507
32,28,10506987.41,161.93,1.7844
33,21,10531134.36,161.82,1.7513
6,13,10838631.15,161.81,1.561
35,23,10487595.1,161.63,1.7299
7,17,10636921.98,161.55,1.6719
4,18,10694340.88,161.18,1.6927
32,27,10437046.31,160.85,1.7952
23,11,11192806.37,160.6,1.6528
23,14,10411472.4,160.46,1.6194
37,23,10410415.59,160.44,1.7341
16,19,10597074.06,160.32,1.738
26,18,10400213.14,160.29,1.64
32,31,10398033.44,160.25,1.7931
33,22,10427757.57,160.23,1.734
33,23,10427757.57,160.23,1.734
7,18,10544370.35,160.14,1.6763
36,22,10382882.25,160.02,1.7305
36,23,10382882.25,160.02,1.7305
37,20,10423977.01,159.87,1.7303
35,25,10366739.06,159.77,1.7152
24,16,10365551.89,159.75,1.5946
33,24,10510290.99,159.62,1.7583
7,13,10666870.1,159.25,1.5854
38,22,10327806.68,159.17,1.7215
7,24,10400794.65,158.82,1.7314
38,20,10355775.1,158.82,1.7216
3,21,10366485.63,158.62,1.6385
7,19,10402961.97,157.99,1.669
15,19,10374439.88,156.96,1.7181
27,24,10332439.36,156.92,1.6715
5,12,10849370.69,156.89,1.5621
24,12,10781773.75,155.91,1.6076
13,6,10838044.98,154.9,1.5503
23,10,10690706.74,153.39,1.601
6,12,10476327.35,151.5,1.4998
6,11,10518975.93,150.93,1.5043
9,11,10317879.49,149.21,1.5236
