#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,22,2,23295537.28,185.81,1.4720
2,34,23,22988409.32,150.60,1.2251
3,33,22,22959423.52,150.41,1.2324
4,34,24,22953705.85,150.37,1.2238
5,33,23,22364526.17,146.51,1.2016
6,28,22,22280812.84,145.96,1.1899
7,33,24,21983074.73,144.01,1.1875
8,27,22,21805177.61,142.85,1.1455
9,32,23,21745509.94,142.46,1.1566
10,16,19,21521951.21,142.21,1.1166
11,16,17,21466258.67,143.34,1.1602
12,34,22,21327978.56,139.72,1.1627
13,35,22,21192294.82,138.83,1.1592
14,33,21,21161093.04,138.63,1.1485
15,7,11,21006489.94,147.24,1.2176
16,32,25,20916232.58,137.02,1.1128
17,36,21,20891786.06,136.86,1.1548
18,35,24,20793208.52,136.22,1.1402
19,33,25,20770238.10,136.07,1.1090
20,36,22,20742149.05,135.88,1.1467
21,29,24,20717830.83,135.72,1.1350
22,24,16,20648130.50,132.08,1.0823
23,37,20,20639908.96,135.21,1.1436
24,24,15,20620187.44,131.90,1.0861
25,34,25,20602774.72,134.97,1.1027
26,4,20,20510395.89,130.54,1.0991
27,37,21,20431106.26,133.84,1.1388
28,25,16,20428754.17,130.68,1.0821
29,25,17,20402281.01,130.51,1.0574
30,27,23,20284156.45,132.88,1.0799
31,37,22,20245266.06,132.63,1.1175
32,24,13,20211354.00,129.29,1.0706
33,35,23,20172571.64,132.15,1.1104
34,28,23,20085094.75,131.58,1.1098
35,16,18,20033431.19,132.38,1.0861
36,34,26,20024429.87,131.18,1.0822
37,28,24,20018373.42,131.14,1.1076
38,5,19,19999369.52,127.29,1.0649
39,36,23,19998872.84,131.01,1.1079
40,27,24,19986141.50,130.93,1.0772
41,26,23,19966683.43,127.72,1.0658
42,25,23,19891130.58,127.24,1.0725
43,33,26,19806043.63,129.75,1.0752
44,15,29,19797014.81,130.36,1.0402
45,32,24,19796782.11,129.69,1.0657
46,25,24,19796167.09,126.63,1.0598
47,32,26,19779373.49,129.57,1.0709
48,32,17,19752366.06,129.40,1.0818
49,6,17,19729886.78,138.30,1.0705
50,25,22,19682134.09,125.90,1.0543
51,37,23,19609852.13,128.46,1.0864
52,31,26,19599978.04,128.40,1.0654
53,7,10,19556125.65,137.08,1.1556
54,5,18,19491326.00,135.62,1.0465
55,31,25,19480958.44,127.62,1.0576
56,30,22,19456620.38,127.46,1.0529
57,15,28,19453660.77,128.10,1.0230
58,17,20,19401872.06,127.32,1.0461
59,38,22,19351416.89,126.77,1.0539
60,25,20,19334234.43,123.68,0.9912
61,35,26,19328702.90,126.62,1.0501
62,4,21,19305551.29,123.50,1.0537
63,36,24,19239670.45,126.04,1.0661
64,25,18,19214956.77,122.92,1.0146
65,26,19,19184720.64,122.72,0.9927
66,30,21,19181489.03,125.66,1.0389
67,37,24,19178546.69,125.64,1.0628
68,6,18,19149899.43,121.88,1.0639
69,24,17,19136623.66,122.41,1.0306
70,18,20,19091848.11,125.29,1.0328
71,30,28,19052176.44,124.81,1.0217
72,38,21,19043187.44,124.75,1.0479
73,17,21,19025196.70,124.85,1.0277
74,12,27,19021486.70,124.82,1.0026
75,34,27,18993532.88,124.43,1.0119
76,28,25,18989448.85,124.40,1.0355
77,12,26,18977704.58,125.40,1.0284
78,32,13,18962606.21,124.22,1.0041
79,14,27,18928746.09,124.22,0.9935
80,39,22,18928527.02,124.00,1.0341
81,32,22,18921312.95,123.95,1.0254
82,30,23,18911234.19,123.89,1.0317
83,26,24,18901072.00,120.91,1.0373
84,6,20,18891388.92,120.85,1.0173
85,28,21,18891274.89,123.76,1.0356
86,30,25,18888984.45,123.74,1.0278
87,32,14,18886736.60,123.73,1.0000
88,18,22,18877255.21,124.31,1.0259
89,13,22,18865903.04,125.98,1.0312
90,34,21,18835292.84,123.39,1.0399
91,15,25,18835140.47,123.60,0.9931
92,29,12,18806382.54,133.28,1.0604
93,27,20,18783476.99,123.05,0.9771
94,26,18,18777974.31,120.12,0.9837
95,4,18,18724666.72,130.29,1.0265
96,30,19,18700798.63,122.51,1.0210
97,13,23,18689582.85,124.80,1.0196
98,11,26,18675629.05,123.41,1.0268
99,4,12,18649031.11,130.48,1.0346
100,31,20,18614327.89,121.94,1.0221
