P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-16653137.25,-1599.34,-11.5224
0.01,2,-16414748.74,-1576.45,-11.3537
0.01,3,-15540235.86,-1492.46,-10.6885
0.01,4,-15356484.46,-1474.81,-10.591
0.01,5,-15203312.84,-1452.12,-10.2628
0.01,6,-15202056.26,-1452,-10.2751
0.01,7,-14861060.66,-1419.43,-10.0167
0.01,8,-14605123.36,-1394.99,-9.8138
0.01,9,-14898535.92,-1423.01,-9.8934
0.01,10,-14188949.55,-1355.23,-9.4973
0.01,11,-14190392.17,-1355.37,-9.4657
0.01,12,-13800893.92,-1318.17,-9.2171
0.01,13,-13579555.65,-1297.03,-9.0551
0.01,14,-13378720.65,-1277.85,-8.9077
0.01,15,-13697238.21,-1308.27,-8.9639
0.01,16,-13045038.41,-1245.98,-8.6662
0.01,17,-12780515.81,-1220.71,-8.3835
0.01,18,-12301145.84,-1174.92,-8.1765
0.01,19,-11708260.99,-1118.3,-7.7813
0.01,20,-11855796.55,-1132.39,-7.9085
0.01,21,-11128789.85,-1062.95,-7.4653
0.01,22,-11027566.22,-1053.28,-7.3938
0.01,23,-11799179.99,-1126.98,-7.8636
0.01,24,-10522678.52,-1005.06,-7.053
0.01,25,-11076557.99,-1057.96,-7.3999
0.01,26,-10154116.85,-969.85,-6.8077
0.01,27,-10375589.49,-991.01,-6.9561
0.01,28,-10424567.95,-995.69,-6.9945
0.01,29,-10095145.35,-964.22,-6.7989
0.01,30,-9318315.1,-890.02,-6.375
0.01,31,-10203414.15,-974.56,-6.9799
0.01,32,-7771523.54,-747.85,-5.6159
0.01,33,-8836642.35,-844.02,-6.2804
0.01,34,-6277266.59,-604.06,-4.8044
0.01,35,-7198155.93,-692.68,-5.4122
0.01,36,-5449556.16,-524.41,-4.3507
0.01,37,-5988201.14,-576.24,-4.7267
0.01,38,-5224875.16,-502.79,-4.2793
0.01,39,-5820270.71,-560.08,-4.7652
0.01,40,-5613870.29,-540.22,-4.6266
0.01,41,-9090468.49,-873.51,-7.7678
0.01,42,-3687022.31,-362.54,-3.3342
0.01,43,-8273330,-836.85,-7.1838
0.01,44,-2759776.73,-271.36,-2.7375
0.01,45,-6873143.3,-698.05,-6.265
0.01,46,-1546951.05,-157.85,-1.881
0.01,47,-5042128.58,-513.85,-5.2329
0.01,48,-2685346.58,-273.66,-3.8126
0.01,49,-2633340.08,-318.56,-3.8091
0.01,50,-1727511.51,0,-2.7019
0.02,1,-16987340.99,-1622.52,-11.5674
0.02,2,-16748952.47,-1599.75,-11.4006
0.02,3,-15874439.6,-1516.22,-10.7431
0.02,4,-15690688.2,-1498.67,-10.646
0.02,5,-12882589.39,-1256.26,-8.9699
0.02,6,-12881332.81,-1256.13,-8.9817
0.02,7,-12540337.21,-1222.88,-8.7281
0.02,8,-12284399.91,-1197.92,-8.5289
0.02,9,-11075384.07,-1080.03,-7.6309
0.02,10,-10365797.7,-1010.83,-7.2381
0.02,11,-10367240.32,-1010.97,-7.2116
0.02,12,-9977742.07,-972.99,-6.9711
0.02,13,-9756403.8,-951.4,-6.8172
0.02,14,-9555568.8,-931.82,-6.6768
0.02,15,-9874086.36,-958.24,-6.7562
0.02,16,-9221886.56,-899.28,-6.4461
0.02,17,-8957363.96,-869.27,-6.1892
0.02,18,-8477993.99,-826.74,-5.9692
0.02,19,-8732360.7,-851.54,-6.1017
0.02,20,-8880946.79,-866.03,-6.2263
0.02,21,-8153940.09,-795.14,-5.7859
0.02,22,-8217602.42,-801.35,-5.8317
0.02,23,-7976028.14,-777.79,-5.6648
0.02,24,-6699526.67,-653.31,-4.8603
0.02,25,-7253406.14,-707.32,-5.2041
0.02,26,-6330965,-617.37,-4.6185
0.02,27,-6552437.64,-638.97,-4.763
0.02,28,-6601416.1,-643.74,-4.7989
0.02,29,-6271993.5,-611.62,-4.6023
0.02,30,-5495163.25,-535.87,-4.1585
0.02,31,-6380262.3,-627.36,-4.7309
0.02,32,-6292307.51,-618.71,-4.7124
0.02,33,-5013490.5,-492.97,-4.0052
0.02,34,-4798050.56,-471.78,-3.8772
0.02,35,-4216511.5,-414.6,-3.5522
0.02,36,-3970340.14,-390.4,-3.4057
0.02,37,-4508985.11,-443.36,-3.7872
0.02,38,-3745659.14,-368.3,-3.3213
0.02,39,-4341054.69,-426.85,-3.8098
0.02,40,-4134654.26,-406.55,-3.665
0.02,41,-3528466,-339.05,-3.278
0.02,42,-3687022.31,-362.54,-3.3342
0.02,43,-2985876.78,-293.6,-2.893
0.02,44,-2759776.73,-271.36,-2.7375
0.02,45,-1688204.25,-166,-2.008
0.02,46,-1546951.05,-157.85,-1.881
0.02,47,-5042128.58,-513.85,-5.2329
0.02,48,-2685346.58,-273.66,-3.8126
0.02,49,-2633340.08,-318.56,-3.8091
0.02,50,-1727511.51,0,-2.7019
0.03,1,-16987340.99,-1622.52,-11.5674
0.03,2,-15907445.05,-1530.77,-10.9721
0.03,3,-14402018.24,-1404.43,-10.0216
0.03,4,-12715838.44,-1240,-8.8746
0.03,5,-12228463.07,-1192.47,-8.5098
0.03,6,-12227206.5,-1192.35,-8.5212
0.03,7,-11886210.9,-1159.09,-8.274
0.03,8,-11630273.6,-1134.14,-8.0799
0.03,9,-11923686.16,-1162.75,-8.1693
0.03,10,-11214099.79,-1093.55,-7.7758
0.03,11,-11215542.41,-1093.69,-7.7478
0.03,12,-10826044.16,-1055.71,-7.505
0.03,13,-10604705.89,-1034.13,-7.3488
