P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.43,7,8562668.15,78.38,1.6688
0.44,7,8267505.88,75.67,1.6223
0.93,3,8220420.92,75.24,1.3672
0.94,3,8220420.92,75.24,1.3672
0.95,3,8220420.92,75.24,1.3672
0.4,7,8160784.44,74.7,1.5432
0.41,7,8072017.08,73.88,1.5437
0.4,9,8025770.83,73.46,1.6243
0.41,9,7965976.54,72.91,1.5969
0.42,7,7889511.28,72.21,1.5209
0.91,3,7754046.24,70.97,1.2591
0.92,3,7754046.24,70.97,1.2591
0.41,8,7674147.64,70.24,1.5006
0.43,8,7563411.2,69.23,1.544
0.4,8,7328197.74,67.08,1.4439
1.61,2,6984401.84,66.52,1.5907
1.62,2,6984401.84,66.52,1.5907
1.63,2,6984401.84,66.52,1.5907
1.64,2,6984401.84,66.52,1.5907
1.65,2,6984401.84,66.52,1.5907
1.66,2,6984401.84,66.52,1.5907
1.67,2,6984401.84,66.52,1.5907
1.68,2,6984401.84,66.52,1.5907
1.69,2,6984401.84,66.52,1.5907
1.7,2,6984401.84,66.52,1.5907
1.71,2,6984401.84,66.52,1.5907
1.72,2,6984401.84,66.52,1.5907
0.34,9,7199873.05,65.9,1.1598
0.39,7,7195327.26,65.86,1.2609
0.36,8,7173102.34,65.66,1.1376
0.9,3,7097394.16,64.96,1.1415
1.56,2,6777619.65,64.55,1.526
1.57,2,6777619.65,64.55,1.526
1.58,2,6777619.65,64.55,1.526
1.59,2,6777619.65,64.55,1.526
1.6,2,6777619.65,64.55,1.526
0.39,9,6977593.24,63.87,1.4471
0.45,7,6916126.54,63.3,1.4324
0.42,8,6890254.32,63.07,1.395
0.42,9,6870464.47,62.89,1.4405
0.96,3,6748974.09,61.77,1.1606
0.97,3,6748974.09,61.77,1.1606
0.98,3,6748974.09,61.77,1.1606
0.38,9,6689834.15,61.23,1.396
1.38,2,6689272.99,61.23,1.3262
1.39,2,6689272.99,61.23,1.3262
0.39,8,6686862.25,61.21,1.34
0.33,10,6531378.64,59.78,1.067
0.44,6,6464405.75,59.17,1.1215
0.45,6,6425103.13,58.81,1.1144
0.44,8,6419982.4,58.76,1.3719
0.32,11,6318862.64,57.84,1.0731
0.2,36,5939696.05,56.95,1.1643
0.33,9,6130569.53,56.11,0.9925
1.36,2,5807996.29,53.16,1.1627
1.37,2,5807996.29,53.16,1.1627
0.19,37,5506193.84,52.79,0.9832
0.19,38,5506193.84,52.79,0.9832
0.37,7,5750916.56,52.64,0.9204
2.04,1,5739563.95,52.54,1.2075
0.87,3,5684366.64,52.03,0.9917
0.88,3,5684366.64,52.03,0.9917
0.89,3,5684366.64,52.03,0.9917
0.19,36,5391676.8,51.69,0.9525
0.45,8,5617030.72,51.41,1.255
0.34,8,5490722.06,50.26,0.7494
0.35,8,5490722.06,50.26,0.7494
1.34,2,5470817.69,50.08,1.0467
0.32,9,5454392.55,49.92,0.8623
0.2,35,5086589.2,48.77,0.9833
0.37,9,5280479.76,48.33,1.1782
0.43,9,5007070.29,48.01,1.0624
0.18,47,4971740.97,47.67,0.7968
0.38,8,5189594.8,47.5,1.1212
0.32,10,5107234.85,46.75,0.8354
0.36,9,5098156.81,46.66,1.1463
0.31,11,5037048.75,46.1,0.8211
1.35,2,4926846.51,45.1,0.9963
1.3,2,4924591.31,45.08,0.9566
1.31,2,4924591.31,45.08,0.9566
1.32,2,4924591.31,45.08,0.9566
1.33,2,4924591.31,45.08,0.9566
0.18,50,4699728.27,45.06,0.9117
0.2,42,4618148.15,44.28,0.826
2.01,1,4807152.39,44,1.0561
2.02,1,4807152.39,44,1.0561
2.03,1,4807152.39,44,1.0561
0.37,8,4789336.51,43.84,1.0641
0.38,7,4768158.02,43.64,0.8963
0.35,10,4766719.36,43.63,1.0914
0.2,39,4550655.69,43.63,0.8051
0.2,40,4550655.69,43.63,0.8051
0.2,47,4528361.27,43.42,0.9304
1.19,2,4714605.45,43.15,0.8425
1.27,2,4669141.65,42.74,0.9047
1.28,2,4669141.65,42.74,0.9047
1.29,2,4669141.65,42.74,0.9047
1.55,2,4428647.64,42.46,1.0834
0.38,10,4427884.94,42.45,0.9815
0.18,45,4390201.91,42.09,0.7056
0.18,46,4390201.91,42.09,0.7056
0.17,47,4355744.51,41.76,0.627
0.29,11,4551545.55,41.66,0.7288
0.18,49,4343032.72,41.64,0.8078
0.33,8,4540516.95,41.56,0.6144
0.2,41,4309035.05,41.31,0.7497
0.3,11,4449996.08,40.73,0.6944
0.2,34,4223094.95,40.49,0.7968
0.34,10,4417255.09,40.43,1.0122
1.97,1,4381213.84,40.1,0.9909
1.98,1,4381213.84,40.1,0.9909
1.99,1,4381213.84,40.1,0.9909
2,1,4381213.84,40.1,0.9909
0.19,35,4166920.11,39.95,0.7417
1.26,2,4361837.28,39.92,0.8566
1.92,1,4349070.84,39.81,0.9823
1.93,1,4349070.84,39.81,0.9823
1.94,1,4349070.84,39.81,0.9823
1.95,1,4349070.84,39.81,0.9823
1.96,1,4349070.84,39.81,0.9823
0.18,48,4127668.21,39.57,0.6628
0.17,49,4039169.46,38.73,0.6278
0.17,50,4039169.46,38.73,0.6278
0.36,10,4022852.52,38.57,0.8421
1.17,2,4212653.55,38.56,0.7707
1.18,2,4212653.55,38.56,0.7707
0.31,9,4204030.67,38.48,0.6557
1.16,2,4175767.93,38.22,0.7629
0.36,7,4159741.74,38.07,0.6375
1.51,2,3956473.14,37.93,0.9551
1.52,2,3956473.14,37.93,0.9551
1.53,2,3956473.14,37.93,0.9551
1.54,2,3956473.14,37.93,0.9551
0.19,47,3954732.25,37.92,0.6569
0.35,9,4079318.25,37.34,0.9458
0.2,46,3891158.17,37.31,0.8063
1.82,1,4061795.09,37.18,0.9173
1.83,1,4061795.09,37.18,0.9173
1.84,1,4061795.09,37.18,0.9173
1.85,1,4061795.09,37.18,0.9173
1.86,1,4061795.09,37.18,0.9173
1.87,1,4061795.09,37.18,0.9173
1.88,1,4061795.09,37.18,0.9173
1.89,1,4061795.09,37.18,0.9173
0.31,10,4044658.06,37.02,0.6404
0.37,10,3853165.06,36.94,0.8794
1.9,1,3963108.81,36.28,0.9044
1.91,1,3963108.81,36.28,0.9044
0.2,33,3756271.29,36.01,0.6947
0.18,39,3724417.1,35.71,0.5755
1.4,2,3721387.02,35.68,0.762
1.41,2,3721387.02,35.68,0.762
1.42,2,3721387.02,35.68,0.762
1.2,2,3895462.59,35.66,0.7482
1.21,2,3895462.59,35.66,0.7482
1.22,2,3895462.59,35.66,0.7482
1.23,2,3895462.59,35.66,0.7482
1.24,2,3895462.59,35.66,0.7482
1.25,2,3895462.59,35.66,0.7482
0.51,7,3706113.65,35.53,0.8471
0.19,44,3693440.59,35.41,0.5606
0.19,50,3678285.56,35.27,0.7194
0.2,37,3618244.12,34.69,0.603
0.2,38,3618244.12,34.69,0.603
0.19,49,3613221.47,34.64,0.6976
0.18,37,3609900.06,34.61,0.5475
0.18,38,3609900.06,34.61,0.5475
0.2,49,3559494.01,34.13,0.9078
0.2,50,3559494.01,34.13,0.9078
1.13,2,3706841.04,33.93,0.6647
0.17,48,3511671.75,33.67,0.5004
0.2,48,3494429.92,33.5,0.8909
1.43,2,3435275.26,32.94,0.84
1.44,2,3435275.26,32.94,0.84
1.45,2,3435275.26,32.94,0.84
1.46,2,3435275.26,32.94,0.84
1.47,2,3435275.26,32.94,0.84
1.48,2,3435275.26,32.94,0.84
1.49,2,3435275.26,32.94,0.84
1.5,2,3435275.26,32.94,0.84
1.8,1,3581172.29,32.78,0.8455
1.81,1,3581172.29,32.78,0.8455
0.2,45,3398458.12,32.58,0.6858
0.19,46,3373193.19,32.34,0.5682
2.12,1,3481902.53,31.87,0.8862
2.13,1,3481902.53,31.87,0.8862
0.19,34,3303425.86,31.67,0.5623
1.14,2,3451984.15,31.6,0.6408
1.15,2,3451984.15,31.6,0.6408
0.15,50,3294602.83,31.59,0.4858
0.56,9,3166738.31,31.14,0.6095
0.19,33,3227593.91,30.94,0.5088
0.5,9,3222502.5,30.9,0.7085
0.51,9,3222502.5,30.9,0.7085
1.75,2,3189991.92,30.58,0.8838
1.76,2,3189991.92,30.58,0.8838
1.77,2,3189991.92,30.58,0.8838
1.78,2,3189991.92,30.58,0.8838
0.19,42,3137717.34,30.08,0.4087
0.18,35,3136200.81,30.07,0.4513
0.18,36,3136200.81,30.07,0.4513
0.18,42,3133528.34,30.04,0.3608
0.43,6,3249242.11,29.74,0.5474
0.52,9,3090566.36,29.63,0.6917
1.73,2,3075474.89,29.49,0.8492
1.74,2,3075474.89,29.49,0.8492
0.19,39,3070224.87,29.44,0.3936
0.19,40,3070224.87,29.44,0.3936
0.18,40,3066035.87,29.4,0.3466
0.46,9,3055242.18,29.29,0.7685
0.44,9,3040022.22,29.15,0.7795
0.45,9,3040022.22,29.15,0.7795
0.47,7,2977783.6,28.55,0.7377
2.06,1,3065101.39,28.06,0.8027
2.07,1,3065101.39,28.06,0.8027
2.08,1,3065101.39,28.06,0.8027
2.09,1,3065101.39,28.06,0.8027
2.1,1,3065101.39,28.06,0.8027
2.11,1,3065101.39,28.06,0.8027
0.19,45,2880493.14,27.62,0.4546
0.2,32,2875462.5,27.57,0.5316
0.2,44,2870960.41,27.53,0.5486
0.52,7,2857847.12,27.4,0.7013
0.53,7,2857847.12,27.4,0.7013
1.12,2,2971557.19,27.2,0.5428
0.19,41,2828604.24,27.12,0.3393
0.18,41,2824415.24,27.08,0.2933
0.85,3,2924578.03,26.77,0.5301
0.86,3,2924578.03,26.77,0.5301
0.46,7,2769770.3,26.56,0.69
0.18,44,2756840.02,26.43,0.3123
2.05,1,2855353.07,26.14,0.7471
1.73,1,2853373.29,26.12,0.7371
1.74,1,2853373.29,26.12,0.7371
1.75,1,2853373.29,26.12,0.7371
1.76,1,2853373.29,26.12,0.7371
1.77,1,2853373.29,26.12,0.7371
1.78,1,2853373.29,26.12,0.7371
1.79,1,2853373.29,26.12,0.7371
0.42,6,2736290.72,25.05,0.4379
0.15,49,2590095.63,24.83,0.3339
0.35,7,2670970.25,24.45,0.2838
0.16,50,2532375.26,24.28,0.2871
0.19,48,2493653.14,23.91,0.4149
0.2,43,2474413.74,23.72,0.4902
0.29,12,2561764.86,23.45,0.4103
0.17,45,2406074.45,23.07,0.186
0.17,46,2406074.45,23.07,0.186
0.84,3,2503562.6,22.92,0.4452
0.19,43,2364482.35,22.67,0.304
0.18,43,2360293.35,22.63,0.2577
0.47,9,2330843.91,22.35,0.6533
0.47,8,2302451.15,22.07,0.6375
0.3,10,2406884.55,22.03,0.3836
0.18,34,2237346.5,21.45,0.264
1.09,2,2334828.69,21.37,0.4375
1.1,2,2334828.69,21.37,0.4375
1.11,2,2334828.69,21.37,0.4375
0.99,3,2324547.79,21.28,0.4519
1,3,2324547.79,21.28,0.4519
2.04,2,2117720.15,20.3,0.6175
0.5,7,2116051.94,20.29,0.5359
0.2,31,2098632.25,20.12,0.4177
0.46,8,2094437.85,20.08,0.5925
1.7,1,2178227.11,19.94,0.5272
1.71,1,2178227.11,19.94,0.5272
1.72,1,2178227.11,19.94,0.5272
0.83,3,2145205.74,19.64,0.3837
0.49,9,2030722.99,19.47,0.4994
0.3,9,2098597.56,19.21,0.2751
0.21,36,1636226.5,19.06,0.4733
0.17,40,1973522.81,18.92,0.2118
0.17,41,1973522.81,18.92,0.2118
0.32,35,1607561.01,18.34,0.676
0.32,36,1607561.01,18.34,0.676
0.32,37,1607561.01,18.34,0.676
0.16,49,1865194.59,17.88,0.1157
0.17,39,1859005.77,17.82,0.1872
0.59,8,1780033.99,17.5,0.3218
0.6,8,1780033.99,17.5,0.3218
0.19,32,1817383.76,17.42,0.2811
1.07,2,1898349.69,17.38,0.3761
1.08,2,1898349.69,17.38,0.3761
0.29,10,1814350.61,16.61,0.2887
0.17,38,1714122.5,16.43,0.1606
1.87,2,1702825.19,16.33,0.5245
1.88,2,1702825.19,16.33,0.5245
1.89,2,1702825.19,16.33,0.5245
1.9,2,1702825.19,16.33,0.5245
1.91,2,1702825.19,16.33,0.5245
1.92,2,1702825.19,16.33,0.5245
1.93,2,1702825.19,16.33,0.5245
1.94,2,1702825.19,16.33,0.5245
1.95,2,1702825.19,16.33,0.5245
1.96,2,1702825.19,16.33,0.5245
1.97,2,1702825.19,16.33,0.5245
1.98,2,1702825.19,16.33,0.5245
1.99,2,1702825.19,16.33,0.5245
2,2,1702825.19,16.33,0.5245
2.01,2,1702825.19,16.33,0.5245
2.02,2,1702825.19,16.33,0.5245
2.03,2,1702825.19,16.33,0.5245
2.67,1,1532854.2,15.85,0.5138
0.48,9,1591296.15,15.26,0.421
0.4,30,1223210.9,14.93,0.7755
0.4,31,1223210.9,14.93,0.7755
0.4,32,1223210.9,14.93,0.7755
0.4,33,1223210.9,14.93,0.7755
0.4,34,1223210.9,14.93,0.7755
0.4,35,1223210.9,14.93,0.7755
0.4,36,1223210.9,14.93,0.7755
0.4,37,1223210.9,14.93,0.7755
0.55,9,1462862.21,14.38,0.32
0.19,31,1482246.26,14.21,0.2128
0.5,11,1440173.14,14.16,0.3215
0.4,25,1203762.45,14.02,0.6828
0.4,26,1203762.45,14.02,0.6828
0.4,27,1203762.45,14.02,0.6828
0.4,28,1203762.45,14.02,0.6828
0.4,29,1203762.45,14.02,0.6828
0.41,25,1203762.45,14.02,0.6828
0.41,26,1203762.45,14.02,0.6828
0.41,27,1203762.45,14.02,0.6828
0.41,28,1203762.45,14.02,0.6828
0.41,29,1203762.45,14.02,0.6828
0.42,25,1203762.45,14.02,0.6828
0.42,26,1203762.45,14.02,0.6828
0.42,27,1203762.45,14.02,0.6828
0.42,28,1203762.45,14.02,0.6828
0.42,29,1203762.45,14.02,0.6828
1.56,1,1496141.4,13.69,0.3811
1.57,1,1496141.4,13.69,0.3811
1.58,1,1496141.4,13.69,0.3811
0.18,33,1420044.36,13.61,0.1306
0.21,34,1162527.25,13.54,0.3723
0.21,35,1162527.25,13.54,0.3723
0.22,34,1162527.25,13.54,0.3723
0.15,47,1348388.74,12.93,-0.0281
0.32,34,1110033.55,12.66,0.5165
1.68,1,1364532.8,12.49,0.3855
1.69,1,1364532.8,12.49,0.3855
0.52,6,1298968.5,12.45,0.3993
2.66,1,1203160.73,12.44,0.4389
0.13,47,1279619.44,12.27,0.0457
0.32,8,1317527.94,12.06,0.0258
0.34,7,1313438.42,12.02,0.0757
0.17,37,1240423.25,11.89,0.0719
0.41,6,1289744.16,11.81,0.18
0.57,9,1193530.02,11.74,0.2238
1.79,2,1169532.72,11.21,0.3993
1.8,2,1169532.72,11.21,0.3993
1.81,2,1169532.72,11.21,0.3993
1.82,2,1169532.72,11.21,0.3993
1.83,2,1169532.72,11.21,0.3993
1.84,2,1169532.72,11.21,0.3993
1.85,2,1169532.72,11.21,0.3993
1.86,2,1169532.72,11.21,0.3993
0.15,48,1161021.55,11.13,-0.0449
0.49,7,1152850.4,11.05,0.3476
0.75,4,1168821.1,10.7,0.3037
0.16,47,1111449.61,10.66,-0.121
0.23,25,1090992.69,10.46,0.4474
0.17,44,1086503.39,10.42,-0.0465
0.42,23,894649.35,10.42,0.4874
0.42,24,894649.35,10.42,0.4874
0.43,23,894649.35,10.42,0.4874
0.47,22,894649.35,10.42,0.4874
0.48,22,894649.35,10.42,0.4874
0.49,22,894649.35,10.42,0.4874
0.2,30,977831.85,9.38,0.1805
0.16,48,968327.18,9.28,-0.0757
0.2,20,988656.96,9.05,0.278
0.51,6,938874.58,9,0.3328
0.83,4,943261.64,8.98,0.1306
0.22,46,783721.26,8.94,0.3681
1.65,1,962004.97,8.81,0.2989
1.66,1,962004.97,8.81,0.2989
1.67,1,962004.97,8.81,0.2989
0.58,9,878314.46,8.64,0.1597
0.59,9,878314.46,8.64,0.1597
