P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.93,3,8218697.29,277.31,4.7193
0.94,3,8218697.29,277.31,4.7193
0.95,3,8218697.29,277.31,4.7193
0.96,3,8218697.29,277.31,4.7193
0.97,3,8218697.29,277.31,4.7193
0.98,3,8218697.29,277.31,4.7193
0.99,3,8218697.29,277.31,4.7193
1,3,8218697.29,277.31,4.7193
0.37,6,7942812.1,268,3.4093
0.9,3,7752322.6,261.58,4.2984
0.91,3,7752322.6,261.58,4.2984
0.92,3,7752322.6,261.58,4.2984
0.31,11,7538028.46,254.35,4.0216
0.32,11,7538028.46,254.35,4.0216
0.31,9,7246379.47,244.51,3.652
0.32,9,7246379.47,244.51,3.652
0.33,9,7127633.17,240.5,3.6223
0.34,9,7127633.17,240.5,3.6223
0.36,8,7127633.17,240.5,3.6223
0.15,47,5547149.81,239.54,3.5826
0.16,47,5547149.81,239.54,3.5826
0.17,47,5547149.81,239.54,3.5826
0.18,47,5547149.81,239.54,3.5826
0.28,11,7071653.78,238.61,3.5713
0.29,10,7071653.78,238.61,3.5713
0.29,11,7071653.78,238.61,3.5713
0.3,10,7071653.78,238.61,3.5713
0.3,11,7071653.78,238.61,3.5713
0.31,10,7071653.78,238.61,3.5713
0.32,10,7071653.78,238.61,3.5713
0.33,10,6952907.47,234.6,3.5411
0.1,47,5432632.78,234.06,3.4058
0.11,47,5432632.78,234.06,3.4058
0.12,47,5432632.78,234.06,3.4058
0.13,47,5432632.78,234.06,3.4058
0.14,47,5432632.78,234.06,3.4058
0.18,40,5342299.06,229.4,3.2438
0.18,41,5342299.06,229.4,3.2438
0.18,42,5342299.06,229.4,3.2438
0.19,37,5342299.06,229.4,3.2438
0.19,38,5342299.06,229.4,3.2438
0.19,39,5342299.06,229.4,3.2438
0.19,40,5342299.06,229.4,3.2438
0.19,41,5342299.06,229.4,3.2438
0.19,42,5342299.06,229.4,3.2438
0.28,12,6714277.88,226.55,3.4112
0.29,12,6714277.88,226.55,3.4112
0.26,30,5274164.05,226.48,3.5972
0.26,31,5274164.05,226.48,3.5972
0.26,32,5274164.05,226.48,3.5972
0.27,30,5274164.05,226.48,3.5972
0.27,31,5274164.05,226.48,3.5972
0.27,32,5274164.05,226.48,3.5972
0.36,7,6702655.69,226.16,3.3889
0.37,7,6702655.69,226.16,3.3889
0.15,48,5214899.35,225.19,3.3758
0.28,10,6666672.58,224.95,2.6616
0.19,36,5227782.03,224.48,3.0891
0.38,6,6559795.27,221.34,3.0995
0.39,6,6559795.27,221.34,3.0995
0.4,6,6559795.27,221.34,3.0995
0.1,48,5100382.31,219.74,3.2054
0.11,48,5100382.31,219.74,3.2054
0.12,48,5100382.31,219.74,3.2054
0.13,48,5100382.31,219.74,3.2054
0.14,48,5100382.31,219.74,3.2054
0.17,45,4965610.75,214.43,3.1949
0.17,46,4965610.75,214.43,3.1949
0.18,44,4965610.75,214.43,3.1949
0.18,45,4965610.75,214.43,3.1949
0.18,46,4965610.75,214.43,3.1949
0.19,44,4965610.75,214.43,3.1949
0.3,9,6284522.79,212.05,2.5893
0.45,5,6255499.39,211.07,2.4967
0.46,5,6255499.39,211.07,2.4967
0.1,46,4851093.71,209,3.0316
0.11,46,4851093.71,209,3.0316
0.12,46,4851093.71,209,3.0316
0.13,45,4851093.71,209,3.0316
0.13,46,4851093.71,209,3.0316
0.14,45,4851093.71,209,3.0316
0.14,46,4851093.71,209,3.0316
0.15,45,4851093.71,209,3.0316
0.15,46,4851093.71,209,3.0316
0.16,45,4851093.71,209,3.0316
0.16,46,4851093.71,209,3.0316
0.32,7,6127973.55,206.77,1.9445
0.19,47,4734202.36,204.44,2.9734
0.45,6,6058444.95,204.42,3.5155
0.13,50,4703077.05,203.09,3.0805
0.14,49,4703077.05,203.09,3.0805
0.14,50,4703077.05,203.09,3.0805
0.15,49,4703077.05,203.09,3.0805
0.15,50,4703077.05,203.09,3.0805
0.16,48,4703077.05,203.09,3.0805
0.16,49,4703077.05,203.09,3.0805
0.16,50,4703077.05,203.09,3.0805
0.17,48,4703077.05,203.09,3.0805
0.17,49,4703077.05,203.09,3.0805
0.17,50,4703077.05,203.09,3.0805
0.18,48,4703077.05,203.09,3.0805
0.26,29,4677244.67,200.84,3.0938
0.27,27,4677244.67,200.84,3.0938
0.27,28,4677244.67,200.84,3.0938
0.27,29,4677244.67,200.84,3.0938
0.28,27,4677244.67,200.84,3.0938
0.36,6,5891396.28,198.79,2.0288
0.11,26,5126344.75,198.31,2.7616
0.73,4,5869725.28,198.05,3.6351
0.74,4,5869725.28,198.05,3.6351
0.75,4,5869725.28,198.05,3.6351
0.76,4,5869725.28,198.05,3.6351
0.77,4,5869725.28,198.05,3.6351
1.26,2,5869725.28,198.05,3.6351
1.27,2,5869725.28,198.05,3.6351
1.28,2,5869725.28,198.05,3.6351
1.29,2,5869725.28,198.05,3.6351
1.3,2,5869725.28,198.05,3.6351
1.31,2,5869725.28,198.05,3.6351
1.32,2,5869725.28,198.05,3.6351
1.33,2,5869725.28,198.05,3.6351
1.34,2,5869725.28,198.05,3.6351
1.35,2,5869725.28,198.05,3.6351
1.36,2,5869725.28,198.05,3.6351
1.37,2,5869725.28,198.05,3.6351
1.38,2,5869725.28,198.05,3.6351
1.39,2,5869725.28,198.05,3.6351
0.17,44,4578451.25,197.71,2.8981
0.1,49,4588560.01,197.69,2.9159
0.1,50,4588560.01,197.69,2.9159
0.11,49,4588560.01,197.69,2.9159
0.11,50,4588560.01,197.69,2.9159
0.12,49,4588560.01,197.69,2.9159
0.12,50,4588560.01,197.69,2.9159
0.13,49,4588560.01,197.69,2.9159
0.18,43,4569064.08,197.3,2.966
0.19,43,4569064.08,197.3,2.966
0.17,42,4591241.63,197.15,2.7791
0.18,39,4591241.63,197.15,2.7791
0.11,24,5032472.69,194.67,2.4476
0.2,37,4529351.61,194.49,2.7083
0.2,38,4529351.61,194.49,2.7083
0.2,39,4529351.61,194.49,2.7083
0.2,40,4529351.61,194.49,2.7083
0.2,41,4529351.61,194.49,2.7083
0.2,42,4529351.61,194.49,2.7083
0.33,8,5751882.89,194.08,2.2239
0.34,8,5751882.89,194.08,2.2239
0.35,8,5751882.89,194.08,2.2239
0.14,22,5708984.39,192.63,3.029
0.11,44,4463934.21,192.32,2.7468
0.12,44,4463934.21,192.32,2.7468
0.13,44,4463934.21,192.32,2.7468
0.14,44,4463934.21,192.32,2.7468
0.15,44,4463934.21,192.32,2.7468
0.16,44,4463934.21,192.32,2.7468
0.12,42,4476724.59,192.23,2.6387
0.13,42,4476724.59,192.23,2.6387
0.14,42,4476724.59,192.23,2.6387
0.15,42,4476724.59,192.23,2.6387
0.16,42,4476724.59,192.23,2.6387
0.18,34,4476724.59,192.23,2.6387
0.18,35,4476724.59,192.23,2.6387
0.18,36,4476724.59,192.23,2.6387
0.18,37,4476724.59,192.23,2.6387
0.18,38,4476724.59,192.23,2.6387
0.19,33,4476724.59,192.23,2.6387
0.19,34,4476724.59,192.23,2.6387
0.19,35,4476724.59,192.23,2.6387
0.34,7,5650921.92,190.67,1.9645
0.39,7,5634245.36,190.11,3.1294
0.2,34,4414834.57,189.58,2.5775
0.2,35,4414834.57,189.58,2.5775
0.2,36,4414834.57,189.58,2.5775
0.35,7,5576583.05,188.16,2.1429
0.28,13,5559244.77,187.58,3.1183
0.44,6,5536680.21,186.82,3.2628
0.33,7,5487462.51,185.16,1.7511
0.11,45,4296358.76,185.1,2.6693
0.12,45,4296358.76,185.1,2.6693
1.56,2,5250811.33,184.35,3.4978
1.57,2,5250811.33,184.35,3.4978
1.58,2,5250811.33,184.35,3.4978
1.59,2,5250811.33,184.35,3.4978
1.6,2,5250811.33,184.35,3.4978
1.61,2,5250811.33,184.35,3.4978
1.62,2,5250811.33,184.35,3.4978
1.63,2,5250811.33,184.35,3.4978
1.64,2,5250811.33,184.35,3.4978
1.65,2,5250811.33,184.35,3.4978
1.66,2,5250811.33,184.35,3.4978
1.67,2,5250811.33,184.35,3.4978
1.68,2,5250811.33,184.35,3.4978
1.69,2,5250811.33,184.35,3.4978
1.7,2,5250811.33,184.35,3.4978
1.71,2,5250811.33,184.35,3.4978
1.72,2,5250811.33,184.35,3.4978
0.28,14,5458815.52,184.19,3.0995
0.1,45,4254183.66,183.28,2.6362
0.79,3,5403350.59,182.32,3.2474
0.8,3,5403350.59,182.32,3.2474
0.81,3,5403350.59,182.32,3.2474
0.82,3,5403350.59,182.32,3.2474
0.83,3,5403350.59,182.32,3.2474
0.84,3,5403350.59,182.32,3.2474
0.85,3,5403350.59,182.32,3.2474
0.86,3,5403350.59,182.32,3.2474
0.87,3,5403350.59,182.32,3.2474
0.88,3,5403350.59,182.32,3.2474
0.89,3,5403350.59,182.32,3.2474
1.2,2,5403350.59,182.32,3.2474
1.21,2,5403350.59,182.32,3.2474
1.22,2,5403350.59,182.32,3.2474
1.23,2,5403350.59,182.32,3.2474
1.24,2,5403350.59,182.32,3.2474
1.25,2,5403350.59,182.32,3.2474
0.35,11,5390164.11,181.87,3.469
1.12,2,5361175.49,180.9,3.2253
1.13,2,5361175.49,180.9,3.2253
1.14,2,5361175.49,180.9,3.2253
1.15,2,5361175.49,180.9,3.2253
1.16,2,5361175.49,180.9,3.2253
1.17,2,5361175.49,180.9,3.2253
1.18,2,5361175.49,180.9,3.2253
1.19,2,5361175.49,180.9,3.2253
0.5,11,4983003.72,180.63,3.4246
0.54,10,4983003.72,180.63,3.4246
0.55,9,4983003.72,180.63,3.4246
0.55,10,4983003.72,180.63,3.4246
0.56,9,4983003.72,180.63,3.4246
0.56,10,4983003.72,180.63,3.4246
0.57,9,4983003.72,180.63,3.4246
0.58,9,4983003.72,180.63,3.4246
0.59,9,4983003.72,180.63,3.4246
0.6,9,4983003.72,180.63,3.4246
0.1,31,4661601.14,180.33,2.4012
0.38,7,5319638.86,179.49,2.9136
0.19,45,4152663.3,179.32,2.6322
0.19,46,4152663.3,179.32,2.6322
0.28,9,5279375.87,178.14,2.1916
0.11,25,4597707.36,177.86,2.1094
0.14,21,5267536.02,177.74,2.6228
0.16,21,5178339.69,174.73,2.7969
0.13,21,4509929.79,174.46,2.0383
0.11,31,4452497.09,172.24,2.3042
0.51,11,4586897.2,171.85,3.2186
0.1,42,3996405.49,171.61,2.2834
0.11,42,3996405.49,171.61,2.2834
0.17,19,5083009.25,171.51,2.8806
0.17,20,5083009.25,171.51,2.8806
0.17,21,5083009.25,171.51,2.8806
0.18,19,5083009.25,171.51,2.8806
0.18,20,5083009.25,171.51,2.8806
0.18,21,5083009.25,171.51,2.8806
0.19,18,5083009.25,171.51,2.8806
0.19,19,5083009.25,171.51,2.8806
0.19,20,5083009.25,171.51,2.8806
0.19,21,5083009.25,171.51,2.8806
1.07,2,5046568.99,170.28,3.0219
1.08,2,5046568.99,170.28,3.0219
1.09,2,5046568.99,170.28,3.0219
1.1,2,5046568.99,170.28,3.0219
1.11,2,5046568.99,170.28,3.0219
0.35,12,5032788.21,169.82,3.3193
0.64,4,5028263.09,169.66,2.8675
0.65,4,5028263.09,169.66,2.8675
0.66,4,5028263.09,169.66,2.8675
0.67,4,5028263.09,169.66,2.8675
0.68,4,5028263.09,169.66,2.8675
0.69,4,5028263.09,169.66,2.8675
0.7,4,5028263.09,169.66,2.8675
0.71,4,5028263.09,169.66,2.8675
0.72,4,5028263.09,169.66,2.8675
0.18,49,3890129.6,167.99,2.515
0.18,50,3890129.6,167.99,2.515
0.1,30,4339259.01,167.86,2.2572
0.11,30,4339259.01,167.86,2.2572
1.73,1,4971387.2,167.74,3.0397
1.74,1,4971387.2,167.74,3.0397
1.75,1,4971387.2,167.74,3.0397
1.76,1,4971387.2,167.74,3.0397
1.77,1,4971387.2,167.74,3.0397
1.78,1,4971387.2,167.74,3.0397
1.79,1,4971387.2,167.74,3.0397
1.8,1,4971387.2,167.74,3.0397
1.81,1,4971387.2,167.74,3.0397
1.82,1,4971387.2,167.74,3.0397
1.83,1,4971387.2,167.74,3.0397
1.84,1,4971387.2,167.74,3.0397
1.85,1,4971387.2,167.74,3.0397
1.86,1,4971387.2,167.74,3.0397
1.87,1,4971387.2,167.74,3.0397
1.88,1,4971387.2,167.74,3.0397
1.89,1,4971387.2,167.74,3.0397
0.26,25,3900414.42,167.49,2.4249
0.26,26,3900414.42,167.49,2.4249
0.26,27,3900414.42,167.49,2.4249
0.26,28,3900414.42,167.49,2.4249
0.27,24,3900414.42,167.49,2.4249
0.27,25,3900414.42,167.49,2.4249
0.27,26,3900414.42,167.49,2.4249
0.28,24,3900414.42,167.49,2.4249
0.28,25,3900414.42,167.49,2.4249
0.28,26,3900414.42,167.49,2.4249
0.43,7,4956927.87,167.26,3.2565
0.44,7,4956927.87,167.26,3.2565
0.45,7,4956927.87,167.26,3.2565
0.78,3,4931088,166.38,3.0441
0.2,47,3849308.47,166.22,2.665
1.9,1,4872700.92,164.41,3.01
1.91,1,4872700.92,164.41,3.01
1.92,1,4872700.92,164.41,3.01
1.93,1,4872700.92,164.41,3.01
1.94,1,4872700.92,164.41,3.01
1.95,1,4872700.92,164.41,3.01
1.96,1,4872700.92,164.41,3.01
1.97,1,4872700.92,164.41,3.01
1.98,1,4872700.92,164.41,3.01
1.99,1,4872700.92,164.41,3.01
2,1,4872700.92,164.41,3.01
2.01,1,4872700.92,164.41,3.01
2.02,1,4872700.92,164.41,3.01
2.03,1,4872700.92,164.41,3.01
2.04,1,4872700.92,164.41,3.01
0.17,40,3814411.38,163.79,2.265
0.17,41,3814411.38,163.79,2.265
0.1,32,4216028.54,163.09,2.2117
0.14,20,4801161.34,162,2.286
0.11,23,4187186.22,161.98,1.9311
0.12,21,4187186.22,161.98,1.9311
0.36,9,4788059.56,161.56,3.177
0.37,9,4788059.56,161.56,3.177
0.38,9,4788059.56,161.56,3.177
0.39,9,4788059.56,161.56,3.177
0.43,8,4788059.56,161.56,3.177
0.44,8,4788059.56,161.56,3.177
0.73,3,4763067.68,160.71,2.9658
0.74,3,4763067.68,160.71,2.9658
0.75,3,4763067.68,160.71,2.9658
0.76,3,4763067.68,160.71,2.9658
0.77,3,4763067.68,160.71,2.9658
0.14,36,3732197.44,160.26,2.1394
0.15,34,3732197.44,160.26,2.1394
0.15,35,3732197.44,160.26,2.1394
0.15,36,3732197.44,160.26,2.1394
0.16,34,3732197.44,160.26,2.1394
0.16,35,3732197.44,160.26,2.1394
0.16,36,3732197.44,160.26,2.1394
0.17,43,3706142.58,160.04,2.4015
0.15,20,4739742.75,159.93,2.3988
0.15,21,4739742.75,159.93,2.3988
0.16,20,4739742.75,159.93,2.3988
0.12,41,3699894.34,158.88,2.1397
0.13,41,3699894.34,158.88,2.1397
0.14,37,3699894.34,158.88,2.1397
0.14,38,3699894.34,158.88,2.1397
0.14,39,3699894.34,158.88,2.1397
0.14,40,3699894.34,158.88,2.1397
0.14,41,3699894.34,158.88,2.1397
0.15,37,3699894.34,158.88,2.1397
0.15,38,3699894.34,158.88,2.1397
0.15,39,3699894.34,158.88,2.1397
0.15,40,3699894.34,158.88,2.1397
0.15,41,3699894.34,158.88,2.1397
0.16,37,3699894.34,158.88,2.1397
0.16,38,3699894.34,158.88,2.1397
0.16,39,3699894.34,158.88,2.1397
0.16,40,3699894.34,158.88,2.1397
