P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.93,3,7904561.02,82.14,1.6653
0.94,3,7904561.02,82.14,1.6653
0.95,3,7904561.02,82.14,1.6653
0.91,3,7438186.34,77.29,1.5296
0.92,3,7438186.34,77.29,1.5296
1.61,2,6930641.7,74.93,1.8203
1.62,2,6930641.7,74.93,1.8203
1.63,2,6930641.7,74.93,1.8203
1.64,2,6930641.7,74.93,1.8203
1.65,2,6930641.7,74.93,1.8203
1.66,2,6930641.7,74.93,1.8203
1.67,2,6930641.7,74.93,1.8203
1.68,2,6930641.7,74.93,1.8203
1.69,2,6930641.7,74.93,1.8203
1.7,2,6930641.7,74.93,1.8203
1.71,2,6930641.7,74.93,1.8203
1.72,2,6930641.7,74.93,1.8203
1.56,2,6723859.51,72.7,1.7453
1.57,2,6723859.51,72.7,1.7453
1.58,2,6723859.51,72.7,1.7453
1.59,2,6723859.51,72.7,1.7453
1.6,2,6723859.51,72.7,1.7453
0.9,3,6781534.26,70.47,1.3793
0.96,3,6409102.19,66.6,1.4069
0.97,3,6409102.19,66.6,1.4069
0.98,3,6409102.19,66.6,1.4069
1.38,2,6349401.09,65.98,1.6596
1.39,2,6349401.09,65.98,1.6596
0.44,6,5488697.85,57.03,1.0944
1.36,2,5468124.39,56.82,1.4412
1.37,2,5468124.39,56.82,1.4412
0.45,6,5449395.23,56.62,1.0857
0.87,3,5368506.74,55.78,1.1861
0.88,3,5368506.74,55.78,1.1861
0.89,3,5368506.74,55.78,1.1861
0.18,47,4974233.49,54.14,0.9634
0.43,7,5139550.08,53.4,1.2322
1.34,2,5130945.79,53.32,1.2754
0.44,7,4844387.8,50.34,1.1785
0.2,42,4620640.66,50.29,0.9951
0.2,39,4553148.2,49.56,0.9699
0.2,40,4553148.2,49.56,0.9699
0.4,7,4761678.36,49.48,1.1021
0.2,47,4530853.79,49.31,1.1234
0.41,7,4648899,48.31,1.0954
0.4,9,4602652.75,47.83,1.1712
0.18,45,4392694.42,47.81,0.8612
0.18,46,4392694.42,47.81,0.8612
1.35,2,4586974.61,47.66,1.2215
1.3,2,4584719.41,47.64,1.1624
1.31,2,4584719.41,47.64,1.1624
1.32,2,4584719.41,47.64,1.1624
1.33,2,4584719.41,47.64,1.1624
1.55,2,4374887.5,47.62,1.2492
0.17,47,4358237.02,47.44,0.7667
0.18,49,4345525.24,47.3,0.9743
0.18,50,4345525.24,47.3,0.9743
0.41,9,4542858.46,47.2,1.1351
0.2,41,4311527.56,46.93,0.9085
0.42,7,4466393.2,46.41,1.069
1.19,2,4374733.55,45.46,1.0075
1.27,2,4329269.75,44.99,1.097
1.28,2,4329269.75,44.99,1.097
1.29,2,4329269.75,44.99,1.097
0.18,48,4130160.72,44.95,0.8143
0.41,8,4251029.56,44.17,1.0434
0.17,49,4041661.97,43.99,0.768
