P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.93,3,8474509.5,121.59,2.2583
0.94,3,8474509.5,121.59,2.2583
0.95,3,8474509.5,121.59,2.2583
0.96,3,8474509.5,121.59,2.2583
0.97,3,8474509.5,121.59,2.2583
0.98,3,8474509.5,121.59,2.2583
1.61,2,7898831.24,117.92,2.6094
1.62,2,7898831.24,117.92,2.6094
1.63,2,7898831.24,117.92,2.6094
1.64,2,7898831.24,117.92,2.6094
1.65,2,7898831.24,117.92,2.6094
1.66,2,7898831.24,117.92,2.6094
1.67,2,7898831.24,117.92,2.6094
1.68,2,7898831.24,117.92,2.6094
1.69,2,7898831.24,117.92,2.6094
1.7,2,7898831.24,117.92,2.6094
1.71,2,7898831.24,117.92,2.6094
1.72,2,7898831.24,117.92,2.6094
0.9,3,8008134.81,114.9,2.083
0.91,3,8008134.81,114.9,2.083
0.92,3,8008134.81,114.9,2.083
1.56,2,7692049.05,114.83,2.5055
1.57,2,7692049.05,114.83,2.5055
1.58,2,7692049.05,114.83,2.5055
1.59,2,7692049.05,114.83,2.5055
1.6,2,7692049.05,114.83,2.5055
1.38,2,7789765.13,111.76,2.474
1.39,2,7789765.13,111.76,2.474
1.34,2,7242711.29,103.91,2.1159
0.18,47,6708930.54,100.82,1.9199
1.36,2,6908488.42,99.12,2.1864
1.37,2,6908488.42,99.12,2.1864
1.35,2,6698740.11,96.11,2.071
1.3,2,6696484.91,96.08,1.9738
1.31,2,6696484.91,96.08,1.9738
1.32,2,6696484.91,96.08,1.9738
1.33,2,6696484.91,96.08,1.9738
0.17,47,6364457.38,95.65,1.6986
0.87,3,6660484.21,95.56,1.8493
0.88,3,6660484.21,95.56,1.8493
0.89,3,6660484.21,95.56,1.8493
1.19,2,6594070.59,94.61,1.787
0.18,45,6127391.47,92.08,1.7729
0.18,46,6127391.47,92.08,1.7729
0.19,44,6127391.47,92.08,1.7729
0.17,49,6047882.33,90.89,1.7055
0.17,50,6047882.33,90.89,1.7055
1.26,2,6241302.41,89.55,1.8601
1.27,2,6241302.41,89.55,1.8601
1.28,2,6241302.41,89.55,1.8601
1.29,2,6241302.41,89.55,1.8601
0.19,47,5895983.09,88.61,1.7141
0.18,48,5864857.78,88.14,1.7153
1.16,2,6092118.69,87.41,1.6779
1.17,2,6092118.69,87.41,1.6779
1.18,2,6092118.69,87.41,1.6779
0.17,45,5782918.31,86.91,1.5624
0.17,46,5782918.31,86.91,1.5624
2.04,1,6047552.54,86.77,1.8063
0.44,6,6029915.13,86.51,1.5339
0.45,6,5990612.5,85.95,1.5297
0.2,42,5691132.34,85.53,1.6249
0.18,49,5579408.04,83.85,1.7215
0.18,50,5579408.04,83.85,1.7215
0.18,42,5571668.22,83.73,1.4952
0.19,42,5571668.22,83.73,1.4952
0.2,47,5538586.91,83.24,1.762
0.17,48,5520384.61,82.96,1.5061
1.2,2,5774927.72,82.85,1.6843
1.21,2,5774927.72,82.85,1.6843
1.22,2,5774927.72,82.85,1.6843
1.23,2,5774927.72,82.85,1.6843
1.24,2,5774927.72,82.85,1.6843
1.25,2,5774927.72,82.85,1.6843
0.19,49,5483599.56,82.41,1.7407
0.19,50,5483599.56,82.41,1.7407
0.36,8,5737131.66,82.31,1.3029
0.2,39,5382019.24,80.88,1.505
0.2,40,5382019.24,80.88,1.505
0.2,41,5382019.24,80.88,1.505
0.16,49,5376965.1,80.81,1.4819
0.16,50,5376965.1,80.81,1.4819
1.51,2,5343077.04,80.3,1.874
1.52,2,5343077.04,80.3,1.874
1.53,2,5343077.04,80.3,1.874
1.54,2,5343077.04,80.3,1.874
1.55,2,5343077.04,80.3,1.874
0.16,47,5324170.45,80.01,1.3212
0.19,45,5314444.02,79.87,1.5741
0.19,46,5314444.02,79.87,1.5741
0.18,40,5262555.13,79.09,1.3761
0.18,41,5262555.13,79.09,1.3761
0.19,37,5262555.13,79.09,1.3761
0.19,38,5262555.13,79.09,1.3761
0.19,39,5262555.13,79.09,1.3761
0.19,40,5262555.13,79.09,1.3761
0.19,41,5262555.13,79.09,1.3761
0.34,9,5499274.29,78.9,1.2262
1.12,2,5466295.78,78.43,1.4568
1.13,2,5466295.78,78.43,1.4568
0.32,11,5465950.81,78.42,1.2623
0.18,44,5194979.91,78.07,1.4418
0.19,36,5148038.09,77.37,1.3269
1.14,2,5368334.91,77.02,1.4873
1.15,2,5368334.91,77.02,1.4873
0.83,3,5280068.18,75.75,1.4609
0.15,50,5008941.24,75.28,1.3725
1.82,1,5176831.82,74.27,1.5738
1.83,1,5176831.82,74.27,1.5738
1.84,1,5176831.82,74.27,1.5738
1.85,1,5176831.82,74.27,1.5738
1.86,1,5176831.82,74.27,1.5738
1.87,1,5176831.82,74.27,1.5738
1.88,1,5176831.82,74.27,1.5738
1.89,1,5176831.82,74.27,1.5738
1.09,2,5151689.28,73.91,1.3854
1.1,2,5151689.28,73.91,1.3854
1.11,2,5151689.28,73.91,1.3854
1.97,1,5115140.97,73.39,1.573
1.98,1,5115140.97,73.39,1.573
1.99,1,5115140.97,73.39,1.573
2,1,5115140.97,73.39,1.573
2.01,1,5115140.97,73.39,1.573
2.02,1,5115140.97,73.39,1.573
2.03,1,5115140.97,73.39,1.573
1.9,1,5078145.55,72.86,1.5563
1.91,1,5078145.55,72.86,1.5563
1.92,1,5078145.55,72.86,1.5563
1.93,1,5078145.55,72.86,1.5563
1.94,1,5078145.55,72.86,1.5563
1.95,1,5078145.55,72.86,1.5563
1.96,1,5078145.55,72.86,1.5563
1.4,2,4821879.16,72.46,1.7006
1.41,2,4821879.16,72.46,1.7006
1.42,2,4821879.16,72.46,1.7006
1.43,2,4821879.16,72.46,1.7006
1.44,2,4821879.16,72.46,1.7006
1.45,2,4821879.16,72.46,1.7006
1.46,2,4821879.16,72.46,1.7006
1.47,2,4821879.16,72.46,1.7006
1.48,2,4821879.16,72.46,1.7006
1.49,2,4821879.16,72.46,1.7006
1.5,2,4821879.16,72.46,1.7006
0.18,43,4798433.24,72.11,1.3545
0.19,43,4798433.24,72.11,1.3545
0.84,3,4984798.2,71.52,1.4155
0.85,3,4984798.2,71.52,1.4155
0.86,3,4984798.2,71.52,1.4155
0.43,7,4886828.38,70.11,1.516
0.44,7,4886828.38,70.11,1.516
0.16,46,4628114.35,69.55,1.1478
0.18,39,4511497.69,67.8,1.2022
0.2,48,4504655.56,67.7,1.6823
0.2,49,4504655.56,67.7,1.6823
0.2,50,4504655.56,67.7,1.6823
1.07,2,4715210.28,67.65,1.2919
1.08,2,4715210.28,67.65,1.2919
1.8,1,4696209.02,67.38,1.4629
1.81,1,4696209.02,67.38,1.4629
0.16,48,4480097.69,67.33,1.1367
0.17,42,4476137.62,67.27,1.1451
0.15,47,4476125.81,67.27,1.0587
0.2,45,4471442.31,67.2,1.4441
0.2,46,4471442.31,67.2,1.4441
0.17,44,4463347.25,67.08,1.1616
0.26,32,3666288.87,66.94,0.8589
0.27,32,3666288.87,66.94,0.8589
0.2,37,4449607.67,66.87,1.2029
0.2,38,4449607.67,66.87,1.2029
0.75,4,4653424.81,66.76,1.4664
0.5,11,4330732.07,66.75,1.5761
0.19,48,4434903.97,66.65,1.3542
0.73,4,4624970.71,66.36,1.4643
0.32,10,4614730.85,66.21,1.0117
0.18,37,4396980.65,66.08,1.155
0.18,38,4396980.65,66.08,1.155
0.32,9,4558022.9,65.4,1.0114
0.5,9,4346749.79,65.32,1.6223
0.51,9,4346749.79,65.32,1.6223
0.52,9,4346749.79,65.32,1.6223
0.2,36,4335090.64,65.15,1.1568
0.15,49,4304434.04,64.69,1.1068
0.31,11,4497584.63,64.53,1.0329
0.33,10,4495984.55,64.51,0.9925
0.15,48,4288758.62,64.45,1.0337
0.33,9,4439276.6,63.69,0.9924
0.4,7,4396177.3,63.07,1.3376
0.41,7,4396177.3,63.07,1.3376
1.75,2,4104421.33,61.68,1.6202
1.76,2,4104421.33,61.68,1.6202
1.77,2,4104421.33,61.68,1.6202
1.78,2,4104421.33,61.68,1.6202
0.39,9,4282176.75,61.44,1.3946
0.26,30,3357175.77,61.3,0.7233
0.26,31,3357175.77,61.3,0.7233
0.27,30,3357175.77,61.3,0.7233
0.27,31,3357175.77,61.3,0.7233
0.74,4,4235833.51,60.77,1.3677
0.42,7,4213671.5,60.45,1.3039
0.28,27,3287754.11,60.03,0.7825
0.24,49,3144703.85,60.01,1.4995
0.24,50,3144703.85,60.01,1.4995
0.25,49,3144703.85,60.01,1.4995
0.25,50,3144703.85,60.01,1.4995
0.26,49,3144703.85,60.01,1.4995
0.26,50,3144703.85,60.01,1.4995
1.73,2,3989904.29,59.96,1.5663
1.74,2,3989904.29,59.96,1.5663
0.2,44,3943944.6,59.27,1.2413
0.18,35,3923281.4,58.96,1.0043
0.18,36,3923281.4,58.96,1.0043
0.19,35,3923281.4,58.96,1.0043
0.4,9,4107451.05,58.93,1.3597
0.39,7,4072055.61,58.42,1.0719
0.41,9,4047656.76,58.07,1.3151
0.2,35,3861391.39,58.03,1.0093
0.41,8,3998307.86,57.36,1.272
1.73,1,3968410.02,56.94,1.2964
1.74,1,3968410.02,56.94,1.2964
1.75,1,3968410.02,56.94,1.2964
1.76,1,3968410.02,56.94,1.2964
1.77,1,3968410.02,56.94,1.2964
1.78,1,3968410.02,56.94,1.2964
1.79,1,3968410.02,56.94,1.2964
0.43,8,3887571.42,55.78,1.3259
0.44,8,3887571.42,55.78,1.3259
0.17,40,3699307.37,55.59,0.9561
0.17,41,3699307.37,55.59,0.9561
2.12,1,3789891.11,54.37,1.399
2.13,1,3789891.11,54.37,1.399
0.71,4,3783508.52,54.28,1.1333
0.72,4,3783508.52,54.28,1.1333
0.17,43,3591038.57,53.97,0.9816
0.17,39,3584790.34,53.87,0.9133
0.19,21,3754307.89,53.86,0.9947
0.45,5,3745810.92,53.74,0.6558
0.31,10,3738682.18,53.64,0.8103
0.2,43,3547397.92,53.31,1.1549
0.45,8,3712845.72,53.27,1.2902
0.31,9,3681974.23,52.83,0.8126
0.32,34,2748157.17,52.44,1.392
0.32,35,2748157.17,52.44,1.392
0.32,36,2748157.17,52.44,1.392
0.32,37,2748157.17,52.44,1.392
0.39,8,3652357.96,52.4,1.1901
0.4,8,3652357.96,52.4,1.1901
0.17,38,3439907.06,51.7,0.8703
0.51,11,3244870.2,51.69,1.2559
0.64,4,3587115.66,51.47,1.0451
0.65,4,3587115.66,51.47,1.0451
0.66,4,3587115.66,51.47,1.0451
0.36,7,3581018.71,51.38,0.7952
0.37,7,3581018.71,51.38,0.7952
0.34,8,3554057.55,50.99,0.6053
0.35,8,3554057.55,50.99,0.6053
0.76,4,3548222.65,50.91,1.2632
0.28,11,3540994.23,50.8,0.7799
0.29,11,3540994.23,50.8,0.7799
0.45,7,3535449.04,50.72,1.2325
0.27,27,2760256.4,50.4,0.5514
0.27,28,2760256.4,50.4,0.5514
0.27,29,2760256.4,50.4,0.5514
0.99,3,3511168.6,50.38,1.0438
1,3,3511168.6,50.38,1.0438
0.26,19,3307336.74,49.7,0.7217
0.3,11,3439444.75,49.35,0.7287
0.36,9,3397558.05,48.75,1.2068
0.16,45,3222003.54,48.42,0.7242
2.06,1,3373089.97,48.39,1.2649
2.07,1,3373089.97,48.39,1.2649
2.08,1,3373089.97,48.39,1.2649
2.09,1,3373089.97,48.39,1.2649
2.1,1,3373089.97,48.39,1.2649
2.11,1,3373089.97,48.39,1.2649
0.38,9,3359935.52,48.21,1.2062
0.13,47,3177901.3,47.76,0.6063
0.49,9,3154970.27,47.41,1.2369
0.37,6,3303641.1,47.4,0.7655
0.46,5,3247844.39,46.6,0.5523
1.51,1,3231915.79,46.37,0.7696
0.3,10,3216226.99,46.14,0.6895
0.37,9,3215052.25,46.13,1.1726
0.42,8,3214414.55,46.12,1.1118
1.7,1,3213334.79,46.1,0.9373
1.71,1,3213334.79,46.1,0.9373
1.72,1,3213334.79,46.1,0.9373
0.19,34,3059787.15,45.98,0.7315
0.56,9,2979782.12,45.93,1.0388
0.56,10,2979782.12,45.93,1.0388
0.57,9,2979782.12,45.93,1.0388
0.58,9,2979782.12,45.93,1.0388
0.59,9,2979782.12,45.93,1.0388
0.6,9,2979782.12,45.93,1.0388
0.28,26,2510923.86,45.85,0.5476
0.28,13,3184213.01,45.68,0.798
0.28,12,3183618.33,45.68,0.7081
0.29,12,3183618.33,45.68,0.7081
0.2,21,3176633.94,45.58,0.9472
0.83,4,3049832,45.53,0.9098
0.43,6,3171447.04,45.5,0.7869
0.18,34,3024427.09,45.45,0.6947
2.05,1,3163341.66,45.39,1.1647
0.13,48,3013701.79,45.29,0.6087
0.2,34,2997897.14,45.05,0.7419
0.19,33,2983955.2,44.84,0.6431
0.17,37,2966207.81,44.58,0.7298
0.51,7,2906072.54,43.67,1.045
0.52,7,2906072.54,43.67,1.045
0.53,7,2906072.54,43.67,1.045
0.35,7,3014281.5,43.25,0.5034
0.15,46,2847658.15,42.8,0.6169
0.16,44,2834844.04,42.6,0.6392
0.33,8,2961797.9,42.49,0.4862
0.67,4,2958893.02,42.45,0.9499
0.68,4,2958893.02,42.45,0.9499
0.69,4,2958893.02,42.45,0.9499
0.7,4,2958893.02,42.45,0.9499
0.42,9,2952144.7,42.36,1.0807
0.32,7,2949352.5,42.32,0.433
0.19,20,2929831.76,42.04,0.811
0.26,29,2286557.15,41.75,0.3733
0.24,47,2181502.31,41.63,0.998
0.24,48,2181502.31,41.63,0.998
0.25,45,2181502.31,41.63,0.998
0.25,46,2181502.31,41.63,0.998
0.25,47,2181502.31,41.63,0.998
0.25,48,2181502.31,41.63,0.998
0.26,45,2181502.31,41.63,0.998
0.26,46,2181502.31,41.63,0.998
0.26,47,2181502.31,41.63,0.998
0.26,48,2181502.31,41.63,0.998
0.48,9,2715543.44,40.81,1.1014
0.16,42,2702751.14,40.62,0.5914
1.48,1,2825932.72,40.54,0.7083
1.49,1,2825932.72,40.54,0.7083
0.14,49,2667580.94,40.09,0.567
0.14,50,2667580.94,40.09,0.567
1.5,1,2759653.2,39.59,0.6976
0.13,46,2596362.24,39.02,0.4946
0.51,8,2562478.52,38.51,0.9577
0.52,8,2562478.52,38.51,0.9577
0.2,20,2675590.85,38.39,0.8284
0.42,6,2658495.65,38.14,0.6259
2.04,2,2498857.09,37.55,1.0661
0.37,8,2616576.86,37.54,0.9844
0.2,33,2495855.87,37.51,0.6017
0.35,10,2603388.44,37.35,1.0005
0.28,24,2037224.61,37.2,0.3716
0.28,25,2037224.61,37.2,0.3716
0.44,5,2569575.22,36.87,0.2786
0.49,10,2212808.8,36.81,0.9748
0.49,11,2212808.8,36.81,0.9748
0.5,10,2212808.8,36.81,0.9748
0.19,19,2534677.05,36.37,0.7231
0.62,4,2529732.09,36.29,0.7789
0.63,4,2529732.09,36.29,0.7789
0.27,26,1983426.15,36.21,0.3228
0.15,45,2373958.9,35.68,0.4792
0.13,45,2361088.74,35.48,0.4191
0.34,7,2472300.87,35.47,0.3514
0.8,5,2373086.26,35.43,0.904
0.38,8,2415510.24,34.66,0.9369
1.68,1,2399640.47,34.43,0.7249
1.69,1,2399640.47,34.43,0.7249
0.39,6,2381137.2,34.16,0.7386
0.4,6,2381137.2,34.16,0.7386
0.35,9,2378719.49,34.13,0.9144
0.3,35,1784955.64,34.06,0.904
0.3,36,1784955.64,34.06,0.904
0.3,37,1784955.64,34.06,0.904
0.31,35,1784955.64,34.06,0.904
0.31,36,1784955.64,34.06,0.904
0.31,37,1784955.64,34.06,0.904
1.36,1,2368739.87,33.99,0.6003
1.37,1,2368739.87,33.99,0.6003
1.38,1,2368739.87,33.99,0.6003
1.39,1,2368739.87,33.99,0.6003
1.4,1,2368739.87,33.99,0.6003
1.41,1,2368739.87,33.99,0.6003
1.42,1,2368739.87,33.99,0.6003
1.43,1,2368739.87,33.99,0.6003
1.44,1,2368739.87,33.99,0.6003
1.45,1,2368739.87,33.99,0.6003
1.46,1,2368739.87,33.99,0.6003
1.47,1,2368739.87,33.99,0.6003
0.14,47,2251056.42,33.83,0.3568
0.79,5,2258569.22,33.72,0.8437
0.18,33,2207124.95,33.17,0.4754
0.33,7,2308841.46,33.13,0.34
0.19,17,2287950.15,32.83,0.4584
0.19,18,2273997.97,32.63,0.6716
0.2,19,2270446.3,32.57,0.7551
0.17,36,2160506.63,32.47,0.5135
0.3,33,1765507.19,32.24,0.8691
0.3,34,1765507.19,32.24,0.8691
0.31,33,1765507.19,32.24,0.8691
0.31,34,1765507.19,32.24,0.8691
0.32,33,1765507.19,32.24,0.8691
0.5,7,2144488.54,32.23,0.8488
0.21,47,1734999.66,31.86,0.7986
0.21,48,1734999.66,31.86,0.7986
0.21,49,1734999.66,31.86,0.7986
0.21,50,1734999.66,31.86,0.7986
0.3,9,2197662.35,31.53,0.3775
1.79,2,2083962.13,31.32,0.9278
1.8,2,2083962.13,31.32,0.9278
1.81,2,2083962.13,31.32,0.9278
1.82,2,2083962.13,31.32,0.9278
1.83,2,2083962.13,31.32,0.9278
1.84,2,2083962.13,31.32,0.9278
1.85,2,2083962.13,31.32,0.9278
1.86,2,2083962.13,31.32,0.9278
1.87,2,2083962.13,31.32,0.9278
1.88,2,2083962.13,31.32,0.9278
1.89,2,2083962.13,31.32,0.9278
1.9,2,2083962.13,31.32,0.9278
1.91,2,2083962.13,31.32,0.9278
1.92,2,2083962.13,31.32,0.9278
1.93,2,2083962.13,31.32,0.9278
1.94,2,2083962.13,31.32,0.9278
1.95,2,2083962.13,31.32,0.9278
1.96,2,2083962.13,31.32,0.9278
1.97,2,2083962.13,31.32,0.9278
1.98,2,2083962.13,31.32,0.9278
1.99,2,2083962.13,31.32,0.9278
2,2,2083962.13,31.32,0.9278
2.01,2,2083962.13,31.32,0.9278
2.02,2,2083962.13,31.32,0.9278
2.03,2,2083962.13,31.32,0.9278
0.25,44,1635275.94,31.2,0.7998
0.26,44,1635275.94,31.2,0.7998
0.34,10,2137013.75,30.66,0.8481
0.2,18,2131967.75,30.59,0.7148
1.52,1,2114833.06,30.34,0.5801
0.15,42,1999589.77,30.05,0.3939
0.15,44,1986799.4,29.86,0.3971
0.29,26,1624951.56,29.67,0.7582
0.29,27,1624951.56,29.67,0.7582
0.29,28,1624951.56,29.67,0.7582
0.27,13,2055826.95,29.5,0.5718
0.48,11,1773381.96,29.5,0.8212
0.16,43,1962535.36,29.49,0.4726
0.22,47,1591470.69,29.22,0.8065
0.22,48,1591470.69,29.22,0.8065
0.22,49,1591470.69,29.22,0.8065
0.22,50,1591470.69,29.22,0.8065
0.23,47,1591470.69,29.22,0.8065
0.23,48,1591470.69,29.22,0.8065
0.23,49,1591470.69,29.22,0.8065
0.23,50,1591470.69,29.22,0.8065
0.16,37,1925920.89,28.94,0.4187
0.16,38,1925920.89,28.94,0.4187
0.16,39,1925920.89,28.94,0.4187
0.16,40,1925920.89,28.94,0.4187
0.16,41,1925920.89,28.94,0.4187
0.14,48,1918805.96,28.84,0.2937
1.65,1,1997112.65,28.65,0.5975
1.66,1,1997112.65,28.65,0.5975
1.67,1,1997112.65,28.65,0.5975
0.38,7,1996935.26,28.65,0.6351
0.49,12,1797595.17,28.64,0.8549
0.18,32,1898199.95,28.53,0.409
0.19,32,1898199.95,28.53,0.409
0.75,3,1980344.81,28.41,0.7278
0.28,23,1543795.8,28.19,0.2184
