P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-27057540.95,-2508.95,-54.1503
0.01,2,-22829972.7,-2157.03,-40.3926
0.01,3,-26261627.19,-2435.15,-46.7296
0.01,4,-21188265.55,-2001.91,-37.6524
0.01,5,-24603378.1,-2281.39,-38.2334
0.01,6,-19270515.4,-1820.72,-34.6528
0.01,7,-23247414.85,-2198.75,-35.7058
0.01,8,-18356968,-1734.41,-31.4978
0.01,9,-21719214.86,-2054.21,-32.7728
0.01,10,-17509247.5,-1654.31,-28.7975
0.01,11,-20243004.26,-1914.59,-28.7476
0.01,12,-16097274.66,-1524.38,-25.7724
0.01,13,-19710848.64,-1864.26,-27.2541
0.01,14,-15556721.24,-1473.2,-24.2249
0.01,15,-19015714.48,-1798.52,-25.6244
0.01,16,-14741124.8,-1395.96,-23.944
0.01,17,-18142641.6,-1715.94,-23.8656
0.01,18,-13454723,-1274.14,-21.8447
0.01,19,-17287167.79,-1635.03,-22.4959
0.01,20,-11820764.68,-1119.41,-18.9204
0.01,21,-16485896.34,-1559.24,-21.3696
0.01,22,-11363658.08,-1076.12,-18.0893
0.01,23,-15210404.19,-1438.61,-19.7195
0.01,24,-11107671.27,-1051.88,-17.534
0.01,25,-14088667.24,-1332.51,-18.5216
0.01,26,-9902298.4,-937.73,-15.8986
0.01,27,-13081141.67,-1237.22,-17.2925
0.01,28,-9175759.9,-868.93,-14.8351
0.01,29,-11531366.12,-1090.64,-15.9275
0.01,30,-8353653.7,-800.29,-14.0487
0.01,31,-10811451.99,-1022.55,-15.0774
0.01,32,-7654833.95,-733.34,-12.8251
0.01,33,-9798702.16,-926.77,-13.9492
0.01,34,-7152490.31,-685.22,-12.1219
0.01,35,-8721460.36,-824.88,-12.448
0.01,36,-6858305.92,-657.04,-11.6052
0.01,37,-7828018.71,-740.38,-11.4247
0.01,38,-5506999.55,-527.58,-10.61
0.01,39,-6947837.49,-661.37,-10.6245
0.01,40,-4762413.24,-456.25,-9.6222
0.01,41,-5924513.98,-563.96,-9.5818
0.01,42,-4134278.15,-396.07,-8.4635
0.01,43,-4405570.55,-419.37,-8.2275
0.01,44,-3310965.05,-317.2,-7.2844
0.01,45,-3293419.56,-319.07,-7.4395
0.01,46,-2686692.25,-257.39,-6.6233
0.01,47,-2227993.8,-215.85,-6.0689
0.01,48,-1631401.1,-156.29,-4.9953
0.01,49,-989293.7,-95.84,-3.9865
0.01,50,-453502.29,-45.47,-2.767
0.02,1,-26517808.2,-2458.9,-49.8503
0.02,2,-22829972.7,-2157.03,-40.3926
0.02,3,-25256241.18,-2341.92,-41.2054
0.02,4,-21188265.55,-2001.91,-37.6524
0.02,5,-18542406.43,-1744.41,-26.863
0.02,6,-18817234.45,-1777.89,-33.4515
0.02,7,-23247414.85,-2198.75,-35.7058
0.02,8,-17872060.86,-1688.59,-29.5657
0.02,9,-21719214.86,-2054.21,-32.7728
0.02,10,-17024340.36,-1608.5,-27.1524
0.02,11,-20243004.26,-1914.59,-28.7476
0.02,12,-17392722.6,-1645.01,-22.5487
0.02,13,-19710848.64,-1864.26,-27.2541
0.02,14,-16852169.17,-1593.89,-21.3975
0.02,15,-19015714.48,-1798.52,-25.6244
0.02,16,-16036572.74,-1516.75,-20.8661
0.02,17,-18142641.6,-1715.94,-23.8656
0.02,18,-14750170.94,-1395.08,-19.0955
0.02,19,-17287167.79,-1635.03,-22.4959
0.02,20,-13601119.75,-1286.4,-17.4645
0.02,21,-16485896.34,-1559.24,-21.3696
0.02,22,-10296822.78,-979.43,-13.5328
0.02,23,-12363213.81,-1180.15,-16.0791
0.02,24,-10040835.98,-955.08,-13.1379
0.02,25,-11241476.86,-1073.07,-15.0598
0.02,26,-8835463.1,-840.42,-11.7648
0.02,27,-10233951.3,-976.89,-13.992
0.02,28,-8108924.6,-771.31,-10.8673
0.02,29,-8684175.75,-828.96,-12.7659
0.02,30,-8245094.6,-787.05,-12.2346
0.02,31,-7964261.61,-760.24,-11.9887
0.02,32,-7406320.49,-706.98,-11.2672
0.02,33,-6951511.79,-663.57,-10.9302
0.02,34,-7152490.31,-685.22,-12.1219
0.02,35,-5874269.99,-560.74,-9.4695
0.02,36,-6858305.92,-657.04,-11.6052
0.02,37,-4980828.34,-475.45,-8.4252
0.02,38,-5506999.55,-527.58,-10.61
0.02,39,-6947837.49,-661.37,-10.6245
0.02,40,-4762413.24,-456.25,-9.6222
0.02,41,-5924513.98,-563.96,-9.5818
0.02,42,-4134278.15,-396.07,-8.4635
0.02,43,-4405570.55,-419.37,-8.2275
0.02,44,-3310965.05,-317.2,-7.2844
0.02,45,-3293419.56,-319.07,-7.4395
0.02,46,-2686692.25,-257.39,-6.6233
0.02,47,-2227993.8,-215.85,-6.0689
0.02,48,-1631401.1,-156.29,-4.9953
0.02,49,-989293.7,-95.84,-3.9865
0.02,50,-453502.29,-45.47,-2.767
0.03,1,-26517808.2,-2458.9,-49.8503
0.03,2,-22829972.7,-2157.03,-40.3926
0.03,3,-19195269.5,-1805.83,-28.3098
0.03,4,-19275010.79,-1825.31,-31.1107
