P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-14909456.49,-1447.62,-36.9959
0.01,2,-18050996.06,-1776.74,-32.2207
0.01,3,-14316416.86,-1390.04,-32.7633
0.01,4,-13462842.91,-1307.16,-26.0813
0.01,5,-13631194.36,-1323.5,-30.9716
0.01,6,-12996876.16,-1261.92,-24.547
0.01,7,-13147950.76,-1276.58,-28.7718
0.01,8,-12542435.29,-1217.79,-23.0065
0.01,9,-12385081.11,-1202.51,-25.7735
0.01,10,-12232743.38,-1187.72,-23.793
0.01,11,-11788579,-1144.6,-23.6061
0.01,12,-10785024.43,-1047.16,-19.7862
0.01,13,-11108301.95,-1078.55,-21.827
0.01,14,-9645234.03,-936.49,-17.387
0.01,15,-9893779.91,-960.62,-18.0124
0.01,16,-8794768.39,-853.92,-16.5938
0.01,17,-9030241.9,-876.78,-16.6218
0.01,18,-8017517.14,-778.45,-15.3168
0.01,19,-7157898.4,-694.99,-13.3206
0.01,20,-6750385.03,-655.42,-12.7374
0.01,21,-6595584.55,-640.39,-12.3985
0.01,22,-9322916.31,-917.65,-13.1223
0.01,23,-6278898.21,-609.64,-11.7337
0.01,24,-7800880.49,-771.92,-12.4843
0.01,25,-5447123.11,-528.88,-10.5154
0.01,26,-6720981.39,-666.97,-11.1142
0.01,27,-5072275.66,-492.49,-9.7692
0.01,28,-5881515.5,-583.67,-10.2063
0.01,29,-4572490.26,-443.96,-8.8554
0.01,30,-4854675.97,-481.76,-8.7889
0.01,31,-3836263.61,-380.35,-7.9839
0.01,32,-4273203.14,-424.06,-8.1024
0.01,33,-3237711.24,-321,-7.1644
0.01,34,-3345831.48,-332.03,-6.6795
0.01,35,-2207698.5,-219.09,-5.7044
0.01,36,-2703482.75,-268.29,-5.5535
0.01,37,-1481722.74,-147.04,-4.1398
0.01,38,-2251898,-223.47,-4.7017
0.01,39,-900729.31,-89.39,-2.8024
0.01,40,-1923926.41,-190.93,-4.0843
0.01,41,-356534.89,-35.38,-1.1815
0.01,42,-835412.02,-82.9,-2.7367
0.01,43,-636977.25,-63.21,-2.3084
0.01,44,-429068.25,-42.58,-1.5886
0.01,45,-678137.96,-67.3,-2.733
0.01,46,-364167.3,-36.14,-1.5366
0.01,47,-364167.3,-36.14,-1.5357
0.01,48,-683890.95,-69.03,-3.6664
0.01,49,-449109.13,-46.64,-3.5171
0.01,50,-353444.03,0,-2.7019
0.02,1,-14909456.49,-1447.62,-36.9959
0.02,2,-14271597.31,-1385.68,-29.5039
0.02,3,-14316416.86,-1390.04,-32.7633
0.02,4,-13462842.91,-1307.16,-26.0813
0.02,5,-12763451.26,-1239.25,-25.7247
0.02,6,-11511744.48,-1117.72,-19.2161
0.02,7,-12280207.66,-1192.33,-24.1316
0.02,8,-11919441.84,-1179.46,-16.7041
0.02,9,-12379476.25,-1224.98,-19.2834
0.02,10,-10488352.21,-1037.85,-15.4035
0.02,11,-10661576.43,-1054.99,-16.4503
0.02,12,-9658021.85,-955.69,-14.2351
0.02,13,-9981299.38,-987.68,-15.3089
0.02,14,-10507372.26,-1039.73,-15.6466
0.02,15,-9909462.64,-980.57,-15.2404
0.02,16,-9656906.63,-955.58,-14.7856
0.02,17,-9892380.14,-978.88,-14.9217
0.02,18,-8879655.38,-878.67,-13.6629
0.02,19,-8695687.45,-860.46,-13.5764
0.02,20,-8288174.08,-820.14,-13.0133
0.02,21,-8133373.6,-804.82,-12.7148
0.02,22,-9328868.16,-918.23,-13.1762
0.02,23,-8431332.96,-829.89,-13.4026
0.02,24,-7806832.34,-772.51,-12.5498
0.02,25,-5511320.83,-535.12,-10.6611
0.02,26,-5071314.38,-503.26,-9.6854
0.02,27,-5136473.38,-498.72,-9.9108
0.02,28,-4231848.49,-419.96,-8.7767
0.02,29,-4636687.98,-450.19,-8.9936
0.02,30,-3205008.96,-318.06,-7.2538
0.02,31,-3900461.32,-386.71,-8.1281
0.02,32,-2623536.13,-260.35,-6.5029
0.02,33,-3301908.95,-327.37,-7.3136
0.02,34,-1696164.46,-168.32,-4.7721
0.02,35,-2271896.21,-225.46,-5.8743
0.02,36,-1053815.74,-104.58,-3.2283
0.02,37,-1545920.45,-153.41,-4.3208
0.02,38,-602230.99,-59.76,-1.9342
0.02,39,-964927.03,-95.76,-3.0042
0.02,40,-570281.25,-56.59,-1.8954
0.02,41,-420732.6,-41.75,-1.4046
0.02,42,-841363.87,-83.49,-2.8185
0.02,43,-636977.25,-63.21,-2.3084
0.02,44,-429068.25,-42.58,-1.5886
0.02,45,-678137.96,-67.3,-2.733
0.02,46,-364167.3,-36.14,-1.5366
0.02,47,-364167.3,-36.14,-1.5357
0.02,48,-683890.95,-69.03,-3.6664
0.02,49,-449109.13,-46.64,-3.5171
0.02,50,-353444.03,0,-2.7019
0.03,1,-14041713.39,-1363.36,-29.8886
0.03,2,-13403854.21,-1301.43,-24.927
0.03,3,-12327276.05,-1196.9,-24.7452
0.03,4,-10856313.51,-1054.08,-18.6063
0.03,5,-11642053.55,-1130.37,-23.5873
0.03,6,-11252485,-1113.47,-16.1253
0.03,7,-12020948.19,-1189.51,-19.2818
0.03,8,-10798044.13,-1068.5,-15.2822
0.03,9,-11258078.54,-1114.02,-17.6712
0.03,10,-10677149.16,-1022.91,-14.6944
0.03,11,-8567125.64,-831.81,-13.5896
0.03,12,-7571217.24,-725.35,-11.4921
0.03,13,-8587817.56,-850.32,-12.8932
0.03,14,-8938691.53,-887.05,-13.9486
0.03,15,-6685163.04,-663.42,-12.1255
0.03,16,-6432607.02,-638.35,-11.6783
0.03,17,-7771854.26,-764.98,-11.6999
0.03,18,-7981392.6,-785.6,-11.5769
0.03,19,-7488765.34,-737.11,-10.7936
0.03,20,-7081251.96,-697,-10.2882
0.03,21,-7229158.97,-711.56,-10.6382
