#,P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
10035,0.86,28,-396546.67,-3.69,-0.7647
10036,0.86,29,-396546.67,-3.69,-0.7647
10037,0.86,30,-396546.67,-3.69,-0.7647
10038,0.87,13,-396546.67,-3.69,-0.7647
10039,0.87,14,-396546.67,-3.69,-0.7647
10040,0.87,15,-396546.67,-3.69,-0.7647
10041,0.87,16,-396546.67,-3.69,-0.7647
10042,0.87,17,-396546.67,-3.69,-0.7647
10043,0.87,18,-396546.67,-3.69,-0.7647
10044,0.87,19,-396546.67,-3.69,-0.7647
10045,0.87,20,-396546.67,-3.69,-0.7647
10046,0.87,21,-396546.67,-3.69,-0.7647
10047,0.87,22,-396546.67,-3.69,-0.7647
10048,0.87,23,-396546.67,-3.69,-0.7647
10049,0.87,24,-396546.67,-3.69,-0.7647
10050,0.87,25,-396546.67,-3.69,-0.7647
10051,0.87,26,-396546.67,-3.69,-0.7647
10052,0.87,27,-396546.67,-3.69,-0.7647
10053,0.87,28,-396546.67,-3.69,-0.7647
10054,0.87,29,-396546.67,-3.69,-0.7647
10055,0.87,30,-396546.67,-3.69,-0.7647
10056,0.88,12,-396546.67,-3.69,-0.7647
10057,0.88,13,-396546.67,-3.69,-0.7647
10058,0.88,14,-396546.67,-3.69,-0.7647
10059,0.88,15,-396546.67,-3.69,-0.7647
10060,0.88,16,-396546.67,-3.69,-0.7647
10061,0.88,17,-396546.67,-3.69,-0.7647
10062,0.88,18,-396546.67,-3.69,-0.7647
10063,0.88,19,-396546.67,-3.69,-0.7647
10064,0.88,20,-396546.67,-3.69,-0.7647
10065,0.88,21,-396546.67,-3.69,-0.7647
10066,0.88,22,-396546.67,-3.69,-0.7647
10067,0.88,23,-396546.67,-3.69,-0.7647
10068,0.88,24,-396546.67,-3.69,-0.7647
10069,0.88,25,-396546.67,-3.69,-0.7647
10070,0.88,26,-396546.67,-3.69,-0.7647
10071,0.88,27,-396546.67,-3.69,-0.7647
10072,0.88,28,-396546.67,-3.69,-0.7647
10073,0.89,12,-396546.67,-3.69,-0.7647
10074,0.89,13,-396546.67,-3.69,-0.7647
10075,0.89,14,-396546.67,-3.69,-0.7647
10076,0.89,15,-396546.67,-3.69,-0.7647
10077,0.89,16,-396546.67,-3.69,-0.7647
10078,0.89,17,-396546.67,-3.69,-0.7647
10079,0.89,18,-396546.67,-3.69,-0.7647
10080,0.89,19,-396546.67,-3.69,-0.7647
10081,0.89,20,-396546.67,-3.69,-0.7647
10082,0.89,21,-396546.67,-3.69,-0.7647
10083,0.89,22,-396546.67,-3.69,-0.7647
10084,0.89,23,-396546.67,-3.69,-0.7647
10085,0.89,24,-396546.67,-3.69,-0.7647
10086,0.89,25,-396546.67,-3.69,-0.7647
10087,0.89,26,-396546.67,-3.69,-0.7647
10088,0.89,27,-396546.67,-3.69,-0.7647
10089,0.89,28,-396546.67,-3.69,-0.7647
10090,0.9,12,-396546.67,-3.69,-0.7647
10091,0.9,13,-396546.67,-3.69,-0.7647
10092,0.9,14,-396546.67,-3.69,-0.7647
10093,0.9,15,-396546.67,-3.69,-0.7647
10094,0.9,16,-396546.67,-3.69,-0.7647
10095,0.9,17,-396546.67,-3.69,-0.7647
10096,0.9,18,-396546.67,-3.69,-0.7647
10097,0.9,19,-396546.67,-3.69,-0.7647
10098,0.9,20,-396546.67,-3.69,-0.7647
10099,0.9,21,-396546.67,-3.69,-0.7647
10100,0.9,22,-396546.67,-3.69,-0.7647
10101,0.9,23,-396546.67,-3.69,-0.7647
10102,0.9,24,-396546.67,-3.69,-0.7647
10103,0.9,25,-396546.67,-3.69,-0.7647
10104,0.9,26,-396546.67,-3.69,-0.7647
10105,0.9,27,-396546.67,-3.69,-0.7647
10106,0.9,28,-396546.67,-3.69,-0.7647
10107,0.91,12,-396546.67,-3.69,-0.7647
10108,0.91,13,-396546.67,-3.69,-0.7647
10109,0.91,14,-396546.67,-3.69,-0.7647
10110,0.91,15,-396546.67,-3.69,-0.7647
10111,0.91,16,-396546.67,-3.69,-0.7647
10112,0.91,17,-396546.67,-3.69,-0.7647
10113,0.91,18,-396546.67,-3.69,-0.7647
10114,0.91,19,-396546.67,-3.69,-0.7647
10115,0.91,20,-396546.67,-3.69,-0.7647
10116,0.91,21,-396546.67,-3.69,-0.7647
10117,0.91,22,-396546.67,-3.69,-0.7647
10118,0.91,23,-396546.67,-3.69,-0.7647
10119,0.91,24,-396546.67,-3.69,-0.7647
10120,0.91,25,-396546.67,-3.69,-0.7647
10121,0.91,26,-396546.67,-3.69,-0.7647
10122,0.91,27,-396546.67,-3.69,-0.7647
10123,0.91,28,-396546.67,-3.69,-0.7647
10124,0.92,12,-396546.67,-3.69,-0.7647
10125,0.92,13,-396546.67,-3.69,-0.7647
10126,0.92,14,-396546.67,-3.69,-0.7647
10127,0.92,15,-396546.67,-3.69,-0.7647
10128,0.92,16,-396546.67,-3.69,-0.7647
10129,0.92,17,-396546.67,-3.69,-0.7647
10130,0.92,18,-396546.67,-3.69,-0.7647
10131,0.92,19,-396546.67,-3.69,-0.7647
10132,0.92,20,-396546.67,-3.69,-0.7647
10133,0.92,21,-396546.67,-3.69,-0.7647
10134,0.92,22,-396546.67,-3.69,-0.7647
10135,0.92,23,-396546.67,-3.69,-0.7647
10136,0.92,24,-396546.67,-3.69,-0.7647
10137,0.92,25,-396546.67,-3.69,-0.7647
10138,0.92,26,-396546.67,-3.69,-0.7647
10139,0.92,27,-396546.67,-3.69,-0.7647
10140,0.92,28,-396546.67,-3.69,-0.7647
10141,0.93,9,-396546.67,-3.69,-0.7647
10142,0.93,10,-396546.67,-3.69,-0.7647
10143,0.93,11,-396546.67,-3.69,-0.7647
10144,0.93,12,-396546.67,-3.69,-0.7647
10145,0.93,13,-396546.67,-3.69,-0.7647
10146,0.93,14,-396546.67,-3.69,-0.7647
10147,0.93,15,-396546.67,-3.69,-0.7647
10148,0.93,16,-396546.67,-3.69,-0.7647
10149,0.93,17,-396546.67,-3.69,-0.7647
10150,0.93,18,-396546.67,-3.69,-0.7647
10151,0.93,19,-396546.67,-3.69,-0.7647
10152,0.93,20,-396546.67,-3.69,-0.7647
10153,0.93,21,-396546.67,-3.69,-0.7647
10154,0.93,22,-396546.67,-3.69,-0.7647
10155,0.93,23,-396546.67,-3.69,-0.7647
10156,0.93,24,-396546.67,-3.69,-0.7647
10157,0.93,25,-396546.67,-3.69,-0.7647
10158,0.93,26,-396546.67,-3.69,-0.7647
10159,0.93,27,-396546.67,-3.69,-0.7647
10160,0.93,28,-396546.67,-3.69,-0.7647
10161,0.94,9,-396546.67,-3.69,-0.7647
10162,0.94,10,-396546.67,-3.69,-0.7647
10163,0.94,11,-396546.67,-3.69,-0.7647
10164,0.94,12,-396546.67,-3.69,-0.7647
10165,0.94,13,-396546.67,-3.69,-0.7647
10166,0.94,14,-396546.67,-3.69,-0.7647
10167,0.94,15,-396546.67,-3.69,-0.7647
10168,0.94,16,-396546.67,-3.69,-0.7647
10169,0.94,17,-396546.67,-3.69,-0.7647
10170,0.94,18,-396546.67,-3.69,-0.7647
10171,0.94,19,-396546.67,-3.69,-0.7647
10172,0.94,20,-396546.67,-3.69,-0.7647
10173,0.94,21,-396546.67,-3.69,-0.7647
10174,0.94,22,-396546.67,-3.69,-0.7647
10175,0.94,23,-396546.67,-3.69,-0.7647
10176,0.94,24,-396546.67,-3.69,-0.7647
10177,0.94,25,-396546.67,-3.69,-0.7647
10178,0.94,26,-396546.67,-3.69,-0.7647
10179,0.94,27,-396546.67,-3.69,-0.7647
10180,0.94,28,-396546.67,-3.69,-0.7647
10181,0.95,9,-396546.67,-3.69,-0.7647
10182,0.95,10,-396546.67,-3.69,-0.7647
10183,0.95,11,-396546.67,-3.69,-0.7647
10184,0.95,12,-396546.67,-3.69,-0.7647
10185,0.95,13,-396546.67,-3.69,-0.7647
10186,0.95,14,-396546.67,-3.69,-0.7647
10187,0.95,15,-396546.67,-3.69,-0.7647
10188,0.95,16,-396546.67,-3.69,-0.7647
10189,0.95,17,-396546.67,-3.69,-0.7647
10190,0.95,18,-396546.67,-3.69,-0.7647
10191,0.95,19,-396546.67,-3.69,-0.7647
10192,0.95,20,-396546.67,-3.69,-0.7647
10193,0.95,21,-396546.67,-3.69,-0.7647
10194,0.95,22,-396546.67,-3.69,-0.7647
10195,0.95,23,-396546.67,-3.69,-0.7647
10196,0.96,9,-396546.67,-3.69,-0.7647
10197,0.96,10,-396546.67,-3.69,-0.7647
10198,0.96,11,-396546.67,-3.69,-0.7647
10199,0.96,12,-396546.67,-3.69,-0.7647
10200,0.96,13,-396546.67,-3.69,-0.7647
10201,0.96,14,-396546.67,-3.69,-0.7647
10202,0.96,15,-396546.67,-3.69,-0.7647
10203,0.96,16,-396546.67,-3.69,-0.7647
10204,0.96,17,-396546.67,-3.69,-0.7647
10205,0.96,18,-396546.67,-3.69,-0.7647
10206,0.96,19,-396546.67,-3.69,-0.7647
10207,0.96,20,-396546.67,-3.69,-0.7647
10208,0.96,21,-396546.67,-3.69,-0.7647
10209,0.96,22,-396546.67,-3.69,-0.7647
10210,0.96,23,-396546.67,-3.69,-0.7647
10211,0.97,9,-396546.67,-3.69,-0.7647
10212,0.97,10,-396546.67,-3.69,-0.7647
10213,0.97,11,-396546.67,-3.69,-0.7647
10214,0.97,12,-396546.67,-3.69,-0.7647
10215,0.97,13,-396546.67,-3.69,-0.7647
10216,0.97,14,-396546.67,-3.69,-0.7647
10217,0.97,15,-396546.67,-3.69,-0.7647
10218,0.97,16,-396546.67,-3.69,-0.7647
10219,0.97,17,-396546.67,-3.69,-0.7647
10220,0.97,18,-396546.67,-3.69,-0.7647
10221,0.97,19,-396546.67,-3.69,-0.7647
10222,0.97,20,-396546.67,-3.69,-0.7647
10223,0.97,21,-396546.67,-3.69,-0.7647
10224,0.97,22,-396546.67,-3.69,-0.7647
10225,0.97,23,-396546.67,-3.69,-0.7647
10226,0.98,9,-396546.67,-3.69,-0.7647
10227,0.98,10,-396546.67,-3.69,-0.7647
10228,0.98,11,-396546.67,-3.69,-0.7647
10229,0.98,12,-396546.67,-3.69,-0.7647
10230,0.98,13,-396546.67,-3.69,-0.7647
10231,0.98,14,-396546.67,-3.69,-0.7647
10232,0.98,15,-396546.67,-3.69,-0.7647
10233,0.98,16,-396546.67,-3.69,-0.7647
10234,0.98,17,-396546.67,-3.69,-0.7647
10235,0.98,18,-396546.67,-3.69,-0.7647
10236,0.98,19,-396546.67,-3.69,-0.7647
10237,0.98,20,-396546.67,-3.69,-0.7647
10238,0.98,21,-396546.67,-3.69,-0.7647
10239,0.98,22,-396546.67,-3.69,-0.7647
10240,0.98,23,-396546.67,-3.69,-0.7647
10241,0.99,9,-396546.67,-3.69,-0.7647
10242,0.99,10,-396546.67,-3.69,-0.7647
10243,0.99,11,-396546.67,-3.69,-0.7647
10244,0.99,12,-396546.67,-3.69,-0.7647
10245,0.99,13,-396546.67,-3.69,-0.7647
10246,0.99,14,-396546.67,-3.69,-0.7647
10247,0.99,15,-396546.67,-3.69,-0.7647
10248,0.99,16,-396546.67,-3.69,-0.7647
10249,0.99,17,-396546.67,-3.69,-0.7647
10250,0.99,18,-396546.67,-3.69,-0.7647
10251,0.99,19,-396546.67,-3.69,-0.7647
10252,0.99,20,-396546.67,-3.69,-0.7647
10253,0.99,21,-396546.67,-3.69,-0.7647
10254,0.99,22,-396546.67,-3.69,-0.7647
10255,0.99,23,-396546.67,-3.69,-0.7647
10256,1,9,-396546.67,-3.69,-0.7647
10257,1,10,-396546.67,-3.69,-0.7647
10258,1,11,-396546.67,-3.69,-0.7647
10259,1,12,-396546.67,-3.69,-0.7647
10260,1,13,-396546.67,-3.69,-0.7647
10261,1,14,-396546.67,-3.69,-0.7647
10262,1,15,-396546.67,-3.69,-0.7647
10263,1,16,-396546.67,-3.69,-0.7647
10264,1,17,-396546.67,-3.69,-0.7647
10265,1,18,-396546.67,-3.69,-0.7647
10266,1,19,-396546.67,-3.69,-0.7647
10267,1,20,-396546.67,-3.69,-0.7647
10268,1,21,-396546.67,-3.69,-0.7647
10269,1,22,-396546.67,-3.69,-0.7647
10270,1,23,-396546.67,-3.69,-0.7647
10271,1.01,9,-396546.67,-3.69,-0.7647
10272,1.01,10,-396546.67,-3.69,-0.7647
10273,1.01,11,-396546.67,-3.69,-0.7647
10274,1.01,12,-396546.67,-3.69,-0.7647
10275,1.01,13,-396546.67,-3.69,-0.7647
10276,1.01,14,-396546.67,-3.69,-0.7647
10277,1.01,15,-396546.67,-3.69,-0.7647
10278,1.01,16,-396546.67,-3.69,-0.7647
10279,1.01,17,-396546.67,-3.69,-0.7647
10280,1.01,18,-396546.67,-3.69,-0.7647
10281,1.01,19,-396546.67,-3.69,-0.7647
10282,1.01,20,-396546.67,-3.69,-0.7647
10283,1.01,21,-396546.67,-3.69,-0.7647
10284,1.01,22,-396546.67,-3.69,-0.7647
10285,1.01,23,-396546.67,-3.69,-0.7647
10286,1.02,9,-396546.67,-3.69,-0.7647
10287,1.02,10,-396546.67,-3.69,-0.7647
10288,1.02,11,-396546.67,-3.69,-0.7647
10289,1.02,12,-396546.67,-3.69,-0.7647
10290,1.02,13,-396546.67,-3.69,-0.7647
10291,1.02,14,-396546.67,-3.69,-0.7647
10292,1.02,15,-396546.67,-3.69,-0.7647
10293,1.02,16,-396546.67,-3.69,-0.7647
10294,1.02,17,-396546.67,-3.69,-0.7647
10295,1.02,18,-396546.67,-3.69,-0.7647
10296,1.02,19,-396546.67,-3.69,-0.7647
10297,1.02,20,-396546.67,-3.69,-0.7647
10298,1.02,21,-396546.67,-3.69,-0.7647
10299,1.02,22,-396546.67,-3.69,-0.7647
10300,1.02,23,-396546.67,-3.69,-0.7647
10301,1.79,2,-397618.80,-2.78,0.0114
10302,1.8,2,-397618.80,-2.78,0.0114
10303,1.81,2,-397618.80,-2.78,0.0114
10304,1.82,2,-397618.80,-2.78,0.0114
10305,1.83,2,-397618.80,-2.78,0.0114
10306,1.84,2,-397618.80,-2.78,0.0114
10307,1.85,2,-397618.80,-2.78,0.0114
10308,1.86,2,-397618.80,-2.78,0.0114
10309,0.36,44,-400701.63,-3.45,-0.2145
10310,0.36,45,-400701.63,-3.45,-0.2145
10311,0.36,46,-400701.63,-3.45,-0.2145
10312,0.36,47,-400701.63,-3.45,-0.2145
10313,0.36,48,-400701.63,-3.45,-0.2145
10314,0.36,49,-400701.63,-3.45,-0.2145
10315,0.36,50,-400701.63,-3.45,-0.2145
10316,0.37,44,-400701.63,-3.45,-0.2145
10317,0.37,45,-400701.63,-3.45,-0.2145
10318,0.37,46,-400701.63,-3.45,-0.2145
10319,0.37,47,-400701.63,-3.45,-0.2145
10320,0.37,48,-400701.63,-3.45,-0.2145
10321,0.37,49,-400701.63,-3.45,-0.2145
10322,0.37,50,-400701.63,-3.45,-0.2145
10323,0.38,44,-400701.63,-3.45,-0.2145
10324,0.38,45,-400701.63,-3.45,-0.2145
10325,0.38,46,-400701.63,-3.45,-0.2145
10326,0.38,47,-400701.63,-3.45,-0.2145
10327,0.38,48,-400701.63,-3.45,-0.2145
10328,0.38,49,-400701.63,-3.45,-0.2145
10329,0.38,50,-400701.63,-3.45,-0.2145
10330,0.39,44,-400701.63,-3.45,-0.2145
10331,0.39,45,-400701.63,-3.45,-0.2145
10332,0.39,46,-400701.63,-3.45,-0.2145
10333,0.39,47,-400701.63,-3.45,-0.2145
10334,0.39,48,-400701.63,-3.45,-0.2145
10335,0.39,49,-400701.63,-3.45,-0.2145
10336,0.39,50,-400701.63,-3.45,-0.2145
10337,0.4,44,-400701.63,-3.45,-0.2145
10338,0.4,45,-400701.63,-3.45,-0.2145
10339,0.4,46,-400701.63,-3.45,-0.2145
10340,0.4,47,-400701.63,-3.45,-0.2145
10341,0.4,48,-400701.63,-3.45,-0.2145
10342,0.4,49,-400701.63,-3.45,-0.2145
10343,0.4,50,-400701.63,-3.45,-0.2145
10344,0.41,44,-400701.63,-3.45,-0.2145
10345,0.41,45,-400701.63,-3.45,-0.2145
10346,0.41,46,-400701.63,-3.45,-0.2145
10347,0.41,47,-400701.63,-3.45,-0.2145
10348,0.41,48,-400701.63,-3.45,-0.2145
10349,0.41,49,-400701.63,-3.45,-0.2145
10350,0.41,50,-400701.63,-3.45,-0.2145
10351,0.42,44,-400701.63,-3.45,-0.2145
10352,0.42,45,-400701.63,-3.45,-0.2145
10353,0.42,46,-400701.63,-3.45,-0.2145
10354,0.42,47,-400701.63,-3.45,-0.2145
10355,0.42,48,-400701.63,-3.45,-0.2145
10356,0.42,49,-400701.63,-3.45,-0.2145
10357,0.42,50,-400701.63,-3.45,-0.2145
10358,0.43,44,-400701.63,-3.45,-0.2145
10359,0.44,44,-400701.63,-3.45,-0.2145
10360,0.45,44,-400701.63,-3.45,-0.2145
10361,0.46,44,-400701.63,-3.45,-0.2145
10362,0.47,44,-400701.63,-3.45,-0.2145
10363,0.48,44,-400701.63,-3.45,-0.2145
10364,0.49,44,-400701.63,-3.45,-0.2145
10365,0.5,44,-400701.63,-3.45,-0.2145
10366,0.51,44,-400701.63,-3.45,-0.2145
10367,0.52,44,-400701.63,-3.45,-0.2145
10368,0.53,44,-400701.63,-3.45,-0.2145
10369,0.54,44,-400701.63,-3.45,-0.2145
10370,0.55,44,-400701.63,-3.45,-0.2145
10371,0.56,44,-400701.63,-3.45,-0.2145
10372,0.57,39,-400701.63,-3.45,-0.2145
10373,0.57,40,-400701.63,-3.45,-0.2145
10374,0.57,41,-400701.63,-3.45,-0.2145
10375,0.57,42,-400701.63,-3.45,-0.2145
10376,0.57,43,-400701.63,-3.45,-0.2145
10377,0.57,44,-400701.63,-3.45,-0.2145
10378,0.58,39,-400701.63,-3.45,-0.2145
10379,0.58,40,-400701.63,-3.45,-0.2145
10380,0.58,41,-400701.63,-3.45,-0.2145
10381,0.58,42,-400701.63,-3.45,-0.2145
10382,0.58,43,-400701.63,-3.45,-0.2145
10383,0.58,44,-400701.63,-3.45,-0.2145
10384,0.59,37,-400701.63,-3.45,-0.2145
10385,0.59,38,-400701.63,-3.45,-0.2145
10386,0.59,39,-400701.63,-3.45,-0.2145
10387,0.59,40,-400701.63,-3.45,-0.2145
10388,0.59,41,-400701.63,-3.45,-0.2145
10389,0.59,42,-400701.63,-3.45,-0.2145
10390,0.59,43,-400701.63,-3.45,-0.2145
10391,0.59,44,-400701.63,-3.45,-0.2145
10392,0.6,35,-400701.63,-3.45,-0.2145
10393,0.6,36,-400701.63,-3.45,-0.2145
10394,0.6,37,-400701.63,-3.45,-0.2145
10395,0.6,38,-400701.63,-3.45,-0.2145
10396,0.6,39,-400701.63,-3.45,-0.2145
10397,0.6,40,-400701.63,-3.45,-0.2145
10398,0.6,41,-400701.63,-3.45,-0.2145
10399,0.6,42,-400701.63,-3.45,-0.2145
10400,0.6,43,-400701.63,-3.45,-0.2145
10401,0.6,44,-400701.63,-3.45,-0.2145
10402,0.61,35,-400701.63,-3.45,-0.2145
10403,0.61,36,-400701.63,-3.45,-0.2145
10404,0.61,37,-400701.63,-3.45,-0.2145
10405,0.61,38,-400701.63,-3.45,-0.2145
10406,0.61,39,-400701.63,-3.45,-0.2145
10407,0.61,40,-400701.63,-3.45,-0.2145
10408,0.61,41,-400701.63,-3.45,-0.2145
10409,0.61,42,-400701.63,-3.45,-0.2145
10410,0.61,43,-400701.63,-3.45,-0.2145
10411,0.61,44,-400701.63,-3.45,-0.2145
10412,0.62,35,-400701.63,-3.45,-0.2145
10413,0.62,36,-400701.63,-3.45,-0.2145
10414,0.62,37,-400701.63,-3.45,-0.2145
10415,0.62,38,-400701.63,-3.45,-0.2145
10416,0.62,39,-400701.63,-3.45,-0.2145
10417,0.62,40,-400701.63,-3.45,-0.2145
10418,0.62,41,-400701.63,-3.45,-0.2145
10419,0.62,42,-400701.63,-3.45,-0.2145
10420,0.62,43,-400701.63,-3.45,-0.2145
10421,0.62,44,-400701.63,-3.45,-0.2145
10422,0.63,34,-400701.63,-3.45,-0.2145
10423,0.63,35,-400701.63,-3.45,-0.2145
10424,0.63,36,-400701.63,-3.45,-0.2145
10425,0.63,37,-400701.63,-3.45,-0.2145
10426,0.63,38,-400701.63,-3.45,-0.2145
10427,0.63,39,-400701.63,-3.45,-0.2145
10428,0.63,40,-400701.63,-3.45,-0.2145
10429,0.63,41,-400701.63,-3.45,-0.2145
10430,0.63,42,-400701.63,-3.45,-0.2145
10431,0.63,43,-400701.63,-3.45,-0.2145
10432,0.63,44,-400701.63,-3.45,-0.2145
10433,0.64,33,-400701.63,-3.45,-0.2145
10434,0.64,34,-400701.63,-3.45,-0.2145
10435,0.64,35,-400701.63,-3.45,-0.2145
10436,0.64,36,-400701.63,-3.45,-0.2145
10437,0.65,33,-400701.63,-3.45,-0.2145
10438,0.65,34,-400701.63,-3.45,-0.2145
10439,0.65,35,-400701.63,-3.45,-0.2145
10440,0.65,36,-400701.63,-3.45,-0.2145
10441,0.66,33,-400701.63,-3.45,-0.2145
10442,0.66,34,-400701.63,-3.45,-0.2145
10443,0.66,35,-400701.63,-3.45,-0.2145
10444,0.66,36,-400701.63,-3.45,-0.2145
10445,1.58,6,-400701.63,-3.45,-0.2145
10446,1.59,6,-400701.63,-3.45,-0.2145
10447,1.6,6,-400701.63,-3.45,-0.2145
10448,1.61,6,-400701.63,-3.45,-0.2145
10449,1.62,5,-400701.63,-3.45,-0.2145
10450,1.62,6,-400701.63,-3.45,-0.2145
10451,1.63,5,-400701.63,-3.45,-0.2145
10452,1.63,6,-400701.63,-3.45,-0.2145
10453,1.64,5,-400701.63,-3.45,-0.2145
10454,1.64,6,-400701.63,-3.45,-0.2145
10455,1.65,5,-400701.63,-3.45,-0.2145
10456,1.65,6,-400701.63,-3.45,-0.2145
10457,1.66,5,-400701.63,-3.45,-0.2145
10458,1.66,6,-400701.63,-3.45,-0.2145
10459,1.67,5,-400701.63,-3.45,-0.2145
10460,1.67,6,-400701.63,-3.45,-0.2145
10461,1.68,5,-400701.63,-3.45,-0.2145
10462,1.68,6,-400701.63,-3.45,-0.2145
10463,1.69,5,-400701.63,-3.45,-0.2145
10464,1.69,6,-400701.63,-3.45,-0.2145
10465,1.7,5,-400701.63,-3.45,-0.2145
10466,1.7,6,-400701.63,-3.45,-0.2145
10467,1.71,5,-400701.63,-3.45,-0.2145
10468,1.71,6,-400701.63,-3.45,-0.2145
10469,1.72,5,-400701.63,-3.45,-0.2145
10470,1.72,6,-400701.63,-3.45,-0.2145
10471,1.73,5,-400701.63,-3.45,-0.2145
10472,1.73,6,-400701.63,-3.45,-0.2145
10473,1.74,5,-400701.63,-3.45,-0.2145
10474,1.74,6,-400701.63,-3.45,-0.2145
10475,1.75,5,-400701.63,-3.45,-0.2145
10476,1.75,6,-400701.63,-3.45,-0.2145
10477,1.76,5,-400701.63,-3.45,-0.2145
10478,1.76,6,-400701.63,-3.45,-0.2145
10479,1.77,5,-400701.63,-3.45,-0.2145
10480,1.77,6,-400701.63,-3.45,-0.2145
10481,1.78,5,-400701.63,-3.45,-0.2145
10482,1.78,6,-400701.63,-3.45,-0.2145
10483,1.79,5,-400701.63,-3.45,-0.2145
10484,1.79,6,-400701.63,-3.45,-0.2145
10485,1.8,5,-400701.63,-3.45,-0.2145
10486,1.8,6,-400701.63,-3.45,-0.2145
10487,1.81,5,-400701.63,-3.45,-0.2145
10488,1.81,6,-400701.63,-3.45,-0.2145
10489,1.82,5,-400701.63,-3.45,-0.2145
10490,1.82,6,-400701.63,-3.45,-0.2145
10491,1.83,5,-400701.63,-3.45,-0.2145
10492,1.83,6,-400701.63,-3.45,-0.2145
10493,1.84,5,-400701.63,-3.45,-0.2145
10494,1.84,6,-400701.63,-3.45,-0.2145
10495,1.85,5,-400701.63,-3.45,-0.2145
10496,1.85,6,-400701.63,-3.45,-0.2145
10497,1.86,5,-400701.63,-3.45,-0.2145
10498,1.86,6,-400701.63,-3.45,-0.2145
10499,1.87,5,-400701.63,-3.45,-0.2145
10500,1.87,6,-400701.63,-3.45,-0.2145
10501,1.88,5,-400701.63,-3.45,-0.2145
10502,1.88,6,-400701.63,-3.45,-0.2145
10503,1.89,5,-400701.63,-3.45,-0.2145
10504,1.89,6,-400701.63,-3.45,-0.2145
10505,1.9,5,-400701.63,-3.45,-0.2145
10506,1.9,6,-400701.63,-3.45,-0.2145
10507,1.91,5,-400701.63,-3.45,-0.2145
10508,1.91,6,-400701.63,-3.45,-0.2145
10509,1.92,5,-400701.63,-3.45,-0.2145
10510,1.92,6,-400701.63,-3.45,-0.2145
10511,1.93,5,-400701.63,-3.45,-0.2145
10512,1.93,6,-400701.63,-3.45,-0.2145
10513,1.94,5,-400701.63,-3.45,-0.2145
10514,1.94,6,-400701.63,-3.45,-0.2145
10515,1.95,5,-400701.63,-3.45,-0.2145
10516,1.95,6,-400701.63,-3.45,-0.2145
10517,1.96,4,-400701.63,-3.45,-0.2145
10518,1.96,5,-400701.63,-3.45,-0.2145
10519,1.96,6,-400701.63,-3.45,-0.2145
10520,1.97,4,-400701.63,-3.45,-0.2145
10521,1.97,5,-400701.63,-3.45,-0.2145
10522,1.97,6,-400701.63,-3.45,-0.2145
10523,1.98,4,-400701.63,-3.45,-0.2145
10524,1.98,5,-400701.63,-3.45,-0.2145
10525,1.98,6,-400701.63,-3.45,-0.2145
10526,1.99,4,-400701.63,-3.45,-0.2145
10527,1.99,5,-400701.63,-3.45,-0.2145
10528,1.99,6,-400701.63,-3.45,-0.2145
10529,2,4,-400701.63,-3.45,-0.2145
10530,2,5,-400701.63,-3.45,-0.2145
10531,2,6,-400701.63,-3.45,-0.2145
10532,2.01,4,-400701.63,-3.45,-0.2145
10533,2.01,5,-400701.63,-3.45,-0.2145
10534,2.01,6,-400701.63,-3.45,-0.2145
10535,2.02,4,-400701.63,-3.45,-0.2145
10536,2.02,5,-400701.63,-3.45,-0.2145
10537,2.02,6,-400701.63,-3.45,-0.2145
10538,2.03,4,-400701.63,-3.45,-0.2145
10539,2.03,5,-400701.63,-3.45,-0.2145
10540,2.03,6,-400701.63,-3.45,-0.2145
10541,2.04,4,-400701.63,-3.45,-0.2145
10542,2.04,5,-400701.63,-3.45,-0.2145
10543,2.04,6,-400701.63,-3.45,-0.2145
10544,2.05,4,-400701.63,-3.45,-0.2145
10545,2.05,5,-400701.63,-3.45,-0.2145
10546,2.05,6,-400701.63,-3.45,-0.2145
10547,2.06,4,-400701.63,-3.45,-0.2145
10548,2.06,5,-400701.63,-3.45,-0.2145
10549,2.06,6,-400701.63,-3.45,-0.2145
10550,2.07,4,-400701.63,-3.45,-0.2145
10551,2.07,5,-400701.63,-3.45,-0.2145
10552,2.07,6,-400701.63,-3.45,-0.2145
10553,2.08,4,-400701.63,-3.45,-0.2145
10554,2.08,5,-400701.63,-3.45,-0.2145
10555,2.08,6,-400701.63,-3.45,-0.2145
10556,2.09,4,-400701.63,-3.45,-0.2145
10557,2.09,5,-400701.63,-3.45,-0.2145
10558,2.09,6,-400701.63,-3.45,-0.2145
10559,2.1,4,-400701.63,-3.45,-0.2145
10560,2.1,5,-400701.63,-3.45,-0.2145
10561,2.1,6,-400701.63,-3.45,-0.2145
10562,2.11,4,-400701.63,-3.45,-0.2145
10563,2.11,5,-400701.63,-3.45,-0.2145
10564,2.11,6,-400701.63,-3.45,-0.2145
10565,2.12,4,-400701.63,-3.45,-0.2145
10566,2.12,5,-400701.63,-3.45,-0.2145
10567,2.12,6,-400701.63,-3.45,-0.2145
10568,2.13,4,-400701.63,-3.45,-0.2145
10569,2.13,5,-400701.63,-3.45,-0.2145
10570,2.13,6,-400701.63,-3.45,-0.2145
10571,2.14,4,-400701.63,-3.45,-0.2145
10572,2.14,5,-400701.63,-3.45,-0.2145
