#,P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
2124,1.24,42,0.00,0.00,0.0000
2125,1.24,43,0.00,0.00,0.0000
2126,1.24,44,0.00,0.00,0.0000
2127,1.24,45,0.00,0.00,0.0000
2128,1.24,46,0.00,0.00,0.0000
2129,1.24,47,0.00,0.00,0.0000
2130,1.24,48,0.00,0.00,0.0000
2131,1.24,49,0.00,0.00,0.0000
2132,1.24,50,0.00,0.00,0.0000
2133,1.25,9,0.00,0.00,0.0000
2134,1.25,10,0.00,0.00,0.0000
2135,1.25,11,0.00,0.00,0.0000
2136,1.25,12,0.00,0.00,0.0000
2137,1.25,13,0.00,0.00,0.0000
2138,1.25,14,0.00,0.00,0.0000
2139,1.25,15,0.00,0.00,0.0000
2140,1.25,16,0.00,0.00,0.0000
2141,1.25,17,0.00,0.00,0.0000
2142,1.25,18,0.00,0.00,0.0000
2143,1.25,19,0.00,0.00,0.0000
2144,1.25,20,0.00,0.00,0.0000
2145,1.25,21,0.00,0.00,0.0000
2146,1.25,22,0.00,0.00,0.0000
2147,1.25,23,0.00,0.00,0.0000
2148,1.25,24,0.00,0.00,0.0000
2149,1.25,25,0.00,0.00,0.0000
2150,1.25,26,0.00,0.00,0.0000
2151,1.25,27,0.00,0.00,0.0000
2152,1.25,28,0.00,0.00,0.0000
2153,1.25,29,0.00,0.00,0.0000
2154,1.25,30,0.00,0.00,0.0000
2155,1.25,31,0.00,0.00,0.0000
2156,1.25,32,0.00,0.00,0.0000
2157,1.25,33,0.00,0.00,0.0000
2158,1.25,34,0.00,0.00,0.0000
2159,1.25,35,0.00,0.00,0.0000
2160,1.25,36,0.00,0.00,0.0000
2161,1.25,37,0.00,0.00,0.0000
2162,1.25,38,0.00,0.00,0.0000
2163,1.25,39,0.00,0.00,0.0000
2164,1.25,40,0.00,0.00,0.0000
2165,1.25,41,0.00,0.00,0.0000
2166,1.25,42,0.00,0.00,0.0000
2167,1.25,43,0.00,0.00,0.0000
2168,1.25,44,0.00,0.00,0.0000
2169,1.25,45,0.00,0.00,0.0000
2170,1.25,46,0.00,0.00,0.0000
2171,1.25,47,0.00,0.00,0.0000
2172,1.25,48,0.00,0.00,0.0000
2173,1.25,49,0.00,0.00,0.0000
2174,1.25,50,0.00,0.00,0.0000
2175,1.26,9,0.00,0.00,0.0000
2176,1.26,10,0.00,0.00,0.0000
2177,1.26,11,0.00,0.00,0.0000
2178,1.26,12,0.00,0.00,0.0000
2179,1.26,13,0.00,0.00,0.0000
2180,1.26,14,0.00,0.00,0.0000
2181,1.26,15,0.00,0.00,0.0000
2182,1.26,16,0.00,0.00,0.0000
2183,1.26,17,0.00,0.00,0.0000
2184,1.26,18,0.00,0.00,0.0000
2185,1.26,19,0.00,0.00,0.0000
2186,1.26,20,0.00,0.00,0.0000
2187,1.26,21,0.00,0.00,0.0000
2188,1.26,22,0.00,0.00,0.0000
2189,1.26,23,0.00,0.00,0.0000
2190,1.26,24,0.00,0.00,0.0000
2191,1.26,25,0.00,0.00,0.0000
2192,1.26,26,0.00,0.00,0.0000
2193,1.26,27,0.00,0.00,0.0000
2194,1.26,28,0.00,0.00,0.0000
2195,1.26,29,0.00,0.00,0.0000
2196,1.26,30,0.00,0.00,0.0000
2197,1.26,31,0.00,0.00,0.0000
2198,1.26,32,0.00,0.00,0.0000
2199,1.26,33,0.00,0.00,0.0000
2200,1.26,34,0.00,0.00,0.0000
2201,1.26,35,0.00,0.00,0.0000
2202,1.26,36,0.00,0.00,0.0000
2203,1.26,37,0.00,0.00,0.0000
2204,1.26,38,0.00,0.00,0.0000
2205,1.26,39,0.00,0.00,0.0000
2206,1.26,40,0.00,0.00,0.0000
2207,1.26,41,0.00,0.00,0.0000
2208,1.26,42,0.00,0.00,0.0000
2209,1.26,43,0.00,0.00,0.0000
2210,1.26,44,0.00,0.00,0.0000
2211,1.26,45,0.00,0.00,0.0000
2212,1.26,46,0.00,0.00,0.0000
2213,1.26,47,0.00,0.00,0.0000
2214,1.26,48,0.00,0.00,0.0000
2215,1.26,49,0.00,0.00,0.0000
2216,1.26,50,0.00,0.00,0.0000
2217,1.27,9,0.00,0.00,0.0000
2218,1.27,10,0.00,0.00,0.0000
2219,1.27,11,0.00,0.00,0.0000
2220,1.27,12,0.00,0.00,0.0000
2221,1.27,13,0.00,0.00,0.0000
2222,1.27,14,0.00,0.00,0.0000
2223,1.27,15,0.00,0.00,0.0000
2224,1.27,16,0.00,0.00,0.0000
2225,1.27,17,0.00,0.00,0.0000
2226,1.27,18,0.00,0.00,0.0000
2227,1.27,19,0.00,0.00,0.0000
2228,1.27,20,0.00,0.00,0.0000
2229,1.27,21,0.00,0.00,0.0000
2230,1.27,22,0.00,0.00,0.0000
2231,1.27,23,0.00,0.00,0.0000
2232,1.27,24,0.00,0.00,0.0000
2233,1.27,25,0.00,0.00,0.0000
2234,1.27,26,0.00,0.00,0.0000
2235,1.27,27,0.00,0.00,0.0000
2236,1.27,28,0.00,0.00,0.0000
2237,1.27,29,0.00,0.00,0.0000
2238,1.27,30,0.00,0.00,0.0000
2239,1.27,31,0.00,0.00,0.0000
2240,1.27,32,0.00,0.00,0.0000
2241,1.27,33,0.00,0.00,0.0000
2242,1.27,34,0.00,0.00,0.0000
2243,1.27,35,0.00,0.00,0.0000
2244,1.27,36,0.00,0.00,0.0000
2245,1.27,37,0.00,0.00,0.0000
2246,1.27,38,0.00,0.00,0.0000
2247,1.27,39,0.00,0.00,0.0000
2248,1.27,40,0.00,0.00,0.0000
2249,1.27,41,0.00,0.00,0.0000
2250,1.27,42,0.00,0.00,0.0000
2251,1.27,43,0.00,0.00,0.0000
2252,1.27,44,0.00,0.00,0.0000
2253,1.27,45,0.00,0.00,0.0000
2254,1.27,46,0.00,0.00,0.0000
2255,1.27,47,0.00,0.00,0.0000
2256,1.27,48,0.00,0.00,0.0000
2257,1.27,49,0.00,0.00,0.0000
2258,1.27,50,0.00,0.00,0.0000
2259,1.28,9,0.00,0.00,0.0000
2260,1.28,10,0.00,0.00,0.0000
2261,1.28,11,0.00,0.00,0.0000
2262,1.28,12,0.00,0.00,0.0000
2263,1.28,13,0.00,0.00,0.0000
2264,1.28,14,0.00,0.00,0.0000
2265,1.28,15,0.00,0.00,0.0000
2266,1.28,16,0.00,0.00,0.0000
2267,1.28,17,0.00,0.00,0.0000
2268,1.28,18,0.00,0.00,0.0000
2269,1.28,19,0.00,0.00,0.0000
2270,1.28,20,0.00,0.00,0.0000
2271,1.28,21,0.00,0.00,0.0000
2272,1.28,22,0.00,0.00,0.0000
2273,1.28,23,0.00,0.00,0.0000
2274,1.28,24,0.00,0.00,0.0000
2275,1.28,25,0.00,0.00,0.0000
2276,1.28,26,0.00,0.00,0.0000
2277,1.28,27,0.00,0.00,0.0000
2278,1.28,28,0.00,0.00,0.0000
2279,1.28,29,0.00,0.00,0.0000
2280,1.28,30,0.00,0.00,0.0000
2281,1.28,31,0.00,0.00,0.0000
2282,1.28,32,0.00,0.00,0.0000
2283,1.28,33,0.00,0.00,0.0000
2284,1.28,34,0.00,0.00,0.0000
2285,1.28,35,0.00,0.00,0.0000
2286,1.28,36,0.00,0.00,0.0000
2287,1.28,37,0.00,0.00,0.0000
2288,1.28,38,0.00,0.00,0.0000
2289,1.28,39,0.00,0.00,0.0000
2290,1.28,40,0.00,0.00,0.0000
2291,1.28,41,0.00,0.00,0.0000
2292,1.28,42,0.00,0.00,0.0000
2293,1.28,43,0.00,0.00,0.0000
2294,1.28,44,0.00,0.00,0.0000
2295,1.28,45,0.00,0.00,0.0000
2296,1.28,46,0.00,0.00,0.0000
2297,1.28,47,0.00,0.00,0.0000
2298,1.28,48,0.00,0.00,0.0000
2299,1.28,49,0.00,0.00,0.0000
2300,1.28,50,0.00,0.00,0.0000
2301,1.29,9,0.00,0.00,0.0000
2302,1.29,10,0.00,0.00,0.0000
2303,1.29,11,0.00,0.00,0.0000
2304,1.29,12,0.00,0.00,0.0000
2305,1.29,13,0.00,0.00,0.0000
2306,1.29,14,0.00,0.00,0.0000
2307,1.29,15,0.00,0.00,0.0000
2308,1.29,16,0.00,0.00,0.0000
2309,1.29,17,0.00,0.00,0.0000
2310,1.29,18,0.00,0.00,0.0000
2311,1.29,19,0.00,0.00,0.0000
2312,1.29,20,0.00,0.00,0.0000
2313,1.29,21,0.00,0.00,0.0000
2314,1.29,22,0.00,0.00,0.0000
2315,1.29,23,0.00,0.00,0.0000
2316,1.29,24,0.00,0.00,0.0000
2317,1.29,25,0.00,0.00,0.0000
2318,1.29,26,0.00,0.00,0.0000
2319,1.29,27,0.00,0.00,0.0000
2320,1.29,28,0.00,0.00,0.0000
2321,1.29,29,0.00,0.00,0.0000
2322,1.29,30,0.00,0.00,0.0000
2323,1.29,31,0.00,0.00,0.0000
2324,1.29,32,0.00,0.00,0.0000
2325,1.29,33,0.00,0.00,0.0000
2326,1.29,34,0.00,0.00,0.0000
2327,1.29,35,0.00,0.00,0.0000
2328,1.29,36,0.00,0.00,0.0000
2329,1.29,37,0.00,0.00,0.0000
2330,1.29,38,0.00,0.00,0.0000
2331,1.29,39,0.00,0.00,0.0000
2332,1.29,40,0.00,0.00,0.0000
2333,1.29,41,0.00,0.00,0.0000
2334,1.29,42,0.00,0.00,0.0000
2335,1.29,43,0.00,0.00,0.0000
2336,1.29,44,0.00,0.00,0.0000
2337,1.29,45,0.00,0.00,0.0000
2338,1.29,46,0.00,0.00,0.0000
2339,1.29,47,0.00,0.00,0.0000
2340,1.29,48,0.00,0.00,0.0000
2341,1.29,49,0.00,0.00,0.0000
2342,1.29,50,0.00,0.00,0.0000
2343,1.3,9,0.00,0.00,0.0000
2344,1.3,10,0.00,0.00,0.0000
2345,1.3,11,0.00,0.00,0.0000
2346,1.3,12,0.00,0.00,0.0000
2347,1.3,13,0.00,0.00,0.0000
2348,1.3,14,0.00,0.00,0.0000
2349,1.3,15,0.00,0.00,0.0000
2350,1.3,16,0.00,0.00,0.0000
2351,1.3,17,0.00,0.00,0.0000
2352,1.3,18,0.00,0.00,0.0000
2353,1.3,19,0.00,0.00,0.0000
2354,1.3,20,0.00,0.00,0.0000
2355,1.3,21,0.00,0.00,0.0000
2356,1.3,22,0.00,0.00,0.0000
2357,1.3,23,0.00,0.00,0.0000
2358,1.3,24,0.00,0.00,0.0000
2359,1.3,25,0.00,0.00,0.0000
2360,1.3,26,0.00,0.00,0.0000
2361,1.3,27,0.00,0.00,0.0000
2362,1.3,28,0.00,0.00,0.0000
2363,1.3,29,0.00,0.00,0.0000
2364,1.3,30,0.00,0.00,0.0000
2365,1.3,31,0.00,0.00,0.0000
2366,1.3,32,0.00,0.00,0.0000
2367,1.3,33,0.00,0.00,0.0000
2368,1.3,34,0.00,0.00,0.0000
2369,1.3,35,0.00,0.00,0.0000
2370,1.3,36,0.00,0.00,0.0000
2371,1.3,37,0.00,0.00,0.0000
2372,1.3,38,0.00,0.00,0.0000
2373,1.3,39,0.00,0.00,0.0000
2374,1.3,40,0.00,0.00,0.0000
2375,1.3,41,0.00,0.00,0.0000
2376,1.3,42,0.00,0.00,0.0000
2377,1.3,43,0.00,0.00,0.0000
2378,1.3,44,0.00,0.00,0.0000
2379,1.3,45,0.00,0.00,0.0000
2380,1.3,46,0.00,0.00,0.0000
2381,1.3,47,0.00,0.00,0.0000
2382,1.3,48,0.00,0.00,0.0000
2383,1.3,49,0.00,0.00,0.0000
2384,1.3,50,0.00,0.00,0.0000
2385,1.31,9,0.00,0.00,0.0000
2386,1.31,10,0.00,0.00,0.0000
2387,1.31,11,0.00,0.00,0.0000
2388,1.31,12,0.00,0.00,0.0000
2389,1.31,13,0.00,0.00,0.0000
2390,1.31,14,0.00,0.00,0.0000
2391,1.31,15,0.00,0.00,0.0000
2392,1.31,16,0.00,0.00,0.0000
2393,1.31,17,0.00,0.00,0.0000
2394,1.31,18,0.00,0.00,0.0000
2395,1.31,19,0.00,0.00,0.0000
2396,1.31,20,0.00,0.00,0.0000
2397,1.31,21,0.00,0.00,0.0000
2398,1.31,22,0.00,0.00,0.0000
2399,1.31,23,0.00,0.00,0.0000
2400,1.31,24,0.00,0.00,0.0000
2401,1.31,25,0.00,0.00,0.0000
2402,1.31,26,0.00,0.00,0.0000
2403,1.31,27,0.00,0.00,0.0000
2404,1.31,28,0.00,0.00,0.0000
2405,1.31,29,0.00,0.00,0.0000
2406,1.31,30,0.00,0.00,0.0000
2407,1.31,31,0.00,0.00,0.0000
2408,1.31,32,0.00,0.00,0.0000
2409,1.31,33,0.00,0.00,0.0000
2410,1.31,34,0.00,0.00,0.0000
2411,1.31,35,0.00,0.00,0.0000
2412,1.31,36,0.00,0.00,0.0000
2413,1.31,37,0.00,0.00,0.0000
2414,1.31,38,0.00,0.00,0.0000
2415,1.31,39,0.00,0.00,0.0000
2416,1.31,40,0.00,0.00,0.0000
2417,1.31,41,0.00,0.00,0.0000
2418,1.31,42,0.00,0.00,0.0000
2419,1.31,43,0.00,0.00,0.0000
2420,1.31,44,0.00,0.00,0.0000
2421,1.31,45,0.00,0.00,0.0000
2422,1.31,46,0.00,0.00,0.0000
2423,1.31,47,0.00,0.00,0.0000
2424,1.31,48,0.00,0.00,0.0000
2425,1.31,49,0.00,0.00,0.0000
2426,1.31,50,0.00,0.00,0.0000
2427,1.32,9,0.00,0.00,0.0000
2428,1.32,10,0.00,0.00,0.0000
2429,1.32,11,0.00,0.00,0.0000
2430,1.32,12,0.00,0.00,0.0000
2431,1.32,13,0.00,0.00,0.0000
2432,1.32,14,0.00,0.00,0.0000
2433,1.32,15,0.00,0.00,0.0000
2434,1.32,16,0.00,0.00,0.0000
2435,1.32,17,0.00,0.00,0.0000
2436,1.32,18,0.00,0.00,0.0000
2437,1.32,19,0.00,0.00,0.0000
2438,1.32,20,0.00,0.00,0.0000
2439,1.32,21,0.00,0.00,0.0000
2440,1.32,22,0.00,0.00,0.0000
2441,1.32,23,0.00,0.00,0.0000
2442,1.32,24,0.00,0.00,0.0000
2443,1.32,25,0.00,0.00,0.0000
2444,1.32,26,0.00,0.00,0.0000
2445,1.32,27,0.00,0.00,0.0000
2446,1.32,28,0.00,0.00,0.0000
2447,1.32,29,0.00,0.00,0.0000
2448,1.32,30,0.00,0.00,0.0000
2449,1.32,31,0.00,0.00,0.0000
2450,1.32,32,0.00,0.00,0.0000
2451,1.32,33,0.00,0.00,0.0000
2452,1.32,34,0.00,0.00,0.0000
2453,1.32,35,0.00,0.00,0.0000
2454,1.32,36,0.00,0.00,0.0000
2455,1.32,37,0.00,0.00,0.0000
2456,1.32,38,0.00,0.00,0.0000
2457,1.32,39,0.00,0.00,0.0000
2458,1.32,40,0.00,0.00,0.0000
2459,1.32,41,0.00,0.00,0.0000
2460,1.32,42,0.00,0.00,0.0000
2461,1.32,43,0.00,0.00,0.0000
2462,1.32,44,0.00,0.00,0.0000
2463,1.32,45,0.00,0.00,0.0000
2464,1.32,46,0.00,0.00,0.0000
2465,1.32,47,0.00,0.00,0.0000
2466,1.32,48,0.00,0.00,0.0000
2467,1.32,49,0.00,0.00,0.0000
2468,1.32,50,0.00,0.00,0.0000
2469,1.33,9,0.00,0.00,0.0000
2470,1.33,10,0.00,0.00,0.0000
2471,1.33,11,0.00,0.00,0.0000
2472,1.33,12,0.00,0.00,0.0000
2473,1.33,13,0.00,0.00,0.0000
2474,1.33,14,0.00,0.00,0.0000
2475,1.33,15,0.00,0.00,0.0000
2476,1.33,16,0.00,0.00,0.0000
2477,1.33,17,0.00,0.00,0.0000
2478,1.33,18,0.00,0.00,0.0000
2479,1.33,19,0.00,0.00,0.0000
2480,1.33,20,0.00,0.00,0.0000
2481,1.33,21,0.00,0.00,0.0000
2482,1.33,22,0.00,0.00,0.0000
2483,1.33,23,0.00,0.00,0.0000
2484,1.33,24,0.00,0.00,0.0000
2485,1.33,25,0.00,0.00,0.0000
2486,1.33,26,0.00,0.00,0.0000
2487,1.33,27,0.00,0.00,0.0000
2488,1.33,28,0.00,0.00,0.0000
2489,1.33,29,0.00,0.00,0.0000
2490,1.33,30,0.00,0.00,0.0000
2491,1.33,31,0.00,0.00,0.0000
2492,1.33,32,0.00,0.00,0.0000
2493,1.33,33,0.00,0.00,0.0000
2494,1.33,34,0.00,0.00,0.0000
2495,1.33,35,0.00,0.00,0.0000
2496,1.33,36,0.00,0.00,0.0000
2497,1.33,37,0.00,0.00,0.0000
2498,1.33,38,0.00,0.00,0.0000
2499,1.33,39,0.00,0.00,0.0000
2500,1.33,40,0.00,0.00,0.0000
2501,1.33,41,0.00,0.00,0.0000
2502,1.33,42,0.00,0.00,0.0000
2503,1.33,43,0.00,0.00,0.0000
2504,1.33,44,0.00,0.00,0.0000
2505,1.33,45,0.00,0.00,0.0000
2506,1.33,46,0.00,0.00,0.0000
2507,1.33,47,0.00,0.00,0.0000
2508,1.33,48,0.00,0.00,0.0000
2509,1.33,49,0.00,0.00,0.0000
2510,1.33,50,0.00,0.00,0.0000
2511,1.34,9,0.00,0.00,0.0000
2512,1.34,10,0.00,0.00,0.0000
2513,1.34,11,0.00,0.00,0.0000
2514,1.34,12,0.00,0.00,0.0000
2515,1.34,13,0.00,0.00,0.0000
2516,1.34,14,0.00,0.00,0.0000
2517,1.34,15,0.00,0.00,0.0000
2518,1.34,16,0.00,0.00,0.0000
2519,1.34,17,0.00,0.00,0.0000
2520,1.34,18,0.00,0.00,0.0000
2521,1.34,19,0.00,0.00,0.0000
2522,1.34,20,0.00,0.00,0.0000
2523,1.34,21,0.00,0.00,0.0000
2524,1.34,22,0.00,0.00,0.0000
2525,1.34,23,0.00,0.00,0.0000
2526,1.34,24,0.00,0.00,0.0000
2527,1.34,25,0.00,0.00,0.0000
2528,1.34,26,0.00,0.00,0.0000
2529,1.34,27,0.00,0.00,0.0000
2530,1.34,28,0.00,0.00,0.0000
2531,1.34,29,0.00,0.00,0.0000
2532,1.34,30,0.00,0.00,0.0000
2533,1.34,31,0.00,0.00,0.0000
2534,1.34,32,0.00,0.00,0.0000
2535,1.34,33,0.00,0.00,0.0000
2536,1.34,34,0.00,0.00,0.0000
2537,1.34,35,0.00,0.00,0.0000
2538,1.34,36,0.00,0.00,0.0000
2539,1.34,37,0.00,0.00,0.0000
2540,1.34,38,0.00,0.00,0.0000
2541,1.34,39,0.00,0.00,0.0000
2542,1.34,40,0.00,0.00,0.0000
2543,1.34,41,0.00,0.00,0.0000
2544,1.34,42,0.00,0.00,0.0000
2545,1.34,43,0.00,0.00,0.0000
2546,1.34,44,0.00,0.00,0.0000
2547,1.34,45,0.00,0.00,0.0000
2548,1.34,46,0.00,0.00,0.0000
2549,1.34,47,0.00,0.00,0.0000
2550,1.34,48,0.00,0.00,0.0000
2551,1.34,49,0.00,0.00,0.0000
2552,1.34,50,0.00,0.00,0.0000
2553,1.35,9,0.00,0.00,0.0000
2554,1.35,10,0.00,0.00,0.0000
2555,1.35,11,0.00,0.00,0.0000
2556,1.35,12,0.00,0.00,0.0000
2557,1.35,13,0.00,0.00,0.0000
2558,1.35,14,0.00,0.00,0.0000
2559,1.35,15,0.00,0.00,0.0000
2560,1.35,16,0.00,0.00,0.0000
2561,1.35,17,0.00,0.00,0.0000
2562,1.35,18,0.00,0.00,0.0000
2563,1.35,19,0.00,0.00,0.0000
2564,1.35,20,0.00,0.00,0.0000
2565,1.35,21,0.00,0.00,0.0000
2566,1.35,22,0.00,0.00,0.0000
2567,1.35,23,0.00,0.00,0.0000
2568,1.35,24,0.00,0.00,0.0000
2569,1.35,25,0.00,0.00,0.0000
2570,1.35,26,0.00,0.00,0.0000
2571,1.35,27,0.00,0.00,0.0000
2572,1.35,28,0.00,0.00,0.0000
2573,1.35,29,0.00,0.00,0.0000
2574,1.35,30,0.00,0.00,0.0000
2575,1.35,31,0.00,0.00,0.0000
2576,1.35,32,0.00,0.00,0.0000
2577,1.35,33,0.00,0.00,0.0000
2578,1.35,34,0.00,0.00,0.0000
2579,1.35,35,0.00,0.00,0.0000
2580,1.35,36,0.00,0.00,0.0000
2581,1.35,37,0.00,0.00,0.0000
2582,1.35,38,0.00,0.00,0.0000
2583,1.35,39,0.00,0.00,0.0000
2584,1.35,40,0.00,0.00,0.0000
2585,1.35,41,0.00,0.00,0.0000
2586,1.35,42,0.00,0.00,0.0000
2587,1.35,43,0.00,0.00,0.0000
2588,1.35,44,0.00,0.00,0.0000
2589,1.35,45,0.00,0.00,0.0000
2590,1.35,46,0.00,0.00,0.0000
2591,1.35,47,0.00,0.00,0.0000
2592,1.35,48,0.00,0.00,0.0000
2593,1.35,49,0.00,0.00,0.0000
2594,1.35,50,0.00,0.00,0.0000
2595,1.36,9,0.00,0.00,0.0000
2596,1.36,10,0.00,0.00,0.0000
2597,1.36,11,0.00,0.00,0.0000
2598,1.36,12,0.00,0.00,0.0000
2599,1.36,13,0.00,0.00,0.0000
2600,1.36,14,0.00,0.00,0.0000
2601,1.36,15,0.00,0.00,0.0000
2602,1.36,16,0.00,0.00,0.0000
2603,1.36,17,0.00,0.00,0.0000
2604,1.36,18,0.00,0.00,0.0000
2605,1.36,19,0.00,0.00,0.0000
2606,1.36,20,0.00,0.00,0.0000
2607,1.36,21,0.00,0.00,0.0000
2608,1.36,22,0.00,0.00,0.0000
2609,1.36,23,0.00,0.00,0.0000
2610,1.36,24,0.00,0.00,0.0000
2611,1.36,25,0.00,0.00,0.0000
2612,1.36,26,0.00,0.00,0.0000
2613,1.36,27,0.00,0.00,0.0000
2614,1.36,28,0.00,0.00,0.0000
2615,1.36,29,0.00,0.00,0.0000
2616,1.36,30,0.00,0.00,0.0000
2617,1.36,31,0.00,0.00,0.0000
2618,1.36,32,0.00,0.00,0.0000
2619,1.36,33,0.00,0.00,0.0000
2620,1.36,34,0.00,0.00,0.0000
2621,1.36,35,0.00,0.00,0.0000
2622,1.36,36,0.00,0.00,0.0000
2623,1.36,37,0.00,0.00,0.0000
2624,1.36,38,0.00,0.00,0.0000
2625,1.36,39,0.00,0.00,0.0000
2626,1.36,40,0.00,0.00,0.0000
2627,1.36,41,0.00,0.00,0.0000
2628,1.36,42,0.00,0.00,0.0000
2629,1.36,43,0.00,0.00,0.0000
2630,1.36,44,0.00,0.00,0.0000
2631,1.36,45,0.00,0.00,0.0000
2632,1.36,46,0.00,0.00,0.0000
2633,1.36,47,0.00,0.00,0.0000
2634,1.36,48,0.00,0.00,0.0000
2635,1.36,49,0.00,0.00,0.0000
2636,1.36,50,0.00,0.00,0.0000
2637,1.37,9,0.00,0.00,0.0000
2638,1.37,10,0.00,0.00,0.0000
2639,1.37,11,0.00,0.00,0.0000
2640,1.37,12,0.00,0.00,0.0000
2641,1.37,13,0.00,0.00,0.0000
2642,1.37,14,0.00,0.00,0.0000
2643,1.37,15,0.00,0.00,0.0000
2644,1.37,16,0.00,0.00,0.0000
2645,1.37,17,0.00,0.00,0.0000
2646,1.37,18,0.00,0.00,0.0000
2647,1.37,19,0.00,0.00,0.0000
2648,1.37,20,0.00,0.00,0.0000
2649,1.37,21,0.00,0.00,0.0000
2650,1.37,22,0.00,0.00,0.0000
2651,1.37,23,0.00,0.00,0.0000
2652,1.37,24,0.00,0.00,0.0000
2653,1.37,25,0.00,0.00,0.0000
2654,1.37,26,0.00,0.00,0.0000
2655,1.37,27,0.00,0.00,0.0000
2656,1.37,28,0.00,0.00,0.0000
2657,1.37,29,0.00,0.00,0.0000
2658,1.37,30,0.00,0.00,0.0000
2659,1.37,31,0.00,0.00,0.0000
2660,1.37,32,0.00,0.00,0.0000
2661,1.37,33,0.00,0.00,0.0000
2662,1.37,34,0.00,0.00,0.0000
2663,1.37,35,0.00,0.00,0.0000
2664,1.37,36,0.00,0.00,0.0000
2665,1.37,37,0.00,0.00,0.0000
2666,1.37,38,0.00,0.00,0.0000
2667,1.37,39,0.00,0.00,0.0000
2668,1.37,40,0.00,0.00,0.0000
2669,1.37,41,0.00,0.00,0.0000
2670,1.37,42,0.00,0.00,0.0000
2671,1.37,43,0.00,0.00,0.0000
2672,1.37,44,0.00,0.00,0.0000
2673,1.37,45,0.00,0.00,0.0000
2674,1.37,46,0.00,0.00,0.0000
2675,1.37,47,0.00,0.00,0.0000
2676,1.37,48,0.00,0.00,0.0000
2677,1.37,49,0.00,0.00,0.0000
2678,1.37,50,0.00,0.00,0.0000
2679,1.38,9,0.00,0.00,0.0000
2680,1.38,10,0.00,0.00,0.0000
2681,1.38,11,0.00,0.00,0.0000
2682,1.38,12,0.00,0.00,0.0000
2683,1.38,13,0.00,0.00,0.0000
2684,1.38,14,0.00,0.00,0.0000
2685,1.38,15,0.00,0.00,0.0000
2686,1.38,16,0.00,0.00,0.0000
2687,1.38,17,0.00,0.00,0.0000
2688,1.38,18,0.00,0.00,0.0000
2689,1.38,19,0.00,0.00,0.0000
2690,1.38,20,0.00,0.00,0.0000
2691,1.38,21,0.00,0.00,0.0000
2692,1.38,22,0.00,0.00,0.0000
2693,1.38,23,0.00,0.00,0.0000
2694,1.38,24,0.00,0.00,0.0000
2695,1.38,25,0.00,0.00,0.0000
2696,1.38,26,0.00,0.00,0.0000
2697,1.38,27,0.00,0.00,0.0000
2698,1.38,28,0.00,0.00,0.0000
2699,1.38,29,0.00,0.00,0.0000
2700,1.38,30,0.00,0.00,0.0000
2701,1.38,31,0.00,0.00,0.0000
2702,1.38,32,0.00,0.00,0.0000
2703,1.38,33,0.00,0.00,0.0000
2704,1.38,34,0.00,0.00,0.0000
2705,1.38,35,0.00,0.00,0.0000
2706,1.38,36,0.00,0.00,0.0000
2707,1.38,37,0.00,0.00,0.0000
2708,1.38,38,0.00,0.00,0.0000
2709,1.38,39,0.00,0.00,0.0000
2710,1.38,40,0.00,0.00,0.0000
2711,1.38,41,0.00,0.00,0.0000
2712,1.38,42,0.00,0.00,0.0000
2713,1.38,43,0.00,0.00,0.0000
2714,1.38,44,0.00,0.00,0.0000
2715,1.38,45,0.00,0.00,0.0000
2716,1.38,46,0.00,0.00,0.0000
2717,1.38,47,0.00,0.00,0.0000
2718,1.38,48,0.00,0.00,0.0000
2719,1.38,49,0.00,0.00,0.0000
2720,1.38,50,0.00,0.00,0.0000
2721,1.39,7,0.00,0.00,0.0000
2722,1.39,8,0.00,0.00,0.0000
2723,1.39,9,0.00,0.00,0.0000
2724,1.39,10,0.00,0.00,0.0000
2725,1.39,11,0.00,0.00,0.0000
2726,1.39,12,0.00,0.00,0.0000
2727,1.39,13,0.00,0.00,0.0000
2728,1.39,14,0.00,0.00,0.0000
2729,1.39,15,0.00,0.00,0.0000
2730,1.39,16,0.00,0.00,0.0000
2731,1.39,17,0.00,0.00,0.0000
2732,1.39,18,0.00,0.00,0.0000
2733,1.39,19,0.00,0.00,0.0000
2734,1.39,20,0.00,0.00,0.0000
2735,1.39,21,0.00,0.00,0.0000
2736,1.39,22,0.00,0.00,0.0000
2737,1.39,23,0.00,0.00,0.0000
2738,1.39,24,0.00,0.00,0.0000
2739,1.39,25,0.00,0.00,0.0000
2740,1.39,26,0.00,0.00,0.0000
2741,1.39,27,0.00,0.00,0.0000
2742,1.39,28,0.00,0.00,0.0000
2743,1.39,29,0.00,0.00,0.0000
2744,1.39,30,0.00,0.00,0.0000
2745,1.39,31,0.00,0.00,0.0000
2746,1.39,32,0.00,0.00,0.0000
2747,1.39,33,0.00,0.00,0.0000
2748,1.39,34,0.00,0.00,0.0000
2749,1.39,35,0.00,0.00,0.0000
2750,1.39,36,0.00,0.00,0.0000
2751,1.39,37,0.00,0.00,0.0000
2752,1.39,38,0.00,0.00,0.0000
2753,1.39,39,0.00,0.00,0.0000
2754,1.39,40,0.00,0.00,0.0000
2755,1.39,41,0.00,0.00,0.0000
2756,1.39,42,0.00,0.00,0.0000
2757,1.39,43,0.00,0.00,0.0000
