P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-16670063.83,-1579.98,-22.9959
0.01,2,-15899731.11,-1506.97,-28.0211
0.01,3,-15286219.79,-1448.82,-23.9307
0.01,4,-14764558.64,-1399.38,-25.4363
0.01,5,-13400939.52,-1270.13,-23.2257
0.01,6,-14218056.05,-1347.58,-23.8725
0.01,7,-13407775.7,-1270.78,-23.6643
0.01,8,-12867165.5,-1219.54,-22.002
0.01,9,-12504544.14,-1185.17,-21.785
0.01,10,-12132931.56,-1149.95,-20.6063
0.01,11,-12177705.94,-1154.2,-20.8002
0.01,12,-11377229.44,-1080.96,-18.6427
0.01,13,-11555813.89,-1097.93,-19.3494
0.01,14,-11241644.1,-1068.08,-20.0009
0.01,15,-11296039.71,-1073.25,-19.4417
0.01,16,-10273998.23,-976.14,-18.0825
0.01,17,-10631791.15,-1010.13,-17.855
0.01,18,-9937158.22,-944.14,-17.2417
0.01,19,-9829568.6,-933.91,-16.8057
0.01,20,-9621319.69,-914.13,-16.5594
0.01,21,-9217925.75,-875.8,-15.8895
0.01,22,-9150315.43,-869.38,-15.4846
0.01,23,-8796380.68,-835.75,-15.0619
0.01,24,-8531879.07,-810.62,-14.5036
0.01,25,-8250902.23,-783.92,-13.9732
0.01,26,-8106484.63,-770.2,-13.7715
0.01,27,-8247308.34,-783.58,-14.5747
0.01,28,-7683884.29,-730.05,-13.5982
0.01,29,-7389139.58,-702.05,-13.1661
0.01,30,-5777936.89,-548.97,-10.818
0.01,31,-7293012.75,-692.91,-12.7345
0.01,32,-4342671.64,-412.6,-9.737
0.01,33,-6394002.95,-607.5,-11.417
0.01,34,-3750038.96,-356.29,-8.5793
0.01,35,-5162663.85,-490.51,-9.991
0.01,36,-3378213.04,-320.97,-7.8524
0.01,37,-4412703.19,-419.25,-9.1148
0.01,38,-3665885.64,-348.3,-9.0909
0.01,39,-3321354.36,-315.56,-8.3323
0.01,40,-2939257.66,-279.26,-7.3008
0.01,41,-2905371.84,-276.04,-7.3395
0.01,42,-2616239.99,-248.57,-6.762
0.01,43,-2343519.79,-222.66,-6.1902
0.01,44,-2533484.93,-240.71,-6.7808
0.01,45,-878614.99,-87.41,-5.0265
0.01,46,-1558632.38,-154.63,-6.1747
0.01,47,-612517.2,-60.95,-4.0894
0.01,48,-898814.81,-89.46,-4.6304
0.01,49,-131194.92,-13.26,-3.3626
0.01,50,-183620.2,0,-2.7019
0.02,1,-16670063.83,-1579.98,-22.9959
0.02,2,-15899731.11,-1506.97,-28.0211
0.02,3,-15286219.79,-1448.82,-23.9307
0.02,4,-14509373.34,-1375.19,-24.6528
0.02,5,-13823397.8,-1310.18,-23.0848
0.02,6,-14640514.32,-1387.62,-23.8006
0.02,7,-13564202.96,-1285.61,-22.9874
0.02,8,-13257452.51,-1256.54,-22.6064
0.02,9,-11870583.01,-1125.09,-19.5299
0.02,10,-11498970.44,-1089.87,-18.5215
0.02,11,-11543744.81,-1094.11,-18.6851
0.02,12,-10320810.04,-980.59,-16.845
0.02,13,-10499394.49,-997.56,-17.4799
0.02,14,-9837685.71,-934.69,-16.2527
0.02,15,-10271791.57,-975.93,-16.9756
0.02,16,-8870039.84,-842.75,-14.6729
0.02,17,-9607543.01,-912.82,-15.6026
0.02,18,-9357961.26,-889.11,-15.3952
0.02,19,-8805320.46,-836.6,-14.6357
0.02,20,-8495206.11,-807.14,-14.052
0.02,21,-8193677.61,-778.49,-13.7989
0.02,22,-8126067.29,-772.06,-13.4569
0.02,23,-6696221.79,-629.75,-11.2631
0.02,24,-6431720.19,-604.88,-10.7962
0.02,25,-6150743.34,-578.45,-10.3429
0.02,26,-6006325.74,-564.87,-10.158
0.02,27,-5369659.49,-505,-9.3607
0.02,28,-5583725.4,-525.13,-9.9166
0.02,29,-5288980.69,-497.41,-9.5101
0.02,30,-3677778,-345.88,-7.2041
0.02,31,-5192853.86,-488.37,-9.1718
0.02,32,-2242512.75,-210.9,-5.6001
0.02,33,-4293844.06,-403.82,-7.8828
0.02,34,-1649880.08,-155.16,-4.3008
0.02,35,-3062504.96,-288.02,-6.2695
0.02,36,-1278054.15,-120.2,-3.4421
0.02,37,-2312544.3,-217.49,-5.1997
0.02,38,-1565726.75,-147.25,-4.5611
0.02,39,-1221195.48,-114.85,-3.6611
0.02,40,-839098.78,-78.91,-2.5142
0.02,41,-805212.95,-75.73,-2.4677
0.02,42,-516081.1,-48.54,-1.6446
0.02,43,-243360.9,-22.89,-0.7553
0.02,44,-441322.04,-42.36,-1.5308
0.02,45,-878614.99,-87.41,-5.0265
0.02,46,-534384.24,-53.02,-2.6586
0.02,47,-612517.2,-60.95,-4.0894
0.02,48,-170285.92,-16.95,-4.4829
0.02,49,-131194.92,-13.26,-3.3626
0.02,50,-183620.2,0,-2.7019
0.03,1,-16670063.83,-1579.98,-22.9959
0.03,2,-15899731.11,-1506.97,-28.0211
0.03,3,-15059370.31,-1427.32,-23.6363
0.03,4,-14537709.16,-1377.88,-25.1463
0.03,5,-12827485.49,-1215.78,-20.5742
0.03,6,-13378571,-1268.01,-20.7906
0.03,7,-12773814.57,-1210.7,-21.1833
0.03,8,-12233204.37,-1159.46,-19.7658
0.03,9,-11870583.01,-1125.09,-19.5299
0.03,10,-11498970.44,-1089.87,-18.5215
0.03,11,-8758706.95,-830.15,-14.5185
0.03,12,-7535772.17,-715.98,-12.9509
0.03,13,-7714356.63,-732.95,-13.5056
0.03,14,-5591179.89,-525.83,-9.1263
0.03,15,-5063709.01,-476.22,-8.475
0.03,16,-5548064.51,-521.77,-8.8316
0.03,17,-5782874.26,-543.86,-9.4108
0.03,18,-5533292.51,-520.38,-9.1943
0.03,19,-4980651.71,-468.41,-8.5123
0.03,20,-4670537.36,-439.25,-8.0292
0.03,21,-3744612.2,-352.17,-6.4692
0.03,22,-3677001.87,-345.81,-6.2642
0.03,23,-3173221.6,-298.43,-5.1496
0.03,24,-2908720,-273.55,-4.7525
0.03,25,-2627743.15,-247.13,-4.349
0.03,26,-2483325.55,-233.55,-4.1558
0.03,27,-1846659.3,-173.67,-3.2873
0.03,28,-2060725.21,-193.8,-3.7105
0.03,29,-1765980.5,-166.08,-3.2546
0.03,30,-3089661.2,-290.57,-5.5033
0.03,31,-2165128.7,-203.62,-4.4027
0.03,32,-1654395.95,-155.59,-3.6091
0.03,33,-920689.4,-86.59,-1.9914
0.03,34,-1061763.28,-99.85,-2.4105
0.03,35,-1549857.66,-145.76,-3.1913
0.03,36,-689937.35,-64.89,-1.6316
0.03,37,-799897,-75.23,-1.8592
0.03,38,-53079.45,-4.99,-0.2841
0.03,39,-452680.82,-42.57,-1.3995
0.03,40,49151.86,4.62,0.0839
0.03,41,83037.69,7.81,0.217
0.03,42,372169.54,35,1.272
0.03,43,644889.74,60.65,2.4838
0.03,44,446928.6,42.9,1.737
0.03,45,9635.65,0.96,0.0518
0.03,46,-534384.24,-53.02,-2.6586
0.03,47,34667.95,3.44,0.3178
0.03,48,-170285.92,-16.95,-4.4829
0.03,49,-131194.92,-13.26,-3.3626
0.03,50,-183620.2,0,-2.7019
0.04,1,-17092522.1,-1620.02,-23.1632
0.04,2,-16350525.21,-1549.7,-28.5069
0.04,3,-15737013.89,-1491.55,-24.3662
0.04,4,-14191104.6,-1345.03,-22.5409
0.04,5,-12561454.48,-1190.57,-20.1404
0.04,6,-13378571,-1268.01,-20.7906
0.04,7,-11933285.51,-1131.03,-18.4716
0.04,8,-8607637.45,-815.83,-13.3515
0.04,9,-8245016.09,-781.46,-13.1196
0.04,10,-7873403.51,-746.24,-12.387
0.04,11,-6878547,-646.9,-10.2427
0.04,12,-5505766.7,-517.8,-7.99
0.04,13,-5684351.15,-534.59,-8.3355
0.04,14,-6239921.17,-586.84,-8.8289
0.04,15,-5712450.3,-537.23,-8.2235
0.04,16,-5272275.3,-495.84,-7.6201
0.04,17,-5507085.05,-517.92,-8.1001
0.04,18,-5361379.29,-504.22,-7.8816
0.04,19,-3524710.24,-331.49,-5.3386
0.04,20,-3214595.89,-302.32,-4.9231
0.04,21,-2913067.39,-273.96,-4.5968
0.04,22,-2845457.06,-267.6,-4.4474
0.04,23,-2491522.31,-234.32,-4.0257
0.04,24,-2227020.71,-209.44,-3.6397
0.04,25,-1946043.86,-183.02,-3.2436
0.04,26,-2061260.03,-193.85,-3.4125
0.04,27,-2448988.26,-230.32,-4.1484
0.04,28,-2663054.18,-250.45,-4.5662
0.04,29,-2368309.46,-222.73,-4.1379
0.04,30,-3691990.16,-347.22,-6.3115
0.04,31,-2767457.66,-260.27,-5.2971
0.04,32,-2256724.91,-212.24,-4.5815
0.04,33,-1523018.36,-143.23,-3.0464
0.04,34,-1664092.24,-156.5,-3.4774
0.04,35,-2152186.63,-202.4,-4.1653
0.04,36,-1292266.31,-121.53,-2.7727
0.04,37,-1402225.96,-131.87,-2.9863
0.04,38,-655408.41,-61.64,-1.8181
0.04,39,-556556.81,-52.34,-1.5676
0.04,40,-54724.13,-5.15,-0.2177
0.04,41,-20838.3,-1.96,-0.1058
0.04,42,268293.55,25.23,0.8178
0.04,43,541013.75,50.88,1.8379
0.04,44,343052.61,32.93,1.1643
0.04,45,-94240.34,-9.38,-0.4851
0.04,46,-639085.64,-63.4,-2.5595
0.04,47,-70033.45,-6.95,-0.4115
0.04,48,-276087.88,-27.47,-1.831
0.04,49,-444884.06,-44.28,-3.1947
0.04,50,-183620.2,0,-2.7019
0.05,1,-16826491.09,-1594.81,-22.6729
0.05,2,-15265769.99,-1446.88,-24.993
0.05,3,-14652258.66,-1388.73,-21.6726
0.05,4,-14130597.51,-1339.29,-22.8011
0.05,5,-12766978.4,-1210.05,-20.8263
0.05,6,-11434310.89,-1083.74,-17.1402
