P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
1.61,2,7733557.06,65.4,1.4828
1.62,2,7733557.06,65.4,1.4828
1.63,2,7733557.06,65.4,1.4828
1.56,2,7526774.87,63.66,1.4317
1.57,2,7526774.87,63.66,1.4317
1.58,2,7526774.87,63.66,1.4317
1.59,2,7526774.87,63.66,1.4317
1.6,2,7526774.87,63.66,1.4317
1.71,2,6984401.84,59.07,1.5017
1.72,2,6984401.84,59.07,1.5017
2.04,1,7184316.8,58.39,1.2917
1.64,2,6363656.71,53.82,1.2105
1.65,2,6363656.71,53.82,1.2105
1.66,2,6363656.71,53.82,1.2105
1.67,2,6363656.71,53.82,1.2105
1.68,2,6363656.71,53.82,1.2105
1.69,2,6363656.71,53.82,1.2105
1.7,2,6363656.71,53.82,1.2105
0.93,3,6425525.86,52.23,0.9193
0.94,3,6425525.86,52.23,0.9193
0.95,3,6425525.86,52.23,0.9193
0.43,7,6277778.78,51.03,1.0561
2.01,1,6251905.24,50.82,1.1589
2.02,1,6251905.24,50.82,1.1589
2.03,1,6251905.24,50.82,1.1589
0.44,7,5982616.5,48.63,1.0152
0.91,3,5959151.18,48.44,0.8244
0.92,3,5959151.18,48.44,0.8244
1.85,1,5836059.59,47.44,1.0919
1.86,1,5836059.59,47.44,1.0919
1.87,1,5836059.59,47.44,1.0919
1.88,1,5836059.59,47.44,1.0919
1.89,1,5836059.59,47.44,1.0919
1.97,1,5825966.69,47.35,1.1019
1.98,1,5825966.69,47.35,1.1019
1.99,1,5825966.69,47.35,1.1019
2,1,5825966.69,47.35,1.1019
1.92,1,5793823.69,47.09,1.0941
1.93,1,5793823.69,47.09,1.0941
1.94,1,5793823.69,47.09,1.0941
1.95,1,5793823.69,47.09,1.0941
1.96,1,5793823.69,47.09,1.0941
1.9,1,5737373.31,46.63,1.0809
0.43,8,5685118.54,46.21,0.9869
0.45,7,5662108.03,46.02,1.0349
0.42,7,5604621.9,45.55,0.9338
0.97,3,5511989.47,44.8,0.8282
0.98,3,5511989.47,44.8,0.8282
0.42,9,5503522.4,44.73,0.9745
1.55,2,5177802.86,44.08,1.0677
1.91,1,5407861.66,43.96,1.0253
0.41,9,5396904.52,43.87,0.8779
0.2,47,5139130.52,43.75,0.9669
0.9,3,5302499.1,43.1,0.7235
1.39,2,5073279.71,41.24,0.8346
0.42,8,5011961.66,40.74,0.8645
0.96,3,4954079.02,40.27,0.7309
1.54,2,4705628.36,40.06,0.9619
2.12,1,4926655.38,40.04,1.0206
2.13,1,4926655.38,40.04,1.0206
0.45,8,4769608.92,38.77,0.9235
0.2,46,4501927.42,38.33,0.8579
1.38,2,4616497.36,37.52,0.7654
0.41,8,4593725.04,37.34,0.7358
0.41,7,4584997.76,37.27,0.7288
0.44,8,4541689.74,36.91,0.8369
2.06,1,4509854.24,36.66,0.9488
2.07,1,4509854.24,36.66,0.9488
2.08,1,4509854.24,36.66,0.9488
2.09,1,4509854.24,36.66,0.9488
2.1,1,4509854.24,36.66,0.9488
2.11,1,4509854.24,36.66,0.9488
0.2,49,4170263.26,35.5,0.9464
0.2,50,4170263.26,35.5,0.9464
2.05,1,4300105.92,34.95,0.8992
0.2,48,4105199.17,34.95,0.9321
0.4,9,4245747.64,34.51,0.6969
0.34,9,3995225.86,32.47,0.4153
0.4,7,3974164.54,32.3,0.6081
0.2,42,3780528.9,32.19,0.5185
0.2,45,3734041.52,31.79,0.6792
0.87,3,3889471.58,31.61,0.5988
0.88,3,3889471.58,31.61,0.5988
0.89,3,3889471.58,31.61,0.5988
0.43,9,3640128.21,30.99,0.6337
1.82,1,3795700.54,30.85,0.7609
1.83,1,3795700.54,30.85,0.7609
1.84,1,3795700.54,30.85,0.7609
1.36,2,3735220.66,30.36,0.6311
1.37,2,3735220.66,30.36,0.6311
0.2,41,3471415.8,29.55,0.4568
0.4,8,3548174.55,28.84,0.5699
0.36,8,3503477.7,28.48,0.3267
1.34,2,3398042.06,27.62,0.5482
2.67,1,2977607.05,27.35,0.7291
0.2,44,3206543.81,27.3,0.5595
1.75,2,3189991.92,27.16,0.8345
1.76,2,3189991.92,27.16,0.8345
1.77,2,3189991.92,27.16,0.8345
1.78,2,3189991.92,27.16,0.8345
0.45,6,3339659.16,27.14,0.4342
0.33,10,3326731.45,27.04,0.3278
1.8,1,3315077.74,26.94,0.6971
1.81,1,3315077.74,26.94,0.6971
1.51,2,3122051.66,26.58,0.6022
1.52,2,3122051.66,26.58,0.6022
1.53,2,3122051.66,26.58,0.6022
0.51,7,3094271.67,26.34,0.6239
1.73,2,3075474.89,26.18,0.8019
1.74,2,3075474.89,26.18,0.8019
1.19,2,3171586.03,25.78,0.4695
1.27,2,3126122.22,25.41,0.5114
1.28,2,3126122.22,25.41,0.5114
0.32,11,3114215.45,25.31,0.2856
2.66,1,2647913.57,24.32,0.6659
0.2,43,2809997.14,23.92,0.5084
0.2,35,2801323.09,23.85,0.2968
0.33,9,2925922.34,23.78,0.2812
1.35,2,2854070.89,23.2,0.4945
1.3,2,2851815.69,23.18,0.4698
1.31,2,2851815.69,23.18,0.4698
1.32,2,2851815.69,23.18,0.4698
1.33,2,2851815.69,23.18,0.4698
0.34,8,2819686.31,22.92,0.1915
0.35,8,2819686.31,22.92,0.1915
1.26,2,2818817.85,22.91,0.4696
1.45,2,2600853.79,22.14,0.5086
1.46,2,2600853.79,22.14,0.5086
1.47,2,2600853.79,22.14,0.5086
1.48,2,2600853.79,22.14,0.5086
1.49,2,2600853.79,22.14,0.5086
1.5,2,2600853.79,22.14,0.5086
0.39,8,2671124.69,21.71,0.4615
1.17,2,2669634.13,21.7,0.4062
1.18,2,2669634.13,21.7,0.4062
1.16,2,2632748.5,21.4,0.4002
0.22,46,2153621.61,21.23,0.6917
1.29,2,2596366.03,21.1,0.425
