#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,9,10,6865268.54,557.43,3.9793
2,42,8,6585571.69,493.29,4.0769
3,8,13,6566832.93,531.08,3.8125
4,7,13,6553846.51,532.15,4.0311
5,42,5,6542233.37,490.04,4.0461
6,43,5,6542233.37,490.04,4.0461
7,43,6,6542233.37,490.04,4.0461
8,6,13,6509555.57,528.55,3.8161
9,11,12,6495107.00,525.28,3.7877
10,12,13,6423054.39,521.53,4.1189
11,10,13,6394825.80,517.17,3.7736
12,6,14,6365817.07,516.88,4.0441
13,7,12,6351772.87,515.74,3.9155
14,8,11,6325937.62,511.59,3.6611
15,11,13,6303233.89,509.76,3.7651
16,11,14,6277541.59,507.68,4.0400
17,9,14,6267596.70,506.88,4.0187
18,9,13,6220087.12,503.03,3.8262
19,4,13,6218188.60,506.92,3.7613
20,10,12,6211486.05,502.34,3.6186
21,5,14,6201756.58,503.56,3.6893
22,13,14,6115448.47,494.57,3.8673
23,7,14,6084431.30,492.06,3.8486
24,4,12,6049088.06,493.13,3.5734
25,10,14,6038861.82,488.38,3.8254
26,12,14,6005586.06,485.69,3.8032
27,6,10,5974964.96,485.14,3.5762
28,6,15,5927112.00,481.26,3.7685
29,5,13,5912641.18,482.01,3.5153
30,11,15,5907461.81,477.75,3.8149
31,8,15,5897986.82,476.99,3.7946
32,8,12,5890026.39,476.34,3.4161
33,10,11,5857420.87,473.70,3.4508
34,5,11,5847095.69,476.67,3.5227
35,6,11,5818974.07,472.48,3.4970
36,5,16,5816827.65,472.30,3.6843
37,5,12,5806575.77,473.36,3.4975
38,14,15,5783814.24,467.75,3.7191
39,39,5,5753133.39,472.81,3.3957
40,39,6,5753133.39,472.81,3.3957
41,39,7,5753133.39,472.81,3.3957
42,39,8,5753133.39,472.81,3.3957
43,39,9,5744999.32,472.14,3.3991
44,38,6,5737571.17,471.53,3.3860
45,38,7,5737571.17,471.53,3.3860
46,38,8,5737571.17,471.53,3.3860
47,4,16,5734264.42,467.47,3.6225
48,38,9,5729437.11,470.86,3.3894
49,6,16,5717827.67,462.42,3.6563
50,7,16,5717827.67,462.42,3.6563
51,4,17,5717636.50,466.11,3.6776
52,36,9,5704067.74,468.77,3.3651
53,6,17,5701139.76,461.07,3.7124
54,9,15,5683324.64,459.63,3.6118
55,10,15,5683324.64,459.63,3.6118
56,7,15,5675351.42,458.98,3.5984
57,9,12,5657833.46,457.56,3.3109
58,37,8,5643777.64,463.82,3.3160
59,5,15,5639176.82,457.88,3.5120
60,9,11,5636147.03,455.81,3.2509
61,37,9,5635643.58,463.15,3.3192
62,6,12,5633445.37,457.41,3.2850
63,8,14,5619373.50,454.45,3.3410
64,4,18,5615368.33,457.78,3.6171
65,6,19,5587249.59,451.86,3.6385
66,25,19,5582621.91,451.48,3.6186
67,2,16,5577714.22,456.54,3.4879
68,25,15,5567809.32,450.28,3.6057
69,25,16,5567809.32,450.28,3.6057
70,25,17,5567809.32,450.28,3.6057
71,25,18,5567809.32,450.28,3.6057
72,5,18,5560223.09,451.47,3.6183
73,8,16,5558847.66,449.56,3.5196
74,8,17,5556142.49,449.34,3.5805
75,2,13,5547691.13,454.08,3.3583
76,10,16,5531187.53,452.73,3.5311
77,13,15,5529457.51,447.18,3.4880
78,4,11,5526745.78,452.37,3.2805
79,3,19,5509211.67,449.12,3.5358
80,5,9,5491159.23,447.65,3.3140
81,7,17,5472404.89,442.57,3.5179
82,12,15,5462785.77,441.79,3.4330
83,5,17,5445378.39,442.14,3.4979
84,2,22,5441870.20,440.10,3.5965
85,3,22,5441870.20,440.10,3.5965
86,4,22,5441870.20,440.10,3.5965
87,5,22,5441870.20,440.10,3.5965
88,25,21,5441870.20,440.10,3.5965
89,25,22,5441870.20,440.10,3.5965
90,4,14,5434897.58,443.06,3.2819
91,8,18,5432276.63,439.32,3.4843
92,3,9,5422677.67,443.85,3.1873
93,4,15,5419842.42,441.84,3.4202
94,41,4,5413748.63,405.51,3.5902
95,25,7,5400741.00,436.77,3.4891
96,7,19,5399659.93,441.97,3.4987
97,8,19,5395062.23,441.59,3.4810
98,25,8,5388014.64,435.74,3.4827
99,26,19,5387905.59,441.00,3.4765
100,3,13,5380106.60,440.37,3.1681
101,5,3,5376154.66,482.01,3.0317
102,26,10,5373093.00,439.79,3.4635
103,26,11,5373093.00,439.79,3.4635
104,26,12,5373093.00,439.79,3.4635
105,26,13,5373093.00,439.79,3.4635
106,26,14,5373093.00,439.79,3.4635
107,26,15,5373093.00,439.79,3.4635
