P:N1,P:N2,净利润,年化收益率%,夏普比率
37,10,29161027.64,250.41,2.212
38,10,28718264.55,246.61,2.1866
36,11,28513493.76,244.85,2.1536
37,11,28498715.98,244.72,2.1681
37,9,28287876.43,242.91,2.1442
37,8,28218160.9,242.31,2.1416
38,9,28140096.5,241.64,2.1435
38,6,28069240.03,241.03,2.154
39,9,28005556.28,240.49,2.1369
38,8,27946830.57,239.98,2.1295
38,7,27445680.65,235.68,2.0918
38,11,27351431.59,234.87,2.0833
36,10,26978607.05,231.67,2.0915
39,10,26789595.29,230.05,2.0374
38,12,26666247.39,228.99,1.9564
38,5,26602127.69,228.44,2.0117
33,12,26429742.16,226.96,1.9923
38,13,26358108.9,226.34,1.9016
38,14,26345615.24,226.23,1.9028
11,17,25586997.45,224.67,1.9006
34,11,26102189.22,224.14,1.976
37,12,25907427.24,222.47,1.8998
37,13,25875213.75,222.19,1.8654
36,12,25836094.43,221.86,1.8945
36,13,25828428.66,221.79,1.8624
10,11,24061522.35,221.26,1.8247
39,13,25757050.41,221.18,1.8621
37,14,25712079.74,220.79,1.854
8,12,24058913.45,220.37,1.6958
12,14,23680547.2,220.36,1.6478
39,8,25643332.56,220.2,1.9511
38,15,25504626.47,219.01,1.8404
36,14,25481271.87,218.81,1.8344
13,15,24869717.68,218.38,1.7957
35,10,25364068.52,217.8,1.9193
35,11,25350118.76,217.68,1.9163
39,14,25347327.14,217.66,1.8357
33,13,25299830.33,217.25,1.8785
9,10,23690224.21,216.99,1.66
6,15,23492420.07,216.03,1.6935
39,6,25151390.91,215.98,1.9216
34,12,25150336.71,215.97,1.9017
37,15,25145456.27,215.93,1.8154
39,11,25121396.2,215.72,1.9245
7,12,23381572.9,214.17,1.6416
39,7,24882832.96,213.67,1.8885
8,11,23278937.7,213.23,1.6506
5,14,23188514.85,213.23,1.6513
13,17,23724917.49,213.13,1.7668
8,13,23123842.9,212.64,1.6472
35,12,24719403.63,212.27,1.8633
36,15,24682427.71,211.95,1.7822
7,13,23127305.62,211.84,1.6505
6,12,23094902.93,211.54,1.6576
11,13,22808226.97,210.57,1.6498
5,40,24230467.2,210.39,1.7584
34,13,24389957.51,209.44,1.8163
34,14,24304992.56,208.71,1.8099
2,16,22747751.09,208.36,1.638
34,25,24258463.2,208.31,1.7565
13,14,23631357.39,207.5,1.6407
33,26,24160275.15,207.47,1.7625
13,16,23620768.24,207.41,1.6806
11,20,23577012.79,207.03,1.742
33,14,24089276.26,206.86,1.794
12,15,23491799.22,206.28,1.692
39,12,23998713.52,206.08,1.771
33,24,23998654.81,206.08,1.7611
12,20,23440339.19,205.83,1.7171
10,24,23511758.2,204.91,1.7257
34,15,23841618.16,204.73,1.7773
33,23,23632138.38,202.93,1.7313
34,22,23608490.5,202.73,1.7175
5,36,23608003.63,202.72,1.7046
5,25,23564047.65,202.35,1.7454
35,13,23508421.34,201.87,1.7503
4,37,23407918.77,201.01,1.6867
10,23,23048443.97,200.87,1.6904
32,25,23118164.18,200.73,1.6924
33,25,23372758.82,200.7,1.7142
12,16,22852704.81,200.67,1.6317
5,34,23352025.82,200.53,1.6745
5,39,23094874.41,200.53,1.6629
4,40,23344442.77,200.46,1.698
4,38,23306085.22,200.13,1.6841
12,24,22786130.63,200.08,1.6572
5,35,23290980.22,200,1.6652
4,42,23287468.69,199.97,1.695
34,23,23231811.16,199.49,1.687
5,41,22972529.73,199.47,1.6677
35,14,23181650.18,199.06,1.7239
7,23,22906040.45,198.89,1.69
4,41,23017362.14,197.65,1.6763
4,39,22953515.1,197.1,1.6555
35,15,22874087.54,196.42,1.7034
5,32,22783671.37,195.65,1.6196
32,26,22751099.33,195.37,1.6485
5,33,22749925.11,195.36,1.619
37,16,22746801.75,195.33,1.642
36,16,22712153.44,195.03,1.6392
