#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,33,12,29453650.16,167.40,1.2732
2,34,11,28994661.95,164.80,1.2601
3,33,13,28323738.33,160.98,1.2193
4,34,12,27808762.37,158.06,1.2028
5,37,10,27774815.55,157.86,1.1055
6,35,10,27558442.02,156.63,1.1807
7,35,11,27544492.26,156.55,1.1788
8,5,40,27436926.80,157.68,1.1645
9,33,14,27170307.37,154.43,1.1754
10,34,13,27157380.32,154.35,1.1706
11,18,19,27133039.65,154.22,1.1706
12,36,11,26927386.68,153.05,1.0612
13,35,12,26913777.12,152.97,1.1487
14,34,14,26879707.41,152.78,1.1558
15,37,11,26854832.80,152.63,1.0622
16,34,22,26645548.44,151.44,1.1356
17,37,9,26630887.97,151.36,1.0484
18,11,20,26608660.93,154.65,1.1285
19,34,15,26324164.27,149.62,1.1317
20,37,8,26318360.66,149.58,1.0394
21,33,23,26288024.25,149.41,1.1145
22,32,25,25981553.93,149.32,1.0982
23,4,42,25940408.31,147.44,1.0803
24,13,15,25927336.68,150.69,1.0532
25,30,27,25873953.99,148.70,1.1315
26,38,11,25873424.71,147.06,1.0242
27,5,25,25848116.13,146.91,1.0805
28,35,13,25811791.99,146.71,1.1015
29,33,24,25681549.21,145.97,1.0660
30,32,24,25670936.25,145.91,1.1012
31,33,26,25644209.22,145.75,1.0580
32,38,12,25605905.57,145.54,0.9948
33,10,24,25572012.21,147.51,1.0584
34,12,20,25542238.04,148.45,1.0524
35,4,41,25517950.97,145.04,1.0559
36,5,39,25514111.92,146.63,1.0586
37,4,40,25508952.18,144.98,1.0480
38,5,36,25405959.39,144.40,1.0587
39,36,10,25392499.98,144.32,0.9775
40,5,41,25381479.91,145.87,1.0674
41,6,43,25274065.36,130.39,1.0651
42,38,13,25250945.50,143.52,0.9709
43,35,14,25200144.13,143.23,1.0696
44,35,16,25171769.18,143.07,1.0670
45,38,14,25133037.02,142.85,0.9653
46,6,25,25026300.61,142.24,1.0554
47,5,42,25018709.41,143.78,1.0423
48,30,24,24999826.02,142.09,1.0939
49,11,21,24998505.53,145.29,1.0473
50,38,6,24965175.50,141.89,0.9781
51,34,25,24964426.24,141.89,1.0144
52,32,26,24935402.06,141.72,1.0360
53,31,26,24910733.88,141.58,1.0792
54,38,10,24886756.31,141.45,0.9519
55,13,16,24833381.53,144.33,0.9891
56,5,43,24823945.57,127.59,1.0302
57,5,37,24686891.56,141.88,1.0457
58,17,18,24682015.29,141.85,1.0695
59,35,15,24655455.93,140.13,1.0452
60,6,40,24647400.54,141.65,1.0310
61,17,25,24588638.38,146.20,1.0405
62,12,19,24523292.99,142.53,1.0348
63,18,20,24509830.70,140.86,1.0457
64,4,43,24437154.36,125.60,1.0011
65,6,41,24415751.25,140.84,1.0224
66,30,26,24397684.63,140.21,1.0616
67,17,19,24393590.76,138.65,1.0264
68,10,23,24364376.85,140.55,0.9921
69,11,17,24323775.48,141.37,0.9510
70,6,39,24302614.79,139.67,1.0113
71,38,15,24292048.25,138.07,0.9306
72,37,12,24276854.29,137.98,0.9288
73,6,38,24272174.39,139.49,1.0235
74,38,9,24255537.53,137.86,0.9193
75,36,12,24249987.36,137.83,0.9283
76,37,13,24248034.06,137.82,0.9163
77,11,19,24234080.40,140.85,0.9851
78,36,13,24210484.83,137.60,0.9196
79,39,10,24199102.43,137.54,0.9439
80,10,25,24157273.27,140.40,0.9931
81,7,26,24044241.69,138.18,0.9888
82,13,20,24031518.60,139.67,0.9934
83,12,17,24030979.74,139.67,1.0162
84,38,7,24014384.49,136.49,0.9257
85,17,24,23986276.23,142.62,1.0228
86,7,25,23979568.38,137.81,0.9943
87,7,23,23926621.23,137.51,0.9789
88,6,27,23925892.45,137.50,0.9883
89,33,20,23902768.05,135.86,1.0315
90,13,17,23900930.59,142.11,0.9509
91,9,23,23900564.76,137.87,1.0070
92,6,44,23893659.06,123.27,1.0090
93,7,41,23884968.83,137.78,1.0010
94,38,8,23875021.50,135.70,0.9092
95,5,34,23856539.18,135.59,0.9486
96,9,26,23856085.53,137.61,0.9848
97,5,38,23800924.27,136.79,0.9965
98,9,24,23785073.24,137.20,0.9787
99,5,44,23738537.72,122.01,0.9839
100,7,42,23721778.54,136.84,0.9883
