#,P:N1,P:N2,净利润,年化收益率%,夏普比率
100,20,12,3906346.17,281.20,3.0321
101,18,13,3899289.70,280.69,3.0263
102,19,13,3899289.70,280.69,3.0263
103,20,13,3899289.70,280.69,3.0263
104,3,22,3890931.70,280.09,2.8588
105,25,3,3888725.75,287.73,3.3255
106,4,21,3882356.29,279.47,2.8433
107,5,21,3882356.29,279.47,2.8433
108,10,7,3879702.19,294.69,3.2863
109,27,22,3876818.76,279.07,2.8467
110,28,22,3876818.76,279.07,2.8467
111,29,9,3861262.08,277.95,2.9886
112,30,9,3861262.08,277.95,2.9886
113,21,16,3859537.16,277.83,3.0149
114,22,16,3859537.16,277.83,3.0149
115,10,3,3858987.28,290.54,3.1003
116,32,9,3846999.61,276.93,2.9776
117,33,9,3846999.61,276.93,2.9776
118,18,7,3837414.84,285.58,3.2784
119,18,8,3837414.84,285.58,3.2784
120,19,7,3837414.84,285.58,3.2784
121,19,8,3837414.84,285.58,3.2784
122,20,7,3837414.84,285.58,3.2784
123,20,8,3837414.84,285.58,3.2784
124,17,13,3825311.69,275.36,3.0029
125,31,9,3818085.22,274.84,2.9532
126,32,16,3817014.69,274.77,3.0466
127,33,16,3817014.69,274.77,3.0466
128,22,8,3814895.12,282.27,3.2591
129,5,18,3814121.97,274.56,2.5850
130,20,4,3809179.45,283.48,3.0817
131,2,18,3809085.49,274.20,2.6162
132,18,17,3805876.59,273.97,2.9816
133,19,17,3805876.59,273.97,2.9816
134,20,17,3805876.59,273.97,2.9816
135,31,4,3804803.93,283.15,3.3721
136,27,23,3794561.71,273.15,2.8425
137,27,24,3794561.71,273.15,2.8425
138,27,25,3794561.71,273.15,2.8425
139,28,23,3794561.71,273.15,2.8425
140,28,24,3794561.71,273.15,2.8425
141,28,25,3794561.71,273.15,2.8425
142,3,16,3793977.30,273.11,2.9643
143,4,22,3792236.36,272.98,2.7803
144,5,22,3792236.36,272.98,2.7803
145,19,18,3789939.09,272.82,2.6262
146,20,18,3789939.09,272.82,2.6262
147,20,19,3789939.09,272.82,2.6262
148,29,16,3788100.30,272.69,3.0214
149,30,16,3788100.30,272.69,3.0214
150,31,16,3788100.30,272.69,3.0214
151,7,20,3785358.24,274.87,2.7737
152,24,10,3783610.03,270.80,2.9488
153,2,25,3780040.12,272.11,2.8298
154,21,10,3775337.51,271.77,2.9272
155,21,11,3775337.51,271.77,2.9272
156,21,12,3775337.51,271.77,2.9272
157,22,10,3775337.51,271.77,2.9272
158,22,11,3775337.51,271.77,2.9272
159,22,12,3775337.51,271.77,2.9272
160,46,4,3771571.42,273.56,3.4581
161,21,13,3768281.04,271.26,2.9214
162,22,13,3768281.04,271.26,2.9214
163,25,4,3763756.49,278.49,3.2279
164,11,9,3759318.79,280.34,2.8775
165,23,16,3756802.01,270.43,2.9513
166,24,16,3756802.01,270.43,2.9513
167,25,16,3756802.01,270.43,2.9513
168,32,18,3754146.79,270.24,2.7918
169,32,19,3754146.79,270.24,2.7918
170,32,20,3754146.79,270.24,2.7918
171,33,18,3754146.79,270.24,2.7918
172,33,19,3754146.79,270.24,2.7918
173,33,20,3754146.79,270.24,2.7918
174,19,6,3753589.11,279.34,3.1564
175,20,6,3753589.11,279.34,3.1564
176,18,14,3750778.63,270.00,2.8975
177,19,14,3750778.63,270.00,2.8975
178,20,14,3750778.63,270.00,2.8975
179,6,7,3750655.97,288.29,2.9958
180,7,21,3749344.94,271.47,2.7688
181,8,21,3749344.94,271.47,2.7688
182,2,17,3746350.96,269.68,2.7701
183,32,7,3734129.11,267.09,3.1719
184,29,18,3725232.40,268.16,2.7684
185,29,19,3725232.40,268.16,2.7684
186,29,20,3725232.40,268.16,2.7684
187,30,18,3725232.40,268.16,2.7684
188,30,19,3725232.40,268.16,2.7684
189,30,20,3725232.40,268.16,2.7684
190,31,18,3725232.40,268.16,2.7684
191,31,19,3725232.40,268.16,2.7684
192,31,20,3725232.40,268.16,2.7684
193,21,18,3722502.20,267.96,2.5794
194,21,19,3722502.20,267.96,2.5794
195,21,20,3722502.20,267.96,2.5794
196,22,18,3722502.20,267.96,2.5794
197,22,19,3722502.20,267.96,2.5794
198,22,20,3722502.20,267.96,2.5794
199,17,10,3721080.01,267.86,2.8838
200,22,3,3718400.65,275.13,3.0783
201,23,7,3712159.97,274.67,3.1894
202,23,8,3712159.97,274.67,3.1894
203,24,7,3712159.97,274.67,3.1894
204,24,8,3712159.97,274.67,3.1894
205,17,4,3710380.75,261.75,2.9935
206,30,5,3707861.26,274.35,3.2026
207,17,12,3707263.88,266.87,2.8969
208,21,7,3706406.18,275.83,3.1640
209,21,8,3706406.18,275.83,3.1640
210,18,15,3705490.22,266.74,2.8858
211,19,15,3705490.22,266.74,2.8858
212,20,15,3705490.22,266.74,2.8858
213,25,7,3704973.56,274.14,3.1832
214,25,8,3704973.56,274.14,3.1828
215,45,3,3704335.94,275.68,3.2023
216,7,2,3697045.39,288.48,2.7357
217,32,21,3695554.32,266.02,2.7574
218,33,21,3695554.32,266.02,2.7574
219,6,16,3682167.57,267.38,2.8538
220,17,14,3676800.62,264.67,2.8735
221,21,17,3673607.30,264.44,2.8735
222,22,17,3673607.30,264.44,2.8735
223,23,10,3672602.36,264.37,2.8642
224,23,11,3672602.36,264.37,2.8642
225,23,12,3672602.36,264.37,2.8642
226,24,11,3672602.36,264.37,2.8642
227,24,12,3672602.36,264.37,2.8642
228,25,10,3669074.12,264.12,2.8614
229,25,11,3669074.12,264.12,2.8614
230,25,12,3669074.12,264.12,2.8614
231,25,13,3669074.12,264.12,2.8614
232,32,4,3668414.53,273.00,3.2563
233,33,3,3668414.53,273.00,3.2563
234,33,4,3668414.53,273.00,3.2563
235,29,21,3666719.89,263.95,2.7339
236,30,21,3666719.89,263.95,2.7339
237,31,21,3666719.89,263.95,2.7339
238,34,21,3666212.73,263.91,2.7396
239,35,21,3666212.73,263.91,2.7396
240,23,13,3665545.89,263.86,2.8585
241,24,13,3665545.89,263.86,2.8585
242,32,10,3665062.02,263.83,2.8995
243,32,11,3665062.02,263.83,2.8995
244,32,12,3665062.02,263.83,2.8995
245,32,13,3665062.02,263.83,2.8995
246,33,10,3665062.02,263.83,2.8995
247,33,11,3665062.02,263.83,2.8995
248,33,12,3665062.02,263.83,2.8995
249,33,13,3665062.02,263.83,2.8995
250,22,4,3662324.14,270.98,2.8971
251,7,22,3658925.15,264.92,2.7046
252,8,22,3658925.15,264.92,2.7046
253,6,18,3658791.50,265.68,2.4870
254,29,10,3657735.29,263.30,2.8927
255,29,11,3657735.29,263.30,2.8927
256,29,12,3657735.29,263.30,2.8927
257,29,13,3657735.29,263.30,2.8927
258,30,10,3657735.29,263.30,2.8927
259,30,11,3657735.29,263.30,2.8927
260,30,12,3657735.29,263.30,2.8927
261,30,13,3657735.29,263.30,2.8927
262,6,17,3657202.50,265.57,2.8360
263,3,10,3656513.31,271.86,2.7907
264,5,19,3654893.86,263.10,2.4791
265,31,3,3652108.98,271.79,3.3685
266,4,25,3650586.48,262.79,2.7441
267,30,6,3649866.75,270.06,3.1946
268,24,2,3644417.47,279.47,3.1382
269,32,2,3639877.49,280.74,3.4280
270,31,10,3636147.63,261.75,2.8745
271,31,11,3636147.63,261.75,2.8745
272,31,12,3636147.63,261.75,2.8745
273,31,13,3636147.63,261.75,2.8745
274,4,16,3635454.27,261.70,2.8574
275,6,22,3635102.29,263.96,2.6905
276,17,15,3631512.21,261.41,2.8617
277,32,17,3629614.09,261.28,2.8993
278,33,17,3629614.09,261.28,2.8993
279,24,6,3628334.24,268.47,3.0693
280,46,5,3626094.19,263.01,3.2641
281,3,11,3623386.43,269.39,2.7711
282,21,6,3622580.45,269.59,3.0436
283,11,8,3622262.52,278.42,3.0534
284,25,5,3621147.83,267.94,3.0633
285,25,6,3621147.83,267.94,3.0633
286,21,14,3619769.97,260.57,2.7930
287,22,14,3619769.97,260.57,2.7930
288,23,18,3619767.05,260.57,2.5239
289,23,19,3619767.05,260.57,2.5239
290,23,20,3619767.05,260.57,2.5239
291,24,18,3619767.05,260.57,2.5239
292,24,19,3619767.05,260.57,2.5239
293,24,20,3619767.05,260.57,2.5239
294,25,18,3619767.05,260.57,2.5239
295,25,19,3619767.05,260.57,2.5239
296,25,20,3619767.05,260.57,2.5239
297,30,3,3617250.77,269.19,3.2960
298,3,23,3606362.02,259.60,2.6511
299,4,23,3606362.02,259.60,2.6511
300,32,22,3605314.44,259.53,2.6944
301,33,22,3605314.44,259.53,2.6944
302,29,17,3600699.70,259.20,2.8741
303,30,17,3600699.70,259.20,2.8741
304,31,17,3600699.70,259.20,2.8741
305,2,6,3594824.16,273.05,2.8774
306,26,3,3591902.56,265.77,3.2083
307,26,4,3591902.56,265.77,3.2083
308,47,3,3591218.98,260.48,3.3083
309,47,4,3591218.98,260.48,3.3083
310,23,2,3588340.96,275.17,2.9366
311,22,21,3585715.87,258.12,2.4923
312,32,14,3577247.50,257.51,2.8178
313,33,14,3577247.50,257.51,2.8178
314,29,22,3576599.95,257.46,2.6707
315,30,22,3576599.95,257.46,2.6707
316,31,22,3576599.95,257.46,2.6707
317,34,18,3575972.85,257.42,2.6653
318,34,19,3575972.85,257.42,2.6653
319,34,20,3575972.85,257.42,2.6653
320,34,22,3575972.85,257.42,2.6765
321,35,18,3575972.85,257.42,2.6653
322,35,19,3575972.85,257.42,2.6653
323,35,20,3575972.85,257.42,2.6653
324,35,22,3575972.85,257.42,2.6765
325,21,15,3574481.56,257.31,2.7807
326,22,15,3574481.56,257.31,2.7807
327,3,18,3573360.69,257.23,2.4649
328,23,17,3570872.15,257.05,2.8100
329,24,17,3570872.15,257.05,2.8100
330,25,17,3570872.15,257.05,2.8100
331,11,20,3570196.68,260.01,2.6913
332,11,21,3570196.68,260.01,2.6957
333,12,20,3570196.68,260.01,2.6957
334,3,17,3550704.20,255.60,2.6386
335,2,5,3548338.94,269.52,2.7445
336,29,14,3548333.11,255.43,2.7930
337,30,14,3548333.11,255.43,2.7930
338,31,14,3548333.11,255.43,2.7930
339,4,8,3546149.79,272.57,2.8666
340,29,8,3541247.75,263.54,3.0959
341,30,7,3541247.75,263.54,3.0959
342,30,8,3541247.75,263.54,3.0959
343,12,21,3540855.09,257.87,2.6777
344,13,20,3540855.09,257.87,2.6777
345,17,8,3538745.42,263.35,3.0533
346,2,14,3536166.81,254.55,2.7628
347,49,3,3534062.33,256.34,3.2631
348,26,9,3533140.60,254.33,2.8039
349,5,23,3532776.30,254.31,2.6082
350,3,8,3532671.79,271.53,2.8085
351,32,15,3531959.09,254.25,2.8058
352,33,15,3531959.09,254.25,2.8058
353,4,18,3531845.67,254.24,2.4372
354,5,25,3531555.90,256.44,2.6696
355,32,5,3526625.46,262.45,3.0829
356,32,6,3526625.46,262.45,3.0829
357,32,8,3526625.46,262.45,3.0829
358,33,5,3526625.46,262.45,3.0829
359,33,8,3526625.46,262.45,3.0829
360,3,20,3525189.68,253.76,2.4523
361,5,20,3524720.12,253.73,2.6374
362,13,6,3524043.79,267.67,2.8674
363,32,23,3523057.39,253.61,2.6964
364,32,24,3523057.39,253.61,2.6964
365,32,25,3523057.39,253.61,2.6964
366,33,23,3523057.39,253.61,2.6964
367,33,24,3523057.39,253.61,2.6964
368,33,25,3523057.39,253.61,2.6964
369,5,16,3519881.38,253.38,2.6135
370,10,20,3519020.16,257.03,2.6570
371,10,21,3519020.16,257.03,2.6570
372,10,6,3517684.69,267.19,2.8235
373,23,14,3517034.82,253.17,2.7305
374,24,14,3517034.82,253.17,2.7305
375,25,14,3517034.82,253.17,2.7305
376,10,4,3512375.47,264.45,2.6962
377,5,17,3509189.18,252.61,2.6086
378,29,23,3508535.80,252.56,2.6758
379,29,24,3508535.80,252.56,2.6758
380,29,25,3508535.80,252.56,2.6758
381,30,23,3508535.80,252.56,2.6758
382,30,24,3508535.80,252.56,2.6758
383,30,25,3508535.80,252.56,2.6758
384,31,23,3508535.80,252.56,2.6758
385,31,24,3508535.80,252.56,2.6758
386,31,25,3508535.80,252.56,2.6758
387,29,15,3503044.70,252.17,2.7809
388,30,15,3503044.70,252.17,2.7809
389,31,15,3503044.70,252.17,2.7809
390,2,15,3501165.30,252.03,2.7599
391,30,4,3498599.07,260.36,3.1841
392,31,5,3497711.07,260.30,3.0553
393,31,6,3497711.07,260.30,3.0553
394,31,8,3497711.07,260.30,3.0553
395,4,9,3496297.21,259.94,2.5959
396,4,17,3494916.32,251.58,2.5966
397,34,16,3494038.39,251.52,2.7655
398,35,16,3494038.39,251.52,2.7655
399,34,23,3493715.80,251.49,2.6782
400,34,24,3493715.80,251.49,2.6782
401,34,25,3493715.80,251.49,2.6782
402,35,23,3493715.80,251.49,2.6782
403,35,24,3493715.80,251.49,2.6782
404,35,25,3493715.80,251.49,2.6782
405,17,9,3492558.63,251.41,2.7040
406,8,5,3491701.26,265.22,2.7206
407,41,3,3491379.19,253.24,3.1226
408,9,20,3490788.27,254.97,2.5769
409,23,21,3482980.72,250.72,2.4366
410,24,21,3482980.72,250.72,2.4366
411,25,21,3482980.72,250.72,2.4366
412,2,20,3481882.49,250.64,2.4181
413,29,5,3479842.29,257.48,2.9808
414,29,6,3479842.29,257.48,2.9804
415,7,23,3472351.17,251.41,2.5731
416,23,15,3471746.41,249.91,2.7179
417,24,15,3471746.41,249.91,2.7179
418,25,15,3471746.41,249.91,2.7179
419,2,22,3469059.74,249.72,2.5965
420,29,7,3461110.17,257.57,2.9759
421,40,3,3459064.12,250.90,3.0819
422,3,25,3452667.88,248.54,2.6334
423,11,22,3449865.59,251.24,2.6117
424,6,23,3448528.31,250.41,2.5587
425,47,5,3445741.76,249.93,3.1183
426,47,6,3445741.76,249.93,3.1183
427,47,7,3445741.76,249.93,3.1183
428,34,3,3435531.38,255.67,3.0268
429,22,5,3434811.68,254.15,2.6907
430,17,11,3433768.04,247.18,2.6557
431,3,19,3428405.43,246.79,2.3700
432,2,21,3425130.16,246.56,2.3933
433,2,13,3424714.57,251.62,2.7035
434,46,7,3419903.30,248.06,3.0238
435,3,24,3416777.48,245.96,2.5240
436,34,9,3415810.53,245.89,2.6162
437,35,9,3415810.53,245.89,2.6162
438,2,19,3414132.58,245.77,2.3590
439,46,8,3397572.14,246.44,3.0061
440,44,21,3396521.18,244.50,2.5752
441,26,16,3394418.97,244.35,2.7803
442,49,4,3393196.70,246.12,3.1702
443,2,26,3389944.13,244.02,2.6146
444,27,26,3389944.13,244.02,2.6146
445,28,26,3389944.13,244.02,2.6146
446,3,4,3386900.33,260.33,2.7159
447,33,2,3384836.39,261.07,3.1890
448,46,6,3384448.11,245.48,3.0852
449,6,8,3380961.35,259.87,2.7001
450,6,20,3375491.60,245.11,2.5243
451,29,3,3374104.26,251.10,3.0456
452,34,4,3365992.54,250.50,2.9110
453,2,27,3364867.81,242.22,2.5987
454,28,27,3364867.81,242.22,2.5987
455,10,5,3364478.50,255.55,2.6367
456,46,3,3363398.00,243.96,3.1534
457,42,21,3362711.82,242.06,2.5530
458,43,21,3362711.82,242.06,2.5530
459,13,21,3361956.88,244.84,2.5248
460,18,6,3360450.51,250.08,3.0452
461,7,16,3353986.92,243.55,2.7053
462,4,24,3343191.75,240.66,2.4811
463,9,21,3339941.86,243.95,2.5076
464,7,25,3335781.90,241.52,2.5605
465,4,7,3334606.49,253.28,2.5982
466,26,10,3329613.81,239.68,2.7057
467,26,11,3329613.81,239.68,2.7057
468,26,12,3329613.81,239.68,2.7057
469,26,13,3329613.81,239.68,2.7057
470,45,21,3329248.56,239.66,2.5363
471,26,18,3322943.87,239.20,2.5398
472,26,19,3322943.87,239.20,2.5398
473,26,20,3322943.87,239.20,2.5398
474,38,25,3322246.50,239.15,2.5764
475,39,24,3322246.50,239.15,2.5764
476,39,25,3322246.50,239.15,2.5764
477,26,7,3321615.21,245.77,2.9803
478,11,6,3320953.13,252.25,2.6794
479,12,6,3320953.13,252.25,2.6794
480,14,17,3319985.03,241.78,2.6674
481,9,16,3318475.46,240.27,2.6600
482,6,21,3316979.09,240.86,2.4887
483,13,3,3315132.77,247.43,2.5755
484,13,4,3315132.77,247.43,2.5755
485,6,25,3311939.04,240.49,2.5458
486,12,19,3311226.06,241.15,2.4444
487,23,22,3310483.79,238.30,2.3601
488,24,22,3310483.79,238.30,2.3601
489,24,23,3310483.79,238.30,2.3601
490,25,22,3310483.79,238.30,2.3601
491,25,23,3310483.79,238.30,2.3601
492,25,24,3310483.79,238.30,2.3601
493,40,23,3307694.93,238.10,2.5686
494,40,24,3307694.93,238.10,2.5686
495,40,25,3307694.93,238.10,2.5686
496,44,22,3306491.19,238.02,2.5121
497,34,17,3303766.35,237.82,2.6127
498,35,17,3303766.35,237.82,2.6127
499,33,6,3292138.68,245.00,2.8308
500,33,7,3292138.68,245.00,2.8308
501,34,10,3287845.94,236.68,2.5777
502,34,11,3287845.94,236.68,2.5777
503,34,12,3287845.94,236.68,2.5777
504,34,13,3287845.94,236.68,2.5777
505,35,10,3287845.94,236.68,2.5777
506,35,11,3287845.94,236.68,2.5777
507,35,12,3287845.94,236.68,2.5777
508,35,13,3287845.94,236.68,2.5777
509,2,28,3275908.93,235.82,2.7081
510,29,28,3275908.93,235.82,2.7081
511,30,28,3275908.93,235.82,2.7081
512,31,28,3275908.93,235.82,2.7081
513,32,28,3275908.93,235.82,2.7081
514,33,28,3275908.93,235.82,2.7081
515,8,17,3275421.47,237.15,2.6234
516,9,17,3275421.47,237.15,2.6234
517,26,17,3274048.97,235.68,2.6878
518,13,5,3272977.99,248.60,2.5938
519,41,22,3272681.84,235.58,2.4899
520,42,22,3272681.84,235.58,2.4899
521,43,20,3272681.84,235.58,2.4794
522,43,22,3272681.84,235.58,2.4899
523,12,22,3271717.00,238.27,2.4601
524,13,22,3271717.00,238.27,2.4601
525,8,16,3264626.87,236.37,2.6108
526,31,7,3263224.29,242.85,2.8036
527,4,26,3260570.52,234.71,2.5394
528,29,4,3259006.65,242.53,2.9456
529,5,24,3258344.06,236.60,2.4291
530,18,21,3252965.88,236.90,2.4792
531,7,18,3252607.02,236.19,2.3987
532,2,23,3251101.46,234.03,2.4513
533,9,22,3249701.98,237.36,2.4427
534,10,22,3249701.98,237.36,2.4427
535,44,23,3249071.72,233.88,2.5337
536,44,24,3249071.72,233.88,2.5337
537,44,25,3249071.72,233.88,2.5337
538,3,28,3248215.09,233.82,2.6850
539,4,28,3248215.09,233.82,2.6850
540,34,28,3246567.34,233.70,2.6884
541,8,3,3243660.13,244.22,2.4063
542,45,20,3239218.58,233.17,2.4626
543,45,22,3239218.58,233.17,2.4730
544,7,15,3238951.09,235.19,2.4802
545,26,5,3237789.48,239.57,2.8607
546,26,6,3237789.48,239.57,2.8607
547,5,15,3236165.67,232.96,2.5314
548,4,13,3233171.91,237.55,2.5518
549,19,21,3232195.50,235.39,2.4619
550,8,23,3231884.76,234.00,2.4298
551,13,19,3230707.95,235.97,2.3957
552,8,25,3224921.28,233.50,2.4671
553,26,14,3220211.63,231.81,2.6079
554,8,20,3215481.73,232.81,2.4144
555,41,23,3215262.36,231.45,2.5108
556,41,24,3215262.36,231.45,2.5108
557,41,25,3215262.36,231.45,2.5108
558,42,23,3215262.36,231.45,2.5108
559,42,24,3215262.36,231.45,2.5108
560,42,25,3215262.36,231.45,2.5108
561,43,23,3215262.36,231.45,2.5108
562,43,24,3215262.36,231.45,2.5108
563,43,25,3215262.36,231.45,2.5108
564,26,8,3213126.27,239.12,2.8835
565,35,15,3212424.50,231.25,2.5306
566,34,15,3208982.79,231.00,2.5282
567,12,17,3208200.08,233.64,2.5504
568,11,18,3207007.98,233.56,2.3434
569,12,18,3207007.98,233.56,2.3434
570,17,7,3202058.77,238.30,2.7572
571,35,3,3201044.60,238.22,2.7731
572,3,21,3200330.44,230.38,2.4595
573,14,18,3198756.83,232.96,2.3905
574,17,6,3198258.39,238.01,2.6811
575,7,8,3194131.87,245.51,2.5344
576,48,3,3190621.78,231.43,3.0112
577,48,4,3190621.78,231.43,3.0112
578,26,21,3186157.54,229.36,2.4476
579,45,23,3181799.11,229.04,2.4937
580,45,24,3181799.11,229.04,2.4937
581,45,25,3181799.11,229.04,2.4937
582,14,16,3178858.48,231.51,2.5313
583,26,15,3174923.23,228.55,2.5946
584,5,9,3174741.01,236.04,2.3444
585,14,20,3171956.21,231.00,2.4091
586,14,21,3171956.21,231.00,2.4091
587,15,20,3171956.21,231.00,2.4091
588,15,21,3171956.21,231.00,2.4089
589,50,2,3169732.56,238.28,3.2569
590,6,9,3169238.49,235.63,2.3550
591,7,17,3167502.48,230.01,2.5538
592,20,5,3157571.43,234.99,2.4991
593,24,25,3152994.11,228.29,2.4540
594,17,18,3151954.10,229.55,2.3033
595,17,22,3151259.65,229.50,2.4145
596,15,18,3147580.31,229.90,2.3555
597,17,21,3144696.38,229.02,2.4039
598,4,10,3142361.16,233.63,2.3547
599,10,19,3140271.90,229.37,2.2537
600,11,16,3138850.89,228.59,2.5297
601,5,8,3135494.04,241.00,2.4589
602,43,3,3133418.88,233.19,2.8243
603,43,4,3133418.88,233.19,2.8243
604,15,22,3131572.84,228.06,2.3836
605,3,12,3131418.93,232.82,2.4862
606,4,14,3130146.99,229.98,2.4598
607,11,19,3128690.81,227.85,2.2901
608,13,16,3127981.81,228.47,2.4930
609,13,17,3127981.81,228.47,2.4930
610,42,4,3127428.39,226.84,2.8914
611,13,18,3126489.86,228.36,2.2945
612,49,24,3125245.37,224.97,2.4923
613,29,26,3118439.80,224.48,2.4683
614,30,26,3118439.80,224.48,2.4683
615,31,26,3118439.80,224.48,2.4683
616,32,26,3118439.80,224.48,2.4683
617,33,26,3118439.80,224.48,2.4683
618,16,22,3117450.30,227.03,2.3919
619,34,14,3113637.38,224.13,2.4299
620,35,14,3113637.38,224.13,2.4299
621,14,22,3110772.44,226.55,2.3662
622,18,22,3110403.42,226.52,2.3677
623,19,22,3110403.42,226.52,2.3677
624,5,7,3109458.90,239.00,2.4195
625,12,23,3106363.21,226.23,2.3452
626,6,24,3104238.90,225.41,2.3474
627,14,19,3102986.26,225.98,2.2813
628,3,13,3098938.72,230.40,2.4917
629,26,22,3095917.65,222.86,2.3838
630,34,8,3094536.83,230.29,2.6715
631,35,8,3094536.83,230.29,2.6715
632,20,21,3093793.63,225.31,2.3665
633,29,27,3093363.49,222.68,2.4521
634,30,27,3093363.49,222.68,2.4521
635,31,27,3093363.49,222.68,2.4521
636,32,27,3093363.49,222.68,2.4521
637,33,27,3093363.49,222.68,2.4521
638,6,19,3092328.38,224.55,2.2826
639,7,19,3092328.38,224.55,2.2826
640,34,26,3089098.21,222.37,2.4495
641,35,26,3089098.21,222.37,2.4495
642,13,25,3088595.34,224.93,2.4128
643,7,24,3085813.79,223.42,2.3298
644,8,24,3085813.79,223.42,2.3298
645,11,23,3085562.81,224.71,2.3277
646,16,20,3079523.64,224.27,2.3517
647,10,16,3075791.48,224.66,2.4833
648,10,17,3073443.60,224.49,2.4788
649,4,5,3073069.96,233.42,2.3182
650,11,5,3069887.33,233.18,2.4094
651,12,5,3069887.33,233.18,2.4094
652,49,25,3068737.13,220.90,2.4470
653,50,24,3068737.13,220.90,2.4470
654,50,25,3068737.13,220.90,2.4470
655,21,4,3067227.21,228.26,2.4585
656,34,27,3064021.90,220.56,2.4334
657,35,27,3064021.90,220.56,2.4334
658,9,23,3063547.79,223.76,2.3097
659,3,26,3062651.92,220.46,2.4245
660,2,24,3061516.91,220.38,2.3241
661,49,21,3058002.23,220.13,2.3241
662,50,21,3058002.23,220.13,2.3241
663,3,15,3057742.84,224.66,2.4207
