P:N1,P:N2,净利润,年化收益率%,夏普比率
5,10,11593975.16,440.23,2.0258
5,3,11800888.73,435.3,1.9189
4,15,11372535.78,423.55,1.9299
4,16,10427354.45,388.35,1.7662
5,12,10422801.7,388.18,1.8376
5,9,10169957.79,386.16,1.6493
4,14,10276207.88,382.72,1.7829
3,15,9931276.81,377.1,1.6766
2,15,9868754,374.72,1.5081
2,4,9588066.24,372.71,1.6376
50,6,10373267.99,370.29,2.2366
7,6,10087107.34,370,1.3944
4,10,9738373.52,369.77,1.5861
3,14,9554635.29,362.79,1.6591
5,11,9740130.28,362.75,1.738
4,13,9711080.53,361.67,1.5945
2,13,9497532.87,360.63,1.4755
8,9,9517885.24,357.69,1.3776
6,9,9391278.53,356.59,1.5566
3,13,9359184.59,355.37,1.5343
2,17,9335090.61,354.46,1.6255
3,16,9408363.01,353.58,1.5765
4,21,10754720.05,348.47,2.0878
9,10,9350163.32,348.23,1.383
3,12,9108380.97,345.85,1.4345
4,12,9213719.86,343.15,1.5617
14,3,9312856.44,338.53,1.2353
5,20,10429842.73,337.94,2.0605
5,16,9012267.96,335.64,1.404
11,5,9127784.42,334.82,1.0541
3,17,8802687.7,330.82,1.4933
3,19,8788636.31,330.69,1.6549
2,14,8656324.86,328.68,1.2682
3,10,8652321.7,328.53,1.0837
5,2,8712646.07,326.97,1.5857
5,21,10056114.35,325.83,1.9493
7,10,8687386.14,323.54,1.3492
40,3,9245635.29,323.28,2.0897
4,17,8667952.38,322.82,1.435
13,30,9358936.69,322.66,1.6589
50,8,8902396.54,320.5,1.701
14,29,9280564.88,319.96,1.6443
13,31,9313582.23,319.9,1.6685
7,8,8714926.82,319.67,1.3724
14,5,8706560.64,319.36,1.2198
4,22,9830587.89,318.53,1.84
50,5,8903734.35,317.83,1.8041
39,3,9049321.84,317.56,2.0166
13,3,8782014.64,317.34,1.344
50,7,8889010.49,317.3,1.6703
13,7,8632079.5,316.63,1.1447
17,18,9159398.13,315.72,1.7245
14,30,9141963.82,315.18,1.6161
14,16,9729387.28,314.2,1.8651
50,9,8786636.7,313.65,1.635
50,10,8786636.7,313.65,1.635
50,14,9843505.36,311.2,1.7809
50,15,9843505.36,311.2,1.7809
50,16,9843505.36,311.2,1.7809
14,15,9572224.22,311.19,1.8898
4,20,8682756.2,310.29,1.5846
13,33,9030792.69,308.56,1.6384
50,11,8608997.93,307.31,1.6072
50,12,8608997.93,307.31,1.6072
50,13,8608997.93,307.31,1.6072
13,32,8937905.5,307,1.6083
50,20,9708536.45,306.94,1.7593
50,21,9708536.45,306.94,1.7593
15,16,9457638.22,305.42,1.8014
16,30,8916944.15,304.67,1.561
50,25,9613953.05,303.95,1.7447
50,17,9582074.71,302.94,1.7428
50,18,9582074.71,302.94,1.7428
50,19,9582074.71,302.94,1.7428
50,22,9577821.13,302.8,1.7409
50,23,9577821.13,302.8,1.7409
50,24,9577821.13,302.8,1.7409
50,26,9517381.18,300.89,1.7307
12,32,8738181.33,300.14,1.5358
40,4,8546202.7,299.9,1.6161
5,22,9220437.25,298.76,1.7294
12,33,8696561.24,298.71,1.5324
18,20,8571588.14,298.64,1.3868
12,31,8650854.93,298.25,1.5106
15,31,8714970.35,297.77,1.5344
5,23,9214808.38,297.58,1.7652
11,33,8640519.15,296.78,1.5307
14,32,8656716.24,295.77,1.5274
17,19,8567085.88,295.3,1.5932
15,18,8496707.24,294.97,1.365
14,31,8579462.57,294.69,1.5005
10,29,8543219.51,288.02,1.5217
50,28,9043055.45,285.9,1.5979
20,29,8484984.81,282.46,1.5258
23,29,8674122.96,281.99,1.6508
21,30,8655194.99,281.38,1.5906
22,29,8588328.44,279.21,1.5772
50,29,8570361.71,279.06,1.4705
50,27,8769099.76,277.24,1.5616
7,21,8810043.77,271,1.7495
