P:N1,P:N2,净利润,年化收益率%,夏普比率
2,18,18271350.13,205.9,1.4924
5,11,19091671.9,205.48,1.6033
11,12,18185804.13,205.18,1.6072
3,17,18112337.87,204.35,1.4864
3,18,18050201.13,203.65,1.5128
6,17,17867345.4,203.13,1.5592
4,11,19170136.45,201.04,1.5558
3,12,18798861.75,199.7,1.3868
2,11,18791890.52,199.63,1.5107
2,19,17711624.72,199.6,1.4849
3,11,18766266.7,198.07,1.518
10,11,18326404.28,197.25,1.7068
4,18,17339348.77,197.13,1.4946
2,13,18329741.05,195.99,1.3956
6,18,17198497.95,195.53,1.5046
4,12,18569421.6,194.74,1.4151
3,19,17186320,193.9,1.4676
11,16,16513731.82,192.97,1.4537
4,13,17912844.3,192.79,1.3986
13,14,16484957.25,192.63,1.458
11,15,16452972.98,192.26,1.4687
5,19,16877064.3,191.88,1.4817
3,13,18129417.43,191.35,1.3757
5,18,16798372.9,190.98,1.4534
11,13,16883688.5,190.49,1.4753
4,19,16845064.05,189.83,1.4828
4,10,18007820.02,188.85,1.4811
2,14,17524734,188.62,1.3275
2,16,17262172.68,188.27,1.3043
2,12,17718904.77,188.23,1.3116
13,15,16070172.35,187.79,1.4378
2,17,16635332.7,187.69,1.314
5,10,17523903.43,187.38,1.4672
4,14,17272627.15,185.9,1.3201
12,15,15871066.15,185.46,1.4264
7,8,17760993.07,185.07,1.521
12,14,15818872.15,184.85,1.4064
3,15,16898282.3,184.3,1.3027
3,14,17085837.1,183.89,1.2978
6,11,16998810.9,182.96,1.4784
6,19,16013010.9,182.05,1.4316
7,11,17130916.58,181.98,1.4917
4,17,16011717.52,180.65,1.2974
8,12,16714599.38,178.72,1.3368
2,10,16777840.63,178.23,1.335
2,15,16539148.4,178.01,1.2426
7,12,16496350,176.39,1.3634
3,10,16644340.6,175.67,1.3236
6,9,16609616.3,175.31,1.4061
9,13,15947307.13,173.93,1.3788
9,10,16562027.6,173.69,1.3412
6,8,16621465.05,173.2,1.424
4,20,18798187.1,172.5,1.6012
10,12,15811001.45,172.44,1.4164
8,10,16419275.8,172.19,1.3572
3,20,18971053.35,171.63,1.6044
3,4,16177679.43,170.75,1.5162
11,17,16983274.65,167.83,1.5595
8,11,15942605.45,167.19,1.3784
5,20,18201665.55,167.03,1.5772
9,17,16876180.2,166.78,1.5538
2,20,18762549.52,166.24,1.5836
8,19,16767057.85,165.7,1.5447
4,22,17927442.15,164.51,1.5702
3,22,17820344.65,163.53,1.5665
10,18,16547099.65,163.52,1.5419
10,17,16544038.4,163.49,1.54
4,21,17721302.4,162.62,1.5621
9,20,17059909.73,162.35,1.5501
9,18,16402449.55,162.09,1.5342
3,23,17580292.3,161.32,1.555
4,24,16275279.4,160.84,1.5349
9,19,16230602.6,160.4,1.5169
2,25,17462099.38,160.24,1.5501
13,17,16824777.7,160.11,1.5217
3,21,17397645.75,159.65,1.5492
8,18,16153703.55,159.64,1.5156
15,17,16753654.63,159.43,1.5288
5,22,16082245.5,158.93,1.5232
12,16,16076784.45,158.88,1.4963
4,25,16067409.25,158.78,1.5197
3,25,17258133,158.37,1.5404
7,19,15998858.55,158.11,1.4993
3,26,17217823.6,158,1.5388
3,24,17216260.9,157.98,1.5391
14,16,15974951.8,157.87,1.4868
2,21,17785135.05,157.58,1.5469
2,23,17311266.52,156.62,1.5344
13,19,16443566.77,156.48,1.5066
2,22,17519354.68,156.3,1.5394
14,18,16365561.53,155.74,1.5161
12,19,16304897.47,155.16,1.4993
2,24,16875685.32,154.86,1.5244
2,26,16868117.72,154.79,1.5252
13,18,16209665.02,154.26,1.5048
14,17,16142857.58,153.62,1.4977
11,19,16139517.17,153.59,1.4883
12,18,16034589.57,152.59,1.4934
8,22,15782051.32,150.19,1.4991
2,27,15859364.42,145.53,1.4193
