P:N1,P:N2,净利润,年化收益率%,夏普比率
3,12,9515917.35,208.78,1.8653
2,11,9240830.4,202.74,1.7257
2,12,8797961.3,196.04,1.6787
2,13,8654941.9,195.92,1.6832
3,11,8827967,193.68,1.7439
2,16,8473158.95,191.8,1.7603
4,10,8673701.2,190.3,1.7366
4,11,8670167.95,190.22,1.6935
3,13,8605711.25,188.81,1.7142
5,11,8376386.05,183.78,1.6331
3,10,8281846.7,181.7,1.5345
4,12,8226736.8,180.49,1.5929
2,14,7965349.25,180.31,1.6051
3,14,7878822.1,178.35,1.647
4,13,7593974.55,177.54,1.5136
3,15,7571652.4,177.01,1.5995
2,10,8037793.75,176.35,1.4264
3,9,8023824.95,176.04,1.4559
7,8,7644273.55,175.83,1.4906
2,15,7726607.88,174.9,1.5862
4,14,7443177.8,174.01,1.5523
9,10,7706561.05,171.72,1.4502
5,10,7775528.1,170.59,1.514
2,17,7320764,168.39,1.559
11,10,7567851.9,166.04,1.406
8,10,7356966.6,163.93,1.4553
2,18,6953118.9,162.55,1.4939
6,11,6825736.9,159.58,1.3533
6,9,6922887.4,159.24,1.3237
7,10,6722105.05,157.15,1.3603
7,9,6691313.75,156.43,1.2974
8,12,6974553.15,155.41,1.3935
4,8,6571183.1,153.63,1.0947
5,12,6487602.5,151.67,1.2651
4,9,6572960.9,151.19,1.1524
3,16,6466495.4,151.18,1.3553
2,9,6449666.55,150.78,1.05
6,8,6223475.7,150.43,1.1399
3,17,6374776.75,149.03,1.3544
6,10,6365271.5,148.81,1.2392
2,19,6345187.05,148.34,1.3852
7,11,6507486.95,145,1.2611
12,10,6558799.75,143.9,1.2725
5,9,6144526.55,143.65,1.0352
3,4,5989025.63,142.35,0.8924
4,16,6083720.5,142.23,1.2597
9,12,6277993,142.11,1.2553
10,11,6241171.6,141.28,1.2117
8,9,6032411.15,141.03,1.07
4,7,6012753.1,140.57,0.9707
11,12,6090019.6,137.86,1.1823
7,12,6177908.45,137.66,1.2558
7,13,6170497.1,137.5,1.2377
5,13,5870758.3,137.25,1.1584
9,11,6056566.4,137.1,1.2216
3,18,5826423.85,136.21,1.2418
5,14,5824031.45,136.16,1.1932
4,17,5901950,135.75,1.2552
8,11,6086943.65,135.63,1.225
8,13,5938935.1,134.44,1.2085
5,8,5675914.1,132.69,0.9311
5,16,5930752.35,132.15,1.2273
9,13,5735216.9,131.92,1.1543
6,17,5780126.25,130.84,1.2625
8,14,5613246.2,129.11,1.1744
4,5,5591569.1,128.61,0.9665
6,12,5461949.38,127.69,1.0639
6,13,5427801.42,126.89,1.0926
4,6,5514871.85,126.85,0.876
5,15,5675503.45,126.47,1.171
13,14,5587160.65,126.47,1.1583
2,8,5397557.35,126.19,0.8281
5,17,5637878.48,125.63,1.1992
6,14,5635917.45,125.58,1.1493
7,14,5611205.65,125.03,1.1528
5,7,5342207.25,124.89,0.8264
3,19,5331827.28,124.65,1.1676
4,18,5379195.92,123.73,1.162
4,15,5292259.72,123.73,1.0984
6,18,5342163.3,120.93,1.1717
10,12,5328656.3,120.62,1.0135
3,5,5238661.1,120.5,0.8103
5,18,5306349.55,120.12,1.1514
20,14,5299827.52,119.97,1.1406
5,19,5294888.85,119.86,1.1614
6,15,5370313.6,119.67,1.1158
11,13,5280204.95,119.52,1.0209
13,15,5262098.25,119.12,1.108
4,19,5160482.1,118.7,1.1368
11,15,5235678.4,118.52,1.0934
21,15,5220487.88,118.17,1.1199
20,15,5207881.58,117.89,1.1178
4,20,5110832.75,117.56,1.1292
13,10,5171043.75,117.05,0.9801
11,16,5135517.75,116.25,1.0762
18,8,5203983.3,115.96,1.5574
21,14,5122573.42,115.96,1.1032
18,9,5143753.2,114.62,1.5409
20,16,5063609.47,114.62,1.0894
20,17,5063609.47,114.62,1.0894
