#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,7,9,1112872.25,220.22,2.6586
2,8,9,1112872.25,220.22,2.6586
3,7,8,1091383.00,215.97,2.5439
4,10,9,1091383.00,215.97,2.5883
5,11,9,1091383.00,215.97,2.5883
6,12,9,1091383.00,215.97,2.5883
7,13,8,1091383.00,215.97,2.5883
8,13,9,1091383.00,215.97,2.5883
9,14,7,1091383.00,215.97,2.5883
10,14,8,1091383.00,215.97,2.5883
11,14,9,1091383.00,215.97,2.5883
12,6,9,1048404.50,210.34,2.5711
13,6,10,1048404.50,210.34,2.5711
14,7,10,1048404.50,210.34,2.5711
15,8,10,1048404.50,210.34,2.5711
16,9,8,1048404.50,207.46,2.4616
17,9,10,1048404.50,210.34,2.5711
18,10,8,1048404.50,207.46,2.4616
19,11,8,1048404.50,207.46,2.4616
20,12,7,1048404.50,207.46,2.4616
21,13,6,1048404.50,207.46,2.4616
22,2,9,1044106.65,209.38,2.5478
23,15,9,1044106.65,209.38,2.5478
24,16,8,1044106.65,209.38,2.5478
25,16,9,1044106.65,209.38,2.5478
26,17,2,1044106.65,209.38,2.5478
27,17,8,1044106.65,209.38,2.5478
28,17,9,1044106.65,209.38,2.5478
29,2,10,1035510.95,207.66,2.5351
30,3,9,1035510.95,207.66,2.5351
31,3,10,1035510.95,207.66,2.5351
32,4,9,1035510.95,207.66,2.5351
33,4,10,1035510.95,207.66,2.5351
34,11,10,1035510.95,207.66,2.5351
35,12,10,1035510.95,207.66,2.5351
36,13,10,1035510.95,207.66,2.5351
37,14,10,1035510.95,207.66,2.5351
38,15,10,1035510.95,207.66,2.5351
39,16,10,1035510.95,207.66,2.5351
40,17,10,1035510.95,207.66,2.5351
41,18,7,1035510.95,207.66,2.5351
42,18,8,1035510.95,207.66,2.5351
43,18,9,1035510.95,207.66,2.5351
44,18,10,1035510.95,207.66,2.5351
45,2,11,1014021.70,203.44,2.4881
46,3,11,1014021.70,203.44,2.4881
47,4,11,1014021.70,203.44,2.4881
48,5,9,1014021.70,203.44,2.4881
49,5,10,1014021.70,203.44,2.4881
50,5,11,1014021.70,203.44,2.4881
51,6,11,1014021.70,203.44,2.4881
52,7,11,1014021.70,203.44,2.4881
53,8,11,1014021.70,203.44,2.4881
54,9,11,1014021.70,203.44,2.4881
55,10,11,1014021.70,203.44,2.4881
56,14,11,1014021.70,203.44,2.4881
57,15,11,1014021.70,203.44,2.4881
58,16,11,1014021.70,203.44,2.4881
59,17,11,1014021.70,203.44,2.4881
60,18,11,1014021.70,203.44,2.4881
61,19,11,1014021.70,203.44,2.4881
62,20,11,1014021.70,203.44,2.4881
63,11,13,1001128.15,203.40,2.4987
64,12,13,1001128.15,203.40,2.4987
65,4,8,992532.45,196.41,2.3111
66,5,8,992532.45,196.41,2.3111
67,6,8,992532.45,196.41,2.3111
