P:N1,P:N2,净利润,年化收益率%
9,6,9195341.2,107.52
14,13,8689509.25,97.99
9,7,8301449.5,97.07
11,8,8052269.41,94.86
4,14,8285559.29,91.76
23,17,9180214.61,90.46
8,6,8806477.46,89.6
3,14,8004037.71,89.18
19,17,9447663.03,89.17
20,19,9277698.76,88.64
28,17,8776058.01,88.14
5,13,7807382.49,88.04
29,17,8745296.95,87.83
19,16,9276473.8,87.56
29,16,8591679.03,87.41
30,16,8591679.03,87.41
28,16,8633191.84,87.27
30,17,8580621.4,86.18
19,15,9125664.71,86.13
20,17,9004689.32,86.03
15,10,7561416.06,85.27
20,18,8898970.77,85.02
27,20,8385630.54,84.77
14,12,7509212.4,84.68
27,19,8375257.28,84.66
14,11,7470828.42,84.24
29,19,8260560.45,84.04
30,18,8364861.21,84.01
28,18,8252538.76,83.96
30,15,8249200.35,83.93
29,15,8288489.28,83.78
28,19,8233298.39,83.77
28,22,8270360.86,83.6
8,14,7524427.65,83.33
29,18,8162674.34,83.05
25,19,8419191.74,82.96
27,22,8198200.28,82.87
30,19,8195626.15,82.85
29,21,8244290.76,82.8
31,17,8242524.7,82.79
28,20,8181846.58,82.71
13,16,8730103.53,82.4
23,18,8353317.4,82.31
30,14,8123813.72,82.12
31,16,8171669.26,82.07
30,20,8119277.83,82.07
29,20,8112259.49,82
32,16,8149833.5,81.85
32,19,8079586.74,81.67
31,20,8070686.09,81.58
23,16,8277432.65,81.57
22,18,8277016.58,81.56
19,18,8638264.15,81.53
25,20,8272965.79,81.52
32,17,8003319.04,81.43
22,19,8257151.51,81.37
13,14,7477512.25,81.36
34,17,8020165.01,81.07
21,19,8220851.65,81.01
32,20,7996220.08,80.83
34,16,7975740.89,80.62
27,23,7965899.35,80.52
27,21,7957047.11,80.43
26,23,7935057.76,80.21
28,21,7901949.68,79.88
29,22,7830568.25,79.67
11,12,7488688.78,79.62
31,18,7805597.21,79.41
32,18,7805597.21,79.41
34,18,7851603.6,79.37
31,19,7798700.66,79.34
13,15,8369859.16,79
21,20,8017121.29,79
26,20,7796439.26,78.81
31,14,7740281.18,78.75
23,20,7989545.56,78.73
30,22,7738808.71,78.23
28,23,7736164.79,78.2
29,23,7685542.17,78.19
30,21,7727431.06,78.11
25,23,7815527.76,77.02
31,15,7563897.73,76.96
35,19,7631634.83,76.65
31,22,7626396.77,76.6
34,19,7575038.5,76.57
22,21,7757496.97,76.44
31,21,7599800.46,76.33
35,12,7585706.38,76.19
26,21,7515486.22,75.97
2,16,8109883.72,75.63
34,20,7480801.45,75.62
30,23,7494431.99,75.27
11,18,7963268.02,75.16
23,22,7488187.66,73.79
22,20,7465200.38,73.56
6,16,7841558.49,73.13
12,17,7673448.97,72.43
12,15,7829801.56,72.16
7,17,7603306.15,71.76
6,17,7598154.76,71.72
