#,P:N1,P:N2,净利润,年化收益率%
873,33,21,2768606.05,263.01
874,34,20,2768606.05,263.01
875,35,17,2768606.05,263.01
876,35,18,2768606.05,263.01
877,36,16,2768606.05,263.01
878,36,17,2768606.05,263.01
879,37,15,2768606.05,263.01
880,37,16,2768606.05,263.01
881,38,14,2768606.05,263.01
882,39,13,2768606.05,263.01
883,9,11,2765973.44,245.26
884,21,31,2758229.25,276.23
885,21,32,2758229.25,276.23
886,22,31,2758229.25,276.23
887,22,32,2758229.25,276.23
888,22,33,2758229.25,276.23
889,14,12,2752071.70,269.06
890,14,13,2752071.70,269.06
891,15,12,2752071.70,269.06
892,15,13,2752071.70,269.06
893,2,14,2749978.49,253.50
894,3,9,2745604.01,238.91
895,4,29,2745576.58,271.05
896,6,26,2739470.63,260.25
897,7,26,2739470.63,260.25
898,8,26,2739470.63,260.25
899,9,23,2739470.63,260.25
900,9,25,2739470.63,260.25
901,9,26,2739470.63,260.25
902,10,26,2739470.63,260.25
903,11,22,2739470.63,260.25
904,11,23,2739470.63,260.25
905,11,24,2739470.63,260.25
906,11,25,2739470.63,260.25
907,11,26,2739470.63,260.25
908,12,19,2739470.63,260.25
909,12,20,2739470.63,260.25
910,12,21,2739470.63,260.25
911,12,22,2739470.63,260.25
912,13,18,2739470.63,260.25
913,27,26,2739470.63,260.25
914,31,23,2739470.63,260.25
915,31,24,2739470.63,260.25
916,31,26,2739470.63,260.25
917,32,22,2739470.63,260.25
918,33,22,2739470.63,260.25
919,34,21,2739470.63,260.25
920,35,19,2739470.63,260.25
921,36,18,2739470.63,260.25
922,37,17,2739470.63,260.25
923,38,15,2739470.63,260.25
924,28,4,2736779.36,267.56
925,28,5,2736779.36,267.56
926,29,5,2736779.36,267.56
927,30,5,2736779.36,267.56
928,30,6,2736779.36,267.56
929,3,8,2730741.28,237.61
930,3,6,2716139.48,234.15
931,5,28,2715006.15,268.24
932,29,4,2713672.80,264.59
933,2,12,2713471.06,245.28
934,30,4,2703167.55,263.57
935,3,30,2697102.35,266.47
936,3,28,2691999.80,265.77
937,3,29,2691999.80,265.77
938,23,31,2691794.48,271.15
939,23,32,2691794.48,271.15
940,23,33,2691794.48,271.15
941,24,31,2691794.48,271.15
942,4,6,2690966.75,229.86
943,19,20,2688945.73,257.88
944,19,31,2683703.55,266.63
945,32,8,2677509.57,259.25
946,3,13,2667200.89,241.10
947,4,14,2666702.14,245.83
948,7,31,2664706.56,264.69
949,2,30,2655922.95,262.40
950,17,18,2651780.30,254.31
951,2,28,2650820.40,261.70
952,2,29,2650820.40,261.70
953,29,6,2625442.05,256.68
954,31,5,2625442.05,256.68
955,31,7,2625442.05,256.68
956,16,18,2620595.90,251.32
957,6,11,2614607.96,227.51
958,6,30,2608103.73,260.03
959,4,30,2604448.70,257.32
960,5,8,2604206.64,226.60
961,6,3,2603338.95,222.37
962,4,28,2597998.67,259.02
963,16,17,2592256.74,248.61
964,31,4,2591830.24,252.71
965,32,4,2591830.24,252.71
966,24,32,2591458.65,262.06
967,24,33,2591458.65,262.06
968,24,34,2591458.65,262.06
969,25,31,2591458.65,262.06
970,25,32,2591458.65,262.06
971,25,33,2591458.65,262.06
972,26,31,2591458.65,262.06
973,27,31,2591458.65,262.06
974,9,18,2580755.45,245.17
975,14,3,2580664.05,222.48
976,3,14,2580646.64,237.89
977,2,34,2558257.25,250.60
978,3,34,2558257.25,250.60
979,4,34,2558257.25,250.60
980,5,34,2558257.25,250.60
981,6,34,2558257.25,250.60
982,7,34,2558257.25,250.60
983,8,34,2558257.25,250.60
984,9,34,2558257.25,250.60
985,10,34,2558257.25,250.60
986,11,34,2558257.25,250.60
987,12,34,2558257.25,250.60
988,13,34,2558257.25,250.60
989,14,34,2558257.25,250.60
990,15,34,2558257.25,250.60
991,16,34,2558257.25,250.60
992,17,34,2558257.25,250.60
993,18,34,2558257.25,250.60
994,19,34,2558257.25,250.60
995,20,34,2558257.25,250.60
996,21,34,2558257.25,250.60
997,22,34,2558257.25,250.60
998,23,34,2558257.25,250.60
999,35,34,2558257.25,250.60
1000,36,34,2558257.25,250.60
1001,37,34,2558257.25,250.60
1002,38,34,2558257.25,250.60
1003,39,34,2558257.25,250.60
1004,40,34,2558257.25,250.60
1005,41,34,2558257.25,250.60
1006,42,34,2558257.25,250.60
1007,43,34,2558257.25,250.60
1008,44,34,2558257.25,250.60
1009,45,34,2558257.25,250.60
1010,46,34,2558257.25,250.60
1011,47,34,2558257.25,250.60
1012,48,34,2558257.25,250.60
1013,49,34,2558257.25,250.60
1014,50,34,2558257.25,250.60
1015,14,17,2555874.94,245.12
1016,26,28,2552850.40,249.58
1017,24,29,2547697.83,249.08
1018,25,28,2547697.83,249.08
1019,6,5,2547362.70,217.59
1020,15,17,2545480.14,244.12
1021,26,27,2545121.54,248.83
1022,18,30,2538738.56,250.83
1023,6,28,2533723.51,252.62
1024,6,29,2533723.51,252.62
1025,7,30,2533723.51,252.62
1026,17,29,2533636.01,250.13
1027,18,26,2533636.01,250.13
1028,18,27,2533636.01,250.13
1029,18,28,2533636.01,250.13
1030,18,29,2533636.01,250.13
1031,19,25,2533636.01,250.13
1032,19,26,2533636.01,250.13
1033,19,27,2533636.01,250.13
1034,20,24,2533636.01,250.13
1035,21,24,2533636.01,250.13
1036,24,27,2532105.63,247.55
1037,24,28,2532105.63,247.55
1038,10,12,2516223.90,221.01
1039,5,29,2516039.67,250.85
1040,13,3,2514679.05,214.80
1041,25,26,2511495.33,245.54
1042,25,27,2511495.33,245.54
1043,14,18,2496940.09,239.47
1044,12,3,2493840.97,213.02
1045,12,4,2493840.97,213.02
1046,12,5,2493840.97,213.02
1047,13,4,2493840.97,213.02
1048,9,24,2487627.90,236.32
1049,5,30,2481842.02,245.20
1050,19,30,2481842.02,245.20
1051,19,28,2476739.48,244.51
1052,19,29,2476739.48,244.51
1053,20,25,2476739.48,244.51
1054,20,26,2476739.48,244.51
1055,20,27,2476739.48,244.51
1056,20,28,2476739.48,244.51
1057,21,25,2476739.48,244.51
1058,21,26,2476739.48,244.51
1059,22,24,2476739.48,244.51
1060,22,25,2476739.48,244.51
1061,23,24,2476739.48,244.51
1062,5,9,2473486.70,215.23
1063,22,27,2447839.50,241.66
1064,23,25,2447839.50,241.66
1065,23,26,2447839.50,241.66
1066,23,27,2447839.50,241.66
1067,24,25,2447839.50,241.66
1068,24,26,2447839.50,241.66
1069,22,28,2447557.65,241.63
1070,22,29,2447557.65,241.63
1071,23,29,2447557.65,241.63
1072,31,2,2444245.88,236.67
1073,25,34,2436050.38,244.10
1074,25,35,2436050.38,244.10
1075,26,32,2436050.38,244.10
1076,26,33,2436050.38,244.10
1077,26,34,2436050.38,244.10
1078,27,32,2436050.38,244.10
1079,27,33,2436050.38,244.10
1080,28,31,2436050.38,244.10
1081,28,32,2436050.38,244.10
1082,29,31,2436050.38,244.10
1083,30,31,2436050.38,244.10
1084,2,35,2436007.39,239.68
1085,3,35,2436007.39,239.68
1086,4,35,2436007.39,239.68
1087,5,35,2436007.39,239.68
1088,6,35,2436007.39,239.68
1089,7,35,2436007.39,239.68
1090,8,35,2436007.39,239.68
1091,9,35,2436007.39,239.68
1092,10,35,2436007.39,239.68
1093,11,35,2436007.39,239.68
1094,12,35,2436007.39,239.68
1095,13,35,2436007.39,239.68
1096,14,35,2436007.39,239.68
1097,15,35,2436007.39,239.68
1098,16,35,2436007.39,239.68
1099,17,35,2436007.39,239.68
1100,18,35,2436007.39,239.68
1101,19,35,2436007.39,239.68
1102,20,35,2436007.39,239.68
1103,21,35,2436007.39,239.68
1104,22,35,2436007.39,239.68
1105,23,35,2436007.39,239.68
1106,24,35,2436007.39,239.68
1107,27,28,2427744.97,237.35
1108,2,27,2421319.80,235.06
1109,30,2,2418133.94,234.14
1110,23,30,2414600.66,238.56
1111,2,13,2408801.24,222.05
1112,21,2,2404075.36,235.04
1113,22,2,2404075.36,235.04
1114,3,5,2399989.54,206.90
1115,20,30,2399365.27,237.06
1116,21,30,2399365.27,237.06
1117,22,30,2399083.42,237.03
1118,10,2,2398927.94,234.53
1119,23,2,2398927.94,234.53
1120,20,29,2394262.73,236.37
1121,21,27,2394262.73,236.37
1122,21,28,2394262.73,236.37
1123,21,29,2394262.73,236.37
1124,22,26,2394262.73,236.37
1125,5,6,2391118.65,208.06
1126,13,15,2384220.00,226.51
1127,7,10,2358560.64,203.33
1128,2,36,2348808.00,234.92
1129,3,36,2348808.00,234.92
1130,4,36,2348808.00,234.92
1131,5,36,2348808.00,234.92
1132,6,36,2348808.00,234.92
1133,7,36,2348808.00,234.92
1134,8,36,2348808.00,234.92
1135,9,36,2348808.00,234.92
1136,10,36,2348808.00,234.92
1137,11,36,2348808.00,234.92
1138,12,36,2348808.00,234.92
1139,13,36,2348808.00,234.92
1140,14,36,2348808.00,234.92
1141,15,36,2348808.00,234.92
1142,16,36,2348808.00,234.92
1143,17,36,2348808.00,234.92
1144,18,36,2348808.00,234.92
1145,19,36,2348808.00,234.92
1146,20,36,2348808.00,234.92
1147,21,36,2348808.00,234.92
1148,22,36,2348808.00,234.92
1149,23,36,2348808.00,234.92
1150,24,36,2348808.00,234.92
1151,25,36,2348808.00,234.92
1152,3,25,2343586.20,224.76
1153,3,20,2339290.67,222.23
1154,28,2,2335852.31,224.02
1155,11,12,2329308.13,204.60
1156,24,2,2327443.13,223.21
1157,26,2,2327443.13,223.21
1158,27,2,2327443.13,223.21
1159,29,2,2325973.56,204.30
1160,3,27,2312590.46,224.99
1161,6,4,2306444.89,197.01
1162,23,28,2301553.96,229.47
1163,3,7,2301506.26,200.26
1164,28,29,2291917.50,226.27
1165,9,12,2291210.95,201.25
1166,8,9,2264175.34,197.02
1167,25,2,2260334.52,216.77
1168,27,29,2256199.65,222.91
1169,24,30,2243443.27,221.65
1170,25,30,2243443.27,221.65
1171,5,21,2237015.01,216.60
1172,4,21,2226770.14,215.61
1173,26,35,2222952.95,226.00
1174,26,36,2222952.95,226.00
1175,27,34,2222952.95,226.00
1176,27,35,2222952.95,226.00
1177,27,36,2222952.95,226.00
1178,28,33,2222952.95,226.00
1179,28,34,2222952.95,226.00
1180,29,32,2222952.95,226.00
1181,29,33,2222952.95,226.00
1182,30,32,2222952.95,226.00
1183,30,33,2222952.95,226.00
1184,31,32,2222952.95,226.00
1185,2,17,2213418.05,217.41
1186,5,27,2211654.08,212.11
1187,4,7,2157355.09,187.72
1188,4,24,2149810.01,206.17
1189,4,25,2149810.01,206.17
1190,3,17,2147707.91,210.95
1191,25,29,2146788.38,214.04
1192,26,29,2146788.38,214.04
1193,2,7,2144731.19,183.20
1194,3,21,2144364.11,203.71
1195,3,23,2139315.26,205.17
1196,4,23,2139315.26,205.17
1197,5,23,2139315.26,205.17
1198,3,22,2136691.58,204.92
1199,5,24,2131444.20,204.41
1200,5,25,2131444.20,204.41
1201,4,27,2129484.11,204.55
1202,10,18,2127196.32,204.01
1203,4,22,2126446.70,203.93
1204,9,10,2123119.11,183.03
1205,5,13,2117893.81,191.44
1206,2,22,2116365.67,203.29
1207,2,24,2113741.99,203.03
1208,2,25,2113741.99,203.03
1209,27,37,2112872.00,214.57
1210,28,35,2112872.00,214.57
1211,28,36,2112872.00,214.57
1212,28,37,2112872.00,214.57
1213,29,34,2112872.00,214.57
1214,29,35,2112872.00,214.57
1215,29,36,2112872.00,214.57
1216,30,34,2112872.00,214.57
1217,30,35,2112872.00,214.57
1218,31,33,2112872.00,214.57
1219,31,34,2112872.00,214.57
1220,32,33,2112872.00,214.57
1221,32,34,2112872.00,214.57
1222,3,19,2108121.00,200.58
1223,2,23,2103247.24,202.03
1224,5,22,2100735.94,199.57
1225,22,23,2100229.54,203.68
1226,2,37,2089883.50,208.78
1227,3,37,2089883.50,208.78
1228,4,37,2089883.50,208.78
1229,5,37,2089883.50,208.78
1230,6,37,2089883.50,208.78
1231,7,37,2089883.50,208.78
1232,8,37,2089883.50,208.78
1233,9,37,2089883.50,208.78
1234,10,37,2089883.50,208.78
1235,11,37,2089883.50,208.78
1236,12,37,2089883.50,208.78
1237,13,37,2089883.50,208.78
1238,14,37,2089883.50,208.78
1239,15,37,2089883.50,208.78
1240,16,37,2089883.50,208.78
1241,17,37,2089883.50,208.78
1242,18,37,2089883.50,208.78
1243,19,37,2089883.50,208.78
1244,20,37,2089883.50,208.78
1245,21,37,2089883.50,208.78
1246,22,37,2089883.50,208.78
1247,23,37,2089883.50,208.78
1248,24,37,2089883.50,208.78
1249,25,37,2089883.50,208.78
1250,26,37,2089883.50,208.78
1251,12,17,2089187.08,204.25
1252,5,26,2068951.84,196.55
1253,2,21,2067141.50,196.68
1254,2,6,2053000.09,176.99
1255,8,12,2036247.05,178.85
1256,8,10,2035869.75,175.51
1257,2,26,2032708.73,193.41
1258,3,26,2032708.73,193.41
1259,4,26,2032708.73,193.41
1260,26,30,2000378.85,197.64
1261,27,30,2000378.85,197.64
1262,28,30,2000378.85,197.64
1263,29,30,2000378.85,197.64
1264,5,4,2000171.99,169.30
1265,7,11,1989896.71,173.15
1266,14,15,1968625.40,187.03
1267,3,24,1967452.38,188.69
1268,8,19,1959494.20,186.15
1269,2,5,1959329.40,168.91
1270,4,20,1930278.20,183.37
1271,13,16,1930177.60,188.71
1272,4,18,1894035.09,180.21
1273,4,19,1894035.09,180.21
1274,7,12,1893592.76,166.32
1275,3,15,1885236.75,179.11
1276,6,12,1863160.55,163.65
1277,5,14,1852412.63,169.09
1278,5,7,1852000.21,161.15
1279,8,11,1851615.96,164.19
1280,2,15,1842716.00,175.07
1281,5,19,1826784.21,176.88
1282,5,20,1826784.21,176.88
1283,6,19,1826784.21,176.88
1284,2,20,1815265.30,172.72
1285,11,13,1799496.66,162.66
1286,12,14,1782206.02,162.68
1287,13,14,1767317.71,161.32
1288,12,13,1750862.85,158.27
1289,8,13,1737530.30,157.06
1290,2,18,1728416.08,164.46
1291,2,19,1728416.08,164.46
1292,4,15,1720109.33,163.42
1293,15,16,1712925.26,164.28
1294,14,16,1683090.19,161.41
1295,3,18,1677191.70,159.58
1296,6,14,1662010.88,151.71
1297,5,17,1656910.70,157.65
1298,5,18,1656910.70,157.65
1299,2,38,1608280.35,161.46
1300,3,38,1608280.35,161.46
1301,4,38,1608280.35,161.46
1302,5,38,1608280.35,161.46
1303,6,38,1608280.35,161.46
1304,7,38,1608280.35,161.46
1305,8,38,1608280.35,161.46
1306,9,38,1608280.35,161.46
1307,10,38,1608280.35,161.46
1308,11,38,1608280.35,161.46
1309,12,38,1608280.35,161.46
1310,13,38,1608280.35,161.46
1311,14,38,1608280.35,161.46
1312,15,38,1608280.35,161.46
1313,16,38,1608280.35,161.46
1314,17,38,1608280.35,161.46
1315,18,38,1608280.35,161.46
1316,19,38,1608280.35,161.46
1317,20,38,1608280.35,161.46
1318,21,38,1608280.35,161.46
1319,22,38,1608280.35,161.46
1320,23,38,1608280.35,161.46
1321,24,38,1608280.35,161.46
1322,25,38,1608280.35,161.46
1323,26,38,1608280.35,161.46
1324,27,38,1608280.35,161.46
1325,28,38,1608280.35,161.46
1326,29,37,1608280.35,161.46
1327,29,38,1608280.35,161.46
1328,30,36,1608280.35,161.46
1329,30,37,1608280.35,161.46
1330,30,38,1608280.35,161.46
1331,31,35,1608280.35,161.46
1332,31,36,1608280.35,161.46
1333,31,37,1608280.35,161.46
1334,32,35,1608280.35,161.46
1335,32,36,1608280.35,161.46
1336,33,34,1608280.35,161.46
1337,33,35,1608280.35,161.46
1338,7,17,1585119.09,153.48
1339,7,18,1585119.09,153.48
1340,7,19,1585119.09,153.48
1341,8,17,1585119.09,153.48
1342,8,18,1585119.09,153.48
1343,4,17,1555309.66,147.98
1344,8,14,1521841.97,138.91
1345,11,17,1519843.68,145.76
1346,31,38,1497417.80,153.24
1347,32,37,1497417.80,153.24
1348,32,38,1497417.80,153.24
1349,33,36,1497417.80,153.24
1350,33,37,1497417.80,153.24
1351,34,35,1497417.80,153.24
1352,34,36,1497417.80,153.24
1353,2,16,1389972.95,136.53
1354,6,15,1374665.93,130.60
1355,6,13,1371093.52,123.94
1356,6,18,1365288.80,129.70
1357,11,14,1349230.99,123.16
1358,2,4,1345046.54,125.23
1359,9,14,1332839.52,121.66
1360,2,3,1331240.58,122.72
1361,6,17,1329045.69,126.46
1362,5,15,1291308.83,122.68
1363,3,16,1267366.27,124.48
1364,4,16,1267366.27,124.48
1365,8,15,1188907.10,112.95
1366,9,17,1166050.94,110.77
1367,7,13,1111843.63,100.50
1368,12,15,1111336.13,105.58
1369,9,13,1090465.90,98.57
1370,7,14,1076520.15,98.26
1371,2,39,1048391.36,101.72
1372,3,39,1048391.36,101.72
1373,4,39,1048391.36,101.72
1374,5,39,1048391.36,101.72
1375,6,39,1048391.36,101.72
1376,7,39,1048391.36,101.72
1377,8,39,1048391.36,101.72
1378,9,39,1048391.36,101.72
1379,10,39,1048391.36,101.72
1380,11,39,1048391.36,101.72
1381,12,39,1048391.36,101.72
1382,13,39,1048391.36,101.72
1383,14,39,1048391.36,101.72
1384,15,39,1048391.36,101.72
1385,16,39,1048391.36,101.72
1386,17,39,1048391.36,101.72
1387,18,39,1048391.36,101.72
1388,19,39,1048391.36,101.72
1389,20,39,1048391.36,101.72
1390,21,39,1048391.36,101.72
1391,22,39,1048391.36,101.72
1392,23,39,1048391.36,101.72
1393,24,39,1048391.36,101.72
1394,25,39,1048391.36,101.72
1395,26,39,1048391.36,101.72
1396,27,39,1048391.36,101.72
1397,28,39,1048391.36,101.72
1398,29,39,1048391.36,101.72
1399,30,39,1048391.36,101.72
1400,31,39,1048391.36,101.72
1401,32,39,1048391.36,101.72
1402,33,38,1048391.36,101.72
1403,10,17,1016363.43,97.47
1404,12,16,841479.67,80.70
1405,5,16,838565.77,81.32
1406,10,13,764456.39,69.10
1407,11,15,743460.51,70.63
1408,10,14,729157.90,66.56
1409,7,15,712314.85,67.67
1410,9,15,707217.40,67.19
1411,3,4,683454.91,63.63
1412,35,40,627418.90,63.01
1413,36,37,627418.90,63.01
1414,36,38,627418.90,63.01
1415,36,39,627418.90,63.01
1416,36,40,627418.90,63.01
1417,37,38,627418.90,63.01
1418,8,16,548685.66,53.13
1419,33,39,445256.00,43.73
1420,34,37,445256.00,43.73
1421,34,38,445256.00,43.73
1422,34,39,445256.00,43.73
1423,35,36,445256.00,43.73
1424,35,37,445256.00,43.73
1425,35,38,445256.00,43.73
1426,10,15,428320.90,40.69
1427,11,16,421125.85,40.39
1428,7,16,302311.66,28.72
1429,9,16,261071.05,24.84
1430,6,16,179868.66,17.11
1431,2,40,58984.19,5.60
1432,3,40,58984.19,5.60
1433,4,40,58984.19,5.60
1434,5,40,58984.19,5.60
1435,6,40,58984.19,5.60
1436,7,40,58984.19,5.60
1437,8,40,58984.19,5.60
1438,9,40,58984.19,5.60
1439,10,40,58984.19,5.60
1440,11,40,58984.19,5.60
1441,12,40,58984.19,5.60
1442,13,40,58984.19,5.60
1443,14,40,58984.19,5.60
1444,15,40,58984.19,5.60
1445,16,40,58984.19,5.60
1446,17,40,58984.19,5.60
1447,18,40,58984.19,5.60
1448,19,40,58984.19,5.60
1449,20,40,58984.19,5.60
1450,21,40,58984.19,5.60
1451,22,40,58984.19,5.60
1452,23,40,58984.19,5.60
1453,24,40,58984.19,5.60
1454,25,40,58984.19,5.60
1455,26,40,58984.19,5.60
1456,27,40,58984.19,5.60
1457,28,40,58984.19,5.60
1458,29,40,58984.19,5.60
1459,30,40,58984.19,5.60
1460,31,40,58984.19,5.60
1461,32,40,58984.19,5.60
1462,33,40,58984.19,5.60
1463,34,40,58984.19,5.60
1464,35,39,48446.45,4.57
1465,10,16,18417.66,1.75
1466,1,1,0.00,0.00
1467,1,2,0.00,0.00
1468,1,3,0.00,0.00
1469,1,4,0.00,0.00
1470,1,5,0.00,0.00
1471,1,6,0.00,0.00
1472,1,7,0.00,0.00
1473,1,8,0.00,0.00
1474,1,9,0.00,0.00
1475,1,10,0.00,0.00
1476,1,11,0.00,0.00
1477,1,12,0.00,0.00
1478,1,13,0.00,0.00
1479,1,14,0.00,0.00
1480,1,15,0.00,0.00
1481,1,16,0.00,0.00
1482,1,17,0.00,0.00
1483,1,18,0.00,0.00
1484,1,19,0.00,0.00
1485,1,20,0.00,0.00
1486,1,21,0.00,0.00
1487,1,22,0.00,0.00
1488,1,23,0.00,0.00
1489,1,24,0.00,0.00
1490,1,25,0.00,0.00
1491,1,26,0.00,0.00
1492,1,27,0.00,0.00
1493,1,28,0.00,0.00
1494,1,29,0.00,0.00
1495,1,30,0.00,0.00
1496,1,31,0.00,0.00
1497,1,32,0.00,0.00
1498,1,33,0.00,0.00
1499,1,34,0.00,0.00
1500,1,35,0.00,0.00
1501,1,36,0.00,0.00
1502,1,37,0.00,0.00
1503,1,38,0.00,0.00
1504,1,39,0.00,0.00
1505,1,40,0.00,0.00
1506,1,41,0.00,0.00
1507,1,42,0.00,0.00
1508,1,43,0.00,0.00
1509,1,44,0.00,0.00
1510,1,45,0.00,0.00
1511,1,46,0.00,0.00
1512,1,47,0.00,0.00
1513,1,48,0.00,0.00
1514,1,49,0.00,0.00
1515,1,50,0.00,0.00
1516,2,1,0.00,0.00
1517,2,2,0.00,0.00
1518,2,41,0.00,0.00
1519,2,42,0.00,0.00
1520,2,43,0.00,0.00
1521,2,44,0.00,0.00
1522,2,45,0.00,0.00
1523,2,46,0.00,0.00
1524,2,47,0.00,0.00
1525,2,48,0.00,0.00
1526,2,49,0.00,0.00
1527,2,50,0.00,0.00
1528,3,1,0.00,0.00
1529,3,3,0.00,0.00
1530,3,41,0.00,0.00
1531,3,42,0.00,0.00
1532,3,43,0.00,0.00
1533,3,44,0.00,0.00
1534,3,45,0.00,0.00
1535,3,46,0.00,0.00
1536,3,47,0.00,0.00
1537,3,48,0.00,0.00
1538,3,49,0.00,0.00
1539,3,50,0.00,0.00
1540,4,1,0.00,0.00
1541,4,4,0.00,0.00
1542,4,41,0.00,0.00
1543,4,42,0.00,0.00
1544,4,43,0.00,0.00
1545,4,44,0.00,0.00
1546,4,45,0.00,0.00
1547,4,46,0.00,0.00
1548,4,47,0.00,0.00
1549,4,48,0.00,0.00
1550,4,49,0.00,0.00
1551,4,50,0.00,0.00
1552,5,1,0.00,0.00
1553,5,5,0.00,0.00
1554,5,41,0.00,0.00
1555,5,42,0.00,0.00
1556,5,43,0.00,0.00
1557,5,44,0.00,0.00
1558,5,45,0.00,0.00
1559,5,46,0.00,0.00
1560,5,47,0.00,0.00
1561,5,48,0.00,0.00
1562,5,49,0.00,0.00
1563,5,50,0.00,0.00
1564,6,1,0.00,0.00
1565,6,2,0.00,0.00
1566,6,6,0.00,0.00
1567,6,41,0.00,0.00
1568,6,42,0.00,0.00
1569,6,43,0.00,0.00
1570,6,44,0.00,0.00
1571,6,45,0.00,0.00
1572,6,46,0.00,0.00
1573,6,47,0.00,0.00
1574,6,48,0.00,0.00
1575,6,49,0.00,0.00
1576,6,50,0.00,0.00
1577,7,1,0.00,0.00
1578,7,7,0.00,0.00
1579,7,41,0.00,0.00
1580,7,42,0.00,0.00
1581,7,43,0.00,0.00
1582,7,44,0.00,0.00
1583,7,45,0.00,0.00
1584,7,46,0.00,0.00
1585,7,47,0.00,0.00
1586,7,48,0.00,0.00
1587,7,49,0.00,0.00
1588,7,50,0.00,0.00
1589,8,1,0.00,0.00
1590,8,3,0.00,0.00
1591,8,8,0.00,0.00
1592,8,41,0.00,0.00
1593,8,42,0.00,0.00
1594,8,43,0.00,0.00
1595,8,44,0.00,0.00
1596,8,45,0.00,0.00
1597,8,46,0.00,0.00
1598,8,47,0.00,0.00
1599,8,48,0.00,0.00
1600,8,49,0.00,0.00
1601,8,50,0.00,0.00
1602,9,1,0.00,0.00
1603,9,3,0.00,0.00
1604,9,9,0.00,0.00
1605,9,41,0.00,0.00
1606,9,42,0.00,0.00
1607,9,43,0.00,0.00
1608,9,44,0.00,0.00
1609,9,45,0.00,0.00
1610,9,46,0.00,0.00
1611,9,47,0.00,0.00
1612,9,48,0.00,0.00
1613,9,49,0.00,0.00
1614,9,50,0.00,0.00
1615,10,1,0.00,0.00
1616,10,10,0.00,0.00
1617,10,41,0.00,0.00
1618,10,42,0.00,0.00
1619,10,43,0.00,0.00
1620,10,44,0.00,0.00
1621,10,45,0.00,0.00
1622,10,46,0.00,0.00
1623,10,47,0.00,0.00
1624,10,48,0.00,0.00
1625,10,49,0.00,0.00
1626,10,50,0.00,0.00
1627,11,1,0.00,0.00
1628,11,11,0.00,0.00
1629,11,41,0.00,0.00
1630,11,42,0.00,0.00
1631,11,43,0.00,0.00
1632,11,44,0.00,0.00
1633,11,45,0.00,0.00
1634,11,46,0.00,0.00
1635,11,47,0.00,0.00
1636,11,48,0.00,0.00
1637,11,49,0.00,0.00
1638,11,50,0.00,0.00
1639,12,1,0.00,0.00
1640,12,2,0.00,0.00
1641,12,12,0.00,0.00
1642,12,41,0.00,0.00
1643,12,42,0.00,0.00
1644,12,43,0.00,0.00
1645,12,44,0.00,0.00
1646,12,45,0.00,0.00
1647,12,46,0.00,0.00
1648,12,47,0.00,0.00
1649,12,48,0.00,0.00
1650,12,49,0.00,0.00
1651,12,50,0.00,0.00
1652,13,1,0.00,0.00
1653,13,13,0.00,0.00
1654,13,41,0.00,0.00
1655,13,42,0.00,0.00
1656,13,43,0.00,0.00
1657,13,44,0.00,0.00
1658,13,45,0.00,0.00
1659,13,46,0.00,0.00
1660,13,47,0.00,0.00
1661,13,48,0.00,0.00
1662,13,49,0.00,0.00
1663,13,50,0.00,0.00
1664,14,1,0.00,0.00
1665,14,14,0.00,0.00
1666,14,41,0.00,0.00
1667,14,42,0.00,0.00
1668,14,43,0.00,0.00
1669,14,44,0.00,0.00
1670,14,45,0.00,0.00
1671,14,46,0.00,0.00
1672,14,47,0.00,0.00
1673,14,48,0.00,0.00
1674,14,49,0.00,0.00
1675,14,50,0.00,0.00
1676,15,1,0.00,0.00
1677,15,4,0.00,0.00
1678,15,5,0.00,0.00
1679,15,15,0.00,0.00
1680,15,41,0.00,0.00
1681,15,42,0.00,0.00
1682,15,43,0.00,0.00
1683,15,44,0.00,0.00
1684,15,45,0.00,0.00
1685,15,46,0.00,0.00
1686,15,47,0.00,0.00
1687,15,48,0.00,0.00
1688,15,49,0.00,0.00
1689,15,50,0.00,0.00
1690,16,1,0.00,0.00
1691,16,4,0.00,0.00
1692,16,5,0.00,0.00
1693,16,6,0.00,0.00
1694,16,13,0.00,0.00
1695,16,16,0.00,0.00
1696,16,41,0.00,0.00
1697,16,42,0.00,0.00
1698,16,43,0.00,0.00
1699,16,44,0.00,0.00
1700,16,45,0.00,0.00
1701,16,46,0.00,0.00
1702,16,47,0.00,0.00
1703,16,48,0.00,0.00
1704,16,49,0.00,0.00
1705,16,50,0.00,0.00
1706,17,1,0.00,0.00
1707,17,3,0.00,0.00
1708,17,4,0.00,0.00
1709,17,5,0.00,0.00
1710,17,6,0.00,0.00
1711,17,17,0.00,0.00
1712,17,41,0.00,0.00
1713,17,42,0.00,0.00
1714,17,43,0.00,0.00
1715,17,44,0.00,0.00
1716,17,45,0.00,0.00
1717,17,46,0.00,0.00
1718,17,47,0.00,0.00
1719,17,48,0.00,0.00
1720,17,49,0.00,0.00
1721,17,50,0.00,0.00
1722,18,1,0.00,0.00
1723,18,3,0.00,0.00
1724,18,4,0.00,0.00
1725,18,5,0.00,0.00
1726,18,6,0.00,0.00
1727,18,9,0.00,0.00
1728,18,10,0.00,0.00
1729,18,12,0.00,0.00
1730,18,18,0.00,0.00
1731,18,41,0.00,0.00
1732,18,42,0.00,0.00
1733,18,43,0.00,0.00
1734,18,44,0.00,0.00
1735,18,45,0.00,0.00
1736,18,46,0.00,0.00
1737,18,47,0.00,0.00
