#,P:N1,P:N2,净利润,年化收益率%
943,17,30,0.00,0.00
944,17,31,0.00,0.00
945,17,32,0.00,0.00
946,17,33,0.00,0.00
947,17,34,0.00,0.00
948,17,35,0.00,0.00
949,17,36,0.00,0.00
950,17,37,0.00,0.00
951,17,38,0.00,0.00
952,17,39,0.00,0.00
953,17,40,0.00,0.00
954,17,41,0.00,0.00
955,17,42,0.00,0.00
956,17,43,0.00,0.00
957,17,44,0.00,0.00
958,17,45,0.00,0.00
959,17,46,0.00,0.00
960,17,47,0.00,0.00
961,17,48,0.00,0.00
962,17,49,0.00,0.00
963,17,50,0.00,0.00
964,18,1,0.00,0.00
965,18,18,0.00,0.00
966,18,31,0.00,0.00
967,18,32,0.00,0.00
968,18,33,0.00,0.00
969,18,34,0.00,0.00
970,18,35,0.00,0.00
971,18,36,0.00,0.00
972,18,37,0.00,0.00
973,18,38,0.00,0.00
974,18,39,0.00,0.00
975,18,40,0.00,0.00
976,18,41,0.00,0.00
977,18,42,0.00,0.00
978,18,43,0.00,0.00
979,18,44,0.00,0.00
980,18,45,0.00,0.00
981,18,46,0.00,0.00
982,18,47,0.00,0.00
983,18,48,0.00,0.00
984,18,49,0.00,0.00
985,18,50,0.00,0.00
986,19,1,0.00,0.00
987,19,5,0.00,0.00
988,19,19,0.00,0.00
989,19,31,0.00,0.00
990,19,32,0.00,0.00
991,19,33,0.00,0.00
992,19,34,0.00,0.00
993,19,35,0.00,0.00
994,19,36,0.00,0.00
995,19,37,0.00,0.00
996,19,38,0.00,0.00
997,19,39,0.00,0.00
998,19,40,0.00,0.00
999,19,41,0.00,0.00
1000,19,42,0.00,0.00
1001,19,43,0.00,0.00
1002,19,44,0.00,0.00
1003,19,45,0.00,0.00
1004,19,46,0.00,0.00
1005,19,47,0.00,0.00
1006,19,48,0.00,0.00
1007,19,49,0.00,0.00
1008,19,50,0.00,0.00
1009,20,1,0.00,0.00
1010,20,20,0.00,0.00
1011,20,31,0.00,0.00
1012,20,32,0.00,0.00
1013,20,33,0.00,0.00
1014,20,34,0.00,0.00
1015,20,35,0.00,0.00
1016,20,36,0.00,0.00
1017,20,37,0.00,0.00
1018,20,38,0.00,0.00
1019,20,39,0.00,0.00
1020,20,40,0.00,0.00
1021,20,41,0.00,0.00
1022,20,42,0.00,0.00
1023,20,43,0.00,0.00
1024,20,44,0.00,0.00
1025,20,45,0.00,0.00
1026,20,46,0.00,0.00
1027,20,47,0.00,0.00
1028,20,48,0.00,0.00
1029,20,49,0.00,0.00
1030,20,50,0.00,0.00
1031,21,1,0.00,0.00
1032,21,21,0.00,0.00
1033,21,31,0.00,0.00
1034,21,32,0.00,0.00
1035,21,33,0.00,0.00
1036,21,34,0.00,0.00
1037,21,35,0.00,0.00
1038,21,36,0.00,0.00
1039,21,37,0.00,0.00
1040,21,38,0.00,0.00
1041,21,39,0.00,0.00
1042,21,40,0.00,0.00
1043,21,41,0.00,0.00
1044,21,42,0.00,0.00
1045,21,43,0.00,0.00
1046,21,44,0.00,0.00
1047,21,45,0.00,0.00
1048,21,46,0.00,0.00
1049,21,47,0.00,0.00
1050,21,48,0.00,0.00
1051,21,49,0.00,0.00
1052,21,50,0.00,0.00
1053,22,1,0.00,0.00
1054,22,22,0.00,0.00
1055,22,31,0.00,0.00
1056,22,32,0.00,0.00
1057,22,33,0.00,0.00
1058,22,34,0.00,0.00
1059,22,35,0.00,0.00
1060,22,36,0.00,0.00
1061,22,37,0.00,0.00
1062,22,38,0.00,0.00
1063,22,39,0.00,0.00
1064,22,40,0.00,0.00
1065,22,41,0.00,0.00
1066,22,42,0.00,0.00
1067,22,43,0.00,0.00
1068,22,44,0.00,0.00
1069,22,45,0.00,0.00
1070,22,46,0.00,0.00
1071,22,47,0.00,0.00
1072,22,48,0.00,0.00
1073,22,49,0.00,0.00
1074,22,50,0.00,0.00
1075,23,1,0.00,0.00
1076,23,23,0.00,0.00
1077,23,31,0.00,0.00
1078,23,32,0.00,0.00
1079,23,33,0.00,0.00
1080,23,34,0.00,0.00
1081,23,35,0.00,0.00
1082,23,36,0.00,0.00
1083,23,37,0.00,0.00
1084,23,38,0.00,0.00
1085,23,39,0.00,0.00
1086,23,40,0.00,0.00
1087,23,41,0.00,0.00
1088,23,42,0.00,0.00
1089,23,43,0.00,0.00
1090,23,44,0.00,0.00
1091,23,45,0.00,0.00
1092,23,46,0.00,0.00
1093,23,47,0.00,0.00
1094,23,48,0.00,0.00
1095,23,49,0.00,0.00
1096,23,50,0.00,0.00
1097,24,1,0.00,0.00
1098,24,24,0.00,0.00
1099,24,31,0.00,0.00
1100,24,32,0.00,0.00
1101,24,33,0.00,0.00
1102,24,34,0.00,0.00
1103,24,35,0.00,0.00
1104,24,36,0.00,0.00
1105,24,37,0.00,0.00
1106,24,38,0.00,0.00
1107,24,39,0.00,0.00
1108,24,40,0.00,0.00
1109,24,41,0.00,0.00
1110,24,42,0.00,0.00
1111,24,43,0.00,0.00
1112,24,44,0.00,0.00
1113,24,45,0.00,0.00
1114,24,46,0.00,0.00
1115,24,47,0.00,0.00
1116,24,48,0.00,0.00
1117,24,49,0.00,0.00
1118,24,50,0.00,0.00
1119,25,1,0.00,0.00
1120,25,2,0.00,0.00
1121,25,3,0.00,0.00
1122,25,4,0.00,0.00
1123,25,5,0.00,0.00
1124,25,6,0.00,0.00
1125,25,25,0.00,0.00
1126,25,31,0.00,0.00
1127,25,32,0.00,0.00
1128,25,33,0.00,0.00
1129,25,34,0.00,0.00
1130,25,35,0.00,0.00
1131,25,36,0.00,0.00
1132,25,37,0.00,0.00
1133,25,38,0.00,0.00
1134,25,39,0.00,0.00
1135,25,40,0.00,0.00
1136,25,41,0.00,0.00
1137,25,42,0.00,0.00
1138,25,43,0.00,0.00
1139,25,44,0.00,0.00
1140,25,45,0.00,0.00
1141,25,46,0.00,0.00
1142,25,47,0.00,0.00
1143,25,48,0.00,0.00
1144,25,49,0.00,0.00
1145,25,50,0.00,0.00
1146,26,1,0.00,0.00
1147,26,2,0.00,0.00
1148,26,3,0.00,0.00
1149,26,4,0.00,0.00
1150,26,5,0.00,0.00
1151,26,6,0.00,0.00
1152,26,7,0.00,0.00
1153,26,8,0.00,0.00
1154,26,26,0.00,0.00
1155,26,33,0.00,0.00
1156,26,34,0.00,0.00
1157,26,35,0.00,0.00
1158,26,36,0.00,0.00
1159,26,37,0.00,0.00
1160,26,38,0.00,0.00
1161,26,39,0.00,0.00
1162,26,40,0.00,0.00
1163,26,41,0.00,0.00
1164,26,42,0.00,0.00
1165,26,43,0.00,0.00
1166,26,44,0.00,0.00
1167,26,45,0.00,0.00
1168,26,46,0.00,0.00
1169,26,47,0.00,0.00
1170,26,48,0.00,0.00
1171,26,49,0.00,0.00
1172,26,50,0.00,0.00
1173,27,1,0.00,0.00
1174,27,4,0.00,0.00
1175,27,5,0.00,0.00
1176,27,6,0.00,0.00
1177,27,7,0.00,0.00
1178,27,8,0.00,0.00
1179,27,9,0.00,0.00
1180,27,27,0.00,0.00
1181,27,38,0.00,0.00
1182,27,39,0.00,0.00
1183,27,40,0.00,0.00
1184,27,41,0.00,0.00
1185,27,42,0.00,0.00
1186,27,43,0.00,0.00
1187,27,44,0.00,0.00
1188,27,45,0.00,0.00
1189,27,46,0.00,0.00
1190,27,47,0.00,0.00
1191,27,48,0.00,0.00
1192,27,49,0.00,0.00
1193,27,50,0.00,0.00
1194,28,1,0.00,0.00
1195,28,4,0.00,0.00
1196,28,5,0.00,0.00
1197,28,6,0.00,0.00
1198,28,7,0.00,0.00
1199,28,8,0.00,0.00
1200,28,9,0.00,0.00
1201,28,28,0.00,0.00
1202,28,39,0.00,0.00
1203,28,40,0.00,0.00
1204,28,41,0.00,0.00
1205,28,42,0.00,0.00
1206,28,43,0.00,0.00
1207,28,44,0.00,0.00
1208,28,45,0.00,0.00
1209,28,46,0.00,0.00
1210,28,47,0.00,0.00
1211,28,48,0.00,0.00
1212,28,49,0.00,0.00
1213,28,50,0.00,0.00
1214,29,1,0.00,0.00
1215,29,3,0.00,0.00
1216,29,4,0.00,0.00
1217,29,5,0.00,0.00
1218,29,6,0.00,0.00
1219,29,7,0.00,0.00
1220,29,8,0.00,0.00
1221,29,9,0.00,0.00
1222,29,29,0.00,0.00
1223,29,39,0.00,0.00
1224,29,40,0.00,0.00
1225,29,41,0.00,0.00
1226,29,42,0.00,0.00
1227,29,43,0.00,0.00
1228,29,44,0.00,0.00
1229,29,45,0.00,0.00
1230,29,46,0.00,0.00
1231,29,47,0.00,0.00
1232,29,48,0.00,0.00
1233,29,49,0.00,0.00
1234,29,50,0.00,0.00
1235,30,1,0.00,0.00
1236,30,2,0.00,0.00
1237,30,3,0.00,0.00
1238,30,4,0.00,0.00
1239,30,5,0.00,0.00
1240,30,6,0.00,0.00
1241,30,7,0.00,0.00
1242,30,8,0.00,0.00
1243,30,9,0.00,0.00
1244,30,30,0.00,0.00
1245,30,39,0.00,0.00
1246,30,40,0.00,0.00
1247,30,41,0.00,0.00
1248,30,42,0.00,0.00
1249,30,43,0.00,0.00
1250,30,44,0.00,0.00
1251,30,45,0.00,0.00
1252,30,46,0.00,0.00
1253,30,47,0.00,0.00
1254,30,48,0.00,0.00
1255,30,49,0.00,0.00
1256,30,50,0.00,0.00
1257,31,1,0.00,0.00
1258,31,2,0.00,0.00
1259,31,3,0.00,0.00
1260,31,4,0.00,0.00
1261,31,5,0.00,0.00
1262,31,6,0.00,0.00
1263,31,7,0.00,0.00
1264,31,8,0.00,0.00
1265,31,9,0.00,0.00
1266,31,10,0.00,0.00
1267,31,11,0.00,0.00
1268,31,12,0.00,0.00
1269,31,24,0.00,0.00
1270,31,25,0.00,0.00
1271,31,26,0.00,0.00
1272,31,27,0.00,0.00
1273,31,28,0.00,0.00
1274,31,31,0.00,0.00
1275,31,39,0.00,0.00
1276,31,40,0.00,0.00
1277,31,41,0.00,0.00
1278,31,42,0.00,0.00
1279,31,43,0.00,0.00
1280,31,44,0.00,0.00
1281,31,45,0.00,0.00
1282,31,46,0.00,0.00
1283,31,47,0.00,0.00
1284,31,48,0.00,0.00
1285,31,49,0.00,0.00
1286,31,50,0.00,0.00
1287,32,1,0.00,0.00
1288,32,2,0.00,0.00
1289,32,3,0.00,0.00
1290,32,4,0.00,0.00
1291,32,5,0.00,0.00
1292,32,6,0.00,0.00
1293,32,7,0.00,0.00
1294,32,8,0.00,0.00
1295,32,9,0.00,0.00
1296,32,10,0.00,0.00
1297,32,11,0.00,0.00
1298,32,12,0.00,0.00
1299,32,23,0.00,0.00
1300,32,24,0.00,0.00
1301,32,25,0.00,0.00
1302,32,26,0.00,0.00
1303,32,27,0.00,0.00
1304,32,28,0.00,0.00
1305,32,29,0.00,0.00
1306,32,30,0.00,0.00
1307,32,31,0.00,0.00
1308,32,32,0.00,0.00
1309,32,39,0.00,0.00
1310,32,40,0.00,0.00
1311,32,41,0.00,0.00
1312,32,42,0.00,0.00
1313,32,43,0.00,0.00
1314,32,44,0.00,0.00
1315,32,45,0.00,0.00
1316,32,46,0.00,0.00
1317,32,47,0.00,0.00
1318,32,48,0.00,0.00
1319,32,49,0.00,0.00
1320,32,50,0.00,0.00
1321,33,1,0.00,0.00
1322,33,2,0.00,0.00
1323,33,3,0.00,0.00
1324,33,4,0.00,0.00
1325,33,5,0.00,0.00
1326,33,6,0.00,0.00
1327,33,7,0.00,0.00
1328,33,8,0.00,0.00
1329,33,9,0.00,0.00
1330,33,10,0.00,0.00
1331,33,11,0.00,0.00
1332,33,12,0.00,0.00
1333,33,23,0.00,0.00
1334,33,24,0.00,0.00
1335,33,25,0.00,0.00
1336,33,26,0.00,0.00
1337,33,27,0.00,0.00
1338,33,28,0.00,0.00
1339,33,29,0.00,0.00
1340,33,30,0.00,0.00
1341,33,33,0.00,0.00
1342,33,39,0.00,0.00
1343,33,40,0.00,0.00
1344,33,41,0.00,0.00
1345,33,42,0.00,0.00
1346,33,43,0.00,0.00
1347,33,44,0.00,0.00
1348,33,45,0.00,0.00
1349,33,46,0.00,0.00
1350,33,47,0.00,0.00
1351,33,48,0.00,0.00
1352,33,49,0.00,0.00
1353,33,50,0.00,0.00
1354,34,1,0.00,0.00
1355,34,2,0.00,0.00
1356,34,3,0.00,0.00
1357,34,4,0.00,0.00
1358,34,5,0.00,0.00
1359,34,6,0.00,0.00
1360,34,7,0.00,0.00
1361,34,8,0.00,0.00
1362,34,9,0.00,0.00
1363,34,10,0.00,0.00
1364,34,11,0.00,0.00
1365,34,12,0.00,0.00
1366,34,13,0.00,0.00
1367,34,14,0.00,0.00
1368,34,15,0.00,0.00
1369,34,16,0.00,0.00
1370,34,17,0.00,0.00
1371,34,18,0.00,0.00
1372,34,19,0.00,0.00
1373,34,20,0.00,0.00
1374,34,23,0.00,0.00
1375,34,24,0.00,0.00
1376,34,25,0.00,0.00
1377,34,26,0.00,0.00
1378,34,27,0.00,0.00
1379,34,28,0.00,0.00
1380,34,29,0.00,0.00
1381,34,34,0.00,0.00
1382,34,39,0.00,0.00
1383,34,40,0.00,0.00
1384,34,41,0.00,0.00
1385,34,42,0.00,0.00
1386,34,43,0.00,0.00
1387,34,44,0.00,0.00
1388,34,45,0.00,0.00
1389,34,46,0.00,0.00
1390,34,47,0.00,0.00
1391,34,48,0.00,0.00
1392,34,49,0.00,0.00
1393,34,50,0.00,0.00
1394,35,1,0.00,0.00
1395,35,2,0.00,0.00
1396,35,3,0.00,0.00
1397,35,4,0.00,0.00
1398,35,5,0.00,0.00
1399,35,6,0.00,0.00
1400,35,7,0.00,0.00
1401,35,8,0.00,0.00
1402,35,9,0.00,0.00
1403,35,10,0.00,0.00
1404,35,11,0.00,0.00
1405,35,12,0.00,0.00
1406,35,13,0.00,0.00
1407,35,14,0.00,0.00
1408,35,15,0.00,0.00
1409,35,16,0.00,0.00
1410,35,17,0.00,0.00
1411,35,18,0.00,0.00
1412,35,19,0.00,0.00
1413,35,20,0.00,0.00
1414,35,21,0.00,0.00
1415,35,22,0.00,0.00
1416,35,23,0.00,0.00
1417,35,24,0.00,0.00
1418,35,25,0.00,0.00
1419,35,26,0.00,0.00
1420,35,27,0.00,0.00
1421,35,28,0.00,0.00
1422,35,35,0.00,0.00
1423,35,38,0.00,0.00
1424,35,39,0.00,0.00
1425,35,40,0.00,0.00
1426,35,41,0.00,0.00
1427,35,42,0.00,0.00
1428,35,43,0.00,0.00
1429,35,44,0.00,0.00
1430,35,45,0.00,0.00
1431,35,46,0.00,0.00
1432,35,47,0.00,0.00
1433,35,48,0.00,0.00
1434,35,49,0.00,0.00
1435,35,50,0.00,0.00
1436,36,1,0.00,0.00
1437,36,2,0.00,0.00
1438,36,3,0.00,0.00
1439,36,4,0.00,0.00
1440,36,5,0.00,0.00
1441,36,6,0.00,0.00
1442,36,7,0.00,0.00
1443,36,8,0.00,0.00
1444,36,9,0.00,0.00
1445,36,10,0.00,0.00
1446,36,11,0.00,0.00
1447,36,12,0.00,0.00
1448,36,13,0.00,0.00
1449,36,14,0.00,0.00
1450,36,15,0.00,0.00
1451,36,16,0.00,0.00
1452,36,17,0.00,0.00
1453,36,18,0.00,0.00
1454,36,19,0.00,0.00
1455,36,20,0.00,0.00
1456,36,21,0.00,0.00
1457,36,22,0.00,0.00
1458,36,23,0.00,0.00
1459,36,24,0.00,0.00
1460,36,25,0.00,0.00
1461,36,26,0.00,0.00
1462,36,27,0.00,0.00
1463,36,28,0.00,0.00
1464,36,36,0.00,0.00
1465,36,38,0.00,0.00
1466,36,39,0.00,0.00
1467,36,40,0.00,0.00
1468,36,41,0.00,0.00
1469,36,42,0.00,0.00
1470,36,43,0.00,0.00
1471,36,44,0.00,0.00
1472,36,45,0.00,0.00
1473,36,46,0.00,0.00
1474,36,47,0.00,0.00
1475,36,48,0.00,0.00
1476,36,49,0.00,0.00
1477,36,50,0.00,0.00
1478,37,1,0.00,0.00
1479,37,2,0.00,0.00
1480,37,3,0.00,0.00
1481,37,4,0.00,0.00
1482,37,5,0.00,0.00
1483,37,6,0.00,0.00
1484,37,7,0.00,0.00
1485,37,8,0.00,0.00
1486,37,9,0.00,0.00
1487,37,10,0.00,0.00
1488,37,11,0.00,0.00
1489,37,12,0.00,0.00
1490,37,13,0.00,0.00
1491,37,14,0.00,0.00
1492,37,15,0.00,0.00
1493,37,16,0.00,0.00
1494,37,17,0.00,0.00
1495,37,18,0.00,0.00
1496,37,19,0.00,0.00
1497,37,20,0.00,0.00
1498,37,21,0.00,0.00
1499,37,22,0.00,0.00
1500,37,23,0.00,0.00
1501,37,24,0.00,0.00
1502,37,25,0.00,0.00
1503,37,26,0.00,0.00
1504,37,27,0.00,0.00
1505,37,37,0.00,0.00
1506,37,38,0.00,0.00
1507,37,39,0.00,0.00
1508,37,40,0.00,0.00
1509,37,41,0.00,0.00
1510,37,42,0.00,0.00
1511,37,43,0.00,0.00
1512,37,44,0.00,0.00
1513,37,45,0.00,0.00
1514,37,46,0.00,0.00
1515,37,47,0.00,0.00
1516,37,48,0.00,0.00
1517,37,49,0.00,0.00
1518,37,50,0.00,0.00
1519,38,1,0.00,0.00
1520,38,2,0.00,0.00
1521,38,3,0.00,0.00
1522,38,4,0.00,0.00
1523,38,5,0.00,0.00
1524,38,6,0.00,0.00
1525,38,7,0.00,0.00
1526,38,8,0.00,0.00
1527,38,9,0.00,0.00
1528,38,10,0.00,0.00
1529,38,11,0.00,0.00
1530,38,12,0.00,0.00
1531,38,13,0.00,0.00
1532,38,14,0.00,0.00
1533,38,15,0.00,0.00
1534,38,16,0.00,0.00
1535,38,17,0.00,0.00
1536,38,18,0.00,0.00
1537,38,19,0.00,0.00
1538,38,20,0.00,0.00
1539,38,21,0.00,0.00
1540,38,22,0.00,0.00
1541,38,23,0.00,0.00
1542,38,24,0.00,0.00
1543,38,25,0.00,0.00
1544,38,26,0.00,0.00
1545,38,27,0.00,0.00
1546,38,38,0.00,0.00
1547,38,40,0.00,0.00
1548,38,41,0.00,0.00
1549,38,42,0.00,0.00
1550,38,43,0.00,0.00
1551,38,44,0.00,0.00
1552,38,45,0.00,0.00
1553,38,46,0.00,0.00
1554,38,47,0.00,0.00
1555,38,48,0.00,0.00
1556,38,49,0.00,0.00
1557,38,50,0.00,0.00
1558,39,1,0.00,0.00
1559,39,2,0.00,0.00
1560,39,3,0.00,0.00
1561,39,4,0.00,0.00
1562,39,5,0.00,0.00
1563,39,6,0.00,0.00
1564,39,7,0.00,0.00
1565,39,8,0.00,0.00
1566,39,9,0.00,0.00
1567,39,10,0.00,0.00
1568,39,11,0.00,0.00
1569,39,12,0.00,0.00
1570,39,13,0.00,0.00
1571,39,14,0.00,0.00
1572,39,15,0.00,0.00
1573,39,16,0.00,0.00
1574,39,17,0.00,0.00
1575,39,18,0.00,0.00
1576,39,19,0.00,0.00
1577,39,20,0.00,0.00
1578,39,21,0.00,0.00
1579,39,22,0.00,0.00
1580,39,23,0.00,0.00
1581,39,24,0.00,0.00
1582,39,25,0.00,0.00
1583,39,26,0.00,0.00
1584,39,39,0.00,0.00
1585,39,40,0.00,0.00
1586,39,41,0.00,0.00
1587,39,42,0.00,0.00
1588,39,43,0.00,0.00
1589,39,44,0.00,0.00
1590,39,45,0.00,0.00
1591,39,46,0.00,0.00
1592,39,47,0.00,0.00
1593,39,48,0.00,0.00
1594,39,49,0.00,0.00
1595,39,50,0.00,0.00
1596,40,1,0.00,0.00
1597,40,2,0.00,0.00
1598,40,3,0.00,0.00
1599,40,4,0.00,0.00
1600,40,5,0.00,0.00
1601,40,6,0.00,0.00
1602,40,7,0.00,0.00
1603,40,8,0.00,0.00
1604,40,9,0.00,0.00
1605,40,10,0.00,0.00
1606,40,11,0.00,0.00
1607,40,12,0.00,0.00
1608,40,13,0.00,0.00
1609,40,14,0.00,0.00
1610,40,15,0.00,0.00
1611,40,16,0.00,0.00
1612,40,17,0.00,0.00
1613,40,18,0.00,0.00
1614,40,19,0.00,0.00
1615,40,20,0.00,0.00
1616,40,21,0.00,0.00
1617,40,22,0.00,0.00
1618,40,23,0.00,0.00
1619,40,24,0.00,0.00
1620,40,25,0.00,0.00
1621,40,26,0.00,0.00
1622,40,28,0.00,0.00
1623,40,40,0.00,0.00
1624,40,41,0.00,0.00
1625,40,42,0.00,0.00
1626,40,43,0.00,0.00
1627,40,44,0.00,0.00
1628,40,45,0.00,0.00
1629,40,46,0.00,0.00
1630,40,47,0.00,0.00
1631,40,48,0.00,0.00
1632,40,49,0.00,0.00
1633,40,50,0.00,0.00
1634,41,1,0.00,0.00
1635,41,2,0.00,0.00
1636,41,3,0.00,0.00
1637,41,4,0.00,0.00
1638,41,5,0.00,0.00
1639,41,6,0.00,0.00
1640,41,7,0.00,0.00
1641,41,8,0.00,0.00
1642,41,9,0.00,0.00
1643,41,10,0.00,0.00
1644,41,11,0.00,0.00
1645,41,12,0.00,0.00
1646,41,13,0.00,0.00
1647,41,14,0.00,0.00
1648,41,15,0.00,0.00
1649,41,16,0.00,0.00
1650,41,17,0.00,0.00
1651,41,18,0.00,0.00
1652,41,19,0.00,0.00
1653,41,20,0.00,0.00
1654,41,21,0.00,0.00
1655,41,22,0.00,0.00
1656,41,23,0.00,0.00
1657,41,24,0.00,0.00
1658,41,25,0.00,0.00
1659,41,26,0.00,0.00
1660,41,27,0.00,0.00
1661,41,41,0.00,0.00
1662,41,42,0.00,0.00
1663,41,43,0.00,0.00
1664,41,44,0.00,0.00
1665,41,45,0.00,0.00
1666,41,46,0.00,0.00
1667,41,47,0.00,0.00
1668,41,48,0.00,0.00
1669,41,49,0.00,0.00
1670,41,50,0.00,0.00
1671,42,1,0.00,0.00
1672,42,2,0.00,0.00
1673,42,3,0.00,0.00
1674,42,4,0.00,0.00
1675,42,5,0.00,0.00
1676,42,6,0.00,0.00
1677,42,7,0.00,0.00
1678,42,8,0.00,0.00
1679,42,9,0.00,0.00
1680,42,10,0.00,0.00
1681,42,11,0.00,0.00
1682,42,12,0.00,0.00
1683,42,13,0.00,0.00
1684,42,14,0.00,0.00
1685,42,15,0.00,0.00
1686,42,16,0.00,0.00
1687,42,17,0.00,0.00
1688,42,18,0.00,0.00
1689,42,19,0.00,0.00
1690,42,20,0.00,0.00
1691,42,21,0.00,0.00
1692,42,22,0.00,0.00
1693,42,23,0.00,0.00
1694,42,24,0.00,0.00
1695,42,25,0.00,0.00
1696,42,26,0.00,0.00
1697,42,27,0.00,0.00
1698,42,40,0.00,0.00
1699,42,41,0.00,0.00
1700,42,42,0.00,0.00
1701,42,43,0.00,0.00
1702,42,44,0.00,0.00
1703,42,45,0.00,0.00
1704,42,46,0.00,0.00
1705,42,47,0.00,0.00
1706,42,48,0.00,0.00
1707,42,49,0.00,0.00
1708,42,50,0.00,0.00
1709,43,1,0.00,0.00
1710,43,2,0.00,0.00
1711,43,3,0.00,0.00
1712,43,4,0.00,0.00
1713,43,5,0.00,0.00
1714,43,6,0.00,0.00
1715,43,7,0.00,0.00
1716,43,8,0.00,0.00
1717,43,9,0.00,0.00
1718,43,10,0.00,0.00
1719,43,11,0.00,0.00
1720,43,12,0.00,0.00
1721,43,13,0.00,0.00
1722,43,14,0.00,0.00
1723,43,15,0.00,0.00
1724,43,16,0.00,0.00
1725,43,17,0.00,0.00
1726,43,18,0.00,0.00
1727,43,19,0.00,0.00
1728,43,20,0.00,0.00
1729,43,21,0.00,0.00
1730,43,22,0.00,0.00
1731,43,23,0.00,0.00
1732,43,24,0.00,0.00
1733,43,25,0.00,0.00
1734,43,26,0.00,0.00
1735,43,39,0.00,0.00
1736,43,40,0.00,0.00
1737,43,41,0.00,0.00
1738,43,42,0.00,0.00
1739,43,43,0.00,0.00
1740,43,44,0.00,0.00
1741,43,45,0.00,0.00
1742,43,46,0.00,0.00
1743,43,47,0.00,0.00
1744,43,48,0.00,0.00
1745,43,49,0.00,0.00
1746,43,50,0.00,0.00
1747,44,1,0.00,0.00
1748,44,2,0.00,0.00
1749,44,3,0.00,0.00
1750,44,4,0.00,0.00
1751,44,5,0.00,0.00
1752,44,6,0.00,0.00
1753,44,7,0.00,0.00
1754,44,8,0.00,0.00
1755,44,9,0.00,0.00
1756,44,10,0.00,0.00
1757,44,11,0.00,0.00
1758,44,12,0.00,0.00
1759,44,13,0.00,0.00
1760,44,14,0.00,0.00
1761,44,15,0.00,0.00
1762,44,16,0.00,0.00
1763,44,17,0.00,0.00
1764,44,18,0.00,0.00
1765,44,19,0.00,0.00
1766,44,20,0.00,0.00
1767,44,21,0.00,0.00
1768,44,22,0.00,0.00
1769,44,23,0.00,0.00
1770,44,24,0.00,0.00
1771,44,25,0.00,0.00
1772,44,26,0.00,0.00
1773,44,39,0.00,0.00
1774,44,40,0.00,0.00
1775,44,41,0.00,0.00
1776,44,42,0.00,0.00
1777,44,43,0.00,0.00
1778,44,44,0.00,0.00
1779,44,45,0.00,0.00
1780,44,46,0.00,0.00
1781,44,47,0.00,0.00
1782,44,48,0.00,0.00
1783,44,49,0.00,0.00
1784,44,50,0.00,0.00
1785,45,1,0.00,0.00
1786,45,2,0.00,0.00
1787,45,3,0.00,0.00
1788,45,4,0.00,0.00
1789,45,5,0.00,0.00
1790,45,6,0.00,0.00
1791,45,7,0.00,0.00
1792,45,8,0.00,0.00
1793,45,9,0.00,0.00
1794,45,10,0.00,0.00
1795,45,11,0.00,0.00
1796,45,12,0.00,0.00
1797,45,13,0.00,0.00
1798,45,14,0.00,0.00
1799,45,15,0.00,0.00
1800,45,16,0.00,0.00
1801,45,17,0.00,0.00
1802,45,18,0.00,0.00
1803,45,19,0.00,0.00
1804,45,20,0.00,0.00
1805,45,21,0.00,0.00
1806,45,22,0.00,0.00
1807,45,23,0.00,0.00
1808,45,24,0.00,0.00
1809,45,25,0.00,0.00
1810,45,39,0.00,0.00
1811,45,40,0.00,0.00
1812,45,41,0.00,0.00
1813,45,42,0.00,0.00
1814,45,43,0.00,0.00
1815,45,44,0.00,0.00
1816,45,45,0.00,0.00
1817,45,46,0.00,0.00
1818,45,47,0.00,0.00
1819,45,48,0.00,0.00
1820,45,49,0.00,0.00
1821,45,50,0.00,0.00
1822,46,1,0.00,0.00
1823,46,2,0.00,0.00
1824,46,3,0.00,0.00
1825,46,4,0.00,0.00
1826,46,5,0.00,0.00
1827,46,6,0.00,0.00
1828,46,7,0.00,0.00
1829,46,8,0.00,0.00
1830,46,9,0.00,0.00
1831,46,10,0.00,0.00
1832,46,11,0.00,0.00
1833,46,12,0.00,0.00
1834,46,13,0.00,0.00
1835,46,14,0.00,0.00
1836,46,15,0.00,0.00
1837,46,16,0.00,0.00
1838,46,17,0.00,0.00
1839,46,18,0.00,0.00
1840,46,19,0.00,0.00
1841,46,20,0.00,0.00
1842,46,21,0.00,0.00
1843,46,22,0.00,0.00
1844,46,23,0.00,0.00
1845,46,24,0.00,0.00
1846,46,40,0.00,0.00
1847,46,41,0.00,0.00
1848,46,42,0.00,0.00
1849,46,43,0.00,0.00
1850,46,44,0.00,0.00
1851,46,45,0.00,0.00
1852,46,46,0.00,0.00
1853,46,47,0.00,0.00
1854,46,48,0.00,0.00
1855,46,49,0.00,0.00
1856,46,50,0.00,0.00
1857,47,1,0.00,0.00
1858,47,2,0.00,0.00
1859,47,3,0.00,0.00
1860,47,4,0.00,0.00
1861,47,5,0.00,0.00
1862,47,6,0.00,0.00
1863,47,7,0.00,0.00
1864,47,8,0.00,0.00
1865,47,9,0.00,0.00
1866,47,10,0.00,0.00
1867,47,11,0.00,0.00
1868,47,12,0.00,0.00
1869,47,13,0.00,0.00
1870,47,14,0.00,0.00
1871,47,15,0.00,0.00
1872,47,16,0.00,0.00
1873,47,17,0.00,0.00
1874,47,18,0.00,0.00
1875,47,19,0.00,0.00
1876,47,20,0.00,0.00
1877,47,21,0.00,0.00
