P:N1,P:N2,净利润,年化收益率%
14,13,11554591.91,101.37
5,13,10384661.15,91.1
3,14,10411232.75,90.24
18,13,8969204.89,88.52
4,14,10253862.9,88.35
19,11,10076598.51,87.87
7,9,9377848.55,87.26
21,11,8616719.45,86.37
19,12,9866187.89,86.03
6,8,9135058.21,85
28,16,10794643.4,84.89
28,17,10854339.03,84.81
19,13,9662593.88,84.26
9,14,9771195.91,84.19
5,14,9759751.68,84.09
8,9,9146026.69,83.2
9,8,8905388.19,82.86
5,11,8881117.36,82.64
16,12,9411638.44,82.57
7,8,8849350.73,82.34
17,10,9521251.79,82.04
6,14,9498908.26,81.84
10,11,8764015.22,81.55
2,14,9445161.21,81.38
9,6,8919825.16,81.14
28,19,10221583.74,80.91
9,11,9356628.45,80.62
8,14,9320073.03,80.3
4,13,9076100.28,79.62
17,11,9077234.11,78.21
3,13,8881979.73,77.92
13,14,9172937.01,77.65
2,16,10544213.54,76.51
6,13,8643864.36,75.83
2,13,8633168.6,75.74
15,13,8617465.19,75.6
7,14,8717480.76,75.11
4,12,8532405.43,74.85
17,12,8600189.28,74.1
13,16,10051788.29,73.81
7,4,8561729.29,73.77
25,19,9564440.89,73.32
39,37,9156600.85,72.95
8,11,8312306.83,72.92
25,20,9460643.71,72.53
35,34,9318303.61,72.35
37,35,9112302.01,72.13
11,12,8715537.61,72.09
12,14,8453020.81,71.98
12,13,8366709.18,71.24
11,18,9689265.31,71.15
35,31,9028706.86,70.55
6,16,9709924.54,70.45
37,34,8890207.67,70.37
40,38,8525801.2,70.22
36,35,8852998.32,70.07
35,32,8937866.66,69.84
14,16,9037458.96,69.28
13,15,9415997.74,69.14
39,38,8645842.56,68.88
12,15,9593103.29,68.79
40,39,8345971.65,68.74
35,33,8816678.33,68.45
23,17,8911206.69,68.32
6,17,9245689.16,67.89
2,17,9244911.01,67.89
3,17,9172595.92,67.36
13,17,8471057.79,66.62
38,35,8324764.04,66.32
3,16,9126456.08,66.22
3,15,9099464.23,66.02
39,31,8282734.76,65.99
5,17,8976757.65,65.92
11,16,9057006.76,65.71
12,17,8935770.07,65.62
7,15,9043156.39,65.61
8,15,9035814.2,65.56
9,15,9030414.26,65.52
37,36,8277981.08,65.52
7,17,8919128.44,65.49
19,17,8913944.43,65.46
2,15,9007785.88,65.36
20,19,8787758.26,65.32
9,16,8973802.09,65.11
6,15,8835997.39,64.88
11,17,8749861.69,64.25
19,16,8742755.2,64.2
2,19,8600056.54,63.92
4,16,8766209.64,63.6
10,18,8657307.5,63.57
7,16,8742454.99,63.43
20,17,8470970.72,62.96
8,16,8634761.44,62.65
19,15,8513578.78,62.52
5,16,8479729.66,62.27
20,18,8365252.17,62.18
4,17,8456286.06,62.1
12,16,8384920.1,61.57
9,17,8311559.84,61.03
7,18,8289155.59,60.87
