#,P:N1,P:N2,净利润,年化收益率%
877,3,32,441288.75,40.99
878,4,32,441288.75,40.99
879,5,32,441288.75,40.99
880,6,32,441288.75,40.99
881,7,32,441288.75,40.99
882,8,32,441288.75,40.99
883,9,32,441288.75,40.99
884,10,32,441288.75,40.99
885,11,32,441288.75,40.99
886,12,32,441288.75,40.99
887,13,32,441288.75,40.99
888,14,32,441288.75,40.99
889,15,32,441288.75,40.99
890,16,32,441288.75,40.99
891,17,32,441288.75,40.99
892,18,32,441288.75,40.99
893,19,32,441288.75,40.99
894,20,32,441288.75,40.99
895,21,32,441288.75,40.99
896,22,32,441288.75,40.99
897,23,32,441288.75,40.99
898,24,32,441288.75,40.99
899,25,32,441288.75,40.99
900,26,32,441288.75,40.99
901,27,32,441288.75,40.99
902,28,32,441288.75,40.99
903,29,32,441288.75,40.99
904,30,32,441288.75,40.99
905,31,32,441288.75,40.99
906,2,7,439099.20,38.75
907,7,11,419531.19,36.13
908,7,8,389323.47,34.21
909,12,3,334131.26,28.21
910,12,4,334131.26,28.21
911,5,8,232464.60,19.50
912,3,11,146581.27,12.88
913,3,8,140241.29,11.92
914,5,11,137258.75,12.06
915,6,8,113937.86,10.01
916,7,9,97358.64,8.55
917,3,36,43637.10,4.29
918,7,36,43637.10,4.29
919,8,36,43637.10,4.29
920,9,36,43637.10,4.29
921,10,36,43637.10,4.29
922,11,36,43637.10,4.29
923,12,36,43637.10,4.29
924,13,36,43637.10,4.29
925,14,36,43637.10,4.29
926,15,36,43637.10,4.29
927,16,36,43637.10,4.29
928,17,36,43637.10,4.29
929,18,36,43637.10,4.29
930,19,36,43637.10,4.29
931,20,36,43637.10,4.29
932,21,36,43637.10,4.29
933,22,36,43637.10,4.29
934,23,36,43637.10,4.29
935,24,36,43637.10,4.29
936,25,36,43637.10,4.29
937,26,36,43637.10,4.29
938,27,36,43637.10,4.29
939,28,36,43637.10,4.29
940,29,36,43637.10,4.29
941,30,36,43637.10,4.29
942,31,36,43637.10,4.29
943,32,36,43637.10,4.29
944,33,36,43637.10,4.29
945,34,36,43637.10,4.29
946,35,36,43637.10,4.29
947,3,10,14159.40,1.24
948,8,9,13686.00,1.15
949,1,1,0.00,0.00
950,1,2,0.00,0.00
951,1,3,0.00,0.00
952,1,4,0.00,0.00
953,1,5,0.00,0.00
954,1,6,0.00,0.00
955,1,7,0.00,0.00
956,1,8,0.00,0.00
957,1,9,0.00,0.00
958,1,10,0.00,0.00
959,1,11,0.00,0.00
960,1,12,0.00,0.00
961,1,13,0.00,0.00
962,1,14,0.00,0.00
963,1,15,0.00,0.00
964,1,16,0.00,0.00
965,1,17,0.00,0.00
966,1,18,0.00,0.00
967,1,19,0.00,0.00
968,1,20,0.00,0.00
969,1,21,0.00,0.00
970,1,22,0.00,0.00
971,1,23,0.00,0.00
972,1,24,0.00,0.00
973,1,25,0.00,0.00
974,1,26,0.00,0.00
975,1,27,0.00,0.00
976,1,28,0.00,0.00
977,1,29,0.00,0.00
978,1,30,0.00,0.00
979,1,31,0.00,0.00
980,1,32,0.00,0.00
981,1,33,0.00,0.00
982,1,34,0.00,0.00
983,1,35,0.00,0.00
984,1,36,0.00,0.00
985,1,37,0.00,0.00
986,1,38,0.00,0.00
987,1,39,0.00,0.00
988,1,40,0.00,0.00
989,1,41,0.00,0.00
990,1,42,0.00,0.00
991,1,43,0.00,0.00
992,1,44,0.00,0.00
993,1,45,0.00,0.00
994,1,46,0.00,0.00
995,1,47,0.00,0.00
996,1,48,0.00,0.00
997,1,49,0.00,0.00
998,1,50,0.00,0.00
999,2,1,0.00,0.00
1000,2,2,0.00,0.00
1001,2,41,0.00,0.00
1002,2,42,0.00,0.00
1003,2,43,0.00,0.00
1004,2,44,0.00,0.00
1005,2,45,0.00,0.00
1006,2,46,0.00,0.00
1007,2,47,0.00,0.00
1008,2,48,0.00,0.00
1009,2,49,0.00,0.00
1010,2,50,0.00,0.00
1011,3,1,0.00,0.00
1012,3,3,0.00,0.00
1013,3,40,0.00,0.00
1014,3,41,0.00,0.00
1015,3,42,0.00,0.00
1016,3,43,0.00,0.00
1017,3,44,0.00,0.00
1018,3,45,0.00,0.00
1019,3,46,0.00,0.00
1020,3,47,0.00,0.00
1021,3,48,0.00,0.00
1022,3,49,0.00,0.00
1023,3,50,0.00,0.00
1024,4,1,0.00,0.00
1025,4,4,0.00,0.00
1026,4,39,0.00,0.00
1027,4,40,0.00,0.00
1028,4,41,0.00,0.00
1029,4,42,0.00,0.00
1030,4,43,0.00,0.00
1031,4,44,0.00,0.00
1032,4,45,0.00,0.00
1033,4,46,0.00,0.00
1034,4,47,0.00,0.00
1035,4,48,0.00,0.00
1036,4,49,0.00,0.00
1037,4,50,0.00,0.00
1038,5,1,0.00,0.00
1039,5,5,0.00,0.00
1040,5,38,0.00,0.00
1041,5,39,0.00,0.00
1042,5,40,0.00,0.00
1043,5,41,0.00,0.00
1044,5,42,0.00,0.00
1045,5,43,0.00,0.00
1046,5,44,0.00,0.00
1047,5,45,0.00,0.00
1048,5,46,0.00,0.00
1049,5,47,0.00,0.00
1050,5,48,0.00,0.00
1051,5,49,0.00,0.00
1052,5,50,0.00,0.00
1053,6,1,0.00,0.00
1054,6,6,0.00,0.00
1055,6,38,0.00,0.00
1056,6,39,0.00,0.00
1057,6,40,0.00,0.00
1058,6,41,0.00,0.00
1059,6,42,0.00,0.00
1060,6,43,0.00,0.00
1061,6,44,0.00,0.00
1062,6,45,0.00,0.00
1063,6,46,0.00,0.00
1064,6,47,0.00,0.00
1065,6,48,0.00,0.00
1066,6,49,0.00,0.00
1067,6,50,0.00,0.00
1068,7,1,0.00,0.00
1069,7,7,0.00,0.00
1070,7,38,0.00,0.00
1071,7,39,0.00,0.00
1072,7,40,0.00,0.00
1073,7,41,0.00,0.00
1074,7,42,0.00,0.00
1075,7,43,0.00,0.00
1076,7,44,0.00,0.00
1077,7,45,0.00,0.00
1078,7,46,0.00,0.00
1079,7,47,0.00,0.00
1080,7,48,0.00,0.00
1081,7,49,0.00,0.00
1082,7,50,0.00,0.00
1083,8,1,0.00,0.00
1084,8,8,0.00,0.00
1085,8,38,0.00,0.00
1086,8,39,0.00,0.00
1087,8,40,0.00,0.00
1088,8,41,0.00,0.00
1089,8,42,0.00,0.00
1090,8,43,0.00,0.00
1091,8,44,0.00,0.00
1092,8,45,0.00,0.00
1093,8,46,0.00,0.00
1094,8,47,0.00,0.00
1095,8,48,0.00,0.00
1096,8,49,0.00,0.00
1097,8,50,0.00,0.00
1098,9,1,0.00,0.00
1099,9,3,0.00,0.00
1100,9,9,0.00,0.00
1101,9,39,0.00,0.00
1102,9,40,0.00,0.00
1103,9,41,0.00,0.00
1104,9,42,0.00,0.00
1105,9,43,0.00,0.00
1106,9,44,0.00,0.00
1107,9,45,0.00,0.00
1108,9,46,0.00,0.00
1109,9,47,0.00,0.00
1110,9,48,0.00,0.00
1111,9,49,0.00,0.00
1112,9,50,0.00,0.00
1113,10,1,0.00,0.00
1114,10,3,0.00,0.00
1115,10,10,0.00,0.00
1116,10,39,0.00,0.00
1117,10,40,0.00,0.00
1118,10,41,0.00,0.00
1119,10,42,0.00,0.00
1120,10,43,0.00,0.00
1121,10,44,0.00,0.00
1122,10,45,0.00,0.00
1123,10,46,0.00,0.00
1124,10,47,0.00,0.00
1125,10,48,0.00,0.00
1126,10,49,0.00,0.00
1127,10,50,0.00,0.00
1128,11,1,0.00,0.00
1129,11,3,0.00,0.00
1130,11,11,0.00,0.00
1131,11,39,0.00,0.00
1132,11,40,0.00,0.00
1133,11,41,0.00,0.00
1134,11,42,0.00,0.00
1135,11,43,0.00,0.00
1136,11,44,0.00,0.00
1137,11,45,0.00,0.00
1138,11,46,0.00,0.00
1139,11,47,0.00,0.00
1140,11,48,0.00,0.00
1141,11,49,0.00,0.00
1142,11,50,0.00,0.00
1143,12,1,0.00,0.00
1144,12,12,0.00,0.00
1145,12,38,0.00,0.00
1146,12,39,0.00,0.00
1147,12,40,0.00,0.00
1148,12,41,0.00,0.00
1149,12,42,0.00,0.00
1150,12,43,0.00,0.00
1151,12,44,0.00,0.00
1152,12,45,0.00,0.00
1153,12,46,0.00,0.00
1154,12,47,0.00,0.00
1155,12,48,0.00,0.00
1156,12,49,0.00,0.00
1157,12,50,0.00,0.00
1158,13,1,0.00,0.00
1159,13,13,0.00,0.00
1160,13,38,0.00,0.00
1161,13,39,0.00,0.00
1162,13,40,0.00,0.00
1163,13,41,0.00,0.00
1164,13,42,0.00,0.00
1165,13,43,0.00,0.00
1166,13,44,0.00,0.00
1167,13,45,0.00,0.00
1168,13,46,0.00,0.00
1169,13,47,0.00,0.00
1170,13,48,0.00,0.00
1171,13,49,0.00,0.00
1172,13,50,0.00,0.00
1173,14,1,0.00,0.00
1174,14,3,0.00,0.00
1175,14,4,0.00,0.00
1176,14,14,0.00,0.00
1177,14,38,0.00,0.00
1178,14,39,0.00,0.00
1179,14,40,0.00,0.00
1180,14,41,0.00,0.00
1181,14,42,0.00,0.00
1182,14,43,0.00,0.00
1183,14,44,0.00,0.00
1184,14,45,0.00,0.00
1185,14,46,0.00,0.00
1186,14,47,0.00,0.00
1187,14,48,0.00,0.00
1188,14,49,0.00,0.00
1189,14,50,0.00,0.00
1190,15,1,0.00,0.00
1191,15,4,0.00,0.00
1192,15,5,0.00,0.00
1193,15,6,0.00,0.00
1194,15,7,0.00,0.00
1195,15,15,0.00,0.00
1196,15,38,0.00,0.00
1197,15,39,0.00,0.00
1198,15,40,0.00,0.00
1199,15,41,0.00,0.00
1200,15,42,0.00,0.00
1201,15,43,0.00,0.00
1202,15,44,0.00,0.00
1203,15,45,0.00,0.00
1204,15,46,0.00,0.00
1205,15,47,0.00,0.00
1206,15,48,0.00,0.00
1207,15,49,0.00,0.00
1208,15,50,0.00,0.00
1209,16,1,0.00,0.00
1210,16,2,0.00,0.00
1211,16,3,0.00,0.00
1212,16,4,0.00,0.00
1213,16,5,0.00,0.00
1214,16,6,0.00,0.00
1215,16,16,0.00,0.00
1216,16,38,0.00,0.00
1217,16,39,0.00,0.00
1218,16,40,0.00,0.00
1219,16,41,0.00,0.00
1220,16,42,0.00,0.00
1221,16,43,0.00,0.00
1222,16,44,0.00,0.00
1223,16,45,0.00,0.00
1224,16,46,0.00,0.00
1225,16,47,0.00,0.00
1226,16,48,0.00,0.00
1227,16,49,0.00,0.00
1228,16,50,0.00,0.00
1229,17,1,0.00,0.00
1230,17,2,0.00,0.00
1231,17,3,0.00,0.00
1232,17,4,0.00,0.00
1233,17,8,0.00,0.00
1234,17,9,0.00,0.00
1235,17,13,0.00,0.00
1236,17,17,0.00,0.00
1237,17,38,0.00,0.00
1238,17,39,0.00,0.00
1239,17,40,0.00,0.00
1240,17,41,0.00,0.00
1241,17,42,0.00,0.00
1242,17,43,0.00,0.00
1243,17,44,0.00,0.00
1244,17,45,0.00,0.00
1245,17,46,0.00,0.00
1246,17,47,0.00,0.00
1247,17,48,0.00,0.00
1248,17,49,0.00,0.00
1249,17,50,0.00,0.00
1250,18,1,0.00,0.00
1251,18,2,0.00,0.00
1252,18,3,0.00,0.00
1253,18,4,0.00,0.00
1254,18,5,0.00,0.00
1255,18,6,0.00,0.00
1256,18,7,0.00,0.00
1257,18,8,0.00,0.00
1258,18,9,0.00,0.00
1259,18,10,0.00,0.00
1260,18,11,0.00,0.00
1261,18,12,0.00,0.00
1262,18,13,0.00,0.00
1263,18,14,0.00,0.00
1264,18,17,0.00,0.00
1265,18,18,0.00,0.00
1266,18,38,0.00,0.00
1267,18,39,0.00,0.00
1268,18,40,0.00,0.00
1269,18,41,0.00,0.00
1270,18,42,0.00,0.00
1271,18,43,0.00,0.00
1272,18,44,0.00,0.00
1273,18,45,0.00,0.00
1274,18,46,0.00,0.00
1275,18,47,0.00,0.00
1276,18,48,0.00,0.00
1277,18,49,0.00,0.00
1278,18,50,0.00,0.00
1279,19,1,0.00,0.00
1280,19,2,0.00,0.00
1281,19,3,0.00,0.00
1282,19,4,0.00,0.00
1283,19,5,0.00,0.00
1284,19,8,0.00,0.00
1285,19,9,0.00,0.00
1286,19,17,0.00,0.00
1287,19,18,0.00,0.00
1288,19,19,0.00,0.00
1289,19,39,0.00,0.00
1290,19,40,0.00,0.00
1291,19,41,0.00,0.00
1292,19,42,0.00,0.00
1293,19,43,0.00,0.00
1294,19,44,0.00,0.00
1295,19,45,0.00,0.00
1296,19,46,0.00,0.00
1297,19,47,0.00,0.00
1298,19,48,0.00,0.00
1299,19,49,0.00,0.00
1300,19,50,0.00,0.00
1301,20,1,0.00,0.00
1302,20,2,0.00,0.00
1303,20,3,0.00,0.00
1304,20,4,0.00,0.00
1305,20,5,0.00,0.00
1306,20,6,0.00,0.00
1307,20,7,0.00,0.00
1308,20,8,0.00,0.00
1309,20,9,0.00,0.00
1310,20,10,0.00,0.00
1311,20,11,0.00,0.00
1312,20,12,0.00,0.00
1313,20,13,0.00,0.00
1314,20,14,0.00,0.00
1315,20,15,0.00,0.00
1316,20,16,0.00,0.00
1317,20,17,0.00,0.00
1318,20,18,0.00,0.00
1319,20,19,0.00,0.00
1320,20,20,0.00,0.00
1321,20,38,0.00,0.00
1322,20,39,0.00,0.00
1323,20,40,0.00,0.00
1324,20,41,0.00,0.00
1325,20,42,0.00,0.00
1326,20,43,0.00,0.00
1327,20,44,0.00,0.00
1328,20,45,0.00,0.00
1329,20,46,0.00,0.00
1330,20,47,0.00,0.00
1331,20,48,0.00,0.00
1332,20,49,0.00,0.00
1333,20,50,0.00,0.00
1334,21,1,0.00,0.00
1335,21,2,0.00,0.00
1336,21,3,0.00,0.00
1337,21,4,0.00,0.00
1338,21,5,0.00,0.00
1339,21,6,0.00,0.00
1340,21,7,0.00,0.00
1341,21,8,0.00,0.00
1342,21,9,0.00,0.00
1343,21,10,0.00,0.00
1344,21,11,0.00,0.00
1345,21,12,0.00,0.00
1346,21,13,0.00,0.00
1347,21,14,0.00,0.00
1348,21,15,0.00,0.00
1349,21,16,0.00,0.00
1350,21,17,0.00,0.00
1351,21,18,0.00,0.00
1352,21,19,0.00,0.00
1353,21,21,0.00,0.00
1354,21,38,0.00,0.00
1355,21,39,0.00,0.00
1356,21,40,0.00,0.00
1357,21,41,0.00,0.00
1358,21,42,0.00,0.00
1359,21,43,0.00,0.00
1360,21,44,0.00,0.00
1361,21,45,0.00,0.00
1362,21,46,0.00,0.00
1363,21,47,0.00,0.00
1364,21,48,0.00,0.00
1365,21,49,0.00,0.00
1366,21,50,0.00,0.00
1367,22,1,0.00,0.00
1368,22,2,0.00,0.00
1369,22,3,0.00,0.00
1370,22,4,0.00,0.00
1371,22,5,0.00,0.00
1372,22,6,0.00,0.00
1373,22,7,0.00,0.00
1374,22,8,0.00,0.00
1375,22,9,0.00,0.00
1376,22,10,0.00,0.00
1377,22,11,0.00,0.00
1378,22,12,0.00,0.00
1379,22,13,0.00,0.00
1380,22,14,0.00,0.00
1381,22,15,0.00,0.00
1382,22,16,0.00,0.00
1383,22,17,0.00,0.00
1384,22,18,0.00,0.00
1385,22,19,0.00,0.00
1386,22,22,0.00,0.00
1387,22,38,0.00,0.00
1388,22,39,0.00,0.00
1389,22,40,0.00,0.00
1390,22,41,0.00,0.00
1391,22,42,0.00,0.00
1392,22,43,0.00,0.00
1393,22,44,0.00,0.00
1394,22,45,0.00,0.00
1395,22,46,0.00,0.00
1396,22,47,0.00,0.00
1397,22,48,0.00,0.00
1398,22,49,0.00,0.00
1399,22,50,0.00,0.00
1400,23,1,0.00,0.00
1401,23,2,0.00,0.00
1402,23,3,0.00,0.00
1403,23,4,0.00,0.00
1404,23,5,0.00,0.00
1405,23,6,0.00,0.00
1406,23,7,0.00,0.00
1407,23,8,0.00,0.00
1408,23,9,0.00,0.00
1409,23,10,0.00,0.00
1410,23,11,0.00,0.00
1411,23,12,0.00,0.00
1412,23,13,0.00,0.00
1413,23,14,0.00,0.00
1414,23,15,0.00,0.00
1415,23,18,0.00,0.00
1416,23,19,0.00,0.00
1417,23,23,0.00,0.00
1418,23,38,0.00,0.00
1419,23,39,0.00,0.00
1420,23,40,0.00,0.00
1421,23,41,0.00,0.00
1422,23,42,0.00,0.00
1423,23,43,0.00,0.00
1424,23,44,0.00,0.00
1425,23,45,0.00,0.00
1426,23,46,0.00,0.00
1427,23,47,0.00,0.00
1428,23,48,0.00,0.00
1429,23,49,0.00,0.00
1430,23,50,0.00,0.00
1431,24,1,0.00,0.00
1432,24,2,0.00,0.00
1433,24,3,0.00,0.00
1434,24,4,0.00,0.00
1435,24,5,0.00,0.00
1436,24,6,0.00,0.00
1437,24,7,0.00,0.00
1438,24,8,0.00,0.00
1439,24,9,0.00,0.00
1440,24,10,0.00,0.00
1441,24,11,0.00,0.00
1442,24,12,0.00,0.00
1443,24,13,0.00,0.00
1444,24,14,0.00,0.00
1445,24,18,0.00,0.00
1446,24,19,0.00,0.00
1447,24,24,0.00,0.00
1448,24,38,0.00,0.00
1449,24,39,0.00,0.00
1450,24,40,0.00,0.00
1451,24,41,0.00,0.00
1452,24,42,0.00,0.00
1453,24,43,0.00,0.00
1454,24,44,0.00,0.00
1455,24,45,0.00,0.00
1456,24,46,0.00,0.00
1457,24,47,0.00,0.00
1458,24,48,0.00,0.00
1459,24,49,0.00,0.00
1460,24,50,0.00,0.00
1461,25,1,0.00,0.00
1462,25,2,0.00,0.00
1463,25,3,0.00,0.00
1464,25,4,0.00,0.00
1465,25,5,0.00,0.00
1466,25,6,0.00,0.00
1467,25,7,0.00,0.00
1468,25,8,0.00,0.00
1469,25,9,0.00,0.00
1470,25,10,0.00,0.00
1471,25,11,0.00,0.00
1472,25,12,0.00,0.00
1473,25,13,0.00,0.00
1474,25,18,0.00,0.00
1475,25,19,0.00,0.00
1476,25,25,0.00,0.00
1477,25,38,0.00,0.00
1478,25,39,0.00,0.00
1479,25,40,0.00,0.00
1480,25,41,0.00,0.00
1481,25,42,0.00,0.00
1482,25,43,0.00,0.00
1483,25,44,0.00,0.00
1484,25,45,0.00,0.00
1485,25,46,0.00,0.00
1486,25,47,0.00,0.00
1487,25,48,0.00,0.00
1488,25,49,0.00,0.00
1489,25,50,0.00,0.00
1490,26,1,0.00,0.00
1491,26,2,0.00,0.00
1492,26,3,0.00,0.00
1493,26,4,0.00,0.00
1494,26,5,0.00,0.00
1495,26,6,0.00,0.00
1496,26,7,0.00,0.00
1497,26,8,0.00,0.00
1498,26,9,0.00,0.00
1499,26,10,0.00,0.00
1500,26,11,0.00,0.00
1501,26,12,0.00,0.00
1502,26,13,0.00,0.00
1503,26,14,0.00,0.00
1504,26,15,0.00,0.00
1505,26,16,0.00,0.00
1506,26,17,0.00,0.00
1507,26,18,0.00,0.00
1508,26,19,0.00,0.00
1509,26,25,0.00,0.00
1510,26,26,0.00,0.00
1511,26,39,0.00,0.00
1512,26,40,0.00,0.00
1513,26,41,0.00,0.00
1514,26,42,0.00,0.00
1515,26,43,0.00,0.00
1516,26,44,0.00,0.00
1517,26,45,0.00,0.00
1518,26,46,0.00,0.00
1519,26,47,0.00,0.00
1520,26,48,0.00,0.00
1521,26,49,0.00,0.00
1522,26,50,0.00,0.00
1523,27,1,0.00,0.00
1524,27,2,0.00,0.00
1525,27,3,0.00,0.00
1526,27,4,0.00,0.00
1527,27,5,0.00,0.00
1528,27,6,0.00,0.00
1529,27,7,0.00,0.00
1530,27,8,0.00,0.00
1531,27,9,0.00,0.00
1532,27,10,0.00,0.00
1533,27,11,0.00,0.00
1534,27,12,0.00,0.00
1535,27,13,0.00,0.00
1536,27,14,0.00,0.00
1537,27,18,0.00,0.00
1538,27,25,0.00,0.00
1539,27,26,0.00,0.00
1540,27,27,0.00,0.00
1541,27,39,0.00,0.00
1542,27,40,0.00,0.00
1543,27,41,0.00,0.00
1544,27,42,0.00,0.00
1545,27,43,0.00,0.00
1546,27,44,0.00,0.00
1547,27,45,0.00,0.00
1548,27,46,0.00,0.00
1549,27,47,0.00,0.00
1550,27,48,0.00,0.00
1551,27,49,0.00,0.00
1552,27,50,0.00,0.00
1553,28,1,0.00,0.00
1554,28,2,0.00,0.00
1555,28,3,0.00,0.00
1556,28,4,0.00,0.00
1557,28,5,0.00,0.00
1558,28,6,0.00,0.00
1559,28,7,0.00,0.00
1560,28,8,0.00,0.00
1561,28,9,0.00,0.00
1562,28,10,0.00,0.00
1563,28,11,0.00,0.00
1564,28,12,0.00,0.00
1565,28,25,0.00,0.00
1566,28,26,0.00,0.00
1567,28,27,0.00,0.00
1568,28,28,0.00,0.00
1569,28,39,0.00,0.00
1570,28,40,0.00,0.00
1571,28,41,0.00,0.00
1572,28,42,0.00,0.00
1573,28,43,0.00,0.00
1574,28,44,0.00,0.00
1575,28,45,0.00,0.00
1576,28,46,0.00,0.00
1577,28,47,0.00,0.00
1578,28,48,0.00,0.00
1579,28,49,0.00,0.00
1580,28,50,0.00,0.00
1581,29,1,0.00,0.00
1582,29,2,0.00,0.00
1583,29,3,0.00,0.00
1584,29,4,0.00,0.00
1585,29,5,0.00,0.00
1586,29,6,0.00,0.00
1587,29,7,0.00,0.00
1588,29,8,0.00,0.00
1589,29,9,0.00,0.00
1590,29,10,0.00,0.00
1591,29,11,0.00,0.00
1592,29,26,0.00,0.00
1593,29,27,0.00,0.00
1594,29,28,0.00,0.00
1595,29,29,0.00,0.00
1596,29,39,0.00,0.00
1597,29,40,0.00,0.00
1598,29,41,0.00,0.00
1599,29,42,0.00,0.00
1600,29,43,0.00,0.00
1601,29,44,0.00,0.00
1602,29,45,0.00,0.00
1603,29,46,0.00,0.00
1604,29,47,0.00,0.00
1605,29,48,0.00,0.00
1606,29,49,0.00,0.00
1607,29,50,0.00,0.00
1608,30,1,0.00,0.00
1609,30,2,0.00,0.00
1610,30,3,0.00,0.00
1611,30,4,0.00,0.00
1612,30,5,0.00,0.00
1613,30,6,0.00,0.00
1614,30,7,0.00,0.00
1615,30,8,0.00,0.00
1616,30,9,0.00,0.00
1617,30,10,0.00,0.00
1618,30,26,0.00,0.00
1619,30,27,0.00,0.00
1620,30,28,0.00,0.00
1621,30,29,0.00,0.00
1622,30,30,0.00,0.00
1623,30,39,0.00,0.00
1624,30,40,0.00,0.00
1625,30,41,0.00,0.00
1626,30,42,0.00,0.00
1627,30,43,0.00,0.00
1628,30,44,0.00,0.00
1629,30,45,0.00,0.00
1630,30,46,0.00,0.00
1631,30,47,0.00,0.00
1632,30,48,0.00,0.00
1633,30,49,0.00,0.00
1634,30,50,0.00,0.00
1635,31,1,0.00,0.00
1636,31,2,0.00,0.00
1637,31,3,0.00,0.00
1638,31,4,0.00,0.00
1639,31,5,0.00,0.00
1640,31,6,0.00,0.00
1641,31,7,0.00,0.00
1642,31,8,0.00,0.00
1643,31,9,0.00,0.00
1644,31,10,0.00,0.00
1645,31,26,0.00,0.00
1646,31,27,0.00,0.00
1647,31,28,0.00,0.00
1648,31,29,0.00,0.00
1649,31,30,0.00,0.00
1650,31,31,0.00,0.00
1651,31,39,0.00,0.00
1652,31,40,0.00,0.00
1653,31,41,0.00,0.00
1654,31,42,0.00,0.00
1655,31,43,0.00,0.00
1656,31,44,0.00,0.00
1657,31,45,0.00,0.00
1658,31,46,0.00,0.00
1659,31,47,0.00,0.00
1660,31,48,0.00,0.00
1661,31,49,0.00,0.00
1662,31,50,0.00,0.00
1663,32,1,0.00,0.00
1664,32,2,0.00,0.00
1665,32,3,0.00,0.00
1666,32,4,0.00,0.00
1667,32,5,0.00,0.00
1668,32,6,0.00,0.00
1669,32,7,0.00,0.00
1670,32,26,0.00,0.00
1671,32,27,0.00,0.00
1672,32,28,0.00,0.00
1673,32,29,0.00,0.00
1674,32,30,0.00,0.00
1675,32,31,0.00,0.00
1676,32,32,0.00,0.00
1677,32,39,0.00,0.00
1678,32,40,0.00,0.00
1679,32,41,0.00,0.00
1680,32,42,0.00,0.00
1681,32,43,0.00,0.00
1682,32,44,0.00,0.00
1683,32,45,0.00,0.00
1684,32,46,0.00,0.00
1685,32,47,0.00,0.00
1686,32,48,0.00,0.00
1687,32,49,0.00,0.00
1688,32,50,0.00,0.00
1689,33,1,0.00,0.00
1690,33,26,0.00,0.00
1691,33,27,0.00,0.00
1692,33,28,0.00,0.00
1693,33,29,0.00,0.00
1694,33,30,0.00,0.00
1695,33,31,0.00,0.00
1696,33,32,0.00,0.00
1697,33,33,0.00,0.00
1698,33,39,0.00,0.00
1699,33,40,0.00,0.00
1700,33,41,0.00,0.00
1701,33,42,0.00,0.00
1702,33,43,0.00,0.00
1703,33,44,0.00,0.00
1704,33,45,0.00,0.00
1705,33,46,0.00,0.00
1706,33,47,0.00,0.00
1707,33,48,0.00,0.00
1708,33,49,0.00,0.00
1709,33,50,0.00,0.00
1710,34,1,0.00,0.00
1711,34,26,0.00,0.00
1712,34,27,0.00,0.00
1713,34,28,0.00,0.00
1714,34,29,0.00,0.00
1715,34,30,0.00,0.00
1716,34,31,0.00,0.00
1717,34,32,0.00,0.00
1718,34,33,0.00,0.00
1719,34,34,0.00,0.00
1720,34,39,0.00,0.00
1721,34,40,0.00,0.00
1722,34,41,0.00,0.00
1723,34,42,0.00,0.00
1724,34,43,0.00,0.00
1725,34,44,0.00,0.00
1726,34,45,0.00,0.00
1727,34,46,0.00,0.00
1728,34,47,0.00,0.00
1729,34,48,0.00,0.00
1730,34,49,0.00,0.00
1731,34,50,0.00,0.00
1732,35,1,0.00,0.00
1733,35,10,0.00,0.00
1734,35,26,0.00,0.00
1735,35,27,0.00,0.00
1736,35,28,0.00,0.00
1737,35,29,0.00,0.00
1738,35,30,0.00,0.00
1739,35,31,0.00,0.00
1740,35,32,0.00,0.00
1741,35,33,0.00,0.00
1742,35,34,0.00,0.00
1743,35,35,0.00,0.00
1744,35,39,0.00,0.00
1745,35,40,0.00,0.00
1746,35,41,0.00,0.00
1747,35,42,0.00,0.00
1748,35,43,0.00,0.00
1749,35,44,0.00,0.00
1750,35,45,0.00,0.00
1751,35,46,0.00,0.00
1752,35,47,0.00,0.00
1753,35,48,0.00,0.00
1754,35,49,0.00,0.00
1755,35,50,0.00,0.00
1756,36,1,0.00,0.00
1757,36,9,0.00,0.00
1758,36,10,0.00,0.00
1759,36,26,0.00,0.00
1760,36,27,0.00,0.00
1761,36,28,0.00,0.00
1762,36,29,0.00,0.00
1763,36,30,0.00,0.00
1764,36,31,0.00,0.00
1765,36,32,0.00,0.00
1766,36,33,0.00,0.00
1767,36,34,0.00,0.00
1768,36,35,0.00,0.00
1769,36,36,0.00,0.00
1770,36,39,0.00,0.00
1771,36,40,0.00,0.00
1772,36,41,0.00,0.00
1773,36,42,0.00,0.00
1774,36,43,0.00,0.00
1775,36,44,0.00,0.00
1776,36,45,0.00,0.00
1777,36,46,0.00,0.00
1778,36,47,0.00,0.00
1779,36,48,0.00,0.00
1780,36,49,0.00,0.00
1781,36,50,0.00,0.00
1782,37,1,0.00,0.00
1783,37,9,0.00,0.00
1784,37,26,0.00,0.00
1785,37,27,0.00,0.00
1786,37,28,0.00,0.00
1787,37,29,0.00,0.00
1788,37,30,0.00,0.00
1789,37,31,0.00,0.00
1790,37,32,0.00,0.00
1791,37,33,0.00,0.00
1792,37,34,0.00,0.00
1793,37,35,0.00,0.00
1794,37,36,0.00,0.00
1795,37,37,0.00,0.00
1796,37,40,0.00,0.00
1797,37,41,0.00,0.00
1798,37,42,0.00,0.00
1799,37,43,0.00,0.00
1800,37,44,0.00,0.00
1801,37,45,0.00,0.00
1802,37,46,0.00,0.00
1803,37,47,0.00,0.00
1804,37,48,0.00,0.00
1805,37,49,0.00,0.00
1806,37,50,0.00,0.00
1807,38,1,0.00,0.00
1808,38,9,0.00,0.00
1809,38,26,0.00,0.00
1810,38,27,0.00,0.00
1811,38,28,0.00,0.00
