P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-28058958.72,-2663.68,-25.1587
0.01,2,-29276833.6,-2748.21,-22.8685
0.01,3,-28000197.92,-2658.1,-25.0291
0.01,4,-26758926.17,-2511.85,-21.6338
0.01,5,-25934360.05,-2461.99,-22.8195
0.01,6,-23898134.22,-2268.69,-19.4964
0.01,7,-24561143.43,-2331.63,-21.1075
0.01,8,-24558115,-2315.96,-19.7994
0.01,9,-24098614.52,-2287.72,-20.4401
0.01,10,-23025331.75,-2171.41,-18.6517
0.01,11,-23086026.45,-2191.59,-19.1915
0.01,12,-22457312.43,-2112.66,-16.0569
0.01,13,-22943016.45,-2158.35,-16.9127
0.01,14,-20945413.93,-1970.42,-15.1281
0.01,15,-22199581.05,-2088.41,-16.2759
0.01,16,-21460930.3,-2018.92,-15.7152
0.01,17,-21233336.55,-1997.51,-15.6068
0.01,18,-17899501.27,-1683.88,-13.7415
0.01,19,-20135664.85,-1894.25,-14.8869
0.01,20,-16393903.48,-1542.24,-12.6931
0.01,21,-17512375.1,-1647.46,-13.425
0.01,22,-17955080.55,-1689.11,-13.7593
0.01,23,-17057452.25,-1604.67,-13.0212
0.01,24,-17848262.02,-1679.06,-14.0938
0.01,25,-16646050.12,-1565.96,-12.6902
0.01,26,-15589461.73,-1466.57,-12.0892
0.01,27,-16304642.87,-1533.85,-12.9885
0.01,28,-15495905.28,-1457.77,-12.2987
0.01,29,-12461239.13,-1172.28,-9.9976
0.01,30,-14359556.43,-1350.86,-11.3426
0.01,31,-11073311.73,-1041.71,-9.0265
0.01,32,-13630272.58,-1282.26,-10.811
0.01,33,-10457141.32,-983.75,-8.5405
0.01,34,-12972669.68,-1220.39,-10.2909
0.01,35,-9844169.55,-926.08,-8.1031
0.01,36,-10669634.63,-1003.74,-9.0366
0.01,37,-7872662.25,-757.61,-7.7798
0.01,38,-9250841.52,-870.27,-8.0487
0.01,39,-7242404.65,-696.96,-7.2659
0.01,40,-8709332.1,-819.32,-7.7073
0.01,41,-6182582.4,-594.97,-6.406
0.01,42,-6476479.28,-623.25,-6.5179
0.01,43,-5472276,-526.62,-5.8327
0.01,44,-5417276.03,-521.32,-5.6689
0.01,45,-4778430.9,-459.84,-5.2019
0.01,46,-4326488.38,-416.35,-4.8976
0.01,47,-4317052.17,-415.44,-4.8771
0.01,48,-4157610.88,-400.1,-4.7602
0.01,49,-3699080.65,-374.48,-3.8118
0.01,50,-2959960.02,-363.21,-3.8212
0.02,1,-28058958.72,-2663.68,-25.1587
0.02,2,-29276833.6,-2748.21,-22.8685
0.02,3,-28000197.92,-2658.1,-25.0291
0.02,4,-26758926.17,-2511.85,-21.6338
0.02,5,-25934360.05,-2461.99,-22.8195
0.02,6,-23898134.22,-2268.69,-19.4964
0.02,7,-24561143.43,-2331.63,-21.1075
0.02,8,-26794995.13,-2520.72,-19.505
0.02,9,-26335494.65,-2477.49,-19.923
0.02,10,-25262211.88,-2376.52,-18.385
0.02,11,-25322906.57,-2382.23,-18.8004
