#,P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
6638,1.75,23,0.00,0.00,0.0000
6639,1.75,24,0.00,0.00,0.0000
6640,1.75,25,0.00,0.00,0.0000
6641,1.75,26,0.00,0.00,0.0000
6642,1.75,27,0.00,0.00,0.0000
6643,1.75,28,0.00,0.00,0.0000
6644,1.75,29,0.00,0.00,0.0000
6645,1.75,30,0.00,0.00,0.0000
6646,1.75,31,0.00,0.00,0.0000
6647,1.75,32,0.00,0.00,0.0000
6648,1.75,33,0.00,0.00,0.0000
6649,1.75,34,0.00,0.00,0.0000
6650,1.75,35,0.00,0.00,0.0000
6651,1.75,36,0.00,0.00,0.0000
6652,1.75,37,0.00,0.00,0.0000
6653,1.75,38,0.00,0.00,0.0000
6654,1.75,39,0.00,0.00,0.0000
6655,1.75,40,0.00,0.00,0.0000
6656,1.75,41,0.00,0.00,0.0000
6657,1.75,42,0.00,0.00,0.0000
6658,1.75,43,0.00,0.00,0.0000
6659,1.75,44,0.00,0.00,0.0000
6660,1.75,45,0.00,0.00,0.0000
6661,1.75,46,0.00,0.00,0.0000
6662,1.75,47,0.00,0.00,0.0000
6663,1.75,48,0.00,0.00,0.0000
6664,1.75,49,0.00,0.00,0.0000
6665,1.75,50,0.00,0.00,0.0000
6666,1.76,7,0.00,0.00,0.0000
6667,1.76,8,0.00,0.00,0.0000
6668,1.76,9,0.00,0.00,0.0000
6669,1.76,10,0.00,0.00,0.0000
6670,1.76,11,0.00,0.00,0.0000
6671,1.76,12,0.00,0.00,0.0000
6672,1.76,13,0.00,0.00,0.0000
6673,1.76,14,0.00,0.00,0.0000
6674,1.76,15,0.00,0.00,0.0000
6675,1.76,16,0.00,0.00,0.0000
6676,1.76,17,0.00,0.00,0.0000
6677,1.76,18,0.00,0.00,0.0000
6678,1.76,19,0.00,0.00,0.0000
6679,1.76,20,0.00,0.00,0.0000
6680,1.76,21,0.00,0.00,0.0000
6681,1.76,22,0.00,0.00,0.0000
6682,1.76,23,0.00,0.00,0.0000
6683,1.76,24,0.00,0.00,0.0000
6684,1.76,25,0.00,0.00,0.0000
6685,1.76,26,0.00,0.00,0.0000
6686,1.76,27,0.00,0.00,0.0000
6687,1.76,28,0.00,0.00,0.0000
6688,1.76,29,0.00,0.00,0.0000
6689,1.76,30,0.00,0.00,0.0000
6690,1.76,31,0.00,0.00,0.0000
6691,1.76,32,0.00,0.00,0.0000
6692,1.76,33,0.00,0.00,0.0000
6693,1.76,34,0.00,0.00,0.0000
6694,1.76,35,0.00,0.00,0.0000
6695,1.76,36,0.00,0.00,0.0000
6696,1.76,37,0.00,0.00,0.0000
6697,1.76,38,0.00,0.00,0.0000
6698,1.76,39,0.00,0.00,0.0000
6699,1.76,40,0.00,0.00,0.0000
6700,1.76,41,0.00,0.00,0.0000
6701,1.76,42,0.00,0.00,0.0000
6702,1.76,43,0.00,0.00,0.0000
6703,1.76,44,0.00,0.00,0.0000
6704,1.76,45,0.00,0.00,0.0000
6705,1.76,46,0.00,0.00,0.0000
6706,1.76,47,0.00,0.00,0.0000
6707,1.76,48,0.00,0.00,0.0000
6708,1.76,49,0.00,0.00,0.0000
6709,1.76,50,0.00,0.00,0.0000
6710,1.77,7,0.00,0.00,0.0000
6711,1.77,8,0.00,0.00,0.0000
6712,1.77,9,0.00,0.00,0.0000
6713,1.77,10,0.00,0.00,0.0000
6714,1.77,11,0.00,0.00,0.0000
6715,1.77,12,0.00,0.00,0.0000
6716,1.77,13,0.00,0.00,0.0000
6717,1.77,14,0.00,0.00,0.0000
6718,1.77,15,0.00,0.00,0.0000
6719,1.77,16,0.00,0.00,0.0000
6720,1.77,17,0.00,0.00,0.0000
6721,1.77,18,0.00,0.00,0.0000
6722,1.77,19,0.00,0.00,0.0000
6723,1.77,20,0.00,0.00,0.0000
6724,1.77,21,0.00,0.00,0.0000
6725,1.77,22,0.00,0.00,0.0000
6726,1.77,23,0.00,0.00,0.0000
6727,1.77,24,0.00,0.00,0.0000
6728,1.77,25,0.00,0.00,0.0000
6729,1.77,26,0.00,0.00,0.0000
6730,1.77,27,0.00,0.00,0.0000
6731,1.77,28,0.00,0.00,0.0000
6732,1.77,29,0.00,0.00,0.0000
6733,1.77,30,0.00,0.00,0.0000
6734,1.77,31,0.00,0.00,0.0000
6735,1.77,32,0.00,0.00,0.0000
6736,1.77,33,0.00,0.00,0.0000
6737,1.77,34,0.00,0.00,0.0000
6738,1.77,35,0.00,0.00,0.0000
6739,1.77,36,0.00,0.00,0.0000
6740,1.77,37,0.00,0.00,0.0000
6741,1.77,38,0.00,0.00,0.0000
6742,1.77,39,0.00,0.00,0.0000
6743,1.77,40,0.00,0.00,0.0000
6744,1.77,41,0.00,0.00,0.0000
6745,1.77,42,0.00,0.00,0.0000
6746,1.77,43,0.00,0.00,0.0000
6747,1.77,44,0.00,0.00,0.0000
6748,1.77,45,0.00,0.00,0.0000
6749,1.77,46,0.00,0.00,0.0000
6750,1.77,47,0.00,0.00,0.0000
6751,1.77,48,0.00,0.00,0.0000
6752,1.77,49,0.00,0.00,0.0000
6753,1.77,50,0.00,0.00,0.0000
6754,1.78,7,0.00,0.00,0.0000
6755,1.78,8,0.00,0.00,0.0000
6756,1.78,9,0.00,0.00,0.0000
6757,1.78,10,0.00,0.00,0.0000
6758,1.78,11,0.00,0.00,0.0000
6759,1.78,12,0.00,0.00,0.0000
6760,1.78,13,0.00,0.00,0.0000
6761,1.78,14,0.00,0.00,0.0000
6762,1.78,15,0.00,0.00,0.0000
6763,1.78,16,0.00,0.00,0.0000
6764,1.78,17,0.00,0.00,0.0000
6765,1.78,18,0.00,0.00,0.0000
6766,1.78,19,0.00,0.00,0.0000
6767,1.78,20,0.00,0.00,0.0000
6768,1.78,21,0.00,0.00,0.0000
6769,1.78,22,0.00,0.00,0.0000
6770,1.78,23,0.00,0.00,0.0000
6771,1.78,24,0.00,0.00,0.0000
6772,1.78,25,0.00,0.00,0.0000
6773,1.78,26,0.00,0.00,0.0000
6774,1.78,27,0.00,0.00,0.0000
6775,1.78,28,0.00,0.00,0.0000
6776,1.78,29,0.00,0.00,0.0000
6777,1.78,30,0.00,0.00,0.0000
6778,1.78,31,0.00,0.00,0.0000
6779,1.78,32,0.00,0.00,0.0000
6780,1.78,33,0.00,0.00,0.0000
6781,1.78,34,0.00,0.00,0.0000
6782,1.78,35,0.00,0.00,0.0000
6783,1.78,36,0.00,0.00,0.0000
6784,1.78,37,0.00,0.00,0.0000
6785,1.78,38,0.00,0.00,0.0000
6786,1.78,39,0.00,0.00,0.0000
6787,1.78,40,0.00,0.00,0.0000
6788,1.78,41,0.00,0.00,0.0000
6789,1.78,42,0.00,0.00,0.0000
6790,1.78,43,0.00,0.00,0.0000
6791,1.78,44,0.00,0.00,0.0000
6792,1.78,45,0.00,0.00,0.0000
6793,1.78,46,0.00,0.00,0.0000
6794,1.78,47,0.00,0.00,0.0000
6795,1.78,48,0.00,0.00,0.0000
6796,1.78,49,0.00,0.00,0.0000
6797,1.78,50,0.00,0.00,0.0000
6798,1.79,7,0.00,0.00,0.0000
6799,1.79,8,0.00,0.00,0.0000
6800,1.79,9,0.00,0.00,0.0000
6801,1.79,10,0.00,0.00,0.0000
6802,1.79,11,0.00,0.00,0.0000
6803,1.79,12,0.00,0.00,0.0000
6804,1.79,13,0.00,0.00,0.0000
6805,1.79,14,0.00,0.00,0.0000
6806,1.79,15,0.00,0.00,0.0000
6807,1.79,16,0.00,0.00,0.0000
6808,1.79,17,0.00,0.00,0.0000
6809,1.79,18,0.00,0.00,0.0000
6810,1.79,19,0.00,0.00,0.0000
6811,1.79,20,0.00,0.00,0.0000
6812,1.79,21,0.00,0.00,0.0000
6813,1.79,22,0.00,0.00,0.0000
6814,1.79,23,0.00,0.00,0.0000
6815,1.79,24,0.00,0.00,0.0000
6816,1.79,25,0.00,0.00,0.0000
6817,1.79,26,0.00,0.00,0.0000
6818,1.79,27,0.00,0.00,0.0000
6819,1.79,28,0.00,0.00,0.0000
6820,1.79,29,0.00,0.00,0.0000
6821,1.79,30,0.00,0.00,0.0000
6822,1.79,31,0.00,0.00,0.0000
6823,1.79,32,0.00,0.00,0.0000
6824,1.79,33,0.00,0.00,0.0000
6825,1.79,34,0.00,0.00,0.0000
6826,1.79,35,0.00,0.00,0.0000
6827,1.79,36,0.00,0.00,0.0000
6828,1.79,37,0.00,0.00,0.0000
6829,1.79,38,0.00,0.00,0.0000
6830,1.79,39,0.00,0.00,0.0000
6831,1.79,40,0.00,0.00,0.0000
6832,1.79,41,0.00,0.00,0.0000
6833,1.79,42,0.00,0.00,0.0000
6834,1.79,43,0.00,0.00,0.0000
6835,1.79,44,0.00,0.00,0.0000
6836,1.79,45,0.00,0.00,0.0000
6837,1.79,46,0.00,0.00,0.0000
6838,1.79,47,0.00,0.00,0.0000
6839,1.79,48,0.00,0.00,0.0000
6840,1.79,49,0.00,0.00,0.0000
6841,1.79,50,0.00,0.00,0.0000
6842,1.8,7,0.00,0.00,0.0000
6843,1.8,8,0.00,0.00,0.0000
6844,1.8,9,0.00,0.00,0.0000
6845,1.8,10,0.00,0.00,0.0000
6846,1.8,11,0.00,0.00,0.0000
6847,1.8,12,0.00,0.00,0.0000
6848,1.8,13,0.00,0.00,0.0000
6849,1.8,14,0.00,0.00,0.0000
6850,1.8,15,0.00,0.00,0.0000
6851,1.8,16,0.00,0.00,0.0000
6852,1.8,17,0.00,0.00,0.0000
6853,1.8,18,0.00,0.00,0.0000
6854,1.8,19,0.00,0.00,0.0000
6855,1.8,20,0.00,0.00,0.0000
6856,1.8,21,0.00,0.00,0.0000
6857,1.8,22,0.00,0.00,0.0000
6858,1.8,23,0.00,0.00,0.0000
6859,1.8,24,0.00,0.00,0.0000
6860,1.8,25,0.00,0.00,0.0000
6861,1.8,26,0.00,0.00,0.0000
6862,1.8,27,0.00,0.00,0.0000
6863,1.8,28,0.00,0.00,0.0000
6864,1.8,29,0.00,0.00,0.0000
6865,1.8,30,0.00,0.00,0.0000
6866,1.8,31,0.00,0.00,0.0000
6867,1.8,32,0.00,0.00,0.0000
6868,1.8,33,0.00,0.00,0.0000
6869,1.8,34,0.00,0.00,0.0000
6870,1.8,35,0.00,0.00,0.0000
6871,1.8,36,0.00,0.00,0.0000
6872,1.8,37,0.00,0.00,0.0000
6873,1.8,38,0.00,0.00,0.0000
6874,1.8,39,0.00,0.00,0.0000
6875,1.8,40,0.00,0.00,0.0000
6876,1.8,41,0.00,0.00,0.0000
6877,1.8,42,0.00,0.00,0.0000
6878,1.8,43,0.00,0.00,0.0000
6879,1.8,44,0.00,0.00,0.0000
6880,1.8,45,0.00,0.00,0.0000
6881,1.8,46,0.00,0.00,0.0000
6882,1.8,47,0.00,0.00,0.0000
6883,1.8,48,0.00,0.00,0.0000
6884,1.8,49,0.00,0.00,0.0000
6885,1.8,50,0.00,0.00,0.0000
6886,1.81,7,0.00,0.00,0.0000
6887,1.81,8,0.00,0.00,0.0000
6888,1.81,9,0.00,0.00,0.0000
6889,1.81,10,0.00,0.00,0.0000
6890,1.81,11,0.00,0.00,0.0000
6891,1.81,12,0.00,0.00,0.0000
6892,1.81,13,0.00,0.00,0.0000
6893,1.81,14,0.00,0.00,0.0000
6894,1.81,15,0.00,0.00,0.0000
6895,1.81,16,0.00,0.00,0.0000
6896,1.81,17,0.00,0.00,0.0000
6897,1.81,18,0.00,0.00,0.0000
6898,1.81,19,0.00,0.00,0.0000
6899,1.81,20,0.00,0.00,0.0000
6900,1.81,21,0.00,0.00,0.0000
6901,1.81,22,0.00,0.00,0.0000
6902,1.81,23,0.00,0.00,0.0000
6903,1.81,24,0.00,0.00,0.0000
6904,1.81,25,0.00,0.00,0.0000
6905,1.81,26,0.00,0.00,0.0000
6906,1.81,27,0.00,0.00,0.0000
6907,1.81,28,0.00,0.00,0.0000
6908,1.81,29,0.00,0.00,0.0000
6909,1.81,30,0.00,0.00,0.0000
6910,1.81,31,0.00,0.00,0.0000
6911,1.81,32,0.00,0.00,0.0000
6912,1.81,33,0.00,0.00,0.0000
6913,1.81,34,0.00,0.00,0.0000
6914,1.81,35,0.00,0.00,0.0000
6915,1.81,36,0.00,0.00,0.0000
6916,1.81,37,0.00,0.00,0.0000
6917,1.81,38,0.00,0.00,0.0000
6918,1.81,39,0.00,0.00,0.0000
6919,1.81,40,0.00,0.00,0.0000
6920,1.81,41,0.00,0.00,0.0000
6921,1.81,42,0.00,0.00,0.0000
6922,1.81,43,0.00,0.00,0.0000
6923,1.81,44,0.00,0.00,0.0000
6924,1.81,45,0.00,0.00,0.0000
6925,1.81,46,0.00,0.00,0.0000
6926,1.81,47,0.00,0.00,0.0000
6927,1.81,48,0.00,0.00,0.0000
6928,1.81,49,0.00,0.00,0.0000
6929,1.81,50,0.00,0.00,0.0000
6930,1.82,7,0.00,0.00,0.0000
6931,1.82,8,0.00,0.00,0.0000
6932,1.82,9,0.00,0.00,0.0000
6933,1.82,10,0.00,0.00,0.0000
6934,1.82,11,0.00,0.00,0.0000
6935,1.82,12,0.00,0.00,0.0000
6936,1.82,13,0.00,0.00,0.0000
6937,1.82,14,0.00,0.00,0.0000
6938,1.82,15,0.00,0.00,0.0000
6939,1.82,16,0.00,0.00,0.0000
6940,1.82,17,0.00,0.00,0.0000
6941,1.82,18,0.00,0.00,0.0000
6942,1.82,19,0.00,0.00,0.0000
6943,1.82,20,0.00,0.00,0.0000
6944,1.82,21,0.00,0.00,0.0000
6945,1.82,22,0.00,0.00,0.0000
6946,1.82,23,0.00,0.00,0.0000
6947,1.82,24,0.00,0.00,0.0000
6948,1.82,25,0.00,0.00,0.0000
6949,1.82,26,0.00,0.00,0.0000
6950,1.82,27,0.00,0.00,0.0000
6951,1.82,28,0.00,0.00,0.0000
6952,1.82,29,0.00,0.00,0.0000
6953,1.82,30,0.00,0.00,0.0000
6954,1.82,31,0.00,0.00,0.0000
6955,1.82,32,0.00,0.00,0.0000
6956,1.82,33,0.00,0.00,0.0000
6957,1.82,34,0.00,0.00,0.0000
6958,1.82,35,0.00,0.00,0.0000
6959,1.82,36,0.00,0.00,0.0000
6960,1.82,37,0.00,0.00,0.0000
6961,1.82,38,0.00,0.00,0.0000
6962,1.82,39,0.00,0.00,0.0000
6963,1.82,40,0.00,0.00,0.0000
6964,1.82,41,0.00,0.00,0.0000
6965,1.82,42,0.00,0.00,0.0000
6966,1.82,43,0.00,0.00,0.0000
6967,1.82,44,0.00,0.00,0.0000
6968,1.82,45,0.00,0.00,0.0000
6969,1.82,46,0.00,0.00,0.0000
6970,1.82,47,0.00,0.00,0.0000
6971,1.82,48,0.00,0.00,0.0000
6972,1.82,49,0.00,0.00,0.0000
6973,1.82,50,0.00,0.00,0.0000
6974,1.83,7,0.00,0.00,0.0000
6975,1.83,8,0.00,0.00,0.0000
6976,1.83,9,0.00,0.00,0.0000
6977,1.83,10,0.00,0.00,0.0000
6978,1.83,11,0.00,0.00,0.0000
6979,1.83,12,0.00,0.00,0.0000
6980,1.83,13,0.00,0.00,0.0000
6981,1.83,14,0.00,0.00,0.0000
6982,1.83,15,0.00,0.00,0.0000
6983,1.83,16,0.00,0.00,0.0000
6984,1.83,17,0.00,0.00,0.0000
6985,1.83,18,0.00,0.00,0.0000
6986,1.83,19,0.00,0.00,0.0000
6987,1.83,20,0.00,0.00,0.0000
6988,1.83,21,0.00,0.00,0.0000
6989,1.83,22,0.00,0.00,0.0000
6990,1.83,23,0.00,0.00,0.0000
6991,1.83,24,0.00,0.00,0.0000
6992,1.83,25,0.00,0.00,0.0000
6993,1.83,26,0.00,0.00,0.0000
6994,1.83,27,0.00,0.00,0.0000
6995,1.83,28,0.00,0.00,0.0000
6996,1.83,29,0.00,0.00,0.0000
6997,1.83,30,0.00,0.00,0.0000
6998,1.83,31,0.00,0.00,0.0000
6999,1.83,32,0.00,0.00,0.0000
7000,1.83,33,0.00,0.00,0.0000
7001,1.83,34,0.00,0.00,0.0000
7002,1.83,35,0.00,0.00,0.0000
7003,1.83,36,0.00,0.00,0.0000
7004,1.83,37,0.00,0.00,0.0000
7005,1.83,38,0.00,0.00,0.0000
7006,1.83,39,0.00,0.00,0.0000
7007,1.83,40,0.00,0.00,0.0000
7008,1.83,41,0.00,0.00,0.0000
7009,1.83,42,0.00,0.00,0.0000
7010,1.83,43,0.00,0.00,0.0000
7011,1.83,44,0.00,0.00,0.0000
7012,1.83,45,0.00,0.00,0.0000
7013,1.83,46,0.00,0.00,0.0000
7014,1.83,47,0.00,0.00,0.0000
7015,1.83,48,0.00,0.00,0.0000
7016,1.83,49,0.00,0.00,0.0000
7017,1.83,50,0.00,0.00,0.0000
7018,1.84,7,0.00,0.00,0.0000
7019,1.84,8,0.00,0.00,0.0000
7020,1.84,9,0.00,0.00,0.0000
7021,1.84,10,0.00,0.00,0.0000
7022,1.84,11,0.00,0.00,0.0000
7023,1.84,12,0.00,0.00,0.0000
7024,1.84,13,0.00,0.00,0.0000
7025,1.84,14,0.00,0.00,0.0000
7026,1.84,15,0.00,0.00,0.0000
7027,1.84,16,0.00,0.00,0.0000
7028,1.84,17,0.00,0.00,0.0000
7029,1.84,18,0.00,0.00,0.0000
7030,1.84,19,0.00,0.00,0.0000
7031,1.84,20,0.00,0.00,0.0000
7032,1.84,21,0.00,0.00,0.0000
7033,1.84,22,0.00,0.00,0.0000
7034,1.84,23,0.00,0.00,0.0000
7035,1.84,24,0.00,0.00,0.0000
7036,1.84,25,0.00,0.00,0.0000
7037,1.84,26,0.00,0.00,0.0000
7038,1.84,27,0.00,0.00,0.0000
7039,1.84,28,0.00,0.00,0.0000
7040,1.84,29,0.00,0.00,0.0000
7041,1.84,30,0.00,0.00,0.0000
7042,1.84,31,0.00,0.00,0.0000
7043,1.84,32,0.00,0.00,0.0000
7044,1.84,33,0.00,0.00,0.0000
7045,1.84,34,0.00,0.00,0.0000
7046,1.84,35,0.00,0.00,0.0000
7047,1.84,36,0.00,0.00,0.0000
7048,1.84,37,0.00,0.00,0.0000
7049,1.84,38,0.00,0.00,0.0000
7050,1.84,39,0.00,0.00,0.0000
7051,1.84,40,0.00,0.00,0.0000
7052,1.84,41,0.00,0.00,0.0000
7053,1.84,42,0.00,0.00,0.0000
7054,1.84,43,0.00,0.00,0.0000
7055,1.84,44,0.00,0.00,0.0000
7056,1.84,45,0.00,0.00,0.0000
7057,1.84,46,0.00,0.00,0.0000
7058,1.84,47,0.00,0.00,0.0000
7059,1.84,48,0.00,0.00,0.0000
7060,1.84,49,0.00,0.00,0.0000
7061,1.84,50,0.00,0.00,0.0000
7062,1.85,7,0.00,0.00,0.0000
7063,1.85,8,0.00,0.00,0.0000
7064,1.85,9,0.00,0.00,0.0000
7065,1.85,10,0.00,0.00,0.0000
7066,1.85,11,0.00,0.00,0.0000
7067,1.85,12,0.00,0.00,0.0000
7068,1.85,13,0.00,0.00,0.0000
7069,1.85,14,0.00,0.00,0.0000
7070,1.85,15,0.00,0.00,0.0000
7071,1.85,16,0.00,0.00,0.0000
7072,1.85,17,0.00,0.00,0.0000
7073,1.85,18,0.00,0.00,0.0000
7074,1.85,19,0.00,0.00,0.0000
7075,1.85,20,0.00,0.00,0.0000
7076,1.85,21,0.00,0.00,0.0000
7077,1.85,22,0.00,0.00,0.0000
7078,1.85,23,0.00,0.00,0.0000
7079,1.85,24,0.00,0.00,0.0000
7080,1.85,25,0.00,0.00,0.0000
7081,1.85,26,0.00,0.00,0.0000
7082,1.85,27,0.00,0.00,0.0000
7083,1.85,28,0.00,0.00,0.0000
7084,1.85,29,0.00,0.00,0.0000
7085,1.85,30,0.00,0.00,0.0000
7086,1.85,31,0.00,0.00,0.0000
7087,1.85,32,0.00,0.00,0.0000
7088,1.85,33,0.00,0.00,0.0000
7089,1.85,34,0.00,0.00,0.0000
7090,1.85,35,0.00,0.00,0.0000
7091,1.85,36,0.00,0.00,0.0000
7092,1.85,37,0.00,0.00,0.0000
7093,1.85,38,0.00,0.00,0.0000
7094,1.85,39,0.00,0.00,0.0000
7095,1.85,40,0.00,0.00,0.0000
7096,1.85,41,0.00,0.00,0.0000
7097,1.85,42,0.00,0.00,0.0000
7098,1.85,43,0.00,0.00,0.0000
7099,1.85,44,0.00,0.00,0.0000
7100,1.85,45,0.00,0.00,0.0000
7101,1.85,46,0.00,0.00,0.0000
7102,1.85,47,0.00,0.00,0.0000
7103,1.85,48,0.00,0.00,0.0000
7104,1.85,49,0.00,0.00,0.0000
7105,1.85,50,0.00,0.00,0.0000
7106,1.86,7,0.00,0.00,0.0000
7107,1.86,8,0.00,0.00,0.0000
7108,1.86,9,0.00,0.00,0.0000
7109,1.86,10,0.00,0.00,0.0000
7110,1.86,11,0.00,0.00,0.0000
7111,1.86,12,0.00,0.00,0.0000
7112,1.86,13,0.00,0.00,0.0000
7113,1.86,14,0.00,0.00,0.0000
7114,1.86,15,0.00,0.00,0.0000
7115,1.86,16,0.00,0.00,0.0000
7116,1.86,17,0.00,0.00,0.0000
7117,1.86,18,0.00,0.00,0.0000
7118,1.86,19,0.00,0.00,0.0000
7119,1.86,20,0.00,0.00,0.0000
7120,1.86,21,0.00,0.00,0.0000
7121,1.86,22,0.00,0.00,0.0000
7122,1.86,23,0.00,0.00,0.0000
7123,1.86,24,0.00,0.00,0.0000
7124,1.86,25,0.00,0.00,0.0000
7125,1.86,26,0.00,0.00,0.0000
7126,1.86,27,0.00,0.00,0.0000
7127,1.86,28,0.00,0.00,0.0000
7128,1.86,29,0.00,0.00,0.0000
7129,1.86,30,0.00,0.00,0.0000
7130,1.86,31,0.00,0.00,0.0000
7131,1.86,32,0.00,0.00,0.0000
7132,1.86,33,0.00,0.00,0.0000
7133,1.86,34,0.00,0.00,0.0000
7134,1.86,35,0.00,0.00,0.0000
7135,1.86,36,0.00,0.00,0.0000
7136,1.86,37,0.00,0.00,0.0000
7137,1.86,38,0.00,0.00,0.0000
7138,1.86,39,0.00,0.00,0.0000
7139,1.86,40,0.00,0.00,0.0000
7140,1.86,41,0.00,0.00,0.0000
7141,1.86,42,0.00,0.00,0.0000
7142,1.86,43,0.00,0.00,0.0000
7143,1.86,44,0.00,0.00,0.0000
7144,1.86,45,0.00,0.00,0.0000
7145,1.86,46,0.00,0.00,0.0000
7146,1.86,47,0.00,0.00,0.0000
7147,1.86,48,0.00,0.00,0.0000
7148,1.86,49,0.00,0.00,0.0000
7149,1.86,50,0.00,0.00,0.0000
7150,1.87,7,0.00,0.00,0.0000
7151,1.87,8,0.00,0.00,0.0000
7152,1.87,9,0.00,0.00,0.0000
7153,1.87,10,0.00,0.00,0.0000
7154,1.87,11,0.00,0.00,0.0000
7155,1.87,12,0.00,0.00,0.0000
7156,1.87,13,0.00,0.00,0.0000
7157,1.87,14,0.00,0.00,0.0000
7158,1.87,15,0.00,0.00,0.0000
7159,1.87,16,0.00,0.00,0.0000
7160,1.87,17,0.00,0.00,0.0000
7161,1.87,18,0.00,0.00,0.0000
7162,1.87,19,0.00,0.00,0.0000
7163,1.87,20,0.00,0.00,0.0000
7164,1.87,21,0.00,0.00,0.0000
7165,1.87,22,0.00,0.00,0.0000
7166,1.87,23,0.00,0.00,0.0000
7167,1.87,24,0.00,0.00,0.0000
7168,1.87,25,0.00,0.00,0.0000
7169,1.87,26,0.00,0.00,0.0000
7170,1.87,27,0.00,0.00,0.0000
7171,1.87,28,0.00,0.00,0.0000
7172,1.87,29,0.00,0.00,0.0000
7173,1.87,30,0.00,0.00,0.0000
7174,1.87,31,0.00,0.00,0.0000
7175,1.87,32,0.00,0.00,0.0000
7176,1.87,33,0.00,0.00,0.0000
7177,1.87,34,0.00,0.00,0.0000
7178,1.87,35,0.00,0.00,0.0000
7179,1.87,36,0.00,0.00,0.0000
7180,1.87,37,0.00,0.00,0.0000
7181,1.87,38,0.00,0.00,0.0000
7182,1.87,39,0.00,0.00,0.0000
7183,1.87,40,0.00,0.00,0.0000
7184,1.87,41,0.00,0.00,0.0000
7185,1.87,42,0.00,0.00,0.0000
7186,1.87,43,0.00,0.00,0.0000
7187,1.87,44,0.00,0.00,0.0000
7188,1.87,45,0.00,0.00,0.0000
7189,1.87,46,0.00,0.00,0.0000
7190,1.87,47,0.00,0.00,0.0000
7191,1.87,48,0.00,0.00,0.0000
7192,1.87,49,0.00,0.00,0.0000
7193,1.87,50,0.00,0.00,0.0000
7194,1.88,7,0.00,0.00,0.0000
7195,1.88,8,0.00,0.00,0.0000
7196,1.88,9,0.00,0.00,0.0000
7197,1.88,10,0.00,0.00,0.0000
7198,1.88,11,0.00,0.00,0.0000
7199,1.88,12,0.00,0.00,0.0000
7200,1.88,13,0.00,0.00,0.0000
7201,1.88,14,0.00,0.00,0.0000
7202,1.88,15,0.00,0.00,0.0000
7203,1.88,16,0.00,0.00,0.0000
7204,1.88,17,0.00,0.00,0.0000
7205,1.88,18,0.00,0.00,0.0000
7206,1.88,19,0.00,0.00,0.0000
7207,1.88,20,0.00,0.00,0.0000
7208,1.88,21,0.00,0.00,0.0000
7209,1.88,22,0.00,0.00,0.0000
7210,1.88,23,0.00,0.00,0.0000
7211,1.88,24,0.00,0.00,0.0000
7212,1.88,25,0.00,0.00,0.0000
7213,1.88,26,0.00,0.00,0.0000
7214,1.88,27,0.00,0.00,0.0000
7215,1.88,28,0.00,0.00,0.0000
7216,1.88,29,0.00,0.00,0.0000
7217,1.88,30,0.00,0.00,0.0000
7218,1.88,31,0.00,0.00,0.0000
7219,1.88,32,0.00,0.00,0.0000
7220,1.88,33,0.00,0.00,0.0000
7221,1.88,34,0.00,0.00,0.0000
7222,1.88,35,0.00,0.00,0.0000
7223,1.88,36,0.00,0.00,0.0000
7224,1.88,37,0.00,0.00,0.0000
7225,1.88,38,0.00,0.00,0.0000
7226,1.88,39,0.00,0.00,0.0000
7227,1.88,40,0.00,0.00,0.0000
7228,1.88,41,0.00,0.00,0.0000
7229,1.88,42,0.00,0.00,0.0000
7230,1.88,43,0.00,0.00,0.0000
7231,1.88,44,0.00,0.00,0.0000
7232,1.88,45,0.00,0.00,0.0000
7233,1.88,46,0.00,0.00,0.0000
7234,1.88,47,0.00,0.00,0.0000
7235,1.88,48,0.00,0.00,0.0000
7236,1.88,49,0.00,0.00,0.0000
7237,1.88,50,0.00,0.00,0.0000
7238,1.89,7,0.00,0.00,0.0000
7239,1.89,8,0.00,0.00,0.0000
7240,1.89,9,0.00,0.00,0.0000
7241,1.89,10,0.00,0.00,0.0000
7242,1.89,11,0.00,0.00,0.0000
7243,1.89,12,0.00,0.00,0.0000
7244,1.89,13,0.00,0.00,0.0000
7245,1.89,14,0.00,0.00,0.0000
7246,1.89,15,0.00,0.00,0.0000
7247,1.89,16,0.00,0.00,0.0000
7248,1.89,17,0.00,0.00,0.0000
7249,1.89,18,0.00,0.00,0.0000
7250,1.89,19,0.00,0.00,0.0000
7251,1.89,20,0.00,0.00,0.0000
7252,1.89,21,0.00,0.00,0.0000
7253,1.89,22,0.00,0.00,0.0000
7254,1.89,23,0.00,0.00,0.0000
7255,1.89,24,0.00,0.00,0.0000
7256,1.89,25,0.00,0.00,0.0000
7257,1.89,26,0.00,0.00,0.0000
7258,1.89,27,0.00,0.00,0.0000
7259,1.89,28,0.00,0.00,0.0000
7260,1.89,29,0.00,0.00,0.0000
7261,1.89,30,0.00,0.00,0.0000
7262,1.89,31,0.00,0.00,0.0000
7263,1.89,32,0.00,0.00,0.0000
7264,1.89,33,0.00,0.00,0.0000
7265,1.89,34,0.00,0.00,0.0000
7266,1.89,35,0.00,0.00,0.0000
7267,1.89,36,0.00,0.00,0.0000
7268,1.89,37,0.00,0.00,0.0000
7269,1.89,38,0.00,0.00,0.0000
7270,1.89,39,0.00,0.00,0.0000
7271,1.89,40,0.00,0.00,0.0000
