P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-31176600.62,-2826.78,-36.158
0.01,2,-29676416.43,-2690.76,-33.7688
0.01,3,-28830239.82,-2614.04,-34.1265
0.01,4,-28383165.13,-2573.5,-31.3733
0.01,5,-26757365.3,-2426.09,-30.8934
0.01,6,-27239356.7,-2469.79,-28.3815
0.01,7,-25839081,-2342.83,-28.1871
0.01,8,-26154178.55,-2371.4,-25.9877
0.01,9,-25325825.43,-2296.29,-26.7325
0.01,10,-25428958.45,-2305.64,-24.5442
0.01,11,-24400380.45,-2212.38,-24.9792
0.01,12,-23561526.7,-2136.32,-21.856
0.01,13,-23988829.45,-2175.07,-23.9459
0.01,14,-22992222.12,-2084.71,-20.8484
0.01,15,-22956348.65,-2081.45,-21.8856
0.01,16,-21875779.97,-1983.48,-19.5783
0.01,17,-21450060.27,-1944.88,-20.4557
0.01,18,-19461034.45,-1764.53,-18.9728
0.01,19,-20517116.37,-1860.29,-19.4793
0.01,20,-17861721.7,-1619.52,-17.2853
0.01,21,-19026611.37,-1769.72,-17.5246
0.01,22,-16040228.97,-1491.95,-15.2233
0.01,23,-17018529.97,-1582.94,-17.1361
0.01,24,-15145970.92,-1471.31,-15.6989
0.01,25,-15489701.77,-1440.74,-15.8336
0.01,26,-13965895.72,-1356.68,-14.6278
0.01,27,-14304496.15,-1330.5,-14.8168
0.01,28,-12170856.27,-1182.3,-13.4342
0.01,29,-12812669.42,-1191.74,-13.6164
0.01,30,-10514299.77,-1021.38,-12.1809
0.01,31,-11465011.77,-1066.39,-12.4447
0.01,32,-9481957.63,-921.1,-10.9226
0.01,33,-10064127.77,-936.09,-11.3025
0.01,34,-8369737.45,-813.05,-10.2616
0.01,35,-9774847.42,-909.19,-10.9174
0.01,36,-6428362.15,-624.46,-9.3606
0.01,37,-7441836.93,-703.22,-9.7352
0.01,38,-5574873.33,-541.55,-8.5781
0.01,39,-6085730.58,-575.07,-8.4681
0.01,40,-4154436.33,-404.66,-6.8283
0.01,41,-4762806.97,-463.92,-7.4161
0.01,42,-4066828.58,-396.13,-6.7218
0.01,43,-3695502.38,-359.96,-6.184
0.01,44,-4883171.45,-482.73,-6.6549
0.01,45,-4466559.03,-441.54,-6.2132
0.01,46,-3250634.33,-321.34,-5.4606
0.01,47,-2169725.9,-204.61,-5.4781
0.01,48,-1704643.95,-168.51,-4.0583
0.01,49,-1087159.85,-115.26,-3.8605
0.01,50,-200168.2,0,-2.7019
0.02,1,-29782140.57,-2700.35,-37.8097
0.02,2,-29676416.43,-2690.76,-33.7688
0.02,3,-28503143.22,-2703.76,-32.4864
0.02,4,-28056068.53,-2545.74,-30.0082
0.02,5,-26430268.7,-2527.76,-29.5069
0.02,6,-25432256.5,-2432.31,-25.7891
0.02,7,-23372277.18,-2119.17,-24.5157
0.02,8,-22207371.13,-2013.54,-21.6079
0.02,9,-22859021.6,-2072.63,-23.3438
0.02,10,-20597046.63,-1997.93,-20.5353
0.02,11,-20401984.13,-1979.01,-20.1837
0.02,12,-21551815.65,-1955.56,-18.2722
0.02,13,-20019058.07,-1941.86,-18.1907
0.02,14,-21442342.82,-1945.62,-17.6673
0.02,15,-20336410.57,-1921.7,-17.969
0.02,16,-20325900.68,-1844.32,-16.5977
0.02,17,-18830122.2,-1779.36,-16.7657
0.02,18,-17911155.15,-1631.43,-15.7558
0.02,19,-17897178.3,-1691.21,-15.9524
0.02,20,-16311842.4,-1485.76,-14.3322
0.02,21,-16894106.7,-1596.42,-14.8999
0.02,22,-14977783.07,-1364.25,-13.1008
0.02,23,-14886025.3,-1406.66,-14.3937
0.02,24,-16524429.17,-1561.49,-15.6848
0.02,25,-14401356.2,-1360.87,-13.8654
0.02,26,-15344353.97,-1449.97,-14.6462
0.02,27,-13216150.57,-1248.87,-12.9304
0.02,28,-13549314.52,-1280.35,-13.4274
0.02,29,-12434913.52,-1175.04,-12.8092
0.02,30,-11892758.02,-1123.81,-12.1497
0.02,31,-12383638.27,-1151.84,-12.378
0.02,32,-10860415.88,-1026.26,-10.9776
0.02,33,-10982754.27,-1021.54,-11.2294
0.02,34,-9748195.7,-921.16,-10.2593
0.02,35,-10693473.93,-994.63,-10.8733
0.02,36,-7806820.4,-737.71,-9.1267
0.02,37,-8360463.43,-790.03,-9.5557
0.02,38,-7614927.43,-719.58,-8.8013
0.02,39,-7004357.08,-661.88,-8.3288
0.02,40,-5073062.83,-498.45,-6.6743
0.02,41,-5681433.48,-560.23,-7.242
0.02,42,-4985455.08,-491.6,-6.5844
0.02,43,-4614128.88,-454.99,-6.1236
0.02,44,-4883171.45,-482.73,-6.6549
0.02,45,-4466559.03,-441.54,-6.2132
0.02,46,-3250634.33,-321.34,-5.4606
0.02,47,-1630491.6,-153.76,-4.6479
0.02,48,-1704643.95,-168.51,-4.0583
0.02,49,-547925.55,-58.09,-2.6643
0.02,50,-200168.2,0,-2.7019
0.03,1,-29782140.57,-2700.35,-37.8097
0.03,2,-29349319.82,-2663.08,-32.2091
0.03,3,-26363436,-2390.37,-29.0481
0.03,4,-25026359.75,-2269.14,-25.1391
0.03,5,-23400559.93,-2121.73,-24.7472
0.03,6,-21915114.32,-2095.94,-21.0799
0.03,7,-22300516.43,-2107.3,-22.6525
0.03,8,-22054236.88,-2084.03,-20.0831
0.03,9,-22705887.35,-2145.61,-21.576
0.03,10,-21975504.88,-2076.59,-20.634
0.03,11,-21780442.38,-2058.16,-20.2926
0.03,12,-22011647.4,-1997.28,-18.4565
0.03,13,-21368891.38,-2019.27,-19.5357
0.03,14,-21442342.82,-1945.62,-17.6673
0.03,15,-20336410.57,-1921.7,-17.969
0.03,16,-20325900.68,-1844.32,-16.5977
0.03,17,-18830122.2,-1779.36,-16.7657
0.03,18,-17911155.15,-1631.43,-15.7558
0.03,19,-17897178.3,-1691.21,-15.9524
0.03,20,-16311842.4,-1485.76,-14.3322
0.03,21,-16894106.7,-1596.42,-14.8999
0.03,22,-14977783.07,-1364.25,-13.1008
0.03,23,-14886025.3,-1406.66,-14.3937
0.03,24,-16524429.17,-1561.49,-15.6848
0.03,25,-14401356.2,-1360.87,-13.8654
0.03,26,-15344353.97,-1449.97,-14.6462
0.03,27,-13216150.57,-1248.87,-12.9304
0.03,28,-13549314.52,-1280.35,-13.4274
0.03,29,-12434913.52,-1175.04,-12.8092
0.03,30,-11892758.02,-1123.81,-12.1497
0.03,31,-11352505.77,-1055.93,-11.7238
0.03,32,-10860415.88,-1026.26,-10.9776
0.03,33,-10982754.27,-1021.54,-11.2294
0.03,34,-9748195.7,-921.16,-10.2593
0.03,35,-10693473.93,-994.63,-10.8733
0.03,36,-7806820.4,-737.71,-9.1267
0.03,37,-8360463.43,-790.03,-9.5557
0.03,38,-7614927.43,-719.58,-8.8013
0.03,39,-7004357.08,-661.88,-8.3288
0.03,40,-5073062.83,-498.45,-6.6743
0.03,41,-5681433.48,-560.23,-7.242
0.03,42,-4985455.08,-491.6,-6.5844
0.03,43,-4614128.88,-454.99,-6.1236
0.03,44,-4883171.45,-482.73,-6.6549
0.03,45,-4466559.03,-441.54,-6.2132
0.03,46,-3250634.33,-321.34,-5.4606
0.03,47,-1163008.95,-114.97,-3.2967
0.03,48,-1704643.95,-168.51,-4.0583
0.03,49,-991211.55,-97.99,-3.1688
0.03,50,-200168.2,0,-2.7019
0.04,1,-29782140.57,-2700.35,-37.8097
0.04,2,-26722179.2,-2424.7,-27.5619
0.04,3,-25291675.25,-2389.95,-26.6472
0.04,4,-23364596.95,-2207.85,-23.6449
0.04,5,-24137427.23,-2280.88,-24.3979
0.04,6,-23139415.02,-2186.57,-21.7065
0.04,7,-21707924.3,-2051.3,-19.2852
0.04,8,-22054236.88,-2084.03,-20.0831
0.04,9,-22705887.35,-2145.61,-21.576
0.04,10,-21975504.88,-2076.59,-20.634
0.04,11,-20197957.47,-1908.62,-20.4865
0.04,12,-22011647.4,-1997.28,-18.4565
0.04,13,-19390205.92,-1832.29,-18.1288
0.04,14,-18091051.15,-1709.53,-15.9366
0.04,15,-18357725.12,-1734.72,-16.6519
0.04,16,-20325900.68,-1844.32,-16.5977
0.04,17,-16851436.75,-1592.39,-15.5227
0.04,18,-17911155.15,-1631.43,-15.7558
0.04,19,-15918492.85,-1504.23,-14.7477
0.04,20,-16311842.4,-1485.76,-14.3322
0.04,21,-14915421.25,-1409.44,-13.7292
0.04,22,-13153230.37,-1198.06,-11.0409
0.04,23,-12665272.05,-1189.85,-11.0969
0.04,24,-14699876.47,-1381,-13.2217
0.04,25,-12180602.95,-1144.32,-10.6671
0.04,26,-13519801.27,-1270.13,-12.2933
0.04,27,-12078095.02,-1134.69,-11.3289
0.04,28,-11724761.82,-1101.5,-11.1331
0.04,29,-10610360.82,-996.8,-10.4927
0.04,30,-10068205.32,-945.87,-9.8908
0.04,31,-9685309.17,-909.9,-9.479
0.04,32,-9035863.17,-848.88,-8.8038
0.04,33,-9782331.07,-924.39,-10.3471
0.04,34,-9748195.7,-921.16,-10.2593
0.04,35,-9493050.72,-897.05,-9.9888
0.04,36,-7806820.4,-737.71,-9.1267
0.04,37,-8360463.43,-790.03,-9.5557
0.04,38,-7614927.43,-719.58,-8.8013
0.04,39,-7004357.08,-661.88,-8.3288
0.04,40,-5515187.08,-543.84,-6.9837
0.04,41,-5681433.48,-560.23,-7.242
0.04,42,-4985455.08,-491.6,-6.5844
0.04,43,-4614128.88,-454.99,-6.1236
0.04,44,-4883171.45,-482.73,-6.6549
0.04,45,-4466559.03,-441.54,-6.2132
0.04,46,-3250634.33,-321.34,-5.4606
0.04,47,-1163008.95,-114.97,-3.2967
0.04,48,-1704643.95,-168.51,-4.0583
0.04,49,-991211.55,-97.99,-3.1688
0.04,50,-200168.2,0,-2.7019
0.05,1,-29782140.57,-2700.35,-37.8097
0.05,2,-26748078.87,-2427.05,-26.7349
0.05,3,-26210301.75,-2476.76,-26.6138
0.05,4,-24283223.45,-2294.66,-23.6132
0.05,5,-24137427.23,-2280.88,-24.3979
0.05,6,-21556930.13,-2037.04,-21.8707
0.05,7,-20125439.4,-1901.77,-19.3039
0.05,8,-20471751.98,-1934.49,-20.1808
0.05,9,-21123402.45,-1996.07,-21.8155
0.05,10,-19996819.42,-1889.61,-19.1569
0.05,11,-19801756.92,-1871.18,-18.8386
0.05,12,-18660355.72,-1763.32,-16.6994
0.05,13,-18360823.1,-1735.02,-16.3008
0.05,14,-18091051.15,-1709.53,-15.9366
0.05,15,-18357725.12,-1734.72,-16.6519
0.05,16,-19776671.4,-1794.49,-15.9515
0.05,17,-14477654.77,-1360.12,-12.5664
0.05,18,-15537373.17,-1415.22,-12.8726
0.05,19,-13544710.87,-1272.47,-11.8621
0.05,20,-13938060.42,-1269.54,-11.6095
0.05,21,-12541639.27,-1178.24,-10.9653
0.05,22,-12604001.1,-1148.03,-10.5052
0.05,23,-12116042.77,-1138.26,-10.544
0.05,24,-14150647.2,-1329.4,-12.6142
0.05,25,-11631373.67,-1092.72,-10.1224
0.05,26,-12970572,-1218.53,-11.7048
0.05,27,-11528865.75,-1083.09,-10.7505
0.05,28,-11175532.55,-1049.9,-10.5526
0.05,29,-10061131.55,-945.2,-9.9053
0.05,30,-9530865.57,-895.39,-9.3709
0.05,31,-9685309.17,-909.9,-9.479
0.05,32,-9035863.17,-848.88,-8.8038
