P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.89,7,10906443.13,72.98,1.7077
0.9,7,10906443.13,72.98,1.7077
0.91,7,10906443.13,72.98,1.7077
1.01,5,10897266.25,72.21,1.273
1.02,5,10897266.25,72.21,1.273
0.88,7,10631604.28,71.14,1.6729
0.99,5,10319042.28,68.38,1.1606
1,5,10319042.28,68.38,1.1606
0.86,7,10131196.08,67.8,1.5226
0.87,7,10131196.08,67.8,1.5226
0.91,5,10117589.13,67.05,1.133
0.92,5,10117589.13,67.05,1.133
0.92,7,9816439.7,65.69,1.4871
0.85,7,9783312.53,65.47,1.484
1.01,4,9847744.05,65.26,1.0323
1.02,4,9847744.05,65.26,1.0323
0.47,11,9599231.58,63.61,0.9053
0.98,5,9472416.35,62.77,1.0374
0.9,5,9425700.32,62.46,1.0444
0.81,7,9290791.93,62.17,1.3763
0.82,7,9290791.93,62.17,1.3763
0.83,7,9290791.93,62.17,1.3763
0.84,7,9290791.93,62.17,1.3763
0.72,8,9253619.33,61.92,1.3512
1,4,9269520.07,61.43,0.9457
0.97,5,9200178.4,60.97,1.0056
0.98,4,9194462.12,60.93,0.9456
0.99,4,9194462.12,60.93,0.9456
1.08,4,9055227.88,60.6,1.3076
0.89,5,9109651.82,60.37,0.9669
0.96,5,9038947.08,59.9,0.9473
1.33,2,8888779.45,59.48,0.8479
1.34,2,8888779.45,59.48,0.8479
1.03,4,8854480.8,58.68,0.9838
2.24,2,7805870.63,58.67,1.0759
2.25,2,7805870.63,58.67,1.0759
2.26,2,7805870.63,58.67,1.0759
2.27,2,7805870.63,58.67,1.0759
2.28,2,7805870.63,58.67,1.0759
2.29,2,7805870.63,58.67,1.0759
2.3,2,7805870.63,58.67,1.0759
2.31,2,7805870.63,58.67,1.0759
2.32,2,7805870.63,58.67,1.0759
2.33,2,7805870.63,58.67,1.0759
2.34,2,7805870.63,58.67,1.0759
2.35,2,7805870.63,58.67,1.0759
2.36,2,7805870.63,58.67,1.0759
2.37,2,7805870.63,58.67,1.0759
2.38,2,7805870.63,58.67,1.0759
1.31,2,8765123.57,58.65,0.8312
0.86,5,8839541.95,58.58,0.9357
0.87,5,8839541.95,58.58,0.9357
0.88,5,8839541.95,58.58,0.9357
0.46,11,8806375.15,58.36,0.7878
0.89,6,8602789.18,57.57,1.167
0.9,6,8602789.18,57.57,1.167
0.91,6,8602789.18,57.57,1.167
0.71,8,8584414.33,57.44,1.1989
1.32,2,8558926.3,57.27,0.807
0.57,10,8518584.18,57,1.004
0.58,10,8518584.18,57,1.004
0.23,33,8460152.2,56.06,0.8904
0.96,4,8456815.27,56.04,0.8584
0.97,4,8456815.27,56.04,0.8584
0.86,6,8327950.33,55.73,1.1343
0.87,6,8327950.33,55.73,1.1343
0.88,6,8327950.33,55.73,1.1343
0.92,6,8186596.15,54.78,1.1199
2.23,2,7257551,54.55,0.982
0.93,5,8198890.98,54.33,0.8556
0.94,5,8198890.98,54.33,0.8556
0.95,5,8198890.98,54.33,0.8556
0.7,8,8091893.73,54.15,1.0944
0.8,7,7966050.85,53.31,1.1103
2.21,2,7015444.95,52.73,0.9046
2.22,2,7015444.95,52.73,0.9046
0.62,7,7949381.25,52.68,0.7701
0.78,7,7605850.6,50.9,1.0307
0.79,7,7605850.6,50.9,1.0307
1.07,4,7493029.15,50.14,0.9983
1.1,4,7476781.88,50.03,1.1141
0.64,8,7342676.88,49.14,0.8705
0.65,8,7342676.88,49.14,0.8705
2.2,2,6530775.85,49.09,0.7755
0.55,10,7289561.18,48.78,0.8123
0.56,10,7289561.18,48.78,0.8123
0.24,32,7285480.95,48.28,0.7929
0.24,33,7285480.95,48.28,0.7929
0.51,10,7207975.5,48.23,0.6685
0.83,5,7248431.95,48.03,0.507
0.84,5,7248431.95,48.03,0.507
0.23,32,7246571.5,48.02,0.7822
0.74,7,7164639.55,47.94,0.9589
0.75,7,7164639.55,47.94,0.9589
0.76,7,7164639.55,47.94,0.9589
0.77,7,7164639.55,47.94,0.9589
0.85,5,7213536.92,47.8,0.5036
1.62,2,7131849.6,47.72,0.7683
0.54,10,7075083.2,47.34,0.7992
0.63,8,7072567,47.33,0.8407
0.52,10,7055147.3,47.21,0.6582
1.09,4,7038917.18,47.1,0.9863
1.06,4,7002819.15,46.86,0.8583
0.45,11,7035542.5,46.62,0.552
2.39,2,6199652.62,46.6,0.7995
2.4,2,6199652.62,46.6,0.7995
2.41,2,6199652.62,46.6,0.7995
2.42,2,6199652.62,46.6,0.7995
2.43,2,6199652.62,46.6,0.7995
1.03,3,6955030.35,46.09,0.5837
1.03,5,6925891.33,45.9,0.968
0.4,12,6807399.73,45.55,0.4941
0.48,16,5999245.32,45.09,0.5449
0.49,16,5999245.32,45.09,0.5449
0.96,3,6756266.35,44.77,0.5702
0.61,7,6748457.18,44.72,0.5884
0.48,10,6724425.93,44.56,0.5149
0.66,8,6646699.3,44.48,0.6846
0.67,8,6646699.3,44.48,0.6846
0.69,8,6634290.18,44.4,0.718
1.36,3,6159993.1,43.94,0.9515
1.37,3,6159993.1,43.94,0.9515
1.41,2,6522450.68,43.65,0.516
1.3,2,6515623.53,43.6,0.4768
0.62,8,6514742.95,43.6,0.7513
0.91,4,6570434.92,43.54,0.5391
0.92,4,6570434.92,43.54,0.5391
0.23,34,6543847,43.36,0.6783
0.95,4,6459318.45,42.8,0.5554
0.58,9,6387628.7,42.74,0.7252
1.04,4,6384825.73,42.73,0.7999
1.05,4,6384825.73,42.73,0.7999
0.82,6,6354061.75,42.52,0.5774
0.83,6,6354061.75,42.52,0.5774
0.84,6,6354061.75,42.52,0.5774
0.85,6,6354061.75,42.52,0.5774
1.58,2,6316145.65,42.27,0.7099
1.59,2,6316145.65,42.27,0.7099
1.6,2,6316145.65,42.27,0.7099
1.61,2,6316145.65,42.27,0.7099
0.26,28,5614409.28,42.2,0.6136
0.36,16,6302151.4,42.17,0.5168
0.37,16,6302151.4,42.17,0.5168
0.24,24,6234782.93,41.32,0.9757
1.35,2,6160865.55,41.23,0.4504
1.36,2,6160865.55,41.23,0.4504
1.37,2,6160865.55,41.23,0.4504
1.38,2,6160865.55,41.23,0.4504
1.39,2,6160865.55,41.23,0.4504
1.4,2,6160865.55,41.23,0.4504
1.25,2,6147068.5,41.13,0.3994
1.5,2,6103176.57,40.84,0.644
0.53,10,6059024.9,40.55,0.5662
1.23,2,5999761.02,40.15,0.3709
1.24,2,5999761.02,40.15,0.3709
2.18,2,5326063.68,40.03,0.49
2.19,2,5326063.68,40.03,0.49
0.82,5,6034685.15,39.99,0.3454
0.94,4,5992824.6,39.71,0.4956
0.72,7,5867038.08,39.26,0.798
0.73,7,5867038.08,39.26,0.798
1.48,3,5218855.55,39.23,0.8212
0.68,8,5826025.03,38.99,0.648
0.9,4,5878546.12,38.96,0.4618
0.47,10,5862496.3,38.85,0.441
0.47,8,5847263.53,38.75,0.6114
1.26,2,5684801.4,38.04,0.3691
1.27,2,5684801.4,38.04,0.3691
1.28,2,5684801.4,38.04,0.3691
1.29,2,5684801.4,38.04,0.3691
1.2,2,5678116.27,38,0.3328
1.21,2,5678116.27,38,0.3328
1.22,2,5678116.27,38,0.3328
0.39,12,5655624.47,37.85,0.3374
0.93,4,5662971.45,37.53,0.4437
0.51,8,5605102.1,37.51,0.6333
0.48,8,5616052.8,37.22,0.5491
0.61,8,5544418.15,37.1,0.6338
0.46,16,4931725.55,37.07,0.4092
0.24,23,5589483.15,37.04,0.816
0.59,10,5514602.8,36.9,0.9072
0.89,4,5562497.62,36.86,0.3949
0.86,3,5501070.05,36.45,0.2198
2.16,2,4825655.48,36.27,0.354
2.17,2,4825655.48,36.27,0.354
0.26,27,4817185.08,36.21,0.5257
1.48,2,5394566.97,36.1,0.5118
1.49,2,5394566.97,36.1,0.5118
0.76,9,5362122.03,35.88,1.0512
0.77,9,5362122.03,35.88,1.0512
0.78,9,5362122.03,35.88,1.0512
1.35,3,5026938.77,35.86,0.7658
1.44,3,4753446.65,35.73,0.7303
1.45,3,4753446.65,35.73,0.7303
1.46,3,4753446.65,35.73,0.7303
1.47,3,4753446.65,35.73,0.7303
1.5,5,4699995.55,35.33,1.1121
1.51,5,4699995.55,35.33,1.1121
0.64,7,5256881.38,35.18,0.5715
0.65,7,5256881.38,35.18,0.5715
1.06,3,5250543.48,35.14,0.5109
0.59,7,5291056.08,35.06,0.32
0.52,8,5233435.08,35.02,0.5792
1.48,5,4635366.83,34.84,1.0736
1.49,5,4635366.83,34.84,1.0736
0.57,9,5198913.4,34.79,0.5857
0.7,7,5197833.08,34.78,0.6594
0.71,7,5197833.08,34.78,0.6594
1.02,3,5217019.83,34.57,0.4742
0.6,10,5151179.27,34.47,0.8479
0.32,17,4548630.53,34.19,0.4065
0.52,14,5107247.23,34.18,0.5679
0.48,9,5151520.58,34.14,0.5042
0.46,18,4423784.28,34.01,0.3829
0.93,3,5120883.3,33.94,0.3189
0.33,17,4496324.98,33.8,0.3475
1.18,2,5049780.87,33.79,0.2938
1.19,2,5049780.87,33.79,0.2938
0.51,18,4361369.75,33.53,0.7181
0.52,18,4361369.75,33.53,0.7181
0.53,18,4361369.75,33.53,0.7181
0.76,14,4358362.88,33.51,1.3023
0.76,15,4358362.88,33.51,1.3023
0.76,16,4358362.88,33.51,1.3023
0.77,14,4358362.88,33.51,1.3023
0.77,15,4358362.88,33.51,1.3023
0.77,16,4358362.88,33.51,1.3023
0.78,14,4358362.88,33.51,1.3023
0.78,15,4358362.88,33.51,1.3023
0.78,16,4358362.88,33.51,1.3023
0.79,13,4358362.88,33.51,1.3023
0.79,14,4358362.88,33.51,1.3023
0.79,15,4358362.88,33.51,1.3023
0.79,16,4358362.88,33.51,1.3023
0.8,13,4358362.88,33.51,1.3023
0.8,14,4358362.88,33.51,1.3023
0.8,15,4358362.88,33.51,1.3023
0.8,16,4358362.88,33.51,1.3023
0.81,13,4358362.88,33.51,1.3023
0.81,14,4358362.88,33.51,1.3023
0.81,15,4358362.88,33.51,1.3023
0.81,16,4358362.88,33.51,1.3023
0.82,13,4358362.88,33.51,1.3023
0.82,14,4358362.88,33.51,1.3023
0.82,15,4358362.88,33.51,1.3023
0.82,16,4358362.88,33.51,1.3023
0.6,7,5051696.05,33.48,0.3564
1.05,3,4980433.6,33.33,0.4919
1.55,2,4974031.57,33.28,0.5296
1.56,2,4974031.57,33.28,0.5296
1.57,2,4974031.57,33.28,0.5296
