P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-26758711.03,-2525.03,-45.3807
0.01,2,-25207169.3,-2398.29,-31.5098
0.01,3,-25473723.6,-2403.77,-38.5189
0.01,4,-23104734.55,-2257.41,-28.1492
0.01,5,-24044621.15,-2268.92,-36.5798
0.01,6,-22041896.73,-2153.57,-26.0486
0.01,7,-22664681.33,-2138.7,-32.6315
0.01,8,-21208504.45,-2072.14,-24.5137
0.01,9,-21384912.6,-2017.94,-29.2312
0.01,10,-20202956.75,-1906.41,-25.4379
0.01,11,-20622390.3,-1945.99,-27.1945
0.01,12,-19765098.75,-1865.09,-24.4426
0.01,13,-19807398.6,-1869.08,-25.5827
0.01,14,-18658104.2,-1760.63,-22.8135
0.01,15,-18218685.28,-1719.17,-23.0858
0.01,16,-17540961.58,-1655.22,-20.8438
0.01,17,-17359611.13,-1638.1,-21.4767
0.01,18,-16980296.6,-1602.31,-20.0175
0.01,19,-16677049.33,-1573.69,-20.3077
0.01,20,-16370436.7,-1544.76,-19.1638
0.01,21,-15311957.38,-1444.88,-18.9657
0.01,22,-14945148.38,-1410.27,-18.3304
0.01,23,-14543382.18,-1372.36,-17.7777
0.01,24,-14031403.63,-1370.91,-15.3001
0.01,25,-13239311.13,-1249.3,-16.9556
0.01,26,-12991764.73,-1269.34,-14.0468
0.01,27,-12671918.08,-1243.62,-13.2353
0.01,28,-12376885.7,-1209.26,-13.2786
0.01,29,-11124884.23,-1092.43,-12.2337
0.01,30,-11751561.23,-1148.17,-12.6165
0.01,31,-10206343.58,-1002.23,-11.3184
0.01,32,-10947113.85,-1069.57,-11.805
0.01,33,-9681966.75,-945.96,-11.3563
0.01,34,-8994863.55,-883.27,-10.5464
0.01,35,-6792592.55,-650.73,-11.1315
0.01,36,-8171858,-802.45,-9.6752
0.01,37,-5924401.2,-567.56,-9.9107
0.01,38,-7665481.95,-752.73,-8.9771
0.01,39,-4916586.6,-471.01,-8.6427
0.01,40,-6240287.52,-612.78,-8.3778
0.01,41,-3856019.35,-381.68,-8.1205
0.01,42,-4187528.78,-411.2,-8.2482
0.01,43,-3312898.45,-327.92,-7.5115
0.01,44,-3471233.5,-340.86,-7.1458
0.01,45,-2084705.65,-206.35,-6.2565
0.01,46,-2254079.3,-227.39,-5.588
0.01,47,-1169170.08,-118.09,-5.4011
0.01,48,-1253027.3,-127.95,-4.7762
0.01,49,-560304.3,-59.36,-3.8583
0.01,50,-232536.83,0,-2.7019
0.02,1,-26758711.03,-2525.03,-45.3807
0.02,2,-24921759.75,-2351.69,-36.0042
0.02,3,-25473723.6,-2403.77,-38.5189
0.02,4,-22819325,-2153.3,-31.8681
0.02,5,-24044621.15,-2268.92,-36.5798
0.02,6,-21756487.18,-2053,-29.1887
0.02,7,-22664681.33,-2138.7,-32.6315
0.02,8,-20923094.9,-1974.36,-27.2709
0.02,9,-21384912.6,-2017.94,-29.2312
0.02,10,-18262636.73,-1723.31,-20.9806
0.02,11,-19629984.28,-1880.56,-25.8188
0.02,12,-16832372.7,-1612.55,-19.2568
0.02,13,-18814992.58,-1802.49,-24.3239
0.02,14,-17061013.73,-1668.33,-16.516
0.02,15,-18561914.83,-1815.1,-19.4368
0.02,16,-15943871.1,-1559.09,-15.26
0.02,17,-17702840.68,-1731.09,-18.2329
0.02,18,-15383206.13,-1504.27,-14.6993
0.02,19,-17020278.88,-1664.35,-17.3436
0.02,20,-15832908.07,-1548.24,-16.4242
0.02,21,-15655186.92,-1530.86,-16.1601
0.02,22,-15288377.92,-1494.99,-15.6671
0.02,23,-14886611.73,-1455.71,-15.2093
0.02,24,-14031403.63,-1370.91,-15.3001
0.02,25,-13582540.68,-1332.99,-14.3059
0.02,26,-12991764.73,-1269.34,-14.0468
0.02,27,-12671918.08,-1243.62,-13.2353
0.02,28,-12376885.7,-1209.26,-13.2786
0.02,29,-11124884.23,-1092.43,-12.2337
0.02,30,-11751561.23,-1148.17,-12.6165
0.02,31,-10206343.58,-1002.23,-11.3184
0.02,32,-10947113.85,-1069.57,-11.805
0.02,33,-9681966.75,-945.96,-11.3563
0.02,34,-8994863.55,-883.27,-10.5464
0.02,35,-8073522.1,-792.79,-10.6693
0.02,36,-8171858,-802.45,-9.6752
0.02,37,-7205330.75,-707.54,-9.5689
0.02,38,-7665481.95,-752.73,-8.9771
0.02,39,-7469124.42,-733.44,-8.7889
0.02,40,-6240287.52,-612.78,-8.3778
0.02,41,-3856019.35,-381.68,-8.1205
0.02,42,-4187528.78,-411.2,-8.2482
0.02,43,-3312898.45,-327.92,-7.5115
0.02,44,-3471233.5,-340.86,-7.1458
0.02,45,-2084705.65,-206.35,-6.2565
0.02,46,-2254079.3,-227.39,-5.588
0.02,47,-1169170.08,-118.09,-5.4011
0.02,48,-1253027.3,-127.95,-4.7762
0.02,49,-560304.3,-59.36,-3.8583
0.02,50,-232536.83,0,-2.7019
0.03,1,-26758711.03,-2525.03,-45.3807
0.03,2,-24921759.75,-2351.69,-36.0042
0.03,3,-25816953.15,-2499.63,-30.01
0.03,4,-23162554.55,-2264.98,-25.6935
0.03,5,-24387850.7,-2384.8,-28.4805
0.03,6,-22099716.73,-2161.05,-23.918
0.03,7,-23007910.88,-2249.86,-26.0377
0.03,8,-19326004.43,-1889.82,-19.1138
0.03,9,-21728142.15,-2124.71,-23.8342
0.03,10,-18605866.28,-1819.4,-18.1287
0.03,11,-20965619.85,-2050.15,-22.4857
0.03,12,-18168008.28,-1776.58,-17.5687
0.03,13,-20150628.15,-1970.45,-21.3399
0.03,14,-16434060.23,-1607.02,-15.7272
0.03,15,-17934961.33,-1753.79,-18.4771
0.03,16,-15316917.6,-1497.78,-14.524
0.03,17,-17075887.18,-1669.79,-17.3403
0.03,18,-14756252.63,-1442.96,-13.9839
0.03,19,-16393325.38,-1603.04,-16.4968
0.03,20,-15205954.57,-1486.93,-15.6086
0.03,21,-15028233.42,-1469.55,-15.3569
0.03,22,-14661424.42,-1433.68,-14.8855
0.03,23,-14259658.23,-1394.4,-14.4447
0.03,24,-13551942.45,-1329.98,-14.18
0.03,25,-12955587.18,-1271.46,-13.5549
0.03,26,-12512303.55,-1227.95,-13.0058
0.03,27,-11719047.65,-1150.1,-13.1601
0.03,28,-9814892.75,-963.79,-11.7389
0.03,29,-10172013.8,-998.86,-12.2058
0.03,30,-8174604.75,-802.72,-9.948
0.03,31,-9253473.15,-908.66,-11.2438
0.03,32,-8174869.05,-802.75,-10.501
0.03,33,-8729096.32,-852.86,-11.3645
0.03,34,-6804939.97,-673.57,-9.2818
0.03,35,-6358681.72,-629.4,-8.8219
0.03,36,-5502391.1,-544.64,-7.6116
0.03,37,-5488734.28,-543.29,-7.5891
0.03,38,-5042165.42,-499.09,-7.1334
0.03,39,-5752527.95,-569.4,-6.994
0.03,40,-4523691.05,-447.77,-6.3763
0.03,41,-3376476.03,-334.21,-6.9818
0.03,42,-2470932.3,-244.58,-5.6314
0.03,43,-2833355.13,-280.45,-6.3094
0.03,44,-2264771.57,-224.17,-5.6354
0.03,45,-1605162.32,-158.88,-4.7206
0.03,46,-2254079.3,-227.39,-5.588
0.03,47,-689626.75,-69.65,-3.0954
0.03,48,-1253027.3,-127.95,-4.7762
0.03,49,-508146.63,-51.89,-3.287
0.03,50,-232536.83,0,-2.7019
0.04,1,-26758711.03,-2525.03,-45.3807
0.04,2,-25264989.3,-2403.79,-28.589
0.04,3,-25816953.15,-2499.63,-30.01
0.04,4,-23162554.55,-2264.98,-25.6935
0.04,5,-24387850.7,-2384.8,-28.4805
0.04,6,-22099716.73,-2161.05,-23.918
0.04,7,-23007910.88,-2249.86,-26.0377
0.04,8,-18739792.43,-1832.49,-18.3162
0.04,9,-21101188.65,-2063.4,-22.5775
0.04,10,-17392700.78,-1700.77,-16.5531
0.04,11,-20338666.35,-1988.84,-21.3339
0.04,12,-16954842.78,-1657.95,-16.0456
0.04,13,-19523674.65,-1909.15,-20.2673
0.04,14,-15847848.23,-1549.7,-15.0734
0.04,15,-17934961.33,-1753.79,-18.4771
0.04,16,-15316917.6,-1497.78,-14.524
0.04,17,-17075887.18,-1669.79,-17.3403
0.04,18,-14756252.63,-1442.96,-13.9839
0.04,19,-16393325.38,-1603.04,-16.4968
0.04,20,-15205954.57,-1486.93,-15.6086
0.04,21,-14631202.82,-1430.73,-14.8773
0.04,22,-14264393.82,-1394.86,-14.4171
