P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.51,8,8090971.53,230.36,2.9179
0.52,8,8090971.53,230.36,2.9179
0.48,8,7819076.65,222.61,2.8079
0.49,8,7819076.65,222.61,2.8079
0.5,8,7819076.65,222.61,2.8079
0.42,9,7553411.63,208.22,2.8971
0.43,9,7270757.03,207,2.6121
0.44,9,7270757.03,207,2.6121
0.47,8,7270757.03,207,2.6121
0.96,3,6825720.9,194.33,2.4668
0.97,3,6825720.9,194.33,2.4668
0.51,7,6647013.25,189.24,2.4723
0.52,7,6647013.25,189.24,2.4723
0.5,7,6375118.38,181.5,2.3664
0.47,5,6528388.85,179.97,2.0278
0.56,8,6271592.73,178.56,2.4165
1,4,6063559.7,178.3,2.4656
1.01,4,6063559.7,178.3,2.4656
1.02,4,6063559.7,178.3,2.4656
1.05,3,6190920.67,176.26,2.484
1.06,3,6190920.67,176.26,2.484
0.98,4,5988501.75,176.09,2.5076
0.99,4,5988501.75,176.09,2.5076
0.43,8,6301715.3,173.72,2.4435
0.44,8,6301715.3,173.72,2.4435
0.54,8,6073494.93,172.92,2.3246
0.55,8,6073494.93,172.92,2.3246
0.44,11,5868508.5,172.56,2.5302
0.45,11,5868508.5,172.56,2.5302
0.46,11,5868508.5,172.56,2.5302
0.47,11,5868508.5,172.56,2.5302
0.45,5,6013294.6,171.2,1.7082
0.45,8,6019060.7,170.34,2.1887
0.51,10,5747623.13,169.01,2.2958
0.52,10,5747623.13,169.01,2.2958
1.08,4,5739501.45,168.77,2.6585
1.03,3,5919025.8,168.52,2.3923
1.04,3,5919025.8,168.52,2.3923
0.96,4,5716263.8,168.09,2.4166
0.97,4,5716263.8,168.09,2.4166
0.23,40,5726824.82,165.94,3.0814
0.46,8,5826798.75,165.89,2.1757
0.99,5,5563079.92,163.58,2.7712
1,5,5563079.92,163.58,2.7712
1.01,5,5563079.92,163.58,2.7712
1.02,5,5563079.92,163.58,2.7712
0.48,10,5475728.25,161.01,2.1576
0.49,10,5475728.25,161.01,2.1576
0.5,10,5475728.25,161.01,2.1576
0.53,8,5632283.88,160.35,2.1368
0.49,4,5794934.7,159.75,1.7264
0.57,10,5420705.72,159.39,2.4578
0.58,10,5420705.72,159.39,2.4578
0.98,3,5556508.28,158.2,2.1994
0.99,3,5556508.28,158.2,2.1994
1,3,5556508.28,158.2,2.1994
1.01,3,5556508.28,158.2,2.1994
1.02,3,5556508.28,158.2,2.1994
0.89,6,5290841.97,155.58,2.6328
0.89,7,5290841.97,155.58,2.6328
0.9,6,5290841.97,155.58,2.6328
0.9,7,5290841.97,155.58,2.6328
0.91,6,5290841.97,155.58,2.6328
0.91,7,5290841.97,155.58,2.6328
0.92,6,5290841.97,155.58,2.6328
0.92,7,5290841.97,155.58,2.6328
0.48,4,5583639.32,153.92,1.4984
0.66,8,5139499.72,151.13,2.1252
0.67,8,5139499.72,151.13,2.1252
0.5,4,5441126.17,150,1.609
0.51,4,5441126.17,150,1.609
0.52,4,5441126.17,150,1.609
0.21,41,5162382.45,149.59,2.8129
0.22,40,5162382.45,149.59,2.8129
1.03,4,5070296.45,149.09,2.2867
1.04,4,5070296.45,149.09,2.2867
1.05,4,5070296.45,149.09,2.2867
1.06,4,5070296.45,149.09,2.2867
1.07,4,5070296.45,149.09,2.2867
0.42,11,5027676.75,147.84,2.0679
0.43,11,5027676.75,147.84,2.0679
0.78,7,5016003.13,147.49,2.509
0.79,7,5016003.13,147.49,2.509
0.8,7,5016003.13,147.49,2.509
0.81,6,5016003.13,147.49,2.509
0.81,7,5016003.13,147.49,2.509
0.82,6,5016003.13,147.49,2.509
0.82,7,5016003.13,147.49,2.509
0.83,6,5016003.13,147.49,2.509
0.83,7,5016003.13,147.49,2.509
0.84,6,5016003.13,147.49,2.509
0.84,7,5016003.13,147.49,2.509
0.85,6,5016003.13,147.49,2.509
0.85,7,5016003.13,147.49,2.509
0.86,6,5016003.13,147.49,2.509
0.86,7,5016003.13,147.49,2.509
0.87,6,5016003.13,147.49,2.509
0.87,7,5016003.13,147.49,2.509
0.88,6,5016003.13,147.49,2.509
0.88,7,5016003.13,147.49,2.509
2.24,2,4389620.92,147.23,3.2091
2.25,2,4389620.92,147.23,3.2091
2.26,2,4389620.92,147.23,3.2091
2.27,2,4389620.92,147.23,3.2091
2.28,2,4389620.92,147.23,3.2091
2.29,2,4389620.92,147.23,3.2091
2.3,2,4389620.92,147.23,3.2091
2.31,2,4389620.92,147.23,3.2091
2.32,2,4389620.92,147.23,3.2091
2.33,2,4389620.92,147.23,3.2091
2.34,2,4389620.92,147.23,3.2091
2.35,2,4389620.92,147.23,3.2091
2.36,2,4389620.92,147.23,3.2091
2.37,2,4389620.92,147.23,3.2091
2.38,2,4389620.92,147.23,3.2091
2.39,2,4389620.92,147.23,3.2091
2.4,2,4389620.92,147.23,3.2091
2.41,2,4389620.92,147.23,3.2091
2.42,2,4389620.92,147.23,3.2091
2.43,2,4389620.92,147.23,3.2091
0.91,3,5120340.45,145.78,1.8182
0.92,3,5120340.45,145.78,1.8182
0.93,3,5120340.45,145.78,1.8182
0.94,3,5120340.45,145.78,1.8182
0.95,3,5120340.45,145.78,1.8182
0.45,10,4927408.63,144.89,1.9127
0.46,10,4927408.63,144.89,1.9127
0.47,10,4927408.63,144.89,1.9127
0.45,9,4909833.28,144.37,1.7544
0.46,9,4909833.28,144.37,1.7544
0.47,9,4909833.28,144.37,1.7544
0.51,9,4906791.38,144.28,1.85
0.52,9,4906791.38,144.28,1.85
0.48,5,5046334.25,143.67,1.4788
0.38,9,5199205.93,143.33,1.6715
0.45,7,4923833.67,140.18,1.8454
0.46,7,4923833.67,140.18,1.8454
0.53,10,4751500.72,139.72,1.9469
0.54,10,4751500.72,139.72,1.9469
0.55,10,4751500.72,139.72,1.9469
0.56,10,4751500.72,139.72,1.9469
0.58,8,4751500.72,139.72,1.9469
0.58,9,4751500.72,139.72,1.9469
0.59,8,4751500.72,139.72,1.9469
0.6,8,4751500.72,139.72,1.9469
0.61,8,4751500.72,139.72,1.9469
0.62,8,4751500.72,139.72,1.9469
0.63,8,4751500.72,139.72,1.9469
0.64,8,4751500.72,139.72,1.9469
0.65,8,4751500.72,139.72,1.9469
0.98,5,4716454,138.69,2.1969
0.66,7,4698288.67,138.15,1.8739
0.67,7,4698288.67,138.15,1.8739
1.18,2,4641750.02,136.49,1.5823
1.19,2,4641750.02,136.49,1.5823
1.2,2,4641750.02,136.49,1.5823
1.21,2,4641750.02,136.49,1.5823
1.22,2,4641750.02,136.49,1.5823
1.23,2,4641750.02,136.49,1.5823
1.24,2,4641750.02,136.49,1.5823
1.25,2,4641750.02,136.49,1.5823
0.48,9,4634896.5,136.29,1.7187
0.49,9,4634896.5,136.29,1.7187
0.5,9,4634896.5,136.29,1.7187
0.21,39,4677736.07,135.54,2.4024
0.21,40,4677736.07,135.54,2.4024
0.22,38,4677736.07,135.54,2.4024
0.22,39,4677736.07,135.54,2.4024
0.23,37,4677736.07,135.54,2.4024
0.23,38,4677736.07,135.54,2.4024
0.23,39,4677736.07,135.54,2.4024
0.36,12,4764902.3,134.85,1.8142
0.37,12,4764902.3,134.85,1.8142
0.38,12,4764902.3,134.85,1.8142
0.39,12,4764902.3,134.85,1.8142
0.4,12,4764902.3,134.85,1.8142
0.74,7,4574792.07,134.52,2.2022
0.75,7,4574792.07,134.52,2.2022
0.76,7,4574792.07,134.52,2.2022
0.77,7,4574792.07,134.52,2.2022
1.08,3,4499201.92,132.3,2.0409
0.56,7,4623830.55,131.64,1.8717
0.42,7,4594041.67,130.8,1.7007
0.43,7,4594041.67,130.8,1.7007
0.44,7,4594041.67,130.8,1.7007
0.96,5,4444216.05,130.68,2.0742
0.97,5,4444216.05,130.68,2.0742
0.53,4,4728102.05,130.34,1.393
0.54,4,4728102.05,130.34,1.393
0.44,5,4498198.7,129.59,1.0945
1.3,2,4340114.75,127.62,1.7594
1.31,2,4340114.75,127.62,1.7594
1.32,2,4340114.75,127.62,1.7594
1.33,2,4340114.75,127.62,1.7594
1.34,2,4340114.75,127.62,1.7594
1.35,2,4340114.75,127.62,1.7594
1.36,2,4340114.75,127.62,1.7594
1.37,2,4340114.75,127.62,1.7594
1.38,2,4340114.75,127.62,1.7594
1.39,2,4340114.75,127.62,1.7594
1.4,2,4340114.75,127.62,1.7594
1.41,2,4340114.75,127.62,1.7594
1.42,2,4340114.75,127.62,1.7594
1.43,2,4340114.75,127.62,1.7594
1.44,2,4340114.75,127.62,1.7594
1.45,2,4340114.75,127.62,1.7594
1.46,2,4340114.75,127.62,1.7594
1.47,2,4340114.75,127.62,1.7594
1.48,2,4340114.75,127.62,1.7594
1.49,2,4340114.75,127.62,1.7594
1.5,2,4340114.75,127.62,1.7594
0.78,6,4324114.32,127.15,2.1324
0.79,6,4324114.32,127.15,2.1324
0.8,6,4324114.32,127.15,2.1324
0.72,8,4313253.65,126.83,2.1584
0.61,7,4310289.67,126.74,1.703
0.62,7,4310289.67,126.74,1.703
0.63,7,4310289.67,126.74,1.703
0.64,7,4310289.67,126.74,1.703
0.65,7,4310289.67,126.74,1.703
0.46,5,4444361.7,126.53,1.3103
0.9,3,4428451.65,126.08,1.6123
0.53,7,4425732.75,126,1.7847
0.54,7,4425732.75,126,1.7847
0.55,7,4425732.75,126,1.7847
2.23,2,3841301.3,124.46,2.6591
0.48,7,4368287.38,124.37,1.7044
0.49,7,4368287.38,124.37,1.7044
0.39,11,4548897.5,123.69,1.6688
0.4,11,4548897.5,123.69,1.6688
0.41,11,4548897.5,123.69,1.6688
0.21,42,4019852.92,121.53,2.45
0.21,43,4019852.92,121.53,2.45
0.21,44,4019852.92,121.53,2.45
0.21,45,4019852.92,121.53,2.45
0.21,46,4019852.92,121.53,2.45
0.21,47,4019852.92,121.53,2.45
0.21,48,4019852.92,121.53,2.45
0.22,41,4019852.92,121.53,2.45
0.22,42,4019852.92,121.53,2.45
0.22,43,4019852.92,121.53,2.45
0.22,44,4019852.92,121.53,2.45
0.22,45,4019852.92,121.53,2.45
0.22,46,4019852.92,121.53,2.45
0.22,47,4019852.92,121.53,2.45
0.22,48,4019852.92,121.53,2.45
0.23,41,4019852.92,121.53,2.45
0.23,42,4019852.92,121.53,2.45
0.23,43,4019852.92,121.53,2.45
0.23,44,4019852.92,121.53,2.45
0.23,45,4019852.92,121.53,2.45
0.23,46,4019852.92,121.53,2.45
0.23,47,4019852.92,121.53,2.45
0.24,37,4019852.92,121.53,2.45
0.24,38,4019852.92,121.53,2.45
0.24,39,4019852.92,121.53,2.45
0.24,40,4019852.92,121.53,2.45
0.24,41,4019852.92,121.53,2.45
0.24,42,4019852.92,121.53,2.45
0.24,43,4019852.92,121.53,2.45
0.24,44,4019852.92,121.53,2.45
0.24,45,4019852.92,121.53,2.45
0.24,46,4019852.92,121.53,2.45
0.24,47,4019852.92,121.53,2.45
0.25,37,4019852.92,121.53,2.45
0.25,38,4019852.92,121.53,2.45
0.25,39,4019852.92,121.53,2.45
0.25,40,4019852.92,121.53,2.45
0.25,41,4019852.92,121.53,2.45
0.25,42,4019852.92,121.53,2.45
0.25,43,4019852.92,121.53,2.45
0.25,44,4019852.92,121.53,2.45
0.25,45,4019852.92,121.53,2.45
0.26,37,4019852.92,121.53,2.45
0.26,38,4019852.92,121.53,2.45
0.26,39,4019852.92,121.53,2.45
0.26,40,4019852.92,121.53,2.45
0.26,41,4019852.92,121.53,2.45
0.26,42,4019852.92,121.53,2.45
0.26,43,4019852.92,121.53,2.45
0.26,44,4019852.92,121.53,2.45
0.26,45,4019852.92,121.53,2.45
0.27,37,4019852.92,121.53,2.45
0.27,38,4019852.92,121.53,2.45
0.27,39,4019852.92,121.53,2.45
0.27,40,4019852.92,121.53,2.45
0.27,41,4019852.92,121.53,2.45
0.27,42,4019852.92,121.53,2.45
0.27,43,4019852.92,121.53,2.45
0.27,44,4019852.92,121.53,2.45
1.53,3,3676171.92,120.21,2.3563
1.54,3,3676171.92,120.21,2.3563
1.55,3,3676171.92,120.21,2.3563
1.56,3,3676171.92,120.21,2.3563
1.57,3,3676171.92,120.21,2.3563
1.58,3,3676171.92,120.21,2.3563
1.59,3,3676171.92,120.21,2.3563
0.42,10,4086576.88,120.16,1.4828
0.43,10,4086576.88,120.16,1.4828
0.44,10,4086576.88,120.16,1.4828
0.39,9,4319006.77,119.06,1.4387
0.43,5,4012794.72,115.61,0.9393
0.42,8,4182190.67,115.29,1.7029
