P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-28382684.05,-2660.24,-30.4793
0.01,2,-28717218.93,-2691.59,-31.8562
0.01,3,-26854095.9,-2516.97,-25.1817
0.01,4,-26973614.45,-2528.17,-25.7017
0.01,5,-25975384.08,-2434.61,-23.8792
0.01,6,-23404210.4,-2193.62,-20.7412
0.01,7,-22747328.05,-2132.05,-19.782
0.01,8,-22662822.5,-2124.13,-19.9127
0.01,9,-21736790.88,-2037.33,-18.7671
0.01,10,-21906008,-2053.19,-19.0534
0.01,11,-21120897.8,-1979.61,-18.3152
0.01,12,-20647129.1,-1935.2,-17.7686
0.01,13,-20756798.8,-1945.48,-18.0929
0.01,14,-19408470.5,-1819.11,-16.6745
0.01,15,-19558688.8,-1833.19,-16.9079
0.01,16,-21404365.57,-2006.18,-18.9188
0.01,17,-20093038.57,-1883.27,-18.0034
0.01,18,-19409974.8,-1819.25,-17.3802
0.01,19,-16608348.38,-1602.03,-17.2707
0.01,20,-16882773.88,-1604.12,-15.896
0.01,21,-15160590.53,-1462.38,-16.1276
0.01,22,-15038694.2,-1450.63,-14.6572
0.01,23,-14262306.85,-1375.74,-15.2812
0.01,24,-14112151.05,-1361.25,-13.8167
0.01,25,-12057146.03,-1163.03,-12.4431
0.01,26,-12348768.45,-1191.16,-12.5167
0.01,27,-11257179.08,-1085.86,-11.6544
0.01,28,-11277787.2,-1087.85,-11.6558
0.01,29,-9952021.65,-959.97,-10.5777
0.01,30,-10893971.4,-1050.83,-11.2586
0.01,31,-9267749.4,-893.96,-9.8611
0.01,32,-9857877.98,-950.89,-10.2211
0.01,33,-8337089.7,-804.19,-8.9396
0.01,34,-8916535.58,-860.08,-9.5023
0.01,35,-6507059.38,-627.67,-7.1624
0.01,36,-6970826.27,-672.4,-7.8447
0.01,37,-6474094.02,-624.49,-7.4426
0.01,38,-6381081.75,-615.52,-7.6279
0.01,39,-5399129.82,-520.8,-6.516
0.01,40,-5694172.65,-549.26,-6.9404
0.01,41,-5151458.4,-496.91,-6.4282
0.01,42,-4825216.5,-465.44,-6.0885
0.01,43,-4356845.85,-420.26,-5.6369
0.01,44,-4608294.9,-444.51,-5.9568
0.01,45,-5140578.3,-495.86,-6.7393
0.01,46,-4740472.05,-457.26,-6.4363
0.01,47,-3280508.25,-316.44,-6.1709
0.01,48,-2454138.25,-244.3,-5.2553
0.01,49,-400775.5,-42.45,-3.1336
0.01,50,-972776.1,-102.23,-3.2118
0.02,1,-28382684.05,-2660.24,-30.4793
0.02,2,-27788829.68,-2604.58,-27.2227
0.02,3,-24008711.23,-2250.28,-21.2288
0.02,4,-22519175.88,-2110.66,-19.3911
0.02,5,-23129999.4,-2167.92,-20.2132
0.02,6,-21795156.5,-2042.8,-18.6342
0.02,7,-21971388.4,-2059.32,-18.979
0.02,8,-20277828.95,-1900.59,-17.1917
0.02,9,-19897529.15,-1890.57,-18.0431
0.02,10,-19021375.1,-1807.32,-17.2404
0.02,11,-19281636.07,-1832.05,-17.6019
0.02,12,-18807867.38,-1787.04,-17.0545
0.02,13,-15888817.75,-1532.63,-15.2079
0.02,14,-15587584.15,-1503.57,-14.8889
0.02,15,-15737802.45,-1518.06,-15.1261
0.02,16,-17583479.23,-1696.09,-17.0671
0.02,17,-16272152.23,-1569.6,-16.2475
0.02,18,-15589088.45,-1503.72,-15.6658
0.02,19,-15474804.67,-1492.69,-14.8468
0.02,20,-14841418.42,-1431.6,-14.3558
0.02,21,-14027046.82,-1353.04,-13.7969
0.02,22,-15038694.2,-1450.63,-14.6572
0.02,23,-13128763.15,-1266.39,-13.0436
0.02,24,-14112151.05,-1361.25,-13.8167
0.02,25,-10476238.88,-1010.53,-10.2976
0.02,26,-10827592.13,-1044.42,-10.7428
0.02,27,-9736002.75,-939.13,-9.9237
0.02,28,-9756610.88,-941.12,-9.9173
0.02,29,-8430845.33,-813.24,-8.8804
0.02,30,-9372795.08,-904.1,-9.5482
0.02,31,-7746573.08,-747.23,-8.2092
0.02,32,-8336701.65,-804.15,-8.5758
0.02,33,-6815913.38,-657.46,-7.3309
0.02,34,-7133524.42,-688.1,-7.6634
0.02,35,-6507059.38,-627.67,-7.1624
0.02,36,-6970826.27,-672.4,-7.8447
0.02,37,-6474094.02,-624.49,-7.4426
0.02,38,-6381081.75,-615.52,-7.6279
0.02,39,-5399129.82,-520.8,-6.516
0.02,40,-5694172.65,-549.26,-6.9404
0.02,41,-5151458.4,-496.91,-6.4282
0.02,42,-4825216.5,-465.44,-6.0885
0.02,43,-4356845.85,-420.26,-5.6369
0.02,44,-4608294.9,-444.51,-5.9568
0.02,45,-5140578.3,-495.86,-6.7393
0.02,46,-4740472.05,-457.26,-6.4363
0.02,47,-3280508.25,-316.44,-6.1709
0.02,48,-2454138.25,-244.3,-5.2553
0.02,49,-400775.5,-42.45,-3.1336
0.02,50,-972776.1,-102.23,-3.2118
0.03,1,-27454294.8,-2573.22,-26.2363
0.03,2,-23334391.1,-2187.07,-20.3613
0.03,3,-24008711.23,-2250.28,-21.2288
0.03,4,-22519175.88,-2110.66,-19.3911
0.03,5,-23129999.4,-2167.92,-20.2132
0.03,6,-21019216.85,-1970.08,-17.8813
0.03,7,-20908066.32,-1986.59,-19.0544
0.03,8,-19214506.88,-1825.67,-17.1874
0.03,9,-20591514.65,-1956.51,-19.1266
0.03,10,-18307575.88,-1739.5,-16.4144
0.03,11,-16586212.23,-1599.9,-15.6474
0.03,12,-16112443.53,-1554.2,-15.1408
0.03,13,-14367641.43,-1385.9,-13.2854
0.03,14,-14066407.83,-1356.84,-12.9994
0.03,15,-14216626.13,-1371.33,-13.2044
0.03,16,-16062302.9,-1549.36,-14.9312
0.03,17,-14691245.08,-1417.11,-13.7193
0.03,18,-14739224.3,-1421.74,-13.6948
0.03,19,-14684671.35,-1416.48,-13.4434
0.03,20,-14051285.1,-1355.38,-12.9817
