P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.99,5,12098408.07,126.19,2.5799
1,5,12098408.07,126.19,2.5799
1.01,5,12019061,125.36,2.6284
1.02,5,12019061,125.36,2.6284
1,4,11835383.17,123.45,2.1966
0.98,4,11760325.22,122.66,2.2183
0.99,4,11760325.22,122.66,2.2183
1.01,4,11756036.1,122.62,2.2168
1.02,4,11756036.1,122.62,2.2168
0.98,5,11251782.15,117.36,2.3313
0.96,4,11022678.37,114.97,2.0801
0.97,4,11022678.37,114.97,2.0801
0.97,5,10979544.2,114.52,2.2763
0.96,5,10818312.88,112.84,2.1352
1.03,4,10762772.85,112.26,2.1232
0.43,8,10243518.65,106.84,1.81
0.93,5,9978256.77,104.08,1.9819
0.94,5,9978256.77,104.08,1.9819
0.95,5,9978256.77,104.08,1.9819
0.43,7,9693131.22,101.1,1.5888
1.03,3,9589017.62,100.02,1.8362
0.91,5,9517875.17,99.27,1.9209
0.92,5,9517875.17,99.27,1.9209
0.45,11,9323100.23,97.24,1.9758
0.46,11,9323100.23,97.24,1.9758
0.47,11,9323100.23,97.24,1.9758
0.51,7,9322438.75,97.24,1.8312
0.52,7,9322438.75,97.24,1.8312
0.42,7,9270950.72,96.7,1.5013
0.62,7,9121003.6,95.13,1.7662
0.86,3,9094327.72,94.86,1.4227
1.08,4,9005465.1,94.85,2.0694
0.84,3,9053785.27,94.43,1.4157
0.85,3,9053785.27,94.43,1.4157
0.5,7,9050543.88,94.4,1.78
0.93,4,9025181.55,94.14,1.6143
0.94,4,9025181.55,94.14,1.6143
0.95,4,9025181.55,94.14,1.6143
0.56,7,8972367.05,93.58,1.728
0.42,8,8966490.15,93.52,1.5397
0.89,5,8825986.37,92.06,1.7759
0.9,5,8825986.37,92.06,1.7759
0.4,8,8823883.02,92.04,1.3314
0.41,8,8823883.02,92.04,1.3314
0.55,7,8774269.25,91.52,1.6846
0.36,12,8764283.95,91.41,1.6649
0.48,8,8669907.8,90.43,1.7474
0.58,7,8577358.35,89.46,1.6405
0.59,7,8577358.35,89.46,1.6405
0.91,4,8564799.95,89.33,1.5633
0.92,4,8564799.95,89.33,1.5633
0.61,7,8561185.6,89.3,1.649
0.86,5,8555876.5,89.24,1.7247
0.87,5,8555876.5,89.24,1.7247
0.88,5,8555876.5,89.24,1.7247
0.83,5,8515334.05,88.82,1.7145
0.84,5,8515334.05,88.82,1.7145
0.85,5,8515334.05,88.82,1.7145
0.48,5,8442983.47,88.06,1.214
0.44,11,8419047.6,87.81,1.8096
0.78,5,8277926.9,86.34,1.6616
0.79,5,8277926.9,86.34,1.6616
0.8,5,8277926.9,86.34,1.6616
0.81,5,8277926.9,86.34,1.6616
0.82,5,8277926.9,86.34,1.6616
0.96,3,8236644.5,85.91,1.5955
0.97,3,8236644.5,85.91,1.5955
0.35,9,8229096.05,85.83,1.2714
1.06,4,8117076.78,85.49,1.8267
1.07,4,8117076.78,85.49,1.8267
0.57,10,8084182.43,85.15,1.8552
0.58,10,8084182.43,85.15,1.8552
0.44,9,8121588.18,84.71,1.6532
0.47,8,8121588.18,84.71,1.6532
0.72,5,8103936.55,84.53,1.6084
0.48,10,8065071.98,84.12,1.6226
1.3,2,7923888.27,83.46,1.3579
1.31,2,7923888.27,83.46,1.3579
1.32,2,7923888.27,83.46,1.3579
1.33,2,7923888.27,83.46,1.3579
1.34,2,7923888.27,83.46,1.3579
1.35,2,7923888.27,83.46,1.3579
1.36,2,7923888.27,83.46,1.3579
1.37,2,7923888.27,83.46,1.3579
1.38,2,7923888.27,83.46,1.3579
1.39,2,7923888.27,83.46,1.3579
1.4,2,7923888.27,83.46,1.3579
1.41,2,7923888.27,83.46,1.3579
0.73,5,7950957.55,82.93,1.6122
0.89,7,7871593.52,82.91,1.9365
0.9,7,7871593.52,82.91,1.9365
0.91,7,7871593.52,82.91,1.9365
0.92,7,7871593.52,82.91,1.9365
0.24,39,6382803.9,82.21,1.7737
0.24,40,6382803.9,82.21,1.7737
0.24,41,6382803.9,82.21,1.7737
0.24,42,6382803.9,82.21,1.7737
0.24,43,6382803.9,82.21,1.7737
0.24,44,6382803.9,82.21,1.7737
0.24,45,6382803.9,82.21,1.7737
0.25,39,6382803.9,82.21,1.7737
0.25,40,6382803.9,82.21,1.7737
0.25,41,6382803.9,82.21,1.7737
0.25,42,6382803.9,82.21,1.7737
0.25,43,6382803.9,82.21,1.7737
0.25,44,6382803.9,82.21,1.7737
0.26,37,6382803.9,82.21,1.7737
0.26,38,6382803.9,82.21,1.7737
0.26,39,6382803.9,82.21,1.7737
0.26,40,6382803.9,82.21,1.7737
