P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.48,8,11754427.33,215.53,3.1505
0.51,7,11232298.67,205.95,3.0587
0.52,7,11232298.67,205.95,3.0587
0.43,9,11206107.7,205.47,3.001
0.44,9,11206107.7,205.47,3.001
0.47,8,11206107.7,205.47,3.001
0.45,11,11021521.8,202.09,3.3847
0.46,11,11021521.8,202.09,3.3847
0.47,11,11021521.8,202.09,3.3847
0.42,9,11003297.62,201.75,3.0443
0.5,7,10960403.8,200.97,2.9754
0.99,5,10716093.23,196.49,3.6091
1,5,10716093.23,196.49,3.6091
1.01,5,10716093.23,196.49,3.6091
1.02,5,10716093.23,196.49,3.6091
0.43,8,10549173.67,193.43,2.916
0.44,8,10549173.67,193.43,2.916
1,4,10148890.75,186.09,2.9182
1.01,4,10148890.75,186.09,2.9182
1.02,4,10148890.75,186.09,2.9182
0.44,11,10117469.18,185.51,3.1162
0.98,4,10073832.8,184.71,2.9594
0.99,4,10073832.8,184.71,2.9594
0.98,5,9869467.3,180.96,3.1893
0.45,8,9813220.17,179.93,2.6214
0.96,4,9801594.85,179.72,2.8906
0.97,4,9801594.85,179.72,2.8906
0.46,8,9762149.42,179,2.6679
0.48,10,9724688.93,178.31,2.8424
0.96,5,9597229.35,175.97,3.1015
0.97,5,9597229.35,175.97,3.1015
0.96,3,9572675.53,175.52,2.5178
0.97,3,9572675.53,175.52,2.5178
1.03,3,9549555.65,175.1,2.6825
0.56,7,9506733.97,174.31,2.6833
0.53,7,9308636.17,170.68,2.6144
0.54,7,9308636.17,170.68,2.6144
0.55,7,9308636.17,170.68,2.6144
0.43,11,9276637.43,170.09,2.7836
0.61,7,9193193.1,168.56,2.7095
0.62,7,9193193.1,168.56,2.7095
1.02,3,9187038.13,168.45,2.5315
1.03,4,9155627.5,167.88,2.7731
0.42,11,8963027.43,164.34,2.6791
0.49,7,8953572.8,164.17,2.4649
0.51,8,8847971.5,163.82,2.7048
0.52,8,8847971.5,163.82,2.7048
0.48,9,8883857.18,162.89,2.5218
0.45,10,8862759.3,162.51,2.5629
0.46,10,8862759.3,162.51,2.5629
0.47,10,8862759.3,162.51,2.5629
0.45,9,8845183.95,162.18,2.4423
0.46,9,8845183.95,162.18,2.4423
0.47,9,8845183.95,162.18,2.4423
0.47,5,8768510.02,160.78,2.0196
0.91,5,8757173.25,160.57,2.8469
0.92,5,8757173.25,160.57,2.8469
0.93,5,8757173.25,160.57,2.8469
0.94,5,8757173.25,160.57,2.8469
0.95,5,8757173.25,160.57,2.8469
0.45,7,8717993.15,159.85,2.3569
0.46,7,8717993.15,159.85,2.3569
0.36,12,8700252.97,159.53,2.4885
0.37,12,8700252.97,159.53,2.4885
0.38,12,8700252.97,159.53,2.4885
0.49,8,8576076.63,158.79,2.6164
0.5,8,8576076.63,158.79,2.6164
0.39,11,8484248.18,155.56,2.3717
0.4,11,8484248.18,155.56,2.3717
0.41,11,8484248.18,155.56,2.3717
0.91,3,8443199.53,154.81,2.1154
0.92,3,8443199.53,154.81,2.1154
0.93,3,8443199.53,154.81,2.1154
0.94,3,8443199.53,154.81,2.1154
0.95,3,8443199.53,154.81,2.1154
0.43,7,8388201.15,153.8,2.2458
0.44,7,8388201.15,153.8,2.2458
0.48,7,8303638.05,152.25,2.3091
0.98,3,8303462.9,152.25,2.314
0.99,3,8303462.9,152.25,2.314
1,3,8303462.9,152.25,2.314
1.01,3,8303462.9,152.25,2.314
0.39,12,8201714.47,151.86,2.3552
0.4,12,8201714.47,151.86,2.3552
0.89,5,8065284.45,147.88,2.6087
0.9,5,8065284.45,147.88,2.6087
0.38,9,8045618.15,147.52,1.9859
0.43,10,8021927.55,147.09,2.2515
0.44,10,8021927.55,147.09,2.2515
