P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-31687925.7,-2909.12,-28.3467
0.01,2,-29146626.88,-2675.82,-25.5499
0.01,3,-30484952.63,-2798.68,-26.3327
0.01,4,-28292040.15,-2597.36,-24.0402
0.01,5,-29205796.18,-2681.25,-24.2749
0.01,6,-28156855.98,-2584.95,-23.7652
0.01,7,-27221930.63,-2499.12,-22.4835
0.01,8,-25626686.88,-2352.67,-20.6608
0.01,9,-25443702.88,-2335.87,-20.776
0.01,10,-24456063.93,-2245.2,-19.544
0.01,11,-24487304.6,-2248.06,-19.7952
0.01,12,-22694812.98,-2083.5,-17.9197
0.01,13,-22942476.9,-2106.24,-18.2773
0.01,14,-21479592.03,-1971.94,-16.7469
0.01,15,-21515250.08,-1975.21,-16.8822
0.01,16,-20754792.63,-1905.4,-16.045
0.01,17,-20840107.38,-1913.23,-16.1913
0.01,18,-20091205.3,-1844.48,-15.3749
0.01,19,-19744804.98,-1812.68,-15.2625
0.01,20,-18695460.53,-1716.34,-14.102
0.01,21,-17990030.02,-1651.58,-13.6661
0.01,22,-17406908.17,-1598.05,-13.1619
0.01,23,-17049168.52,-1565.2,-12.8872
0.01,24,-14275529.27,-1380.16,-15.0231
0.01,25,-16530301.32,-1517.57,-12.4489
0.01,26,-12502756.9,-1225.18,-13.8028
0.01,27,-14939044.48,-1371.48,-11.5592
0.01,28,-12203913.9,-1195.89,-13.5189
0.01,29,-13798395.67,-1266.77,-10.7858
0.01,30,-10146375.3,-994.27,-12.093
0.01,31,-11890191.85,-1091.58,-9.7506
0.01,32,-9070101.07,-888.8,-11.3569
0.01,33,-10855996.25,-996.64,-9.0387
0.01,34,-8059989.55,-789.82,-10.4121
0.01,35,-9936256.1,-912.2,-8.3707
0.01,36,-8031563.95,-737.34,-10.0775
0.01,37,-6582074.15,-657.11,-9.4904
0.01,38,-7667101.72,-750.23,-10.0479
0.01,39,-5922604.93,-591.28,-8.6835
0.01,40,-6325743.87,-618.98,-8.9344
0.01,41,-4455616.23,-444.82,-7.5609
0.01,42,-5130143.38,-501.99,-7.7025
0.01,43,-3451617.88,-349.91,-6.5005
0.01,44,-3510034.92,-346.98,-7.1499
0.01,45,-1825513.7,-185.06,-5.3414
0.01,46,-3091806.17,-305.63,-6.4439
0.01,47,-1059776.72,-107.53,-3.6281
0.01,48,-2093706.88,-206.97,-5.131
0.01,49,-22921.6,-2.34,-0.1464
0.01,50,-1156281.05,-122.23,-3.3908
0.02,1,-31687925.7,-2909.12,-28.3467
0.02,2,-29146626.88,-2675.82,-25.5499
0.02,3,-30484952.63,-2798.68,-26.3327
0.02,4,-28292040.15,-2597.36,-24.0402
0.02,5,-29205796.18,-2681.25,-24.2749
0.02,6,-28156855.98,-2584.95,-23.7652
0.02,7,-27221930.63,-2499.12,-22.4835
0.02,8,-25626686.88,-2352.67,-20.6608
0.02,9,-25443702.88,-2335.87,-20.776
0.02,10,-24456063.93,-2245.2,-19.544
0.02,11,-24487304.6,-2248.06,-19.7952
0.02,12,-22694812.98,-2083.5,-17.9197
0.02,13,-22345149.05,-2051.4,-17.7286
0.02,14,-20882264.18,-1917.1,-16.238
0.02,15,-20917922.23,-1920.38,-16.3696
0.02,16,-20157464.78,-1850.56,-15.5521
0.02,17,-20242779.53,-1858.39,-15.6949
0.02,18,-19493877.45,-1789.64,-14.8963
0.02,19,-19147477.13,-1757.84,-14.7854
0.02,20,-18689345.33,-1715.78,-14.3606
0.02,21,-17983914.82,-1651.02,-13.921
0.02,22,-17400792.97,-1597.49,-13.404
0.02,23,-17043053.32,-1564.64,-13.1241
0.02,24,-14269414.07,-1379.57,-15.5954
0.02,25,-16524186.13,-1517.01,-12.6754
0.02,26,-12496641.7,-1224.58,-14.3894
0.02,27,-14932929.28,-1370.92,-11.7794
0.02,28,-12197798.7,-1195.29,-14.0939
0.02,29,-9682170.75,-900.81,-11.0776
0.02,30,-10140260.1,-993.67,-12.6717
0.02,31,-7773966.92,-768.48,-10.0868
0.02,32,-9063985.88,-888.2,-11.9391
0.02,33,-6739771.32,-666.25,-9.1019
0.02,34,-8053874.35,-789.22,-10.9587
0.02,35,-7099114.45,-695.66,-10.6817
0.02,36,-8025448.75,-736.78,-10.5345
0.02,37,-6575958.95,-650.05,-10.0899
0.02,38,-7667101.72,-750.23,-10.0479
0.02,39,-5916489.72,-584.86,-9.2411
0.02,40,-6325743.87,-618.98,-8.9344
0.02,41,-4449501.03,-439.85,-8.2213
0.02,42,-5130143.38,-501.99,-7.7025
0.02,43,-4079915.6,-399.22,-7.833
0.02,44,-3510034.92,-346.98,-7.1499
0.02,45,-1825513.7,-185.06,-5.3414
0.02,46,-3091806.17,-305.63,-6.4439
0.02,47,-1059776.72,-107.53,-3.6281
0.02,48,-2093706.88,-206.97,-5.131
0.02,49,-22921.6,-2.34,-0.1464
0.02,50,-1156281.05,-122.23,-3.3908
0.03,1,-31687925.7,-2909.12,-28.3467
0.03,2,-29146626.88,-2675.82,-25.5499
0.03,3,-30484952.63,-2798.68,-26.3327
0.03,4,-28292040.15,-2597.36,-24.0402
0.03,5,-29205796.18,-2681.25,-24.2749
0.03,6,-28156855.98,-2584.95,-23.7652
0.03,7,-27221930.63,-2499.12,-22.4835
0.03,8,-25626686.88,-2352.67,-20.6608
0.03,9,-24846375.03,-2281.03,-20.1488
0.03,10,-19748626.35,-1837.38,-19.966
0.03,11,-19779867.03,-1840.29,-20.3616
0.03,12,-17987375.4,-1673.52,-18.253
0.03,13,-18235039.33,-1696.56,-18.7272
0.03,14,-16772154.45,-1560.46,-16.9392
0.03,15,-16807812.5,-1563.77,-17.1636
0.03,16,-16047355.05,-1493.02,-16.1157
0.03,17,-16132669.8,-1500.96,-16.3287
0.03,18,-14456787.32,-1345.04,-14.7607
0.03,19,-14110387,-1312.81,-14.7226
0.03,20,-13652255.2,-1270.19,-14.2106
0.03,21,-12946824.7,-1204.55,-13.8327
0.03,22,-12363702.85,-1150.3,-13.1955
0.03,23,-12005963.2,-1117.02,-12.8846
0.03,24,-11208351.02,-1042.81,-12.1746
0.03,25,-11487096,-1068.74,-12.3333
0.03,26,-9435578.65,-877.87,-11.0039
0.03,27,-9895839.15,-920.69,-11.5404
0.03,28,-11270818.3,-1104.46,-13.6437
