P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
1.01,5,12019061,109.7,2.4523
1.02,5,12019061,109.7,2.4523
1.01,4,11790931.13,107.62,2.0654
1.02,4,11790931.13,107.62,2.0654
0.99,5,11440837.03,104.42,2.2324
1,5,11440837.03,104.42,2.2324
0.91,5,11239383.88,102.58,2.0807
0.92,5,11239383.88,102.58,2.0807
1,4,11212707.15,102.34,1.9186
0.98,4,11137649.2,101.65,1.9357
0.99,4,11137649.2,101.65,1.9357
0.46,11,11056847.15,100.92,2.1264
0.47,11,11056847.15,100.92,2.1264
1.03,3,10948171.38,99.92,1.8726
1.03,4,10797667.88,98.55,1.9789
0.86,3,10790465.82,98.48,1.5097
0.45,11,10653452.45,97.23,1.9905
0.98,5,10594211.1,96.69,2.011
0.84,3,10575076.72,96.52,1.48
0.85,3,10575076.72,96.52,1.48
0.89,5,10547495.07,96.27,1.9484
0.9,5,10547495.07,96.27,1.9484
0.96,4,10400002.35,94.92,1.8094
0.97,4,10400002.35,94.92,1.8094
0.83,5,10374385.6,94.69,1.9104
0.84,5,10374385.6,94.69,1.9104
0.85,5,10339490.57,94.37,1.9148
0.97,5,10321973.15,94.21,1.9609
0.86,5,10277385.2,93.8,1.9017
0.87,5,10277385.2,93.8,1.9017
0.88,5,10277385.2,93.8,1.9017
0.96,5,10160741.82,92.74,1.8382
2.24,2,8945188.2,92.6,2.06
2.25,2,8945188.2,92.6,2.06
2.26,2,8945188.2,92.6,2.06
2.27,2,8945188.2,92.6,2.06
2.28,2,8945188.2,92.6,2.06
2.29,2,8945188.2,92.6,2.06
2.3,2,8945188.2,92.6,2.06
2.31,2,8945188.2,92.6,2.06
2.32,2,8945188.2,92.6,2.06
2.33,2,8945188.2,92.6,2.06
2.34,2,8945188.2,92.6,2.06
2.35,2,8945188.2,92.6,2.06
2.36,2,8945188.2,92.6,2.06
2.37,2,8945188.2,92.6,2.06
2.38,2,8945188.2,92.6,2.06
0.82,5,10136978.45,92.52,1.8614
0.62,7,10065691.33,91.87,1.7307
0.36,12,10063342.05,91.85,1.6433
0.57,10,9908338.95,91.32,2.0755
0.58,10,9908338.95,91.32,2.0755
0.91,4,9956455.5,90.87,1.6495
0.92,4,9956455.5,90.87,1.6495
0.93,3,9862590.85,90.02,1.6364
0.43,8,9761478.12,89.09,1.373
0.44,11,9749399.83,88.98,1.8407
1.3,2,9636294.1,88.81,1.5027
0.89,7,9593102.23,88.41,2.1325
0.9,7,9593102.23,88.41,2.1325
0.91,7,9593102.23,88.41,2.1325
0.92,7,9593102.23,88.41,2.1325
0.96,3,9595798.25,87.58,1.661
0.97,3,9595798.25,87.58,1.661
0.23,33,9582009.93,87.45,1.8446
2.23,2,8396868.57,86.92,1.9157
0.61,7,9505873.33,86.76,1.6245
0.39,12,9393941.8,86.58,1.7083
0.4,12,9393941.8,86.58,1.7083
0.86,7,9318263.38,85.88,2.0815
0.87,7,9318263.38,85.88,2.0815
0.88,7,9318263.38,85.88,2.0815
1.33,2,9300050.25,85.71,1.4395
1.34,2,9300050.25,85.71,1.4395
1.23,2,9267739.07,85.42,1.3203
1.24,2,9267739.07,85.42,1.3203
1.25,2,9267739.07,85.42,1.3203
0.48,10,9347567.5,85.31,1.6238
