P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
1.01,5,10017116.75,81.27,1.4461
1.02,5,10017116.75,81.27,1.4461
0.99,5,9438892.78,76.58,1.2959
1,5,9438892.78,76.58,1.2959
0.91,5,9237439.63,74.94,1.2476
0.92,5,9237439.63,74.94,1.2476
1.01,4,8967594.55,72.76,1.1117
1.02,4,8967594.55,72.76,1.1117
0.98,5,8592266.85,69.71,1.1354
0.9,5,8545550.82,69.33,1.1367
0.89,7,8451766.43,69.24,1.4444
0.9,7,8451766.43,69.24,1.4444
0.91,7,8451766.43,69.24,1.4444
0.92,7,8451766.43,69.24,1.4444
2.24,2,7443652.15,68.5,1.1836
2.25,2,7443652.15,68.5,1.1836
2.26,2,7443652.15,68.5,1.1836
2.27,2,7443652.15,68.5,1.1836
2.28,2,7443652.15,68.5,1.1836
2.29,2,7443652.15,68.5,1.1836
2.3,2,7443652.15,68.5,1.1836
2.31,2,7443652.15,68.5,1.1836
2.32,2,7443652.15,68.5,1.1836
2.33,2,7443652.15,68.5,1.1836
2.34,2,7443652.15,68.5,1.1836
2.35,2,7443652.15,68.5,1.1836
2.36,2,7443652.15,68.5,1.1836
2.37,2,7443652.15,68.5,1.1836
2.38,2,7443652.15,68.5,1.1836
1,4,8389370.57,68.06,1.0047
0.97,5,8320028.9,67.5,1.0949
0.98,4,8314312.63,67.46,1.0054
0.99,4,8314312.63,67.46,1.0054
0.88,7,8176927.58,66.99,1.4019
0.89,5,8220502.32,66.69,1.0358
0.96,5,8158797.58,66.19,1.0181
1.03,4,7974331.3,64.7,1.0514
0.86,5,7950392.45,64.5,0.997
0.87,5,7950392.45,64.5,0.997
0.88,5,7950392.45,64.5,0.997
2.23,2,6895332.53,63.45,1.0699
0.86,7,7676519.38,62.89,1.2217
0.87,7,7676519.38,62.89,1.2217
0.96,4,7576665.77,61.47,0.8989
0.97,4,7576665.77,61.47,0.8989
2.2,2,6653226.48,61.22,0.9738
2.21,2,6653226.48,61.22,0.9738
2.22,2,6653226.48,61.22,0.9738
0.85,7,7328635.83,60.04,1.1758
0.93,5,7318741.48,59.38,0.9028
0.94,5,7318741.48,59.38,0.9028
0.95,5,7318741.48,59.38,0.9028
0.89,6,7232429.68,59.25,1.0921
0.9,6,7232429.68,59.25,1.0921
0.91,6,7232429.68,59.25,1.0921
0.92,6,7232429.68,59.25,1.0921
0.91,4,7133118.92,57.87,0.7722
0.92,4,7133118.92,57.87,0.7722
0.86,6,6957590.83,57,1.0514
0.87,6,6957590.83,57,1.0514
0.88,6,6957590.83,57,1.0514
0.23,33,7020240.9,56.96,0.7833
0.8,7,6898220.6,56.51,1.0534
1.33,2,6846298.32,56.09,0.7448
1.34,2,6846298.32,56.09,0.7448
0.81,7,6836115.22,56.01,1.0459
0.82,7,6836115.22,56.01,1.0459
0.83,7,6836115.22,56.01,1.0459
0.84,7,6836115.22,56.01,1.0459
0.72,8,6798942.63,55.7,1.0137
1.31,2,6722642.45,55.08,0.7201
0.47,11,6705186.75,54.4,0.5472
1.08,4,6600551.17,54.08,1.0213
0.78,7,6538020.35,53.56,0.954
0.79,7,6538020.35,53.56,0.954
1.32,2,6516445.17,53.39,0.6846
0.9,4,6441230.12,52.26,0.6765
0.83,5,6359282.45,51.59,0.4742
0.84,5,6359282.45,51.59,0.4742
0.85,5,6324387.42,51.31,0.4698
0.47,8,6287447.33,51.01,0.7768
0.71,8,6129737.63,50.22,0.833
0.21,48,5011259.55,50.21,0.5926
2.18,2,5448514.3,50.14,0.6202
2.19,2,5448514.3,50.14,0.6202
0.74,7,6096809.3,49.95,0.8654
0.75,7,6096809.3,49.95,0.8654
0.76,7,6096809.3,49.95,0.8654
0.77,7,6096809.3,49.95,0.8654
2.39,2,5426927.35,49.94,0.7596
2.4,2,5426927.35,49.94,0.7596
2.41,2,5426927.35,49.94,0.7596
2.42,2,5426927.35,49.94,0.7596
2.43,2,5426927.35,49.94,0.7596
0.82,5,6121875.3,49.67,0.4457
0.89,4,6116181.62,49.62,0.5907
0.48,8,6056236.6,49.14,0.6952
0.57,10,5956270.55,48.8,0.5842
0.58,10,5956270.55,48.8,0.5842
0.22,33,5962372.53,48.37,0.6262
0.46,11,5912330.33,47.97,0.401
0.24,32,5845569.65,47.43,0.6578
0.24,33,5845569.65,47.43,0.6578
0.23,32,5806660.2,47.11,0.6502
0.62,7,5788574.43,46.96,0.378
1.06,4,5712162.85,46.8,0.8401
1.07,4,5712162.85,46.8,0.8401
1.03,3,5736300.4,46.54,0.5375
0.7,8,5637217.03,46.18,0.7077
2.16,2,4948106.1,45.53,0.4563
2.17,2,4948106.1,45.53,0.4563
0.94,4,5579168.95,45.26,0.5296
0.95,4,5579168.95,45.26,0.5296
1.03,5,5555531.83,45.07,0.8362
0.45,11,5508935.63,44.69,0.3308
0.21,46,4453435.5,44.62,0.4484
0.21,47,4453435.5,44.62,0.4484
0.88,4,5489693.42,44.54,0.4452
1.62,2,5368893.05,43.99,0.531
0.26,28,4688979.25,43.15,0.564
0.93,4,5249315.8,42.59,0.4663
1.04,4,5094169.43,41.73,0.7685
1.05,4,5094169.43,41.73,0.7685
0.23,34,5103935.7,41.41,0.5198
1.1,4,5022105.18,41.14,0.7348
2.15,2,4462702.13,41.07,0.3449
0.48,10,5043703.05,40.92,0.2889
0.82,6,4983702.25,40.83,0.4156
0.83,6,4983702.25,40.83,0.4156
0.84,6,4983702.25,40.83,0.4156
0.85,6,4983702.25,40.83,0.4156
0.51,8,4849367.3,39.73,0.5703
0.72,7,4799207.83,39.32,0.6671
0.73,7,4799207.83,39.32,0.6671
0.25,39,3888339.05,38.96,0.3164
0.25,40,3888339.05,38.96,0.3164
0.25,41,3888339.05,38.96,0.3164
0.25,42,3888339.05,38.96,0.3164
0.25,43,3888339.05,38.96,0.3164
0.25,44,3888339.05,38.96,0.3164
0.26,37,3888339.05,38.96,0.3164
0.26,38,3888339.05,38.96,0.3164
0.26,39,3888339.05,38.96,0.3164
0.26,40,3888339.05,38.96,0.3164
0.26,41,3888339.05,38.96,0.3164
0.26,42,3888339.05,38.96,0.3164
0.26,43,3888339.05,38.96,0.3164
0.27,37,3888339.05,38.96,0.3164
0.27,38,3888339.05,38.96,0.3164
0.27,39,3888339.05,38.96,0.3164
0.27,40,3888339.05,38.96,0.3164
0.55,10,4727247.55,38.73,0.3391
0.56,10,4727247.55,38.73,0.3391
0.2,50,3854458.63,38.62,0.5699
0.43,8,4742038.7,38.47,0.1452
1.09,4,4584240.48,37.56,0.5848
1.58,2,4553189.1,37.3,0.4585
1.59,2,4553189.1,37.3,0.4585
1.6,2,4553189.1,37.3,0.4585
1.61,2,4553189.1,37.3,0.4585
0.61,7,4587650.35,37.22,0.1556
0.78,5,4545792.38,36.88,0.1829
0.79,5,4545792.38,36.88,0.1829
0.8,5,4545792.38,36.88,0.1829
0.81,5,4545792.38,36.88,0.1829
0.52,8,4477700.28,36.68,0.4991
1.3,2,4473142.4,36.65,0.221
0.2,49,3648791.75,36.56,0.3017
0.51,10,4399758.25,36.05,0.2486
0.87,4,4415113.75,35.82,0.3119
0.26,27,3891755.05,35.81,0.4531
1.48,2,4340220.02,35.56,0.3766
1.49,2,4340220.02,35.56,0.3766
1.5,2,4340220.02,35.56,0.3766
0.52,7,4309235.9,34.96,0.3234
0.54,10,4266865.95,34.96,0.2959
0.22,45,3489198.5,34.96,0.2174
0.22,46,3489198.5,34.96,0.2174
0.22,47,3489198.5,34.96,0.2174
0.52,10,4246930.05,34.79,0.2176
0.21,45,3470071.65,34.77,0.174
1.48,5,3755362.65,34.56,1.1765
1.49,5,3755362.65,34.56,1.1765
1.5,5,3755362.65,34.56,1.1765
1.51,5,3755362.65,34.56,1.1765
2.12,2,3749253.13,34.5,0.2267
2.13,2,3749253.13,34.5,0.2267
2.14,2,3749253.13,34.5,0.2267
0.51,7,4243038.23,34.42,0.3002
0.66,8,4183022.6,34.27,0.2573
0.67,8,4183022.6,34.27,0.2573
0.69,8,4179613.48,34.24,0.2806
0.47,10,4181773.43,33.93,0.1988
0.7,7,4130002.83,33.84,0.4975
0.71,7,4130002.83,33.84,0.4975
1.35,2,4118384.42,33.74,0.1633
1.36,2,4118384.42,33.74,0.1633
1.37,2,4118384.42,33.74,0.1633
1.38,2,4118384.42,33.74,0.1633
1.39,2,4118384.42,33.74,0.1633
1.4,2,4118384.42,33.74,0.1633
1.41,2,4118384.42,33.74,0.1633
1.25,2,4104587.37,33.63,0.1193
0.23,37,3637737.42,33.4,0.1698
0.23,38,3637737.42,33.4,0.1698
0.48,9,4075056.3,33.06,0.3953
1.06,3,4031813.53,33.03,0.4417
0.22,34,4046067.33,32.83,0.3649
0.48,16,3544568.63,32.62,0.1117
0.49,16,3544568.63,32.62,0.1117
1.02,3,3998289.88,32.44,0.3953
1.23,2,3948279.9,32.35,0.0771
1.24,2,3948279.9,32.35,0.0771
0.5,7,3971143.35,32.22,0.2679
0.22,42,3206468.55,32.13,0.4564
0.24,34,3929264.45,31.88,0.3782
0.22,40,3282241.87,31.52,0.3815
0.64,8,3795023.6,31.09,0.2003
0.65,8,3795023.6,31.09,0.2003
1.05,3,3761703.65,30.82,0.4166
0.52,5,3797138.12,30.81,0.2707
0.47,6,3777998.5,30.65,0.1176
0.48,6,3777998.5,30.65,0.1176
0.96,3,3742821.2,30.37,0.2911
0.97,3,3742821.2,30.37,0.2911
0.36,12,3732056.9,30.28,-0.025
0.24,24,3694280.15,29.97,0.6844
1.26,2,3642320.27,29.84,0.0735
1.27,2,3642320.27,29.84,0.0735
1.28,2,3642320.27,29.84,0.0735
1.29,2,3642320.27,29.84,0.0735
0.43,9,3664981.95,29.73,0.2714
1.2,2,3626635.15,29.71,0.0243
1.21,2,3626635.15,29.71,0.0243
1.22,2,3626635.15,29.71,0.0243
0.56,7,3644878.77,29.57,0.1113
0.24,23,3640928.37,29.54,0.5759
0.22,35,3546379.4,29.46,0.2849
0.59,7,3620459.25,29.37,-0.0268
0.58,9,3579411.45,29.32,0.1961
0.48,5,3610163.05,29.29,0.1526
0.2,48,2890645.55,28.96,0.0918
0.63,8,3524913.73,28.88,0.1627
0.24,30,3518776.85,28.55,0.391
0.24,31,3518776.85,28.55,0.391
0.66,7,3484073.55,28.54,0.1557
0.67,7,3484073.55,28.54,0.1557
0.81,6,3442514.35,28.2,0.1381
0.42,9,3462171.88,28.09,0.2354
1.53,3,3039017.7,27.97,0.3024
1.54,3,3039017.7,27.97,0.3024
1.55,3,3039017.7,27.97,0.3024
1.56,3,3039017.7,27.97,0.3024
1.57,3,3039017.7,27.97,0.3024
1.58,3,3039017.7,27.97,0.3024
1.59,3,3039017.7,27.97,0.3024
0.77,5,3442975.57,27.93,0.0053
0.86,4,3421821.25,27.76,0.1464
0.68,8,3371348.32,27.62,0.199
0.6,7,3381099.22,27.43,0.0125
0.44,11,3374167.43,27.38,0.011
0.86,3,3345499.5,27.14,-0.0504
0.4,12,3298443.83,27.02,-0.0023
0.22,39,2797595.5,26.86,0.3037
2.06,2,2901042.52,26.7,0.0846
2.07,2,2901042.52,26.7,0.0846
2.08,2,2901042.52,26.7,0.0846
2.09,2,2901042.52,26.7,0.0846
2.1,2,2901042.52,26.7,0.0846
2.11,2,2901042.52,26.7,0.0846
0.53,10,3250807.65,26.63,0.0962
0.58,7,3249870.07,26.37,-0.1112
1.55,2,3211075.02,26.31,0.2335
1.56,2,3211075.02,26.31,0.2335
1.57,2,3211075.02,26.31,0.2335
0.22,32,3224408.8,26.16,0.3976
0.24,39,2611051.1,26.16,-0.1119
0.24,40,2611051.1,26.16,-0.1119
0.24,41,2611051.1,26.16,-0.1119
0.24,42,2611051.1,26.16,-0.1119
0.24,43,2611051.1,26.16,-0.1119
0.24,44,2611051.1,26.16,-0.1119
0.24,45,2611051.1,26.16,-0.1119
0.24,28,3172240.38,25.74,0.3744
0.22,38,2786239.13,25.58,0.0242
0.47,9,3146993.23,25.53,0.2178
1.48,3,2764178.85,25.44,0.2515
1.49,3,2764178.85,25.44,0.2515
1.5,3,2764178.85,25.44,0.2515
1.51,3,2764178.85,25.44,0.2515
1.52,3,2764178.85,25.44,0.2515
0.64,7,3096074.55,25.37,0.0997
0.65,7,3096074.55,25.37,0.0997
0.51,5,3114722.57,25.27,0.1586
0.22,41,2510301.52,25.15,0.2944
1.47,2,3066106.97,25.12,0.1672
0.39,12,3062656.65,25.09,-0.0591
0.26,31,2709561.57,24.93,0.0203
0.46,8,3070053.6,24.91,0.2696
0.72,5,3069090.2,24.9,-0.0808
1.18,2,2998299.75,24.56,-0.0288
1.19,2,2998299.75,24.56,-0.0288
0.25,28,2662485.65,24.5,0.4467
0.23,31,3018932.8,24.49,0.3174
0.42,8,2996387.7,24.31,-0.091
0.62,8,2967089.68,24.31,0.051
0.59,10,2952289.18,24.19,0.4006
0.37,12,2977955.53,24.16,-0.075
0.38,12,2977955.53,24.16,-0.075
0.51,20,2399213.65,24.04,0.1872
0.52,20,2399213.65,24.04,0.1872
0.53,20,2399213.65,24.04,0.1872
1.51,2,2932419.55,24.02,0.2013
1.52,2,2932419.55,24.02,0.2013
1.53,2,2932419.55,24.02,0.2013
1.54,2,2932419.55,24.02,0.2013
0.76,9,2907445.33,23.82,0.5668
0.77,9,2907445.33,23.82,0.5668
0.78,9,2907445.33,23.82,0.5668
0.73,5,2916111.2,23.66,-0.0877
0.56,8,2881691.88,23.61,0.1588
0.23,44,2353313.1,23.58,-0.1578
0.23,45,2353313.1,23.58,-0.1578
0.23,46,2353313.1,23.58,-0.1578
0.49,8,2864092.8,23.46,0.368
0.5,8,2864092.8,23.46,0.368
2.55,1,2596440.1,23.4,-0.114
2.56,1,2596440.1,23.4,-0.114
2.57,1,2596440.1,23.4,-0.114
2.58,1,2596440.1,23.4,-0.114
2.59,1,2596440.1,23.4,-0.114
0.41,11,2865355.65,23.25,-0.0603
0.41,8,2853780.57,23.15,-0.2854
0.43,11,2851065.5,23.13,0.0012
0.23,40,2403717.75,23.08,-0.0017
0.46,16,2477048.85,22.79,-0.0355
0.75,5,2801869.5,22.73,-0.1053
0.76,5,2801869.5,22.73,-0.1053
0.78,6,2750625.55,22.53,0.0504
0.79,6,2750625.55,22.53,0.0504
0.8,6,2750625.55,22.53,0.0504
0.23,35,2450305.7,22.5,-0.015
1.87,2,2695874.55,22.09,0.1436
1.88,2,2695874.55,22.09,0.1436
0.2,47,2198756.75,22.03,-0.035
1.44,2,2682579.35,21.98,0.0978
1.45,2,2682579.35,21.98,0.0978
1.46,2,2682579.35,21.98,0.0978
0.69,7,2672399.28,21.89,0.0941
2.15,3,2370189.38,21.81,0.2779
2.16,3,2370189.38,21.81,0.2779
0.22,30,2681686.6,21.76,0.2997
0.52,14,2652570.53,21.73,0.1674
0.84,3,2676305.82,21.71,-0.1436
0.85,3,2676305.82,21.71,-0.1436
0.5,20,2155376.18,21.59,0.1431
0.39,11,2629568.47,21.33,-0.1163
0.6,10,2588865.65,21.21,0.3304
1.44,3,2298769.95,21.15,0.1356
1.45,3,2298769.95,21.15,0.1356
1.46,3,2298769.95,21.15,0.1356
1.47,3,2298769.95,21.15,0.1356
0.36,16,2562884.78,21,0.0027
0.37,16,2562884.78,21,0.0027
1.08,3,2559278.1,20.97,0.2067
0.35,12,2579716.05,20.93,-0.1374
0.93,3,2573932,20.88,0.0215
0.49,5,2552245.8,20.71,0.1179
1.91,2,2527481.68,20.71,0.1883
1.92,2,2527481.68,20.71,0.1883
1.93,2,2527481.68,20.71,0.1883
0.4,11,2540307.15,20.61,-0.1262
0.42,11,2537455.5,20.59,-0.0279
0.23,29,2534793.63,20.57,0.1919
0.23,30,2534793.63,20.57,0.1919
0.76,13,1839057.45,20.54,0.58
0.76,14,1839057.45,20.54,0.58
0.76,15,1839057.45,20.54,0.58
0.76,16,1839057.45,20.54,0.58
0.76,17,1839057.45,20.54,0.58
0.76,18,1839057.45,20.54,0.58
0.77,13,1839057.45,20.54,0.58
0.77,14,1839057.45,20.54,0.58
0.77,15,1839057.45,20.54,0.58
0.77,16,1839057.45,20.54,0.58
0.77,17,1839057.45,20.54,0.58
0.77,18,1839057.45,20.54,0.58
0.78,13,1839057.45,20.54,0.58
0.78,14,1839057.45,20.54,0.58
0.78,15,1839057.45,20.54,0.58
0.78,16,1839057.45,20.54,0.58
0.78,17,1839057.45,20.54,0.58
0.78,18,1839057.45,20.54,0.58
0.79,13,1839057.45,20.54,0.58
0.79,14,1839057.45,20.54,0.58
0.79,15,1839057.45,20.54,0.58
0.79,16,1839057.45,20.54,0.58
0.79,17,1839057.45,20.54,0.58
0.79,18,1839057.45,20.54,0.58
0.8,13,1839057.45,20.54,0.58
0.8,14,1839057.45,20.54,0.58
0.8,15,1839057.45,20.54,0.58
0.8,16,1839057.45,20.54,0.58
0.8,17,1839057.45,20.54,0.58
0.8,18,1839057.45,20.54,0.58
0.81,13,1839057.45,20.54,0.58
0.81,14,1839057.45,20.54,0.58
0.81,15,1839057.45,20.54,0.58
0.81,16,1839057.45,20.54,0.58
0.81,17,1839057.45,20.54,0.58
0.81,18,1839057.45,20.54,0.58
0.82,13,1839057.45,20.54,0.58
0.82,14,1839057.45,20.54,0.58
0.82,15,1839057.45,20.54,0.58
0.82,16,1839057.45,20.54,0.58
0.82,17,1839057.45,20.54,0.58
0.82,18,1839057.45,20.54,0.58
0.93,11,1839057.45,20.54,0.58
0.94,11,1839057.45,20.54,0.58
0.95,11,1839057.45,20.54,0.58
0.96,11,1839057.45,20.54,0.58
0.97,11,1839057.45,20.54,0.58
0.98,11,1839057.45,20.54,0.58
0.99,11,1839057.45,20.54,0.58
1.26,7,1839057.45,20.54,0.58
1.27,7,1839057.45,20.54,0.58
1.28,7,1839057.45,20.54,0.58
1.29,7,1839057.45,20.54,0.58
1.3,7,1839057.45,20.54,0.58
1.31,7,1839057.45,20.54,0.58
1.32,7,1839057.45,20.54,0.58
1.33,7,1839057.45,20.54,0.58
1.34,7,1839057.45,20.54,0.58
1.35,7,1839057.45,20.54,0.58
1.36,7,1839057.45,20.54,0.58
1.37,7,1839057.45,20.54,0.58
1.38,7,1839057.45,20.54,0.58
1.39,7,1839057.45,20.54,0.58
1.4,7,1839057.45,20.54,0.58
1.41,7,1839057.45,20.54,0.58
1.42,6,1839057.45,20.54,0.58
1.42,7,1839057.45,20.54,0.58
1.43,6,1839057.45,20.54,0.58
1.43,7,1839057.45,20.54,0.58
1.44,6,1839057.45,20.54,0.58
1.44,7,1839057.45,20.54,0.58
1.45,6,1839057.45,20.54,0.58
1.46,6,1839057.45,20.54,0.58
1.47,6,1839057.45,20.54,0.58
1.48,6,1839057.45,20.54,0.58
1.49,6,1839057.45,20.54,0.58
1.5,6,1839057.45,20.54,0.58
1.51,6,1839057.45,20.54,0.58
1.52,5,1839057.45,20.54,0.58
1.52,6,1839057.45,20.54,0.58
1.53,5,1839057.45,20.54,0.58
1.53,6,1839057.45,20.54,0.58
1.54,5,1839057.45,20.54,0.58
1.54,6,1839057.45,20.54,0.58
1.55,5,1839057.45,20.54,0.58
1.55,6,1839057.45,20.54,0.58
1.56,5,1839057.45,20.54,0.58
1.56,6,1839057.45,20.54,0.58
1.57,5,1839057.45,20.54,0.58
1.57,6,1839057.45,20.54,0.58
1.58,5,1839057.45,20.54,0.58
1.58,6,1839057.45,20.54,0.58
1.59,5,1839057.45,20.54,0.58
1.59,6,1839057.45,20.54,0.58
1.6,5,1839057.45,20.54,0.58
1.6,6,1839057.45,20.54,0.58
1.61,5,1839057.45,20.54,0.58
1.61,6,1839057.45,20.54,0.58
1.62,5,1839057.45,20.54,0.58
1.62,6,1839057.45,20.54,0.58
1.63,5,1839057.45,20.54,0.58
1.64,5,1839057.45,20.54,0.58
1.65,5,1839057.45,20.54,0.58
1.66,5,1839057.45,20.54,0.58
1.67,5,1839057.45,20.54,0.58
1.68,5,1839057.45,20.54,0.58
1.69,5,1839057.45,20.54,0.58
1.7,5,1839057.45,20.54,0.58
1.71,5,1839057.45,20.54,0.58
1.72,5,1839057.45,20.54,0.58
1.73,5,1839057.45,20.54,0.58
1.74,4,1839057.45,20.54,0.58
1.74,5,1839057.45,20.54,0.58
1.75,4,1839057.45,20.54,0.58
1.75,5,1839057.45,20.54,0.58
1.76,4,1839057.45,20.54,0.58
1.76,5,1839057.45,20.54,0.58
1.77,4,1839057.45,20.54,0.58
1.77,5,1839057.45,20.54,0.58
1.78,4,1839057.45,20.54,0.58
1.78,5,1839057.45,20.54,0.58
1.79,4,1839057.45,20.54,0.58
1.79,5,1839057.45,20.54,0.58
1.8,4,1839057.45,20.54,0.58
1.8,5,1839057.45,20.54,0.58
1.81,4,1839057.45,20.54,0.58
1.81,5,1839057.45,20.54,0.58
1.82,4,1839057.45,20.54,0.58
1.82,5,1839057.45,20.54,0.58
1.83,4,1839057.45,20.54,0.58
1.83,5,1839057.45,20.54,0.58
1.84,4,1839057.45,20.54,0.58
1.84,5,1839057.45,20.54,0.58
1.85,4,1839057.45,20.54,0.58
1.85,5,1839057.45,20.54,0.58
1.86,4,1839057.45,20.54,0.58
1.86,5,1839057.45,20.54,0.58
1.87,4,1839057.45,20.54,0.58
1.87,5,1839057.45,20.54,0.58
