P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-30309735.4,-2891.49,-25.298
0.01,2,-28573834.55,-2725.89,-23.8665
0.01,3,-27932366.15,-2664.69,-22.785
0.01,4,-28906983.88,-2757.67,-24.2986
0.01,5,-27175352.78,-2592.47,-21.8177
0.01,6,-27832418.98,-2655.16,-22.7122
0.01,7,-26543467.28,-2532.19,-20.8816
0.01,8,-26885956.85,-2564.87,-21.4532
0.01,9,-26688995.93,-2546.08,-20.5983
0.01,10,-26000829.85,-2480.43,-20.2884
0.01,11,-25817681.6,-2462.96,-19.7651
0.01,12,-25313332.45,-2414.84,-19.4181
0.01,13,-24429133.4,-2330.49,-18.3654
0.01,14,-24673081.1,-2353.76,-18.6696
0.01,15,-24441896.45,-2331.71,-18.4138
0.01,16,-23822682.05,-2272.64,-17.8551
0.01,17,-23226257.98,-2215.74,-17.3893
0.01,18,-22733129.68,-2168.7,-16.9849
0.01,19,-20375296.73,-1943.76,-14.8075
0.01,20,-18024191.3,-1719.47,-12.9949
0.01,21,-16113624.18,-1537.21,-11.3098
0.01,22,-16956495.48,-1617.62,-12.1436
0.01,23,-16231125.25,-1548.42,-11.6094
0.01,24,-16021370.13,-1528.41,-11.4346
0.01,25,-13810657.53,-1303.06,-9.6692
0.01,26,-15156920.13,-1445.94,-10.7319
0.01,27,-13043118.78,-1230.64,-9.1025
0.01,28,-13867427.13,-1322.92,-10.0278
0.01,29,-13299762.13,-1268.77,-9.8073
0.01,30,-11783453.98,-1124.12,-9.2285
0.02,1,-29666892.4,-2830.16,-24.8096
0.02,2,-28573834.55,-2725.89,-23.8665
0.02,3,-27932366.15,-2664.69,-22.785
0.02,4,-28906983.88,-2757.67,-24.2986
0.02,5,-27175352.78,-2592.47,-21.8177
0.02,6,-24484861.78,-2335.81,-17.6478
0.02,7,-18243591.25,-1740.4,-12.0421
0.02,8,-18588579.58,-1773.31,-12.3573
0.02,9,-18757379.85,-1789.42,-12.5727
0.02,10,-18069213.78,-1723.77,-12.3057
0.02,11,-17886065.53,-1706.29,-12.0346
0.02,12,-17381716.38,-1658.18,-11.7847
0.02,13,-16497517.33,-1573.83,-11.1272
0.02,14,-16741465.03,-1597.1,-11.3161
0.02,15,-16510280.37,-1575.05,-11.1534
0.02,16,-15891065.98,-1515.98,-10.7712
0.02,17,-15294641.9,-1459.08,-10.4405
0.02,18,-14801513.6,-1412.03,-10.1496
0.02,19,-12443680.65,-1187.1,-8.5973
0.02,20,-13074371.23,-1247.27,-9.1964
0.02,21,-11163804.1,-1065,-7.7898
0.02,22,-12006675.4,-1145.41,-8.4726
0.02,23,-11281305.17,-1076.21,-8.0068
0.02,24,-11071550.05,-1056.2,-7.8555
0.02,25,-9949842.03,-949.2,-6.9847
0.02,26,-10207100.05,-973.74,-7.2405
0.02,27,-8093298.7,-763.62,-5.808
0.02,28,-8917607.05,-850.72,-6.5426
0.02,29,-8349942.05,-796.57,-6.2991
0.02,30,-6833633.9,-651.92,-5.6151
0.03,1,-29666892.4,-2830.16,-24.8096
0.03,2,-23212909.02,-2214.47,-15.2731
0.03,3,-22571440.63,-2153.27,-14.6775
0.03,4,-23180297.15,-2211.35,-14.7839
0.03,5,-18875476.75,-1800.68,-12.5506
0.03,6,-19535041.7,-1863.6,-13.0484
0.03,7,-18243591.25,-1740.4,-12.0421
0.03,8,-18588579.58,-1773.31,-12.3573
0.03,9,-18757379.85,-1789.42,-12.5727
0.03,10,-18069213.78,-1723.77,-12.3057
0.03,11,-17363313.65,-1656.43,-11.6426
0.03,12,-16858964.5,-1608.31,-11.3934
0.03,13,-15848549.93,-1511.92,-10.261
0.03,14,-16092497.63,-1535.19,-10.4398
0.03,15,-15861312.98,-1513.14,-10.2852
0.03,16,-15242098.57,-1454.07,-9.9173
0.03,17,-14645674.5,-1397.17,-9.5974
0.03,18,-14152546.2,-1350.12,-9.3156
0.03,19,-11794713.25,-1125.19,-7.8189
0.03,20,-12425403.83,-1185.36,-8.3845
0.03,21,-10514836.7,-1003.09,-7.0332
0.03,22,-11357708,-1083.5,-7.6848
0.03,23,-10632337.78,-1014.3,-7.232
0.03,24,-7956924.53,-717.38,-5.3803
0.03,25,-6821223.5,-601.62,-4.554
0.03,26,-7092474.53,-639.45,-4.8088
0.03,27,-7444331.3,-702.39,-5.096
0.03,28,-8268639.65,-788.81,-5.7878
0.03,29,-7700974.65,-734.66,-5.5378
0.03,30,-6184666.5,-590,-4.8257
0.04,1,-29666892.4,-2830.16,-24.8096
0.04,2,-23212909.02,-2214.47,-15.2731
0.04,3,-22203180.67,-2118.14,-13.9838
0.04,4,-21806451.68,-2080.29,-13.7439
0.04,5,-18875476.75,-1800.68,-12.5506
0.04,6,-19012289.83,-1813.73,-12.6519
0.04,7,-17720839.38,-1690.53,-11.6493
0.04,8,-18065827.7,-1723.44,-11.9638
0.04,9,-15768969.85,-1421.7,-10.1015
0.04,10,-15080803.78,-1359.66,-9.8322
0.04,11,-14945652.85,-1347.47,-9.3203
0.04,12,-16054896.95,-1447.48,-10.0189
0.04,13,-15344910.75,-1383.47,-9.5455
0.04,14,-15414645.6,-1389.76,-9.5977
0.04,15,-15183460.95,-1368.92,-9.451
0.04,16,-14564246.55,-1313.09,-9.0975
0.04,17,-13967822.48,-1259.32,-8.7884
0.04,18,-13474694.18,-1214.86,-8.5159
0.04,19,-11116861.23,-1002.28,-7.0769
0.04,20,-11747551.8,-1059.14,-7.6079
0.04,21,-9836984.67,-886.89,-6.3147
0.04,22,-10679855.98,-962.88,-6.9337
0.04,23,-9954485.75,-897.48,-6.495
0.04,24,-9744730.62,-878.57,-6.3533
0.04,25,-8609029.6,-759.3,-5.504
0.04,26,-8880280.63,-800.63,-5.7747
0.04,27,-9232137.4,-871.07,-6.0759
0.04,28,-10056445.75,-959.36,-6.812
0.04,29,-9488780.75,-905.21,-6.5723
0.04,30,-7972472.6,-760.56,-5.9022
0.05,1,-29666892.4,-2830.16,-24.8096
0.05,2,-23212909.02,-2214.47,-15.2731
0.05,3,-22203180.67,-2118.14,-13.9838
0.05,4,-21283699.8,-2030.42,-13.3398
0.05,5,-18352724.88,-1750.81,-12.1563
0.05,6,-19012289.83,-1813.73,-12.6519
0.05,7,-17720839.38,-1690.53,-11.6493
0.05,8,-18065827.7,-1723.44,-11.9638
0.05,9,-15816967.18,-1426.03,-9.7991
0.05,10,-16093277.95,-1450.94,-9.3241
0.05,11,-16084342.55,-1450.14,-9.2437
0.05,12,-15090703.97,-1360.55,-8.7231
0.05,13,-14695794.35,-1324.95,-8.4856
0.05,14,-14534344.55,-1310.39,-8.3991
0.05,15,-14534344.55,-1310.39,-8.3991
0.05,16,-13915130.15,-1254.56,-8.0729
0.05,17,-13318706.07,-1200.79,-7.7856
0.05,18,-12825577.78,-1156.33,-7.5323
0.05,19,-10467744.82,-943.75,-6.2113
0.05,20,-11098435.4,-1000.62,-6.6792
0.05,21,-9187868.27,-828.36,-5.5049
0.05,22,-10030739.57,-904.35,-6.06
0.05,23,-9305369.35,-838.96,-5.6543
0.05,24,-9095614.22,-820.05,-5.5241
0.05,25,-7959913.2,-702.05,-4.7567
0.05,26,-8231164.23,-742.11,-4.9912
0.05,27,-8583021,-809.82,-5.2558
0.05,28,-9407329.35,-900.2,-5.8861
0.05,29,-8839664.35,-845.88,-5.6483
